TF_SCO	TG_SCO	TF_gene_id	TG_gene_id	source
SCO3361	SCO3362	SC_RS18920	SC_RS18925	ZorroAranda2022_Inferred_BS
SCO3361	SCO3361	SC_RS18920	SC_RS18920	ZorroAranda2022_Inferred_BS
SCO2987	SCO2987	SC_RS17040	SC_RS17040	ZorroAranda2022_Inferred_BS
SCO2987	SCO2986	SC_RS17040	SC_RS17035	ZorroAranda2022_Inferred_BS
SCO2935	SCO2928	SC_RS16775	SC_RS16740	ZorroAranda2022_Inferred_BS
SCO2935	SCO2927	SC_RS16775	SC_RS16735	ZorroAranda2022_Inferred_BS
SCO2928	SCO2928	SC_RS16740	SC_RS16740	ZorroAranda2022_Inferred_BS
SCO2928	SCO2927	SC_RS16740	SC_RS16735	ZorroAranda2022_Inferred_BS
SCO5033	SCO5033	SC_RS27330	SC_RS27330	ZorroAranda2022_Inferred_BS
SCO5033	SCO5032	SC_RS27330	SC_RS27325	ZorroAranda2022_Inferred_BS
SCO7168	SCO7167	SC_RS38065	SC_RS38060	ZorroAranda2022_Inferred_BS
SCO7168	SCO7168	SC_RS38065	SC_RS38065	ZorroAranda2022_Inferred_BS
SCO5085	SCO5087	SC_RS27585	SC_RS27595	ZorroAranda2022_Inferred_BS
SCO5085	SCO5086	SC_RS27585	SC_RS27590	ZorroAranda2022_Inferred_BS
SCO5085	SCO5071	SC_RS27585	SC_RS27515	ZorroAranda2022_Inferred_BS
SCO5085	SCO5072	SC_RS27585	SC_RS27520	ZorroAranda2022_Inferred_BS
SCO1678	SCO1679	SC_RS10405	SC_RS10410	ZorroAranda2022_Inferred_BS
SCO1678	SCO1678	SC_RS10405	SC_RS10405	ZorroAranda2022_Inferred_BS
SCO3226	SCO3217	SC_RS18245	SC_RS18200	ZorroAranda2022_Inferred_BS
SCO4596	SCO4596	SC_RS25135	SC_RS25135	ZorroAranda2022_Inferred_BS
SCO7427	SCO7094	SC_RS39340	SC_RS37695	ZorroAranda2022_Inferred_BS
SCO1697	SCO7008	SC_RS10500	SC_RS37265	ZorroAranda2022_Inferred_BS
SCO6974	SCO6979	SC_RS37085	SC_RS37110	ZorroAranda2022_Inferred_BS
SCO6974	SCO6978	SC_RS37085	SC_RS37105	ZorroAranda2022_Inferred_BS
SCO2120	SCO4225	SC_RS12645	SC_RS23310	ZorroAranda2022_Inferred_BS
SCO4596	SCO0736	SC_RS25135	SC_RS05610	ZorroAranda2022_Inferred_BS
SCO5231	SCO7224	SC_RS28335	SC_RS38335	ZorroAranda2022_Inferred_BS
SCO5231	SCO7225	SC_RS28335	SC_RS38340	ZorroAranda2022_Inferred_BS
SCO5206	SCO5206	SC_RS28210	SC_RS28210	ZorroAranda2022_Inferred_BS
SCO4118	SCO3925	SC_RS22760	SC_RS21770	ZorroAranda2022_Inferred_BS
SCO5206	SCO0379	SC_RS28210	SC_RS03805	ZorroAranda2022_Inferred_BS
SCO5206	SCO0378	SC_RS28210	SC_RS03800	ZorroAranda2022_Inferred_BS
SCO5231	SCO1390	SC_RS28335	SC_RS08930	ZorroAranda2022_Inferred_BS
SCO4118	SCO2907	SC_RS22760	SC_RS16635	ZorroAranda2022_Inferred_BS
SCO0204	SCO6041	SC_RS02970	SC_RS32445	ZorroAranda2022_Inferred_BS
SCO0204	SCO6040	SC_RS02970	SC_RS32440	ZorroAranda2022_Inferred_BS
SCO0204	SCO3751	SC_RS02970	SC_RS20880	ZorroAranda2022_Inferred_BS
SCO0204	SCO3750	SC_RS02970	SC_RS20875	ZorroAranda2022_Inferred_BS
SCO2120	SCO7613	SC_RS12645	SC_RS40260	ZorroAranda2022_Inferred_BS
SCO1697	SCO2479	SC_RS10500	SC_RS14445	ZorroAranda2022_Inferred_BS
SCO1697	SCO2478	SC_RS10500	SC_RS14440	ZorroAranda2022_Inferred_BS
SCO6294	SCO7176	SC_RS33720	SC_RS38100	ZorroAranda2022_Inferred_BS
SCO6294	SCO7177	SC_RS33720		ZorroAranda2022_Inferred_BS
SCO5231	SCO5841	SC_RS28335	SC_RS31450	ZorroAranda2022_Inferred_BS
SCO5231	SCO5842	SC_RS28335	SC_RS31455	ZorroAranda2022_Inferred_BS
SCO5231	SCO2907	SC_RS28335	SC_RS16635	ZorroAranda2022_Inferred_BS
SCO5216	SCO5216	SC_RS28260	SC_RS28260	ZorroAranda2022_Inferred_BS
SCO5216	SCO4160	SC_RS28260	SC_RS22990	ZorroAranda2022_Inferred_BS
SCO5216	SCO4159	SC_RS28260	SC_RS22985	ZorroAranda2022_Inferred_BS
SCO5216	SCO4204	SC_RS28260	SC_RS23205	ZorroAranda2022_Inferred_BS
SCO5231	SCO5232	SC_RS28335	SC_RS28340	ZorroAranda2022_Inferred_BS
SCO5405	SCO7682	SC_RS29205	SC_RS40600	ZorroAranda2022_Inferred_BS
SCO5231	SCO2905	SC_RS28335	SC_RS16625	ZorroAranda2022_Inferred_BS
SCO5231	SCO2906	SC_RS28335	SC_RS16630	ZorroAranda2022_Inferred_BS
SCO5405	SCO7681	SC_RS29205	SC_RS40595	ZorroAranda2022_Inferred_BS
SCO6294	SCO7273	SC_RS33720	SC_RS38580	ZorroAranda2022_Inferred_BS
SCO3356	SCO4471	SC_RS18895	SC_RS24515	ZorroAranda2022_Inferred_BS
SCO5231	SCO4286	SC_RS28335	SC_RS23615	ZorroAranda2022_Inferred_BS
SCO5231	SCO4285	SC_RS28335	SC_RS23610	ZorroAranda2022_Inferred_BS
SCO0204	SCO5321	SC_RS02970	SC_RS28785	ZorroAranda2022_Inferred_BS
SCO0204	SCO5320	SC_RS02970	SC_RS28780	ZorroAranda2022_Inferred_BS
SCO2120	SCO1700	SC_RS12645	SC_RS10515	ZorroAranda2022_Inferred_BS
SCO0204	SCO0207	SC_RS02970	SC_RS02980	ZorroAranda2022_Inferred_BS
SCO0204	SCO0208	SC_RS02970	SC_RS02985	ZorroAranda2022_Inferred_BS
SCO0608	SCO3925	SC_RS04965	SC_RS21770	ZorroAranda2022_Inferred_BS
SCO2120	SCO4011	SC_RS12645	SC_RS22175	ZorroAranda2022_Inferred_BS
SCO6294	SCO5911	SC_RS33720	SC_RS31795	ZorroAranda2022_Inferred_BS
SCO6294	SCO5912	SC_RS33720	SC_RS31800	ZorroAranda2022_Inferred_BS
SCO4426	SCO4142	SC_RS24295	SC_RS22900	ZorroAranda2022_Inferred_BS
SCO5820	SCO3471	SC_RS31340	SC_RS19480	ZorroAranda2022_Inferred_BS
SCO5231	SCO6344	SC_RS28335	SC_RS33935	ZorroAranda2022_Inferred_BS
SCO5231	SCO6345	SC_RS28335	SC_RS33940	ZorroAranda2022_Inferred_BS
SCO2792	SCO2699	SC_RS16045	SC_RS15580	ZorroAranda2022_Inferred_BS
SCO6294	SCO6289	SC_RS33720	SC_RS33695	ZorroAranda2022_Inferred_BS
SCO5231	SCO1444	SC_RS28335	SC_RS09195	ZorroAranda2022_Inferred_BS
SCO2792	SCO5876	SC_RS16045	SC_RS31625	ZorroAranda2022_Inferred_BS
SCO2792	SCO5877	SC_RS16045	SC_RS31630	ZorroAranda2022_Inferred_BS
SCO6256	SCO6257	SC_RS33530	SC_RS33535	ZorroAranda2022_Inferred_BS
SCO6256	SCO6255	SC_RS33530	SC_RS33525	ZorroAranda2022_Inferred_BS
SCO6256	SCO2727	SC_RS33530		ZorroAranda2022_Inferred_BS
SCO6256	SCO6256	SC_RS33530	SC_RS33530	ZorroAranda2022_Inferred_BS
SCO6256	SCO2728	SC_RS33530		ZorroAranda2022_Inferred_BS
SCO7427	SCO7426	SC_RS39340	SC_RS39335	ZorroAranda2022_Inferred_BS
SCO7427	SCO7427	SC_RS39340	SC_RS39340	ZorroAranda2022_Inferred_BS
SCO2120	SCO4924	SC_RS12645	SC_RS26780	ZorroAranda2022_Inferred_BS
SCO3356	SCO2056	SC_RS18895	SC_RS12320	ZorroAranda2022_Inferred_BS
SCO2508	SCO3429	SC_RS14590	SC_RS19265	ZorroAranda2022_Inferred_BS
SCO2508	SCO3428	SC_RS14590	SC_RS19260	ZorroAranda2022_Inferred_BS
SCO5231	SCO6012	SC_RS28335	SC_RS32300	ZorroAranda2022_Inferred_BS
SCO5231	SCO6013	SC_RS28335	SC_RS32305	ZorroAranda2022_Inferred_BS
SCO5231	SCO1429	SC_RS28335	SC_RS09120	ZorroAranda2022_Inferred_BS
SCO2120	SCO2101	SC_RS12645	SC_RS12545	ZorroAranda2022_Inferred_BS
SCO6974	SCO2727	SC_RS37085		ZorroAranda2022_Inferred_BS
SCO6974	SCO2728	SC_RS37085		ZorroAranda2022_Inferred_BS
SCO4230	SCO0033	SC_RS23335	SC_RS02200	ZorroAranda2022_Inferred_BS
SCO4230	SCO0034	SC_RS23335	SC_RS02205	ZorroAranda2022_Inferred_BS
SCO0204	SCO4186	SC_RS02970	SC_RS23115	ZorroAranda2022_Inferred_BS
SCO0204	SCO2967	SC_RS02970	SC_RS16940	ZorroAranda2022_Inferred_BS
SCO2120	SCO7460	SC_RS12645	SC_RS39505	ZorroAranda2022_Inferred_BS
SCO2120	SCO7459	SC_RS12645	SC_RS39500	ZorroAranda2022_Inferred_BS
SCO1576	SCO2231	SC_RS09895	SC_RS13185	ZorroAranda2022_Inferred_BS
SCO1576	SCO2232	SC_RS09895	SC_RS13190	ZorroAranda2022_Inferred_BS
SCO6256	SCO4237	SC_RS33530	SC_RS23370	ZorroAranda2022_Inferred_BS
SCO2120	SCO6727	SC_RS12645	SC_RS35825	ZorroAranda2022_Inferred_BS
SCO2120	SCO6728	SC_RS12645	SC_RS35830	ZorroAranda2022_Inferred_BS
SCO6256	SCO6986	SC_RS33530	SC_RS37145	ZorroAranda2022_Inferred_BS
SCO6256	SCO6985	SC_RS33530	SC_RS37140	ZorroAranda2022_Inferred_BS
SCO4230	SCO2210	SC_RS23335	SC_RS13085	ZorroAranda2022_Inferred_BS
SCO4159	SCO1863	SC_RS22985		ZorroAranda2022_Inferred_BS
SCO4159	SCO1864	SC_RS22985	SC_RS11350	ZorroAranda2022_Inferred_BS
SCO5231	SCO6033	SC_RS28335	SC_RS32400	ZorroAranda2022_Inferred_BS
SCO5231	SCO6032	SC_RS28335	SC_RS32395	ZorroAranda2022_Inferred_BS
SCO0204	SCO5979	SC_RS02970	SC_RS32140	ZorroAranda2022_Inferred_BS
SCO0204	SCO5978	SC_RS02970	SC_RS32135	ZorroAranda2022_Inferred_BS
SCO4596	SCO6992	SC_RS25135	SC_RS37185	ZorroAranda2022_Inferred_BS
SCO4230	SCO3791	SC_RS23335	SC_RS21075	ZorroAranda2022_Inferred_BS
SCO4230	SCO3790	SC_RS23335	SC_RS21070	ZorroAranda2022_Inferred_BS
SCO3361	SCO4184	SC_RS18920	SC_RS23105	ZorroAranda2022_Inferred_BS
SCO3361	SCO4183	SC_RS18920	SC_RS23100	ZorroAranda2022_Inferred_BS
SCO5216	SCO3202	SC_RS28260	SC_RS18125	ZorroAranda2022_Inferred_BS
SCO4230	SCO4878	SC_RS23335	SC_RS26550	ZorroAranda2022_Inferred_BS
SCO4230	SCO4879	SC_RS23335	SC_RS26555	ZorroAranda2022_Inferred_BS
SCO3226	SCO5881	SC_RS18245	SC_RS31650	ZorroAranda2022_Inferred_BS
SCO4596	SCO6547	SC_RS25135		ZorroAranda2022_Inferred_BS
SCO3356	SCO2334	SC_RS18895	SC_RS13700	ZorroAranda2022_Inferred_BS
SCO6685	SCO6681	SC_RS35610	SC_RS35590	ZorroAranda2022_Inferred_BS
SCO5085	SCO5083	SC_RS27585	SC_RS27575	ZorroAranda2022_Inferred_BS
SCO0608	SCO2924	SC_RS04965	SC_RS16720	ZorroAranda2022_Inferred_BS
SCO1135	SCO0699	SC_RS07625	SC_RS05420	ZorroAranda2022_Inferred_BS
SCO1135	SCO1066	SC_RS07625	SC_RS07285	ZorroAranda2022_Inferred_BS
SCO5231	SCO5231	SC_RS28335	SC_RS28335	ZorroAranda2022_Inferred_BS
SCO4230	SCO1394	SC_RS23335	SC_RS08950	ZorroAranda2022_Inferred_BS
SCO4230	SCO1393	SC_RS23335	SC_RS08945	ZorroAranda2022_Inferred_BS
SCO1489	SCO1489	SC_RS09420	SC_RS09420	ZorroAranda2022_Inferred_BS
SCO1697	SCO1178	SC_RS10500	SC_RS07845	ZorroAranda2022_Inferred_BS
SCO1135	SCO0719	SC_RS07625	SC_RS05520	ZorroAranda2022_Inferred_BS
SCO1135	SCO5455	SC_RS07625	SC_RS29460	ZorroAranda2022_Inferred_BS
SCO1135	SCO1065	SC_RS07625	SC_RS07280	ZorroAranda2022_Inferred_BS
SCO1135	SCO5847	SC_RS07625	SC_RS31480	ZorroAranda2022_Inferred_BS
SCO1135	SCO5044	SC_RS07625	SC_RS27385	ZorroAranda2022_Inferred_BS
SCO1135	SCO0579	SC_RS07625	SC_RS04820	ZorroAranda2022_Inferred_BS
SCO1135	SCO6520	SC_RS07625	SC_RS34795	ZorroAranda2022_Inferred_BS
SCO1135	SCO1132	SC_RS07625	SC_RS07610	ZorroAranda2022_Inferred_BS
SCO1135	SCO5874	SC_RS07625	SC_RS31615	ZorroAranda2022_Inferred_BS
SCO1135	SCO5045	SC_RS07625	SC_RS27390	ZorroAranda2022_Inferred_BS
SCO1135	SCO4438	SC_RS07625	SC_RS24355	ZorroAranda2022_Inferred_BS
SCO3201	SCO3201	SC_RS18120	SC_RS18120	ZorroAranda2022_Inferred_BS
SCO4230	SCO4159	SC_RS23335	SC_RS22985	ZorroAranda2022_Inferred_BS
SCO4230	SCO4160	SC_RS23335	SC_RS22990	ZorroAranda2022_Inferred_BS
SCO4230	SCO4142	SC_RS23335	SC_RS22900	ZorroAranda2022_Inferred_BS
SCO0204	SCO0123	SC_RS02970	SC_RS02585	ZorroAranda2022_Inferred_BS
SCO3361	SCO3605	SC_RS18920	SC_RS20160	ZorroAranda2022_Inferred_BS
SCO1135	SCO6114	SC_RS07625	SC_RS32815	ZorroAranda2022_Inferred_BS
SCO1135	SCO6820	SC_RS07625	SC_RS36290	ZorroAranda2022_Inferred_BS
SCO4907	SCO0811	SC_RS26695	SC_RS05985	ZorroAranda2022_Inferred_BS
SCO0204	SCO3377	SC_RS02970	SC_RS19010	ZorroAranda2022_Inferred_BS
SCO4907	SCO0812	SC_RS26695	SC_RS05990	ZorroAranda2022_Inferred_BS
SCO0204	SCO5583	SC_RS02970	SC_RS30135	ZorroAranda2022_Inferred_BS
SCO1480	SCO5877	SC_RS09375	SC_RS31630	ZorroAranda2022_Inferred_BS
SCO1480	SCO5876	SC_RS09375	SC_RS31625	ZorroAranda2022_Inferred_BS
SCO5231	SCO0481	SC_RS28335	SC_RS04325	ZorroAranda2022_Inferred_BS
SCO3356	SCO3194	SC_RS18895	SC_RS18085	ZorroAranda2022_Inferred_BS
SCO0204	SCO5155	SC_RS02970	SC_RS27940	ZorroAranda2022_Inferred_BS
SCO5231	SCO3563	SC_RS28335	SC_RS19950	ZorroAranda2022_Inferred_BS
SCO0204	SCO5154	SC_RS02970	SC_RS27935	ZorroAranda2022_Inferred_BS
SCO1135	SCO5436	SC_RS07625	SC_RS29365	ZorroAranda2022_Inferred_BS
SCO1135	SCO5435	SC_RS07625	SC_RS29360	ZorroAranda2022_Inferred_BS
SCO5243	SCO5086	SC_RS28395	SC_RS27590	ZorroAranda2022_Inferred_BS
SCO1135	SCO1536	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO0634	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO3686	SC_RS07625	SC_RS20565	ZorroAranda2022_Inferred_BS
SCO1135	SCO0635	SC_RS07625	SC_RS05095	ZorroAranda2022_Inferred_BS
SCO1135	SCO3834	SC_RS07625	SC_RS21300	ZorroAranda2022_Inferred_BS
SCO1135	SCO7138	SC_RS07625	SC_RS37915	ZorroAranda2022_Inferred_BS
SCO1135	SCO2196	SC_RS07625	SC_RS13015	ZorroAranda2022_Inferred_BS
SCO1135	SCO7137	SC_RS07625	SC_RS37910	ZorroAranda2022_Inferred_BS
SCO1135	SCO3323	SC_RS07625	SC_RS18720	ZorroAranda2022_Inferred_BS
SCO1135	SCO1020	SC_RS07625	SC_RS07055	ZorroAranda2022_Inferred_BS
SCO4118	SCO5529	SC_RS22760	SC_RS29830	ZorroAranda2022_Inferred_BS
SCO2792	SCO5085	SC_RS16045	SC_RS27585	ZorroAranda2022_Inferred_BS
SCO2508	SCO2505	SC_RS14590	SC_RS14575	ZorroAranda2022_Inferred_BS
SCO0204	SCO2264	SC_RS02970	SC_RS13345	ZorroAranda2022_Inferred_BS
SCO3063	SCO7336	SC_RS17430	SC_RS38895	ZorroAranda2022_Inferred_BS
SCO3063	SCO7337	SC_RS17430	SC_RS38900	ZorroAranda2022_Inferred_BS
SCO0204	SCO7444	SC_RS02970	SC_RS39425	ZorroAranda2022_Inferred_BS
SCO0204	SCO7445	SC_RS02970	SC_RS39430	ZorroAranda2022_Inferred_BS
SCO0204	SCO0200	SC_RS02970	SC_RS02950	ZorroAranda2022_Inferred_BS
SCO6265	SCO1403	SC_RS33575	SC_RS08990	ZorroAranda2022_Inferred_BS
SCO6265	SCO1402	SC_RS33575	SC_RS08985	ZorroAranda2022_Inferred_BS
SCO0204	SCO1770	SC_RS02970		ZorroAranda2022_Inferred_BS
SCO0204	SCO2619	SC_RS02970	SC_RS15165	ZorroAranda2022_Inferred_BS
SCO0204	SCO0204	SC_RS02970	SC_RS02970	ZorroAranda2022_Inferred_BS
SCO5231	SCO5236	SC_RS28335	SC_RS28360	ZorroAranda2022_Inferred_BS
SCO1135	SCO2198	SC_RS07625	SC_RS13025	ZorroAranda2022_Inferred_BS
SCO1135	SCO6171	SC_RS07625	SC_RS33105	ZorroAranda2022_Inferred_BS
SCO1135	SCO1133	SC_RS07625	SC_RS07615	ZorroAranda2022_Inferred_BS
SCO6256	SCO6978	SC_RS33530	SC_RS37105	ZorroAranda2022_Inferred_BS
SCO6265	SCO6324	SC_RS33575	SC_RS33850	ZorroAranda2022_Inferred_BS
SCO6256	SCO6979	SC_RS33530	SC_RS37110	ZorroAranda2022_Inferred_BS
SCO5085	SCO3311	SC_RS27585	SC_RS18660	ZorroAranda2022_Inferred_BS
SCO1135	SCO2679	SC_RS07625	SC_RS15475	ZorroAranda2022_Inferred_BS
SCO1135	SCO2680	SC_RS07625	SC_RS15480	ZorroAranda2022_Inferred_BS
SCO1135	SCO0952	SC_RS07625	SC_RS06710	ZorroAranda2022_Inferred_BS
SCO2120	SCO6993	SC_RS12645	SC_RS37190	ZorroAranda2022_Inferred_BS
SCO3356	SCO1559	SC_RS18895	SC_RS09810	ZorroAranda2022_Inferred_BS
SCO5231	SCO6300	SC_RS28335	SC_RS33750	ZorroAranda2022_Inferred_BS
SCO3668	SCO2703	SC_RS20475	SC_RS15600	ZorroAranda2022_Inferred_BS
SCO3226	SCO5085	SC_RS18245	SC_RS27585	ZorroAranda2022_Inferred_BS
SCO2508	SCO7681	SC_RS14590	SC_RS40595	ZorroAranda2022_Inferred_BS
SCO2508	SCO7682	SC_RS14590	SC_RS40600	ZorroAranda2022_Inferred_BS
SCO5552	SCO6266	SC_RS29970	SC_RS33580	ZorroAranda2022_Inferred_BS
SCO5552	SCO6265	SC_RS29970	SC_RS33575	ZorroAranda2022_Inferred_BS
SCO4596	SCO2381	SC_RS25135	SC_RS13940	ZorroAranda2022_Inferred_BS
SCO6294	SCO5315	SC_RS33720	SC_RS28755	ZorroAranda2022_Inferred_BS
SCO1135	SCO7629	SC_RS07625	SC_RS40340	ZorroAranda2022_Inferred_BS
SCO3356	SCO3602	SC_RS18895	SC_RS20145	ZorroAranda2022_Inferred_BS
SCO1135	SCO0163	SC_RS07625	SC_RS02760	ZorroAranda2022_Inferred_BS
SCO1135	SCO0086	SC_RS07625	SC_RS02440	ZorroAranda2022_Inferred_BS
SCO1135	SCO0543	SC_RS07625	SC_RS04630	ZorroAranda2022_Inferred_BS
SCO1135	SCO1090	SC_RS07625	SC_RS07405	ZorroAranda2022_Inferred_BS
SCO1135	SCO4986	SC_RS07625	SC_RS27090	ZorroAranda2022_Inferred_BS
SCO1135	SCO4747	SC_RS07625	SC_RS25895	ZorroAranda2022_Inferred_BS
SCO1135	SCO1089	SC_RS07625	SC_RS07400	ZorroAranda2022_Inferred_BS
SCO1135	SCO0612	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO5956	SC_RS07625	SC_RS32025	ZorroAranda2022_Inferred_BS
SCO1135	SCO5955	SC_RS07625	SC_RS32020	ZorroAranda2022_Inferred_BS
SCO0204	SCO1362	SC_RS02970	SC_RS08775	ZorroAranda2022_Inferred_BS
SCO3063	SCO6706	SC_RS17430	SC_RS35715	ZorroAranda2022_Inferred_BS
SCO3063	SCO6705	SC_RS17430	SC_RS35710	ZorroAranda2022_Inferred_BS
SCO5231	SCO4315	SC_RS28335	SC_RS23760	ZorroAranda2022_Inferred_BS
SCO3202	SCO3034	SC_RS18125	SC_RS17285	ZorroAranda2022_Inferred_BS
SCO4230	SCO3781	SC_RS23335	SC_RS21025	ZorroAranda2022_Inferred_BS
SCO4426	SCO4425	SC_RS24295	SC_RS24290	ZorroAranda2022_Inferred_BS
SCO3668	SCO3292	SC_RS20475	SC_RS18570	ZorroAranda2022_Inferred_BS
SCO1489	SCO1488	SC_RS09420	SC_RS09415	ZorroAranda2022_Inferred_BS
SCO0204	SCO6449	SC_RS02970	SC_RS34440	ZorroAranda2022_Inferred_BS
SCO4230	SCO2282	SC_RS23335	SC_RS13435	ZorroAranda2022_Inferred_BS
SCO1135	SCO2897	SC_RS07625	SC_RS16580	ZorroAranda2022_Inferred_BS
SCO1135	SCO2242	SC_RS07625	SC_RS13240	ZorroAranda2022_Inferred_BS
SCO1135	SCO6291	SC_RS07625	SC_RS33705	ZorroAranda2022_Inferred_BS
SCO1135	SCO7039	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO0192	SC_RS07625	SC_RS02910	ZorroAranda2022_Inferred_BS
SCO1135	SCO0124	SC_RS07625	SC_RS02590	ZorroAranda2022_Inferred_BS
SCO0204	SCO3179	SC_RS02970	SC_RS18010	ZorroAranda2022_Inferred_BS
SCO5778	SCO5776	SC_RS31130	SC_RS31120	ZorroAranda2022_Inferred_BS
SCO1135	SCO5616	SC_RS07625	SC_RS30300	ZorroAranda2022_Inferred_BS
SCO0204	SCO4763	SC_RS02970	SC_RS25975	ZorroAranda2022_Inferred_BS
SCO3356	SCO6242	SC_RS18895	SC_RS33460	ZorroAranda2022_Inferred_BS
SCO4230	SCO1294	SC_RS23335	SC_RS08430	ZorroAranda2022_Inferred_BS
SCO5820	SCO5877	SC_RS31340	SC_RS31630	ZorroAranda2022_Inferred_BS
SCO5820	SCO5876	SC_RS31340	SC_RS31625	ZorroAranda2022_Inferred_BS
SCO3668	SCO3670	SC_RS20475	SC_RS20485	ZorroAranda2022_Inferred_BS
SCO0204	SCO5796	SC_RS02970	SC_RS31220	ZorroAranda2022_Inferred_BS
SCO1135	SCO4933	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO4972	SC_RS07625	SC_RS27020	ZorroAranda2022_Inferred_BS
SCO1135	SCO5201	SC_RS07625	SC_RS28170	ZorroAranda2022_Inferred_BS
SCO1135	SCO6080	SC_RS07625	SC_RS32640	ZorroAranda2022_Inferred_BS
SCO1135	SCO5885	SC_RS07625	SC_RS31670	ZorroAranda2022_Inferred_BS
SCO1135	SCO0628	SC_RS07625	SC_RS05060	ZorroAranda2022_Inferred_BS
SCO1135	SCO3709	SC_RS07625	SC_RS20680	ZorroAranda2022_Inferred_BS
SCO1135	SCO6485	SC_RS07625	SC_RS34620	ZorroAranda2022_Inferred_BS
SCO1135	SCO3395	SC_RS07625	SC_RS19100	ZorroAranda2022_Inferred_BS
SCO1135	SCO4072	SC_RS07625	SC_RS22490	ZorroAranda2022_Inferred_BS
SCO1135	SCO1170	SC_RS07625	SC_RS07800	ZorroAranda2022_Inferred_BS
SCO1135	SCO4584	SC_RS07625	SC_RS25075	ZorroAranda2022_Inferred_BS
SCO1135	SCO7712	SC_RS07625	SC_RS40745	ZorroAranda2022_Inferred_BS
SCO1135	SCO3226	SC_RS07625	SC_RS18245	ZorroAranda2022_Inferred_BS
SCO1135	SCO1708	SC_RS07625	SC_RS10555	ZorroAranda2022_Inferred_BS
SCO1135	SCO3710	SC_RS07625	SC_RS20685	ZorroAranda2022_Inferred_BS
SCO0204	SCO7138	SC_RS02970	SC_RS37915	ZorroAranda2022_Inferred_BS
SCO0204	SCO7137	SC_RS02970	SC_RS37910	ZorroAranda2022_Inferred_BS
SCO4118	SCO1443	SC_RS22760	SC_RS09190	ZorroAranda2022_Inferred_BS
SCO1576	SCO0800	SC_RS09895	SC_RS05930	ZorroAranda2022_Inferred_BS
SCO1576	SCO0801	SC_RS09895	SC_RS05935	ZorroAranda2022_Inferred_BS
SCO1135	SCO0600	SC_RS07625	SC_RS04925	ZorroAranda2022_Inferred_BS
SCO3668	SCO3669	SC_RS20475	SC_RS20480	ZorroAranda2022_Inferred_BS
SCO4230	SCO5583	SC_RS23335	SC_RS30135	ZorroAranda2022_Inferred_BS
SCO3129	SCO3129	SC_RS17770	SC_RS17770	ZorroAranda2022_Inferred_BS
SCO0204	SCO0215	SC_RS02970	SC_RS03020	ZorroAranda2022_Inferred_BS
SCO0204	SCO4288	SC_RS02970	SC_RS23625	ZorroAranda2022_Inferred_BS
SCO5085	SCO5066	SC_RS27585	SC_RS27490	ZorroAranda2022_Inferred_BS
SCO5231	SCO4240	SC_RS28335	SC_RS23385	ZorroAranda2022_Inferred_BS
SCO5231	SCOt47	SC_RS28335	SC_RS23390	ZorroAranda2022_Inferred_BS
SCO1135	SCO7349	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO5448	SC_RS07625	SC_RS29425	ZorroAranda2022_Inferred_BS
SCO1135	SCO1134	SC_RS07625	SC_RS07620	ZorroAranda2022_Inferred_BS
SCO1135	SCO4559	SC_RS07625	SC_RS24950	ZorroAranda2022_Inferred_BS
SCO1135	SCO7348	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO5278	SC_RS07625	SC_RS28575	ZorroAranda2022_Inferred_BS
SCO1135	SCO0944	SC_RS07625	SC_RS06670	ZorroAranda2022_Inferred_BS
SCO1135	SCO0953	SC_RS07625	SC_RS06715	ZorroAranda2022_Inferred_BS
SCO1135	SCO5353	SC_RS07625	SC_RS28945	ZorroAranda2022_Inferred_BS
SCO1135	SCO3742	SC_RS07625	SC_RS20840	ZorroAranda2022_Inferred_BS
SCO1135	SCO4810	SC_RS07625	SC_RS26210	ZorroAranda2022_Inferred_BS
SCO1135	SCO4811	SC_RS07625	SC_RS26215	ZorroAranda2022_Inferred_BS
SCO1135	SCO1421	SC_RS07625	SC_RS09080	ZorroAranda2022_Inferred_BS
SCO1135	SCO2985	SC_RS07625	SC_RS17030	ZorroAranda2022_Inferred_BS
SCO1135	SCO3741	SC_RS07625	SC_RS20835	ZorroAranda2022_Inferred_BS
SCO1135	SCO6857	SC_RS07625	SC_RS36480	ZorroAranda2022_Inferred_BS
SCO1135	SCO3149	SC_RS07625	SC_RS17855	ZorroAranda2022_Inferred_BS
SCO1135	SCO0510	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO5625	SC_RS07625	SC_RS30350	ZorroAranda2022_Inferred_BS
SCO1135	SCO2825	SC_RS07625	SC_RS16220	ZorroAranda2022_Inferred_BS
SCO3356	SCO2101	SC_RS18895	SC_RS12545	ZorroAranda2022_Inferred_BS
SCO3356	SCO5137	SC_RS18895	SC_RS27845	ZorroAranda2022_Inferred_BS
SCO3356	SCO4254	SC_RS18895	SC_RS23460	ZorroAranda2022_Inferred_BS
