TF_SCO	TG_SCO	TF_gene_id	TG_gene_id	source
SCO5216	SCO7632	SC_RS28260	SC_RS40355	ZorroAranda2022_Inferred_BS
SCO5216	SCO7631	SC_RS28260	SC_RS40350	ZorroAranda2022_Inferred_BS
SCO4118	SCO3006	SC_RS22760	SC_RS17130	ZorroAranda2022_Inferred_BS
SCO6286	SCO1592	SC_RS33680	SC_RS09975	ZorroAranda2022_Inferred_BS
SCO4118	SCO3005	SC_RS22760	SC_RS17125	ZorroAranda2022_Inferred_BS
SCO5085	SCO2164	SC_RS27585	SC_RS12860	ZorroAranda2022_Inferred_BS
SCO0608	SCO5900	SC_RS04965	SC_RS31745	ZorroAranda2022_Inferred_BS
SCO5216	SCO2619	SC_RS28260	SC_RS15165	ZorroAranda2022_Inferred_BS
SCO1135	SCO0255	SC_RS07625	SC_RS03195	ZorroAranda2022_Inferred_BS
SCO5216	SCO4038	SC_RS28260	SC_RS22315	ZorroAranda2022_Inferred_BS
SCO1135	SCO6759	SC_RS07625	SC_RS35980	ZorroAranda2022_Inferred_BS
SCO1135	SCO1649	SC_RS07625	SC_RS10255	ZorroAranda2022_Inferred_BS
SCO1135	SCO2879	SC_RS07625	SC_RS16495	ZorroAranda2022_Inferred_BS
SCO1135	SCO4774	SC_RS07625	SC_RS26030	ZorroAranda2022_Inferred_BS
SCO1135	SCO6293	SC_RS07625	SC_RS33715	ZorroAranda2022_Inferred_BS
SCO3356	SCO3201	SC_RS18895	SC_RS18120	ZorroAranda2022_Inferred_BS
SCO1135	SCO3062	SC_RS07625	SC_RS17425	ZorroAranda2022_Inferred_BS
SCO1135	SCO3926	SC_RS07625	SC_RS21775	ZorroAranda2022_Inferred_BS
SCO1135	SCO4773	SC_RS07625	SC_RS26025	ZorroAranda2022_Inferred_BS
SCO1135	SCO7004	SC_RS07625	SC_RS37245	ZorroAranda2022_Inferred_BS
SCO0204	SCO7430	SC_RS02970	SC_RS39355	ZorroAranda2022_Inferred_BS
SCO5216	SCO1487	SC_RS28260	SC_RS09410	ZorroAranda2022_Inferred_BS
SCO3361	SCOt34	SC_RS18920	SC_RS22040	ZorroAranda2022_Inferred_BS
SCO1489	SCO6941	SC_RS09420	SC_RS36915	ZorroAranda2022_Inferred_BS
SCO3356	SCO1192	SC_RS18895	SC_RS07915	ZorroAranda2022_Inferred_BS
SCO3356	SCO1191	SC_RS18895	SC_RS07910	ZorroAranda2022_Inferred_BS
SCO0204	SCO4935	SC_RS02970	SC_RS26840	ZorroAranda2022_Inferred_BS
SCO6685	SCO2363	SC_RS35610	SC_RS13850	ZorroAranda2022_Inferred_BS
SCO6286	SCO0123	SC_RS33680	SC_RS02585	ZorroAranda2022_Inferred_BS
SCO6286	SCO2131	SC_RS33680	SC_RS12700	ZorroAranda2022_Inferred_BS
SCO6685	SCO7515	SC_RS35610	SC_RS39775	ZorroAranda2022_Inferred_BS
SCO4596	SCO3472	SC_RS25135	SC_RS19485	ZorroAranda2022_Inferred_BS
SCO5216	SCO4146	SC_RS28260	SC_RS22920	ZorroAranda2022_Inferred_BS
SCO2928	SCO2179	SC_RS16740	SC_RS12935	ZorroAranda2022_Inferred_BS
SCO3129	SCO6164	SC_RS17770	SC_RS33070	ZorroAranda2022_Inferred_BS
SCO4596	SCO4746	SC_RS25135	SC_RS25890	ZorroAranda2022_Inferred_BS
SCO3356	SCO7390	SC_RS18895		ZorroAranda2022_Inferred_BS
SCO4596	SCO6142	SC_RS25135	SC_RS32960	ZorroAranda2022_Inferred_BS
SCO2792	SCO5806	SC_RS16045	SC_RS31270	ZorroAranda2022_Inferred_BS
SCO2792	SCO5807	SC_RS16045	SC_RS31275	ZorroAranda2022_Inferred_BS
SCO3356	SCO0215	SC_RS18895	SC_RS03020	ZorroAranda2022_Inferred_BS
SCO6286	SCO6091	SC_RS33680	SC_RS32695	ZorroAranda2022_Inferred_BS
SCO6294	SCO3613	SC_RS33720	SC_RS20200	ZorroAranda2022_Inferred_BS
SCO4596	SCO1274	SC_RS25135	SC_RS08330	ZorroAranda2022_Inferred_BS
SCO4596	SCO6141	SC_RS25135	SC_RS32955	ZorroAranda2022_Inferred_BS
SCO3356	SCO1827	SC_RS18895	SC_RS11165	ZorroAranda2022_Inferred_BS
SCO3356	SCO2171	SC_RS18895	SC_RS12895	ZorroAranda2022_Inferred_BS
SCO4596	SCO4040	SC_RS25135		ZorroAranda2022_Inferred_BS
SCO4426	SCO7229	SC_RS24295	SC_RS38360	ZorroAranda2022_Inferred_BS
SCO5216	SCO3836	SC_RS28260	SC_RS21310	ZorroAranda2022_Inferred_BS
SCO4426	SCO7230	SC_RS24295	SC_RS38365	ZorroAranda2022_Inferred_BS
SCO3356	SCO3081	SC_RS18895	SC_RS17520	ZorroAranda2022_Inferred_BS
SCO3356	SCO7050	SC_RS18895	SC_RS37475	ZorroAranda2022_Inferred_BS
SCO5216	SCO3647	SC_RS28260	SC_RS20375	ZorroAranda2022_Inferred_BS
SCO4596	SCO0334	SC_RS25135	SC_RS03585	ZorroAranda2022_Inferred_BS
SCO6286	SCO0119	SC_RS33680	SC_RS02565	ZorroAranda2022_Inferred_BS
SCO5085	SCO5697	SC_RS27585	SC_RS30700	ZorroAranda2022_Inferred_BS
SCO4596	SCO1247	SC_RS25135	SC_RS08195	ZorroAranda2022_Inferred_BS
SCO5085	SCO4370	SC_RS27585	SC_RS24020	ZorroAranda2022_Inferred_BS
SCO3356	SCO6426	SC_RS18895	SC_RS34325	ZorroAranda2022_Inferred_BS
SCO3356	SCO5276	SC_RS18895	SC_RS28565	ZorroAranda2022_Inferred_BS
SCO2935	SCO3320	SC_RS16775	SC_RS18705	ZorroAranda2022_Inferred_BS
SCO5216	SCO6599	SC_RS28260	SC_RS35195	ZorroAranda2022_Inferred_BS
SCO3356	SCO5287	SC_RS18895	SC_RS28620	ZorroAranda2022_Inferred_BS
SCO4596	SCO7238	SC_RS25135	SC_RS38405	ZorroAranda2022_Inferred_BS
SCO4596	SCO7237	SC_RS25135	SC_RS38400	ZorroAranda2022_Inferred_BS
SCO0204	SCO5741	SC_RS02970	SC_RS30915	ZorroAranda2022_Inferred_BS
SCO4596	SCO0039	SC_RS25135	SC_RS02225	ZorroAranda2022_Inferred_BS
SCO4596	SCO6879	SC_RS25135	SC_RS36595	ZorroAranda2022_Inferred_BS
SCO4596	SCO0038	SC_RS25135		ZorroAranda2022_Inferred_BS
SCO3356	SCO4716	SC_RS18895	SC_RS25740	ZorroAranda2022_Inferred_BS
SCO5216	SCO0098	SC_RS28260	SC_RS02485	ZorroAranda2022_Inferred_BS
SCO5216	SCO0099	SC_RS28260		ZorroAranda2022_Inferred_BS
SCO4596	SCO2926	SC_RS25135	SC_RS16730	ZorroAranda2022_Inferred_BS
SCO2792	SCO4595	SC_RS16045	SC_RS25130	ZorroAranda2022_Inferred_BS
SCO5085	SCO2188	SC_RS27585		ZorroAranda2022_Inferred_BS
SCO0204	SCO1653	SC_RS02970	SC_RS10275	ZorroAranda2022_Inferred_BS
SCO5085	SCO2187	SC_RS27585	SC_RS12970	ZorroAranda2022_Inferred_BS
SCO3356	SCO5678	SC_RS18895	SC_RS30605	ZorroAranda2022_Inferred_BS
SCO0204	SCO6696	SC_RS02970	SC_RS35665	ZorroAranda2022_Inferred_BS
SCO0204	SCO6695	SC_RS02970	SC_RS35660	ZorroAranda2022_Inferred_BS
SCO1489	SCO3400	SC_RS09420	SC_RS19125	ZorroAranda2022_Inferred_BS
SCO3356	SCO0345	SC_RS18895	SC_RS03635	ZorroAranda2022_Inferred_BS
SCO3356	SCO1897	SC_RS18895	SC_RS11515	ZorroAranda2022_Inferred_BS
SCO6286	SCO7590	SC_RS33680	SC_RS40150	ZorroAranda2022_Inferred_BS
SCO5216	SCO5166	SC_RS28260	SC_RS27995	ZorroAranda2022_Inferred_BS
SCO4596	SCO6482	SC_RS25135	SC_RS34605	ZorroAranda2022_Inferred_BS
SCO4596	SCO6481	SC_RS25135	SC_RS34600	ZorroAranda2022_Inferred_BS
SCO4426	SCO1714	SC_RS24295	SC_RS10580	ZorroAranda2022_Inferred_BS
SCO0204	SCO1702	SC_RS02970	SC_RS10525	ZorroAranda2022_Inferred_BS
SCO5206	SCO4524	SC_RS28210	SC_RS24775	ZorroAranda2022_Inferred_BS
SCO2792	SCO6071	SC_RS16045	SC_RS32595	ZorroAranda2022_Inferred_BS
SCO0204	SCO3696	SC_RS02970	SC_RS20615	ZorroAranda2022_Inferred_BS
SCO2120	SCO0763	SC_RS12645	SC_RS05745	ZorroAranda2022_Inferred_BS
SCO2792	SCO0142	SC_RS16045	SC_RS02670	ZorroAranda2022_Inferred_BS
SCO0204	SCO6855	SC_RS02970	SC_RS36470	ZorroAranda2022_Inferred_BS
SCO2120	SCO0762	SC_RS12645	SC_RS05740	ZorroAranda2022_Inferred_BS
SCO5085	SCO1583	SC_RS27585	SC_RS09930	ZorroAranda2022_Inferred_BS
SCO5216	SCO0402	SC_RS28260	SC_RS03920	ZorroAranda2022_Inferred_BS
SCO3668	SCO7361	SC_RS20475	SC_RS39010	ZorroAranda2022_Inferred_BS
SCO3356	SCO0124	SC_RS18895	SC_RS02590	ZorroAranda2022_Inferred_BS
SCO0204	SCO4806	SC_RS02970	SC_RS26195	ZorroAranda2022_Inferred_BS
SCO4596	SCO1555	SC_RS25135	SC_RS09790	ZorroAranda2022_Inferred_BS
SCO2928	SCO3320	SC_RS16740	SC_RS18705	ZorroAranda2022_Inferred_BS
SCO3356	SCO0367	SC_RS18895		ZorroAranda2022_Inferred_BS
SCO3356	SCO7746	SC_RS18895		ZorroAranda2022_Inferred_BS
SCO3356	SCO0950	SC_RS18895	SC_RS06700	ZorroAranda2022_Inferred_BS
SCO3356	SCO2142	SC_RS18895	SC_RS12755	ZorroAranda2022_Inferred_BS
SCO5206	SCO6381	SC_RS28210	SC_RS34115	ZorroAranda2022_Inferred_BS
SCO5085	SCO6127	SC_RS27585	SC_RS32885	ZorroAranda2022_Inferred_BS
SCO4596	SCO1474	SC_RS25135	SC_RS09345	ZorroAranda2022_Inferred_BS
SCO3356	SCO6564	SC_RS18895	SC_RS35015	ZorroAranda2022_Inferred_BS
SCO2935	SCO7017	SC_RS16775	SC_RS37310	ZorroAranda2022_Inferred_BS
SCO4596	SCO6389	SC_RS25135		ZorroAranda2022_Inferred_BS
SCO4596	SCO1473	SC_RS25135	SC_RS09340	ZorroAranda2022_Inferred_BS
SCO4596	SCO5418	SC_RS25135	SC_RS29270	ZorroAranda2022_Inferred_BS
SCO0204	SCO5070	SC_RS02970	SC_RS27510	ZorroAranda2022_Inferred_BS
SCO3356	SCO7632	SC_RS18895	SC_RS40355	ZorroAranda2022_Inferred_BS
SCO4596	SCO3047	SC_RS25135	SC_RS17350	ZorroAranda2022_Inferred_BS
SCO4907	SCO2485	SC_RS26695	SC_RS14475	ZorroAranda2022_Inferred_BS
SCO4907	SCO2486	SC_RS26695	SC_RS14480	ZorroAranda2022_Inferred_BS
SCO5085	SCO1209	SC_RS27585	SC_RS08000	ZorroAranda2022_Inferred_BS
SCO0204	SCO1958	SC_RS02970	SC_RS11820	ZorroAranda2022_Inferred_BS
SCO3356	SCO3134	SC_RS18895	SC_RS17795	ZorroAranda2022_Inferred_BS
SCO6265	SCO5386	SC_RS33575	SC_RS29110	ZorroAranda2022_Inferred_BS
SCO7168	SCO7170	SC_RS38065	SC_RS38070	ZorroAranda2022_Inferred_BS
SCO7168	SCO7169	SC_RS38065		ZorroAranda2022_Inferred_BS
SCO4426	SCO0481	SC_RS24295	SC_RS04325	ZorroAranda2022_Inferred_BS
SCO2792	SCO1724	SC_RS16045	SC_RS10630	ZorroAranda2022_Inferred_BS
SCO2792	SCO7780	SC_RS16045	SC_RS41060	ZorroAranda2022_Inferred_BS
SCO2792	SCO7779	SC_RS16045	SC_RS41055	ZorroAranda2022_Inferred_BS
SCO4596	SCO2473	SC_RS25135	SC_RS14415	ZorroAranda2022_Inferred_BS
SCO0204	SCO0186	SC_RS02970	SC_RS02880	ZorroAranda2022_Inferred_BS
SCO1135	SCO0026	SC_RS07625	SC_RS02180	ZorroAranda2022_Inferred_BS
SCO3356	SCO7064	SC_RS18895	SC_RS37550	ZorroAranda2022_Inferred_BS
SCO6286	SCO2491	SC_RS33680	SC_RS14505	ZorroAranda2022_Inferred_BS
SCO3356	SCO7063	SC_RS18895	SC_RS37545	ZorroAranda2022_Inferred_BS
SCO4596	SCO0748	SC_RS25135	SC_RS05670	ZorroAranda2022_Inferred_BS
SCO6286	SCO2492	SC_RS33680	SC_RS14510	ZorroAranda2022_Inferred_BS
SCO3356	SCO7416	SC_RS18895	SC_RS39285	ZorroAranda2022_Inferred_BS
SCO3356	SCO4812	SC_RS18895	SC_RS26220	ZorroAranda2022_Inferred_BS
SCO3356	SCO4813	SC_RS18895	SC_RS26225	ZorroAranda2022_Inferred_BS
SCO5216	SCO3104	SC_RS28260	SC_RS17645	ZorroAranda2022_Inferred_BS
SCO3356	SCO2710	SC_RS18895	SC_RS15635	ZorroAranda2022_Inferred_BS
SCO5216	SCO6734	SC_RS28260	SC_RS35860	ZorroAranda2022_Inferred_BS
SCO0204	SCO0313	SC_RS02970	SC_RS03480	ZorroAranda2022_Inferred_BS
SCO4596	SCO0593	SC_RS25135	SC_RS04890	ZorroAranda2022_Inferred_BS
SCO3356	SCO3684	SC_RS18895	SC_RS20555	ZorroAranda2022_Inferred_BS
SCO5216	SCO6072	SC_RS28260		ZorroAranda2022_Inferred_BS
SCO3356	SCO4233	SC_RS18895	SC_RS23350	ZorroAranda2022_Inferred_BS
SCO3356	SCO6257	SC_RS18895	SC_RS33535	ZorroAranda2022_Inferred_BS
SCO4596	SCO2617	SC_RS25135	SC_RS15155	ZorroAranda2022_Inferred_BS
SCO3356	SCO4504	SC_RS18895	SC_RS24685	ZorroAranda2022_Inferred_BS
SCO4596	SCO0433	SC_RS25135	SC_RS04075	ZorroAranda2022_Inferred_BS
SCO0204	SCO7747	SC_RS02970	SC_RS40910	ZorroAranda2022_Inferred_BS
SCO3356	SCO2226	SC_RS18895	SC_RS13160	ZorroAranda2022_Inferred_BS
SCO4596	SCO5186	SC_RS25135		ZorroAranda2022_Inferred_BS
SCO3356	SCO3301	SC_RS18895	SC_RS18615	ZorroAranda2022_Inferred_BS
SCO3356	SCO1093	SC_RS18895	SC_RS07420	ZorroAranda2022_Inferred_BS
SCO5206	SCO0337	SC_RS28210	SC_RS03600	ZorroAranda2022_Inferred_BS
SCO3356	SCO1434	SC_RS18895	SC_RS09145	ZorroAranda2022_Inferred_BS
SCO3356	SCO5707	SC_RS18895	SC_RS30750	ZorroAranda2022_Inferred_BS
SCO3356	SCO1953	SC_RS18895	SC_RS11795	ZorroAranda2022_Inferred_BS
SCO6286	SCO0203	SC_RS33680	SC_RS02965	ZorroAranda2022_Inferred_BS
SCO4596	SCO6485	SC_RS25135	SC_RS34620	ZorroAranda2022_Inferred_BS
SCO2928	SCO2275	SC_RS16740	SC_RS13400	ZorroAranda2022_Inferred_BS
SCO5216	SCO6686	SC_RS28260	SC_RS35615	ZorroAranda2022_Inferred_BS
SCO4426	SCO5710	SC_RS24295	SC_RS30765	ZorroAranda2022_Inferred_BS
SCO0204	SCO2253	SC_RS02970	SC_RS13290	ZorroAranda2022_Inferred_BS
SCO0204	SCO7528	SC_RS02970	SC_RS39840	ZorroAranda2022_Inferred_BS
SCO2792	SCO6750	SC_RS16045	SC_RS35935	ZorroAranda2022_Inferred_BS
SCO6286	SCO2548	SC_RS33680	SC_RS14790	ZorroAranda2022_Inferred_BS
SCO4230	SCO2232	SC_RS23335	SC_RS13190	ZorroAranda2022_Inferred_BS
SCO3356	SCO3576	SC_RS18895	SC_RS20015	ZorroAranda2022_Inferred_BS
SCO3356	SCO4546	SC_RS18895	SC_RS24885	ZorroAranda2022_Inferred_BS
SCO3356	SCO1625	SC_RS18895	SC_RS10135	ZorroAranda2022_Inferred_BS
SCO3356	SCO1624	SC_RS18895	SC_RS10130	ZorroAranda2022_Inferred_BS
SCO3356	SCO5883	SC_RS18895	SC_RS31660	ZorroAranda2022_Inferred_BS
SCO3356	SCO0402	SC_RS18895	SC_RS03920	ZorroAranda2022_Inferred_BS
SCO3356	SCO3577	SC_RS18895	SC_RS20020	ZorroAranda2022_Inferred_BS
SCO4596	SCO6807	SC_RS25135	SC_RS36225	ZorroAranda2022_Inferred_BS
SCO3356	SCO5904	SC_RS18895	SC_RS31770	ZorroAranda2022_Inferred_BS
SCO3356	SCO6045	SC_RS18895	SC_RS32465	ZorroAranda2022_Inferred_BS
SCO4230	SCO5707	SC_RS23335	SC_RS30750	ZorroAranda2022_Inferred_BS
SCO4596	SCO3796	SC_RS25135	SC_RS21105	ZorroAranda2022_Inferred_BS
SCO4596	SCO3795	SC_RS25135	SC_RS21100	ZorroAranda2022_Inferred_BS
SCO3356	SCO0246	SC_RS18895	SC_RS03160	ZorroAranda2022_Inferred_BS
SCO5216	SCO6815	SC_RS28260	SC_RS36265	ZorroAranda2022_Inferred_BS
SCO1135	SCO0607	SC_RS07625	SC_RS04960	ZorroAranda2022_Inferred_BS
SCO1135	SCO0759	SC_RS07625	SC_RS05725	ZorroAranda2022_Inferred_BS
SCO1135	SCO7610	SC_RS07625	SC_RS40245	ZorroAranda2022_Inferred_BS
SCO1135	SCO0070	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO1047	SC_RS07625	SC_RS07190	ZorroAranda2022_Inferred_BS
SCO1135	SCO7658	SC_RS07625		ZorroAranda2022_Inferred_BS
SCO1135	SCO3434	SC_RS07625	SC_RS19295	ZorroAranda2022_Inferred_BS
SCO1135	SCO0511	SC_RS07625	SC_RS04475	ZorroAranda2022_Inferred_BS
SCO1135	SCO2977	SC_RS07625	SC_RS16990	ZorroAranda2022_Inferred_BS
SCO1135	SCO6976	SC_RS07625	SC_RS37095	ZorroAranda2022_Inferred_BS
SCO1135	SCO2210	SC_RS07625	SC_RS13085	ZorroAranda2022_Inferred_BS
SCO1135	SCO4412	SC_RS07625	SC_RS24230	ZorroAranda2022_Inferred_BS
SCO1135	SCO7162	SC_RS07625	SC_RS38035	ZorroAranda2022_Inferred_BS
SCO1135	SCO1674	SC_RS07625	SC_RS10380	ZorroAranda2022_Inferred_BS
SCO1135	SCO1859	SC_RS07625	SC_RS11325	ZorroAranda2022_Inferred_BS
SCO1135	SCO5685	SC_RS07625	SC_RS30640	ZorroAranda2022_Inferred_BS
SCO1135	SCOt40	SC_RS07625	SC_RS22510	ZorroAranda2022_Inferred_BS
SCO1135	SCO5686	SC_RS07625	SC_RS30645	ZorroAranda2022_Inferred_BS
SCO1135	SCO3138	SC_RS07625	SC_RS17815	ZorroAranda2022_Inferred_BS
SCO1135	SCO4851	SC_RS07625	SC_RS26415	ZorroAranda2022_Inferred_BS
SCO1135	SCO3254	SC_RS07625	SC_RS18390	ZorroAranda2022_Inferred_BS
SCO1135	SCO6059	SC_RS07625	SC_RS32535	ZorroAranda2022_Inferred_BS
SCO1135	SCO7725	SC_RS07625	SC_RS40810	ZorroAranda2022_Inferred_BS
SCO1135	SCO2167	SC_RS07625	SC_RS12875	ZorroAranda2022_Inferred_BS
SCO1135	SCO5724	SC_RS07625	SC_RS30835	ZorroAranda2022_Inferred_BS
SCO1135	SCO6157	SC_RS07625	SC_RS33035	ZorroAranda2022_Inferred_BS
SCO1135	SCO4931	SC_RS07625	SC_RS26815	ZorroAranda2022_Inferred_BS
SCO1135	SCO7609	SC_RS07625	SC_RS40240	ZorroAranda2022_Inferred_BS
SCO1135	SCO2976	SC_RS07625	SC_RS16985	ZorroAranda2022_Inferred_BS
SCO3356	SCO0941	SC_RS18895	SC_RS06655	ZorroAranda2022_Inferred_BS
SCO3356	SCO0942	SC_RS18895	SC_RS06660	ZorroAranda2022_Inferred_BS
SCO4426	SCO1459	SC_RS24295	SC_RS09270	ZorroAranda2022_Inferred_BS
SCO4596	SCO0536	SC_RS25135	SC_RS04595	ZorroAranda2022_Inferred_BS
SCO0204	SCO4132	SC_RS02970	SC_RS22845	ZorroAranda2022_Inferred_BS
SCO5216	SCO6564	SC_RS28260	SC_RS35015	ZorroAranda2022_Inferred_BS
SCO5216	SCO3821	SC_RS28260	SC_RS21230	ZorroAranda2022_Inferred_BS
SCO4596	SCO2442	SC_RS25135	SC_RS14245	ZorroAranda2022_Inferred_BS
SCO5216	SCO5461	SC_RS28260	SC_RS29490	ZorroAranda2022_Inferred_BS
SCO3356	SCO0724	SC_RS18895	SC_RS05550	ZorroAranda2022_Inferred_BS
SCO0204	SCO7735	SC_RS02970	SC_RS40860	ZorroAranda2022_Inferred_BS
SCO3356	SCO2251	SC_RS18895	SC_RS13280	ZorroAranda2022_Inferred_BS
SCO4596	SCO4918	SC_RS25135	SC_RS26750	ZorroAranda2022_Inferred_BS
SCO4230	SCO7600	SC_RS23335	SC_RS40195	ZorroAranda2022_Inferred_BS
SCO0204	SCO1342	SC_RS02970	SC_RS08675	ZorroAranda2022_Inferred_BS
SCO4426	SCO4619	SC_RS24295	SC_RS25255	ZorroAranda2022_Inferred_BS
SCO2928	SCO1559	SC_RS16740	SC_RS09810	ZorroAranda2022_Inferred_BS
SCO3361	SCO0233	SC_RS18920	SC_RS03095	ZorroAranda2022_Inferred_BS
SCO4596	SCO3698	SC_RS25135	SC_RS20625	ZorroAranda2022_Inferred_BS
SCO3356	SCO4451	SC_RS18895	SC_RS24420	ZorroAranda2022_Inferred_BS
SCO3361	SCO0234	SC_RS18920	SC_RS03100	ZorroAranda2022_Inferred_BS
SCO6286	SCO1065	SC_RS33680	SC_RS07280	ZorroAranda2022_Inferred_BS
SCO5216	SCO3885	SC_RS28260	SC_RS21570	ZorroAranda2022_Inferred_BS
SCO3356	SCO7291	SC_RS18895	SC_RS38670	ZorroAranda2022_Inferred_BS
SCO3356	SCO1226	SC_RS18895	SC_RS08085	ZorroAranda2022_Inferred_BS
SCO3356	SCO5984	SC_RS18895	SC_RS32165	ZorroAranda2022_Inferred_BS
SCO3356	SCO3210	SC_RS18895	SC_RS18165	ZorroAranda2022_Inferred_BS
SCO3356	SCO5983	SC_RS18895	SC_RS32160	ZorroAranda2022_Inferred_BS
SCO4118	SCO7777	SC_RS22760	SC_RS41045	ZorroAranda2022_Inferred_BS
SCO4118	SCO7778	SC_RS22760	SC_RS41050	ZorroAranda2022_Inferred_BS
SCO4118	SCO3372	SC_RS22760	SC_RS18985	ZorroAranda2022_Inferred_BS
SCO4596	SCO2612	SC_RS25135	SC_RS15130	ZorroAranda2022_Inferred_BS
SCO6286	SCO5658	SC_RS33680	SC_RS30505	ZorroAranda2022_Inferred_BS
SCO3356	SCO0723	SC_RS18895	SC_RS05540	ZorroAranda2022_Inferred_BS
SCO4596	SCO3342	SC_RS25135	SC_RS18830	ZorroAranda2022_Inferred_BS
SCO3356	SCO0710	SC_RS18895	SC_RS05475	ZorroAranda2022_Inferred_BS
SCO4230	SCO7394	SC_RS23335	SC_RS39175	ZorroAranda2022_Inferred_BS
SCO4230	SCO7393	SC_RS23335	SC_RS39170	ZorroAranda2022_Inferred_BS
SCO3133	SCO0136	SC_RS17790	SC_RS02640	ZorroAranda2022_Inferred_BS
SCO4596	SCO1108	SC_RS25135	SC_RS07490	ZorroAranda2022_Inferred_BS
SCO3356	SCO4319	SC_RS18895	SC_RS23780	ZorroAranda2022_Inferred_BS
SCO3356	SCO7368	SC_RS18895	SC_RS39045	ZorroAranda2022_Inferred_BS
SCO3356	SCO2633	SC_RS18895	SC_RS15240	ZorroAranda2022_Inferred_BS
SCO5216	SCO6318	SC_RS28260	SC_RS33815	ZorroAranda2022_Inferred_BS
SCO3356	SCO2626	SC_RS18895	SC_RS15210	ZorroAranda2022_Inferred_BS
SCO3356	SCO7367	SC_RS18895	SC_RS39040	ZorroAranda2022_Inferred_BS
SCO6286	SCO4828	SC_RS33680	SC_RS26300	ZorroAranda2022_Inferred_BS
SCO3226	SCO2655	SC_RS18245	SC_RS15350	ZorroAranda2022_Inferred_BS
SCO3226	SCO2656	SC_RS18245	SC_RS15355	ZorroAranda2022_Inferred_BS
SCO3356	SCO3593	SC_RS18895	SC_RS20100	ZorroAranda2022_Inferred_BS
SCO3356	SCO0016	SC_RS18895	SC_RS02140	ZorroAranda2022_Inferred_BS
SCO3356	SCO7831	SC_RS18895	SC_RS41295	ZorroAranda2022_Inferred_BS
SCO6286	SCO5708	SC_RS33680	SC_RS30755	ZorroAranda2022_Inferred_BS
SCO0204	SCO4185	SC_RS02970	SC_RS23110	ZorroAranda2022_Inferred_BS
SCO5216	SCO3294	SC_RS28260	SC_RS18580	ZorroAranda2022_Inferred_BS
SCO3356	SCO0123	SC_RS18895	SC_RS02585	ZorroAranda2022_Inferred_BS
SCO2928	SCO3867	SC_RS16740	SC_RS21475	ZorroAranda2022_Inferred_BS
SCO3356	SCO2223	SC_RS18895	SC_RS13145	ZorroAranda2022_Inferred_BS
SCO2792	SCO0601	SC_RS16045	SC_RS04930	ZorroAranda2022_Inferred_BS
SCO3356	SCO5269	SC_RS18895	SC_RS28530	ZorroAranda2022_Inferred_BS
SCO6286	SCO6145	SC_RS33680	SC_RS32975	ZorroAranda2022_Inferred_BS
SCO4596	SCO1800	SC_RS25135	SC_RS11025	ZorroAranda2022_Inferred_BS
SCO3133	SCO5259	SC_RS17790	SC_RS28475	ZorroAranda2022_Inferred_BS
SCO3361	SCO7188	SC_RS18920	SC_RS38155	ZorroAranda2022_Inferred_BS
SCO2792	SCO6191	SC_RS16045	SC_RS33205	ZorroAranda2022_Inferred_BS
SCO0194	SCO6320	SC_RS02920	SC_RS33825	ZorroAranda2022_Inferred_BS
SCO3356	SCO3888	SC_RS18895	SC_RS21585	ZorroAranda2022_Inferred_BS
SCO4596	SCO2981	SC_RS25135	SC_RS17010	ZorroAranda2022_Inferred_BS
SCO3356	SCO6025	SC_RS18895	SC_RS32360	ZorroAranda2022_Inferred_BS
SCO5085	SCO5466	SC_RS27585	SC_RS29515	ZorroAranda2022_Inferred_BS
SCO5085	SCO5467	SC_RS27585	SC_RS29520	ZorroAranda2022_Inferred_BS
SCO2792	SCO3918	SC_RS16045	SC_RS21735	ZorroAranda2022_Inferred_BS
SCO4596	SCO6596	SC_RS25135	SC_RS35180	ZorroAranda2022_Inferred_BS
SCO3356	SCO0715	SC_RS18895	SC_RS05500	ZorroAranda2022_Inferred_BS
SCO6685	SCO2595	SC_RS35610	SC_RS15030	ZorroAranda2022_Inferred_BS
SCO5216	SCOp01	SC_RS28260		ZorroAranda2022_Inferred_BS
SCO3356	SCO4807	SC_RS18895		ZorroAranda2022_Inferred_BS
SCO4596	SCO7287	SC_RS25135	SC_RS38650	ZorroAranda2022_Inferred_BS
SCO5085	SCO2601	SC_RS27585	SC_RS15060	ZorroAranda2022_Inferred_BS
SCO5778	SCO1332	SC_RS31130		ZorroAranda2022_Inferred_BS
SCO6286	SCO3323	SC_RS33680	SC_RS18720	ZorroAranda2022_Inferred_BS
SCO1135	SCO5511	SC_RS07625	SC_RS29740	ZorroAranda2022_Inferred_BS
SCO3356	SCO4633	SC_RS18895	SC_RS25330	ZorroAranda2022_Inferred_BS
SCO5216	SCO3241	SC_RS28260	SC_RS18320	ZorroAranda2022_Inferred_BS
SCO5216	SCO7112	SC_RS28260	SC_RS37785	ZorroAranda2022_Inferred_BS
SCO1489	SCO3998	SC_RS09420	SC_RS22110	ZorroAranda2022_Inferred_BS
SCO5216	SCO7113	SC_RS28260	SC_RS37790	ZorroAranda2022_Inferred_BS
SCO5216	SCOs02	SC_RS28260	SC_RS16930	ZorroAranda2022_Inferred_BS
SCO0204	SCO1779	SC_RS02970	SC_RS10905	ZorroAranda2022_Inferred_BS
