SCO_ID	cistron_id	regulator_flag	source
SCO4180	cistron2886	1	CastroMelchor_2010
SCO4181	cistron2886	1	CastroMelchor_2010
SCO4188	cistron2893	1	CastroMelchor_2010
SCO4190	cistron2895	1	CastroMelchor_2010
SCO4191	cistron2895	1	CastroMelchor_2010
SCO4193	cistron2897	1	CastroMelchor_2010
SCO4194	cistron2897	1	CastroMelchor_2010
SCO4198	cistron2901	1	CastroMelchor_2010
SCO4199	cistron2901	1	CastroMelchor_2010
SCO4206	cistron2907	1	CastroMelchor_2010
SCO4223	cistron2924	1	CastroMelchor_2010
SCO4226	cistron2926	1	CastroMelchor_2010
SCO4227	cistron2926	1	CastroMelchor_2010
SCO4228	cistron2926	1	CastroMelchor_2010
SCO4229	cistron2927	1	CastroMelchor_2010
SCO4230	cistron2927	1	CastroMelchor_2010
SCO4259	cistron2941	1	CastroMelchor_2010
SCO4260	cistron2941	1	CastroMelchor_2010
SCO4261	cistron2941	1	CastroMelchor_2010
SCO4262	cistron2942	1	CastroMelchor_2010
SCO4263	cistron2942	1	CastroMelchor_2010
SCO4270	cistron2949	1	CastroMelchor_2010
SCO4275	cistron2953	1	CastroMelchor_2010
SCO4276	cistron2953	1	CastroMelchor_2010
SCO4284	cistron2960	1	CastroMelchor_2010
SCO4285	cistron2960	1	CastroMelchor_2010
SCO4300	cistron2971	1	CastroMelchor_2010
SCO4301	cistron2971	1	CastroMelchor_2010
SCO4303	cistron2973	1	CastroMelchor_2010
SCO4313	cistron2979	1	CastroMelchor_2010
SCO4314	cistron2979	1	CastroMelchor_2010
SCO4336	cistron2999	1	CastroMelchor_2010
SCO4337	cistron2999	1	CastroMelchor_2010
SCO4338	cistron2999	1	CastroMelchor_2010
SCO4358	cistron3015	1	CastroMelchor_2010
SCO4375	cistron3029	1	CastroMelchor_2010
SCO4376	cistron3029	1	CastroMelchor_2010
SCO4377	cistron3030	1	CastroMelchor_2010
SCO4385	cistron3034	1	CastroMelchor_2010
SCO4386	cistron3034	1	CastroMelchor_2010
SCO4408	cistron3053	1	CastroMelchor_2010
SCO4409	cistron3053	1	CastroMelchor_2010
SCO4410	cistron3054	1	CastroMelchor_2010
SCO4412	cistron3056	1	CastroMelchor_2010
SCO4413	cistron3057	1	CastroMelchor_2010
SCO4421	cistron3064	1	CastroMelchor_2010
SCO4423	cistron3066	1	CastroMelchor_2010
SCO4425	cistron3068	1	CastroMelchor_2010
SCO4426	cistron3069	1	CastroMelchor_2010
SCO4434	cistron3077	1	CastroMelchor_2010
SCO4441	cistron3084	1	CastroMelchor_2010
SCO4443	cistron3086	1	CastroMelchor_2010
SCO4445	cistron3088	1	CastroMelchor_2010
SCO4477	cistron3112	1	CastroMelchor_2010
SCO4481	cistron3116	1	CastroMelchor_2010
SCO4482	cistron3117	1	CastroMelchor_2010
SCO4485	cistron3119	1	CastroMelchor_2010
SCO4487	cistron3121	1	CastroMelchor_2010
SCO4488	cistron3121	1	CastroMelchor_2010
SCO4490	cistron3123	1	CastroMelchor_2010
SCO4491	cistron3123	1	CastroMelchor_2010
SCO4492	cistron3123	1	CastroMelchor_2010
SCO4493	cistron3123	1	CastroMelchor_2010
SCO4494	cistron3123	1	CastroMelchor_2010
SCO4499	cistron3127	1	CastroMelchor_2010
SCO4507	cistron3134	1	CastroMelchor_2010
SCO4596	cistron3177	1	CastroMelchor_2010
SCO4597	cistron3178	1	CastroMelchor_2010
SCO4598	cistron3178	1	CastroMelchor_2010
SCO4628	cistron3191	1	CastroMelchor_2010
SCO4629	cistron3191	1	CastroMelchor_2010
SCO4639	cistron3199	1	CastroMelchor_2010
SCO4640	cistron3199	1	CastroMelchor_2010
SCO4667	cistron3215	1	CastroMelchor_2010
SCO4668	cistron3215	1	CastroMelchor_2010
SCO4671	cistron3218	1	CastroMelchor_2010
SCO4672	cistron3219	1	CastroMelchor_2010
SCO4673	cistron3219	1	CastroMelchor_2010
SCO4675	cistron3221	1	CastroMelchor_2010
SCO4676	cistron3221	1	CastroMelchor_2010
SCO4677	cistron3221	1	CastroMelchor_2010
SCO4680	cistron3223	1	CastroMelchor_2010
SCO4754	cistron3259	1	CastroMelchor_2010
SCO4766	cistron3268	1	CastroMelchor_2010
SCO4768	cistron3270	1	CastroMelchor_2010
SCO4769	cistron3271	1	CastroMelchor_2010
SCO4775	cistron3276	1	CastroMelchor_2010
SCO4776	cistron3276	1	CastroMelchor_2010
SCO4777	cistron3276	1	CastroMelchor_2010
SCO4778	cistron3276	1	CastroMelchor_2010
SCO4779	cistron3276	1	CastroMelchor_2010
SCO4791	cistron3288	1	CastroMelchor_2010
SCO4792	cistron3288	1	CastroMelchor_2010
SCO4817	cistron3308	1	CastroMelchor_2010
SCO4818	cistron3308	1	CastroMelchor_2010
SCO4820	cistron3310	1	CastroMelchor_2010
SCO4821	cistron3310	1	CastroMelchor_2010
SCO4836	cistron3317	1	CastroMelchor_2010
SCO4850	cistron3327	1	CastroMelchor_2010
SCO4851	cistron3327	1	CastroMelchor_2010
SCO4852	cistron3327	1	CastroMelchor_2010
SCO4864	cistron3335	1	CastroMelchor_2010
SCO4865	cistron3335	1	CastroMelchor_2010
SCO4866	cistron3336	1	CastroMelchor_2010
SCO4867	cistron3336	1	CastroMelchor_2010
SCO4871	cistron3340	1	CastroMelchor_2010
SCO4892	cistron3348	1	CastroMelchor_2010
SCO4894	cistron3350	1	CastroMelchor_2010
SCO4895	cistron3350	1	CastroMelchor_2010
SCO4898	cistron3353	1	CastroMelchor_2010
SCO4905	cistron3360	1	CastroMelchor_2010
SCO4906	cistron3360	1	CastroMelchor_2010
SCO4907	cistron3360	1	CastroMelchor_2010
SCO4920	cistron3371	1	CastroMelchor_2010
SCO4938	cistron3388	1	CastroMelchor_2010
SCO4944	cistron3394	1	CastroMelchor_2010
SCO4952	cistron3399	1	CastroMelchor_2010
SCO4961	cistron3408	1	CastroMelchor_2010
SCO4969	cistron3414	1	CastroMelchor_2010
SCO4970	cistron3414	1	CastroMelchor_2010
SCO4977	cistron3419	1	CastroMelchor_2010
SCO4996	cistron3433	1	CastroMelchor_2010
SCO5017	cistron3443	1	CastroMelchor_2010
SCO5025	cistron3450	1	CastroMelchor_2010
SCO5026	cistron3450	1	CastroMelchor_2010
SCO5033	cistron3456	1	CastroMelchor_2010
SCO5058	cistron3473	1	CastroMelchor_2010
SCO5065	cistron3479	1	CastroMelchor_2010
SCO5068	cistron3482	1	CastroMelchor_2010
SCO5082	cistron3487	1	CastroMelchor_2010
SCO5083	cistron3488	1	CastroMelchor_2010
SCO5084	cistron3488	1	CastroMelchor_2010
SCO5085	cistron3488	1	CastroMelchor_2010
SCO5096	cistron3494	1	CastroMelchor_2010
SCO5100	cistron3498	1	CastroMelchor_2010
SCO5129	cistron3514	1	CastroMelchor_2010
SCO5130	cistron3514	1	CastroMelchor_2010
SCO5131	cistron3514	1	CastroMelchor_2010
SCO5132	cistron3514	1	CastroMelchor_2010
SCO5147	cistron3527	1	CastroMelchor_2010
SCO5148	cistron3527	1	CastroMelchor_2010
SCO5170	cistron3546	1	CastroMelchor_2010
SCO5190	cistron3559	1	CastroMelchor_2010
SCO5191	cistron3559	1	CastroMelchor_2010
SCO5206	cistron3570	1	CastroMelchor_2010
SCO5209	cistron3573	1	CastroMelchor_2010
SCO5216	cistron3579	1	CastroMelchor_2010
SCO5217	cistron3579	1	CastroMelchor_2010
SCO5224	cistron3584	1	CastroMelchor_2010
SCO5231	cistron3588	1	CastroMelchor_2010
SCO5238	cistron3592	1	CastroMelchor_2010
SCO5239	cistron3593	1	CastroMelchor_2010
SCO5243	cistron3597	1	CastroMelchor_2010
SCO5244	cistron3597	1	CastroMelchor_2010
SCO5282	cistron3625	1	CastroMelchor_2010
SCO5283	cistron3625	1	CastroMelchor_2010
SCO5287	cistron3629	1	CastroMelchor_2010
SCO5296	cistron3634	1	CastroMelchor_2010
SCO5304	cistron3640	1	CastroMelchor_2010
SCO5305	cistron3640	1	CastroMelchor_2010
SCO5323	cistron3652	1	CastroMelchor_2010
SCO5338	cistron3666	1	CastroMelchor_2010
SCO5339	cistron3666	1	CastroMelchor_2010
SCO5340	cistron3666	1	CastroMelchor_2010
SCO5351	cistron3670	1	CastroMelchor_2010
SCO5377	cistron3685	1	CastroMelchor_2010
SCO5378	cistron3685	1	CastroMelchor_2010
SCO5384	cistron3688	1	CastroMelchor_2010
SCO5386	cistron3690	1	CastroMelchor_2010
SCO5403	cistron3705	1	CastroMelchor_2010
SCO5404	cistron3705	1	CastroMelchor_2010
SCO5405	cistron3706	1	CastroMelchor_2010
SCO5413	cistron3712	1	CastroMelchor_2010
SCO5416	cistron3715	1	CastroMelchor_2010
SCO5418	cistron3717	1	CastroMelchor_2010
SCO5433	cistron3728	1	CastroMelchor_2010
SCO5434	cistron3729	1	CastroMelchor_2010
SCO5435	cistron3729	1	CastroMelchor_2010
SCO5437	cistron3731	1	CastroMelchor_2010
SCO5438	cistron3731	1	CastroMelchor_2010
SCO5452	cistron3738	1	CastroMelchor_2010
SCO5453	cistron3738	1	CastroMelchor_2010
SCO5454	cistron3738	1	CastroMelchor_2010
SCO5455	cistron3738	1	CastroMelchor_2010
SCO5460	cistron3742	1	CastroMelchor_2010
SCO5463	cistron3745	1	CastroMelchor_2010
SCO5505	cistron3774	1	CastroMelchor_2010
SCO5506	cistron3774	1	CastroMelchor_2010
SCO5517	cistron3782	1	CastroMelchor_2010
SCO5518	cistron3783	1	CastroMelchor_2010
SCO5550	cistron3803	1	CastroMelchor_2010
SCO5552	cistron3805	1	CastroMelchor_2010
SCO5582	cistron3825	1	CastroMelchor_2010
SCO5583	cistron3826	1	CastroMelchor_2010
SCO5584	cistron3826	1	CastroMelchor_2010
SCO5585	cistron3826	1	CastroMelchor_2010
SCO5586	cistron3826	1	CastroMelchor_2010
SCO5621	cistron3848	1	CastroMelchor_2010
SCO5622	cistron3849	1	CastroMelchor_2010
SCO5655	cistron3867	1	CastroMelchor_2010
SCO5656	cistron3867	1	CastroMelchor_2010
SCO5678	cistron3882	1	CastroMelchor_2010
SCO5683	cistron3886	1	CastroMelchor_2010
SCO5684	cistron3886	1	CastroMelchor_2010
SCO5692	cistron3891	1	CastroMelchor_2010
SCO5723	cistron3908	1	CastroMelchor_2010
SCO5747	cistron3920	1	CastroMelchor_2010
SCO5748	cistron3921	1	CastroMelchor_2010
SCO5749	cistron3922	1	CastroMelchor_2010
SCO5756	cistron3926	1	CastroMelchor_2010
SCO5757	cistron3926	1	CastroMelchor_2010
SCO5758	cistron3926	1	CastroMelchor_2010
SCO5759	cistron3926	1	CastroMelchor_2010
SCO5762	cistron3928	1	CastroMelchor_2010
SCO5763	cistron3928	1	CastroMelchor_2010
SCO5764	cistron3928	1	CastroMelchor_2010
SCO5770	cistron3934	1	CastroMelchor_2010
SCO5778	cistron3938	1	CastroMelchor_2010
SCO5784	cistron3943	1	CastroMelchor_2010
SCO5785	cistron3943	1	CastroMelchor_2010
SCO5794	cistron3951	1	CastroMelchor_2010
SCO5811	cistron3963	1	CastroMelchor_2010
SCO5840	cistron3985	1	CastroMelchor_2010
SCO5847	cistron3991	1	CastroMelchor_2010
SCO5862	cistron4002	1	CastroMelchor_2010
SCO5863	cistron4002	1	CastroMelchor_2010
SCO5871	cistron4007	1	CastroMelchor_2010
SCO5872	cistron4007	1	CastroMelchor_2010
SCO5873	cistron4007	1	CastroMelchor_2010
SCO5874	cistron4007	1	CastroMelchor_2010
SCO5877	cistron4009	1	CastroMelchor_2010
SCO5878	cistron4009	1	CastroMelchor_2010
SCO5879	cistron4009	1	CastroMelchor_2010
SCO5880	cistron4009	1	CastroMelchor_2010
SCO5881	cistron4010	1	CastroMelchor_2010
SCO5914	cistron4021	1	CastroMelchor_2010
SCO5934	cistron4038	1	CastroMelchor_2010
SCO5935	cistron4038	1	CastroMelchor_2010
SCO5956	cistron4049	1	CastroMelchor_2010
SCO5962	cistron4052	1	CastroMelchor_2010
SCO5972	cistron4060	1	CastroMelchor_2010
SCO5973	cistron4060	1	CastroMelchor_2010
SCO5982	cistron4068	1	CastroMelchor_2010
SCO5983	cistron4068	1	CastroMelchor_2010
SCO6002	cistron4081	1	CastroMelchor_2010
SCO6003	cistron4081	1	CastroMelchor_2010
SCO6008	cistron4084	1	CastroMelchor_2010
SCO6020	cistron4093	1	CastroMelchor_2010
SCO6029	cistron4098	1	CastroMelchor_2010
SCO6071	cistron4125	1	CastroMelchor_2010
SCO6115	cistron4151	1	CastroMelchor_2010
SCO6118	cistron4153	1	CastroMelchor_2010
SCO6119	cistron4153	1	CastroMelchor_2010
SCO6128	cistron4161	1	CastroMelchor_2010
SCO6129	cistron4161	1	CastroMelchor_2010
SCO6138	cistron4165	1	CastroMelchor_2010
SCO6139	cistron4165	1	CastroMelchor_2010
SCO6140	cistron4165	1	CastroMelchor_2010
SCO6144	cistron4168	1	CastroMelchor_2010
SCO6150	cistron4173	1	CastroMelchor_2010
SCO6151	cistron4173	1	CastroMelchor_2010
SCO6153	cistron4175	1	CastroMelchor_2010
SCO6156	cistron4178	1	CastroMelchor_2010
SCO6159	cistron4181	1	CastroMelchor_2010
SCO6162	cistron4184	1	CastroMelchor_2010
SCO6163	cistron4184	1	CastroMelchor_2010
SCO6169	cistron4188	1	CastroMelchor_2010
SCO6207	cistron4208	1	CastroMelchor_2010
SCO6208	cistron4208	1	CastroMelchor_2010
SCO6219	cistron4217	1	CastroMelchor_2010
SCO6232	cistron4227	1	CastroMelchor_2010
SCO6233	cistron4227	1	CastroMelchor_2010
SCO6237	cistron4230	1	CastroMelchor_2010
SCO6238	cistron4230	1	CastroMelchor_2010
SCO6239	cistron4231	1	CastroMelchor_2010
SCO6253	cistron4244	1	CastroMelchor_2010
SCO6254	cistron4245	1	CastroMelchor_2010
SCO6256	cistron4247	1	CastroMelchor_2010
SCO6265	cistron4252	1	CastroMelchor_2010
SCO6268	cistron4254	1	CastroMelchor_2010
SCO6280	cistron4260	1	CastroMelchor_2010
SCO6281	cistron4260	1	CastroMelchor_2010
SCO6286	cistron4263	1	CastroMelchor_2010
SCO6287	cistron4264	1	CastroMelchor_2010
SCO6288	cistron4264	1	CastroMelchor_2010
SCO6294	cistron4266	1	CastroMelchor_2010
SCO6299	cistron4269	1	CastroMelchor_2010
SCO6309	cistron4275	1	CastroMelchor_2010
SCO6323	cistron4287	1	CastroMelchor_2010
SCO6334	cistron4294	1	CastroMelchor_2010
SCO6335	cistron4294	1	CastroMelchor_2010
SCO6349	cistron4306	1	CastroMelchor_2010
SCO6353	cistron4310	1	CastroMelchor_2010
SCO6354	cistron4310	1	CastroMelchor_2010
SCO6355	cistron4310	1	CastroMelchor_2010
SCO6356	cistron4310	1	CastroMelchor_2010
SCO6357	cistron4310	1	CastroMelchor_2010
SCO6360	cistron4312	1	CastroMelchor_2010
SCO6361	cistron4312	1	CastroMelchor_2010
SCO6362	cistron4312	1	CastroMelchor_2010
SCO6363	cistron4312	1	CastroMelchor_2010
SCO6364	cistron4313	1	CastroMelchor_2010
SCO6365	cistron4313	1	CastroMelchor_2010
SCO6366	cistron4313	1	CastroMelchor_2010
SCO6367	cistron4313	1	CastroMelchor_2010
SCO6368	cistron4313	1	CastroMelchor_2010
SCO6369	cistron4314	1	CastroMelchor_2010
SCO6410	cistron4349	1	CastroMelchor_2010
SCO6411	cistron4350	1	CastroMelchor_2010
SCO6412	cistron4350	1	CastroMelchor_2010
SCO6413	cistron4350	1	CastroMelchor_2010
SCO6421	cistron4356	1	CastroMelchor_2010
SCO6422	cistron4356	1	CastroMelchor_2010
SCO6423	cistron4357	1	CastroMelchor_2010
SCO6424	cistron4357	1	CastroMelchor_2010
SCO6439	cistron4363	1	CastroMelchor_2010
SCO6448	cistron4369	1	CastroMelchor_2010
SCO6459	cistron4375	1	CastroMelchor_2010
SCO6464	cistron4379	1	CastroMelchor_2010
SCO6474	cistron4384	1	CastroMelchor_2010
SCO6518	cistron4411	1	CastroMelchor_2010
SCO6519	cistron4411	1	CastroMelchor_2010
SCO6520	cistron4412	1	CastroMelchor_2010
SCO6554	cistron4437	1	CastroMelchor_2010
SCO6555	cistron4438	1	CastroMelchor_2010
SCO6565	cistron4444	1	CastroMelchor_2010
SCO6567	cistron4446	1	CastroMelchor_2010
SCO6568	cistron4446	1	CastroMelchor_2010
SCO6569	cistron4446	1	CastroMelchor_2010
SCO6570	cistron4446	1	CastroMelchor_2010
SCO6571	cistron4446	1	CastroMelchor_2010
SCO6621	cistron4474	1	CastroMelchor_2010
SCO6632	cistron4482	1	CastroMelchor_2010
SCO6633	cistron4482	1	CastroMelchor_2010
SCO6667	cistron4501	1	CastroMelchor_2010
SCO6668	cistron4501	1	CastroMelchor_2010
SCO6669	cistron4502	1	CastroMelchor_2010
SCO6675	cistron4507	1	CastroMelchor_2010
SCO6681	cistron4511	1	CastroMelchor_2010
SCO6682	cistron4511	1	CastroMelchor_2010
SCO6683	cistron4511	1	CastroMelchor_2010
SCO6684	cistron4511	1	CastroMelchor_2010
SCO6685	cistron4512	1	CastroMelchor_2010
SCO6694	cistron4518	1	CastroMelchor_2010
SCO6713	cistron4530	1	CastroMelchor_2010
SCO6715	cistron4532	1	CastroMelchor_2010
SCO6722	cistron4538	1	CastroMelchor_2010
SCO6733	cistron4547	1	CastroMelchor_2010
SCO6746	cistron4558	1	CastroMelchor_2010
SCO6747	cistron4558	1	CastroMelchor_2010
SCO6775	cistron4570	1	CastroMelchor_2010
SCO6777	cistron4572	1	CastroMelchor_2010
SCO6778	cistron4572	1	CastroMelchor_2010
SCO6781	cistron4575	1	CastroMelchor_2010
SCO6792	cistron4581	1	CastroMelchor_2010
SCO6808	cistron4590	1	CastroMelchor_2010
SCO6812	cistron4593	1	CastroMelchor_2010
SCO6813	cistron4593	1	CastroMelchor_2010
SCO6823	cistron4598	1	CastroMelchor_2010
SCO6830	cistron4603	1	CastroMelchor_2010
SCO6836	cistron4607	1	CastroMelchor_2010
SCO6837	cistron4607	1	CastroMelchor_2010
SCO6864	cistron4622	1	CastroMelchor_2010
SCO6865	cistron4622	1	CastroMelchor_2010
SCO6893	cistron4636	1	CastroMelchor_2010
SCO6894	cistron4636	1	CastroMelchor_2010
SCO6895	cistron4636	1	CastroMelchor_2010
SCO6896	cistron4636	1	CastroMelchor_2010
SCO6923	cistron4653	1	CastroMelchor_2010
SCO6924	cistron4653	1	CastroMelchor_2010
SCO6935	cistron4661	1	CastroMelchor_2010
SCO6936	cistron4661	1	CastroMelchor_2010
SCO6937	cistron4661	1	CastroMelchor_2010
SCO6938	cistron4661	1	CastroMelchor_2010
SCO6943	cistron4664	1	CastroMelchor_2010
SCO6944	cistron4664	1	CastroMelchor_2010
SCO6986	cistron4691	1	CastroMelchor_2010
SCO6992	cistron4697	1	CastroMelchor_2010
SCO7016	cistron4716	1	CastroMelchor_2010
SCO7025	cistron4724	1	CastroMelchor_2010
SCO7027	cistron4726	1	CastroMelchor_2010
SCO7032	cistron4728	1	CastroMelchor_2010
SCO7033	cistron4728	1	CastroMelchor_2010
SCO7042	cistron4736	1	CastroMelchor_2010
SCO7056	cistron4747	1	CastroMelchor_2010
SCO7075	cistron4762	1	CastroMelchor_2010
SCO7076	cistron4762	1	CastroMelchor_2010
SCO7086	cistron4772	1	CastroMelchor_2010
SCO7088	cistron4774	1	CastroMelchor_2010
SCO7089	cistron4774	1	CastroMelchor_2010
SCO7093	cistron4778	1	CastroMelchor_2010
SCO7099	cistron4784	1	CastroMelchor_2010
SCO7104	cistron4788	1	CastroMelchor_2010
SCO7112	cistron4796	1	CastroMelchor_2010
SCO7134	cistron4815	1	CastroMelchor_2010
SCO7137	cistron4818	1	CastroMelchor_2010
SCO7140	cistron4821	1	CastroMelchor_2010
SCO7145	cistron4826	1	CastroMelchor_2010
SCO7146	cistron4826	1	CastroMelchor_2010
SCO7168	cistron4838	1	CastroMelchor_2010
SCO7173	cistron4843	1	CastroMelchor_2010
SCO7175	cistron4845	1	CastroMelchor_2010
SCO7177	cistron4847	1	CastroMelchor_2010
SCO7178	cistron4847	1	CastroMelchor_2010
SCO7192	cistron4857	1	CastroMelchor_2010
SCO7201	cistron4865	1	CastroMelchor_2010
SCO7240	cistron4895	1	CastroMelchor_2010
SCO7241	cistron4895	1	CastroMelchor_2010
SCO7252	cistron4905	1	CastroMelchor_2010
SCO7270	cistron4920	1	CastroMelchor_2010
SCO7277	cistron4926	1	CastroMelchor_2010
SCO7278	cistron4927	1	CastroMelchor_2010
SCO7279	cistron4928	1	CastroMelchor_2010
SCO7289	cistron4936	1	CastroMelchor_2010
SCO7291	cistron4938	1	CastroMelchor_2010
SCO7295	cistron4941	1	CastroMelchor_2010
SCO7306	cistron4949	1	CastroMelchor_2010
SCO7307	cistron4949	1	CastroMelchor_2010
SCO7314	cistron4956	1	CastroMelchor_2010
SCO7315	cistron4956	1	CastroMelchor_2010
SCO7320	cistron4961	1	CastroMelchor_2010
SCO7321	cistron4961	1	CastroMelchor_2010
SCO7322	cistron4961	1	CastroMelchor_2010
SCO7323	cistron4961	1	CastroMelchor_2010
SCO7324	cistron4961	1	CastroMelchor_2010
SCO7325	cistron4962	1	CastroMelchor_2010
SCO7328	cistron4964	1	CastroMelchor_2010
SCO7341	cistron4973	1	CastroMelchor_2010
SCO7351	cistron4981	1	CastroMelchor_2010
SCO7352	cistron4981	1	CastroMelchor_2010
SCO7353	cistron4981	1	CastroMelchor_2010
SCO7363	cistron4990	1	CastroMelchor_2010
SCO7364	cistron4990	1	CastroMelchor_2010
SCO7417	cistron5033	1	CastroMelchor_2010
SCO7418	cistron5033	1	CastroMelchor_2010
SCO7419	cistron5033	1	CastroMelchor_2010
SCO7420	cistron5033	1	CastroMelchor_2010
SCO7421	cistron5033	1	CastroMelchor_2010
SCO7422	cistron5033	1	CastroMelchor_2010
SCO7433	cistron5043	1	CastroMelchor_2010
SCO7446	cistron5054	1	CastroMelchor_2010
SCO7463	cistron5070	1	CastroMelchor_2010
SCO7464	cistron5070	1	CastroMelchor_2010
SCO7465	cistron5070	1	CastroMelchor_2010
SCO7466	cistron5070	1	CastroMelchor_2010
SCO7484	cistron5082	1	CastroMelchor_2010
SCO7485	cistron5082	1	CastroMelchor_2010
SCO7486	cistron5082	1	CastroMelchor_2010
SCO7487	cistron5082	1	CastroMelchor_2010
SCO7488	cistron5082	1	CastroMelchor_2010
SCO7489	cistron5082	1	CastroMelchor_2010
SCO7497	cistron5087	1	CastroMelchor_2010
SCO7512	cistron5100	1	CastroMelchor_2010
SCO7527	cistron5113	1	CastroMelchor_2010
SCO7530	cistron5115	1	CastroMelchor_2010
SCO7533	cistron5118	1	CastroMelchor_2010
SCO7534	cistron5118	1	CastroMelchor_2010
SCO7535	cistron5118	1	CastroMelchor_2010
SCO7539	cistron5122	1	CastroMelchor_2010
SCO7554	cistron5132	1	CastroMelchor_2010
SCO7560	cistron5136	1	CastroMelchor_2010
SCO7561	cistron5136	1	CastroMelchor_2010
SCO7562	cistron5136	1	CastroMelchor_2010
SCO7568	cistron5138	1	CastroMelchor_2010
SCO7573	cistron5142	1	CastroMelchor_2010
SCO7584	cistron5150	1	CastroMelchor_2010
SCO7585	cistron5150	1	CastroMelchor_2010
SCO7591	cistron5156	1	CastroMelchor_2010
SCO7599	cistron5163	1	CastroMelchor_2010
SCO7602	cistron5166	1	CastroMelchor_2010
SCO7603	cistron5167	1	CastroMelchor_2010
SCO7610	cistron5174	1	CastroMelchor_2010
SCO7611	cistron5174	1	CastroMelchor_2010
SCO7614	cistron5177	1	CastroMelchor_2010
SCO7615	cistron5178	1	CastroMelchor_2010
SCO7616	cistron5178	1	CastroMelchor_2010
SCO7617	cistron5178	1	CastroMelchor_2010
SCO7618	cistron5178	1	CastroMelchor_2010
SCO7619	cistron5179	1	CastroMelchor_2010
SCO7624	cistron5183	1	CastroMelchor_2010
SCO7639	cistron5197	1	CastroMelchor_2010
SCO7640	cistron5198	1	CastroMelchor_2010
SCO7645	cistron5202	1	CastroMelchor_2010
SCO7648	cistron5205	1	CastroMelchor_2010
SCO7649	cistron5206	1	CastroMelchor_2010
SCO7651	cistron5208	1	CastroMelchor_2010
SCO7694	cistron5230	1	CastroMelchor_2010
SCO7696	cistron5232	1	CastroMelchor_2010
SCO7698	cistron5234	1	CastroMelchor_2010
SCO7704	cistron5237	1	CastroMelchor_2010
SCO7706	cistron5239	1	CastroMelchor_2010
SCO7711	cistron5244	1	CastroMelchor_2010
SCO7712	cistron5244	1	CastroMelchor_2010
SCO7719	cistron5251	1	CastroMelchor_2010
SCO7727	cistron5258	1	CastroMelchor_2010
SCO7732	cistron5262	1	CastroMelchor_2010
SCO7733	cistron5262	1	CastroMelchor_2010
SCO7734	cistron5262	1	CastroMelchor_2010
SCO7735	cistron5262	1	CastroMelchor_2010
SCO7742	cistron5269	1	CastroMelchor_2010
SCO7747	cistron5273	1	CastroMelchor_2010
SCO7748	cistron5273	1	CastroMelchor_2010
SCO7749	cistron5273	1	CastroMelchor_2010
SCO7750	cistron5273	1	CastroMelchor_2010
SCO7751	cistron5273	1	CastroMelchor_2010
SCO7754	cistron5276	1	CastroMelchor_2010
SCO7759	cistron5279	1	CastroMelchor_2010
SCO7765	cistron5284	1	CastroMelchor_2010
SCO7767	cistron5286	1	CastroMelchor_2010
SCO7778	cistron5294	1	CastroMelchor_2010
SCO7780	cistron5296	1	CastroMelchor_2010
SCO7784	cistron5300	1	CastroMelchor_2010
SCO7785	cistron5300	1	CastroMelchor_2010
SCO7794	cistron5306	1	CastroMelchor_2010
SCO7806	cistron5315	1	CastroMelchor_2010
SCO7807	cistron5315	1	CastroMelchor_2010
SCO7808	cistron5315	1	CastroMelchor_2010
SCO7809	cistron5316	1	CastroMelchor_2010
