idx	TF_name	TF_SCO	TF_description	TG_name	TG_SCO	experiment	evidence	regulatory_function	evidence_classification	PubMed ID	Reference DOI	Year	Notes	TF_gene_id	TG_gene_id	source
	phoP	SCO4230	Putative response regulator		SCO1764	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10830	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1765	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10835	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	pyrG	SCO1776	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10890	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1777	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10895	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1782	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10920	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1783	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10925	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1784	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10930	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1785	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10935	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1791	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10965	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1792	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10985	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1793	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS10990	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1823	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11145	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1824	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11150	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1825	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11155	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1835	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11205	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1837	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11215	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1841	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11235	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1844	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11250	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1845	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11255	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1850	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11280	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1851	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11285	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	cobB	SCO1852	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11290	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1860	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11330	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1863	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	ectA	SCO1864	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11350	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	ectB	SCO1865	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11355	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1875	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11405	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1879	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11425	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1880	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11430	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1881	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11435	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1887	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11465	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1888	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11470	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1899	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11525	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1900	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11530	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1902	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1903	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11545	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1907	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11570	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1909	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11580	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1910	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11585	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1911	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11590	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1912	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11595	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1913	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11600	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1925	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11660	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1932	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11695	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1933	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11700	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	cyoE	SCO1934	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11705	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1967	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11865	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1978	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11920	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1983	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11945	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1984	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11950	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1985	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11955	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1986	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11960	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1992	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11990	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1993	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS11995	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO1994	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12000	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2004	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12050	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2005	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12055	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2006	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2007	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12065	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2009	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12075	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	pyk1	SCO2014	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12105	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2015	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12110	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2016	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12115	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2017	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12120	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	pepN	SCO2018	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12125	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2062	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12350	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2063	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12355	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	dnaE	SCO2064	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12360	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2065	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12365	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2089	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12485	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2090	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12490	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2091	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12495	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2125	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12670	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	glk	SCO2126	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12675	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2131	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12700	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2146	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12775	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	trpD	SCO2147	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12780	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	cox1	SCO2155	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12820	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	cox	SCO2156	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12825	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2157	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12830	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2166	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12870	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2167	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12875	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2168	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12880	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2169	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12885	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2175	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12915	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2176	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12920	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	aceE1	SCO2183	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12955	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2184	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12960	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2185	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2186	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12965	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2187	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS12970	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	lipA	SCO2194	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13005	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2195	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13010	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2196	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13015	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2197	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13020	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2199	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13030	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2201	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13040	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2202	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13045	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2203	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13050	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2204	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13055	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2205	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13060	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2206	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13065	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2208	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13075	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2209	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13080	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2211	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13090	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2212	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2213	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13095	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2226	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13160	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2227	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13165	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	aglA	SCO2228	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13170	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2241	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13235	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2244	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13250	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2245	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13255	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2246	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2256	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13305	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2258	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13315	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2293	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335		ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2294	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13500	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2295	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13505	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2310	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13580	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2311	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13585	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2312	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13590	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2313	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13595	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2318	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13620	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2319	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13625	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2323	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13645	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2328	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13670	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2329	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13675	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2335	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13705	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2336	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13710	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2347	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13765	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2350	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13780	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2351	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13785	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2362	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13845	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2367	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13870	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2368	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13875	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2369	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13880	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2370	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13885	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator	aceE2	SCO2371	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS13890	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2397	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14020	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2398	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14025	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2399	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14030	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2400	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14035	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2401	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14040	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2404	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14055	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2405	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14060	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2416	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14115	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2417	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14120	ZorroAranda2022_Curated
	phoP	SCO4230	Putative response regulator		SCO2418	ChIP-chip	BABBA	?	Weak	22904076	10.1093/nar/gks766	2012		SC_RS23335	SC_RS14125	ZorroAranda2022_Curated
