GO_term	count	total_in_term	gene_ratio	bg_ratio	fold_enrichment	pvalue	padj
GO:0006412	60	68	0.04626060138781804	0.014035087719298246	3.296067848882035	1.1615786240445244e-26	2.4393151104935012e-24
GO:0003735	54	61	0.04163454124903624	0.01259029927760578	3.3068746287144357	3.0299489737542984e-24	3.1814464224420133e-22
GO:0005840	30	37	0.02313030069390902	0.0076367389060887515	3.0288191043780865	6.940468372151646e-12	4.858327860506152e-10
GO:0003723	29	39	0.02235929067077872	0.00804953560371517	2.777711879485203	6.765459315867811e-10	3.551866140830601e-8
GO:0005737	32	51	0.02467232074016962	0.010526315789473684	2.343870470316114	6.661241204386331e-8	2.797721305842259e-6
GO:0009252	22	30	0.016962220508866616	0.006191950464396285	2.7393986121819585	1.281504778550069e-7	4.485266724925241e-6
GO:0006396	10	10	0.007710100231303007	0.0020639834881320948	3.735543562066307	1.8424398307472328e-6	5.5273194922416984e-5
GO:0015934	9	9	0.006939090208172706	0.0018575851393188853	3.7355435620663067	6.917732159544737e-6	1.8159046918804936e-4
GO:0006260	17	25	0.013107170393215111	0.005159958720330237	2.5401696222050885	1.8745184934994023e-5	4.3738764848319387e-4
GO:0009236	14	19	0.01079414032382421	0.00392156862745098	2.7525057825751733	2.5912602333056098e-5	4.542814064973339e-4
GO:0006189	8	8	0.006168080185042405	0.001651186790505676	3.7355435620663067	2.5958937514133367e-5	4.542814064973339e-4
GO:0015986	8	8	0.006168080185042405	0.001651186790505676	3.7355435620663067	2.5958937514133367e-5	4.542814064973339e-4
GO:0006364	7	7	0.005397070161912105	0.0014447884416924665	3.7355435620663067	9.73560772816877e-5	0.0015726750945503397
GO:0006281	20	36	0.015420200462606014	0.007430340557275541	2.0753019789257263	2.310725100200175e-4	0.0034660876503002625
GO:0015935	6	6	0.004626060138781804	0.001238390092879257	3.7355435620663067	3.649156142262487e-4	0.004789517436719514
GO:0046933	6	6	0.004626060138781804	0.001238390092879257	3.7355435620663067	3.649156142262487e-4	0.004789517436719514
GO:0003676	31	67	0.023901310717039322	0.013828689370485037	1.7283858272247092	4.3928786757204677e-4	0.005426497187654695
GO:0045259	7	8	0.005397070161912105	0.001651186790505676	3.2686006168080186	5.971360556545684e-4	0.0069665873159699635
GO:0003924	16	28	0.01233616037008481	0.005779153766769866	2.1345963211807466	6.449336942375043e-4	0.007061200438478545
GO:0000105	8	10	0.006168080185042405	0.0020639834881320948	2.9884348496530455	6.810614492793221e-4	0.007061200438478545
GO:0005525	21	41	0.016191210485736313	0.00846233230134159	1.9133271903266447	7.061200438478546e-4	0.007061200438478545
GO:0008173	5	5	0.0038550501156515036	0.0010319917440660474	3.735543562066307	0.0013670213412190733	0.010858904875438433
