GO_term	count	total_in_term	gene_ratio	bg_ratio	fold_enrichment	pvalue	padj
GO:0016491	94	264	0.08075601374570447	0.05448916408668731	1.4820563886285536	9.189315926777457e-6	6.393029361425246e-4
GO:0010124	8	8	0.006872852233676976	0.001651186790505676	4.162371134020619	1.0897209138793034e-5	6.393029361425246e-4
GO:0006817	8	8	0.006872852233676976	0.001651186790505676	4.162371134020619	1.0897209138793034e-5	6.393029361425246e-4
GO:0004497	17	28	0.014604810996563574	0.005779153766769866	2.527153902798233	3.5968986807916385e-5	0.001582635419548321
GO:0052699	5	5	0.00429553264604811	0.0010319917440660474	4.162371134020619	7.95164127590363e-4	0.019992698065129128
GO:0010498	5	5	0.00429553264604811	0.0010319917440660474	4.162371134020619	7.95164127590363e-4	0.019992698065129128
GO:0015415	5	5	0.00429553264604811	0.0010319917440660474	4.162371134020619	7.95164127590363e-4	0.019992698065129128
GO:0016705	10	16	0.00859106529209622	0.003302373581011352	2.601481958762887	0.0011588028831361695	0.025493663428995728
GO:0006633	16	34	0.013745704467353952	0.007017543859649123	1.958762886597938	0.002744734959869873	0.04492656228998877
GO:0019941	4	4	0.003436426116838488	8.25593395252838e-4	4.162371134020619	0.0033184392600559887	0.04492656228998877
GO:0016879	4	4	0.003436426116838488	8.25593395252838e-4	4.162371134020619	0.0033184392600559887	0.04492656228998877
GO:0009098	4	4	0.003436426116838488	8.25593395252838e-4	4.162371134020619	0.0033184392600559887	0.04492656228998877
GO:0140737	4	4	0.003436426116838488	8.25593395252838e-4	4.162371134020619	0.0033184392600559887	0.04492656228998877
