pathway_id	pathway_name	count	total_in_pathway	gene_ratio	fold_enrichment	pvalue	padj	comparison	direction
sco00680	Methane metabolism - Streptomyces coelicolor	14	31	0.007303077725612937	1.8783044743971595	0.007964388930148067	0.019910972325370167	T3vsT1	Down
sco01120	Microbial metabolism in diverse environments - Streptomyces coelicolor	103	356	0.05372978612415232	1.2033359122692877	0.01731791457799225	0.042124657081602776	T3vsT1	Down
sco00564	Glycerophospholipid metabolism - Streptomyces coelicolor	11	25	0.005738132498695879	1.8300052164840899	0.022303135845724426	0.05282321647671574	T3vsT1	Down
sco01210	2-Oxocarboxylic acid metabolism - Streptomyces coelicolor	19	52	0.0099113197704747	1.5196721640383613	0.02926837303371737	0.06754239930857854	T3vsT1	Down
sco00785	Lipoic acid metabolism - Streptomyces coelicolor	9	20	0.004694835680751174	1.8715962441314553	0.03218211143178515	0.07182974294086972	T3vsT1	Down
sco00401	Novobiocin biosynthesis - Streptomyces coelicolor	4	6	0.0020865936358894104	2.772735176491045	0.03272243845084065	0.07182974294086972	T3vsT1	Down
sco00333	Prodigiosin biosynthesis - Streptomyces coelicolor	18	26	0.009018036072144289	2.76541544627717	2.5828541096885575e-6	2.4795399453010153e-4	T2vsT1	Up
sco01110	Biosynthesis of secondary metabolites - Streptomyces coelicolor	171	515	0.08567134268537074	1.3263254664669144	1.0455896799034768e-5	5.018830463536689e-4	T2vsT1	Up
sco00975	Biosynthesis of various siderophores - Streptomyces coelicolor	7	8	0.0035070140280561123	3.4951778557114226	3.8227337291684224e-4	0.009276776742175188	T2vsT1	Up
sco00620	Pyruvate metabolism - Streptomyces coelicolor	26	56	0.013026052104208416	1.8545841683366733	4.0033179732319057e-4	0.009276776742175188	T2vsT1	Up
sco00920	Sulfur metabolism - Streptomyces coelicolor	12	19	0.006012024048096192	2.522835143972155	4.831654553216244e-4	0.009276776742175188	T2vsT1	Up
sco01057	Biosynthesis of type II polyketide products - Streptomyces coelicolor	8	11	0.004008016032064128	2.905082893058845	0.0011904073305618213	0.01904651728898914	T2vsT1	Up
sco01100	Metabolic pathways - Streptomyces coelicolor	305	1066	0.15280561122244488	1.1428884974451716	0.002343050423920375	0.032133262956622284	T2vsT1	Up
sco00290	Valine, leucine and isoleucine biosynthesis - Streptomyces coelicolor	10	17	0.00501002004008016	2.349699398797595	0.003103864886355956	0.03700119101317743	T2vsT1	Up
sco00909	Sesquiterpenoid and triterpenoid biosynthesis - Streptomyces coelicolor	4	4	0.002004008016032064	3.994488977955911	0.003919003984242514	0.03700119101317743	T2vsT1	Up
sco00450	Selenocompound metabolism - Streptomyces coelicolor	9	15	0.0045090180360721445	2.3966933867735474	0.004200674727196912	0.03700119101317743	T2vsT1	Up
sco01320	Sulfur cycle - Streptomyces coelicolor	6	8	0.003006012024048096	2.9958667334669333	0.004239719803593247	0.03700119101317743	T2vsT1	Up
sco00650	Butanoate metabolism - Streptomyces coelicolor	20	49	0.01002004008016032	1.6304036644718005	0.010809184715985472	0.08647347772788377	T2vsT1	Up
sco03010	Ribosome - Streptomyces coelicolor	58	78	0.032823995472552346	3.3552014859315364	1.1407051473645346e-33	9.58192323786209e-32	T2vsT1	Down
sco01240	Biosynthesis of cofactors - Streptomyces coelicolor	63	164	0.035653650254668934	1.7333326431736307	1.4688098476303857e-6	6.16900136004762e-5	T2vsT1	Down
sco00240	Pyrimidine metabolism - Streptomyces coelicolor	20	37	0.011318619128466326	2.4390094678719465	2.2548140426163507e-5	6.313479319325782e-4	T2vsT1	Down
sco01232	Nucleotide metabolism - Streptomyces coelicolor	23	49	0.013016411997736276	2.1179561807745166	1.0415219002326343e-4	0.002187195990488532	T2vsT1	Down
sco00970	Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor	16	95	0.009054895302773062	0.7599440026211539	3.045212048470937e-4	0.0045076668869848974	T2vsT1	Down
sco03440	Homologous recombination - Streptomyces coelicolor	13	23	0.007357102433503113	2.5503555522747967	3.5389491776373767e-4	0.0045076668869848974	T2vsT1	Down
sco00730	Thiamine metabolism - Streptomyces coelicolor	9	13	0.0050933786078098476	3.1238082800052243	3.7563890724874144e-4	0.0045076668869848974	T2vsT1	Down
sco03030	DNA replication - Streptomyces coelicolor	11	20	0.00622524052065648	2.4816921335597053	0.0013827725452589194	0.014519111725218654	T2vsT1	Down
sco00250	Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor	15	36	0.008488964346349746	1.8800697981512922	0.006725186815402316	0.05967451378060076	T2vsT1	Down
sco00130	Ubiquinone and other terpenoid-quinone biosynthesis - Streptomyces coelicolor	7	12	0.003961516694963215	2.632097717411809	0.007104108783404853	0.05967451378060076	T2vsT1	Down
sco01250	Biosynthesis of nucleotide sugars - Streptomyces coelicolor	17	45	0.009620826259196379	1.704596616990505	0.012572228051126207	0.07917950870555762	T2vsT1	Down
sco03070	Bacterial secretion system - Streptomyces coelicolor	8	16	0.004527447651386531	2.2560837577815507	0.013161839337099713	0.07917950870555762	T2vsT1	Down
sco03430	Mismatch repair - Streptomyces coelicolor	9	19	0.0050933786078098476	2.1373425073719954	0.013186888083430465	0.07917950870555762	T2vsT1	Down
sco00860	Porphyrin metabolism - Streptomyces coelicolor	16	42	0.009054895302773062	1.7189209583097531	0.013973022153919377	0.07917950870555762	T2vsT1	Down
sco00520	Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor	20	56	0.011318619128466326	1.6114883984153932	0.01413919798313529	0.07917950870555762	T2vsT1	Down
sco00230	Purine metabolism - Streptomyces coelicolor	24	71	0.013582342954159592	1.5252397235706256	0.015899354680650735	0.08347161207341636	T2vsT1	Down
sco00670	One carbon pool by folate - Streptomyces coelicolor	10	23	0.005659309564233163	1.9618119632883049	0.018249079762130558	0.09017192353052747	T2vsT1	Down
sco03018	RNA degradation - Streptomyces coelicolor	7	15	0.003961516694963215	2.1056781739294474	0.020247189425973772	0.0944868839878776	T2vsT1	Down
sco02010	ABC transporters - Streptomyces coelicolor	75	193	0.0416435313714603	1.7203309617857667	1.9478673118598155e-7	1.6167298688436468e-5	T3vsT2	Up
sco01057	Biosynthesis of type II polyketide products - Streptomyces coelicolor	9	11	0.004997223764575236	3.6220786431780323	5.2768742614177156e-5	0.002189902818488352	T3vsT2	Up
sco02024	Quorum sensing - Streptomyces coelicolor	39	101	0.021654636313159357	1.7094298547011837	1.924928763827049e-4	0.005325636246588169	T3vsT2	Up
sco00333	Prodigiosin biosynthesis - Streptomyces coelicolor	14	26	0.007773459189339256	2.383761158330842	5.079454595935406e-4	0.010539868286565968	T3vsT2	Up
sco00253	Tetracycline biosynthesis - Streptomyces coelicolor	6	8	0.003331482509716824	3.3202387562465296	0.002408980090543218	0.0394742304170107	T3vsT2	Up
sco01056	Biosynthesis of type II polyketide backbone - Streptomyces coelicolor	5	6	0.00277623542476402	3.6891541736072555	0.002853558825326075	0.0394742304170107	T3vsT2	Up
sco01100	Metabolic pathways - Streptomyces coelicolor	301	1066	0.25125208681135225	1.8792053359727126	1.9475594195224958e-33	1.6164743182036715e-31	T3vsT2	Down
sco01110	Biosynthesis of secondary metabolites - Streptomyces coelicolor	155	515	0.1293823038397329	2.003039045658622	1.4989301533954226e-19	6.220560136591004e-18	T3vsT2	Down
sco01120	Microbial metabolism in diverse environments - Streptomyces coelicolor	106	356	0.08848080133555926	1.9816219917090279	3.0726780488167697e-13	8.501075935059729e-12	T3vsT2	Down
sco01200	Carbon metabolism - Streptomyces coelicolor	56	148	0.04674457429048414	2.518206019040744	5.70354151553582e-12	1.1834848644736825e-10	T3vsT2	Down
sco01230	Biosynthesis of amino acids - Streptomyces coelicolor	55	148	0.045909849749582635	2.473238054415016	2.0305048709372254e-11	2.846490635372989e-10	T3vsT2	Down
sco00260	Glycine, serine and threonine metabolism - Streptomyces coelicolor	26	44	0.021702838063439065	3.9326529063590834	2.0577040737636065e-11	2.846490635372989e-10	T3vsT2	Down
sco01240	Biosynthesis of cofactors - Streptomyces coelicolor	58	164	0.048414023372287146	2.353689075288082	5.885999660745703e-11	6.97911388345562e-10	T3vsT2	Down
sco00860	Porphyrin metabolism - Streptomyces coelicolor	21	42	0.017529215358931552	3.3276293823038396	9.863601309279475e-8	1.0214810431307989e-6	T3vsT2	Down
sco00230	Purine metabolism - Streptomyces coelicolor	29	71	0.024207011686143573	2.7183451292059533	1.1076300467683363e-7	1.0214810431307989e-6	T3vsT2	Down
sco01210	2-Oxocarboxylic acid metabolism - Streptomyces coelicolor	22	52	0.018363939899833055	2.815686400410941	1.8657950102058264e-6	1.548609858470836e-5	T3vsT2	Down
sco00670	One carbon pool by folate - Streptomyces coelicolor	13	23	0.010851419031719533	3.7616679973869496	4.8912232516370505e-6	3.3843579566544206e-5	T3vsT2	Down
sco00785	Lipoic acid metabolism - Streptomyces coelicolor	12	20	0.01001669449081803	3.9931552587646073	4.893047648175065e-6	3.3843579566544206e-5	T3vsT2	Down
sco00270	Cysteine and methionine metabolism - Streptomyces coelicolor	17	37	0.014190317195325543	3.0578215945494747	7.236603249671409e-6	4.6202928440209766e-5	T3vsT2	Down
sco00010	Glycolysis / Gluconeogenesis - Streptomyces coelicolor	22	58	0.018363939899833055	2.524408496920154	1.5660551997834488e-5	9.284470113001876e-5	T3vsT2	Down
sco00920	Sulfur metabolism - Streptomyces coelicolor	11	19	0.009181969949916527	3.853044547930762	1.9863816545039188e-5	1.099131182158835e-4	T3vsT2	Down
sco00480	Glutathione metabolism - Streptomyces coelicolor	11	20	0.009181969949916527	3.6603923205342235	3.8161422974539924e-5	1.9796238168042586e-4	T3vsT2	Down
sco01232	Nucleotide metabolism - Streptomyces coelicolor	19	49	0.015859766277128547	2.5806105413784874	4.128978275178928e-5	2.0159129225873592e-4	T3vsT2	Down
sco00970	Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor	14	95	0.011686143572621035	0.9807749758369212	5.941251988727041e-5	2.7395773059130243e-4	T3vsT2	Down
sco00030	Pentose phosphate pathway - Streptomyces coelicolor	16	40	0.01335559265442404	2.6621035058430715	1.0739588667174512e-4	4.691504523028866e-4	T3vsT2	Down
sco00550	Peptidoglycan biosynthesis - Streptomyces coelicolor	14	33	0.011686143572621035	2.8234431122578036	1.3660043651234725e-4	5.668918115262411e-4	T3vsT2	Down
sco00240	Pyrimidine metabolism - Streptomyces coelicolor	15	37	0.012520868113522538	2.6980778775436542	1.46979090324401e-4	5.809173569964421e-4	T3vsT2	Down
sco00190	Oxidative phosphorylation - Streptomyces coelicolor	22	67	0.018363939899833055	2.1853088480801337	1.9483793360190044e-4	7.350703858617153e-4	T3vsT2	Down
sco00975	Biosynthesis of various siderophores - Streptomyces coelicolor	6	8	0.005008347245409015	4.991444073455759	2.423924197553682e-4	8.747204712911113e-4	T3vsT2	Down
sco00680	Methane metabolism - Streptomyces coelicolor	13	31	0.010851419031719533	2.7909149658032204	2.7203134539698656e-4	9.407750694979119e-4	T3vsT2	Down
sco00290	Valine, leucine and isoleucine biosynthesis - Streptomyces coelicolor	9	17	0.007512520868113523	3.5233722871452424	2.935878330780062e-4	9.747116058189806e-4	T3vsT2	Down
sco00909	Sesquiterpenoid and triterpenoid biosynthesis - Streptomyces coelicolor	4	4	0.00333889816360601	6.655258764607679	5.075628984285146e-4	0.001620296944983335	T3vsT2	Down
sco00020	Citrate cycle (TCA cycle) - Streptomyces coelicolor	14	37	0.011686143572621035	2.518206019040744	5.65889919071751e-4	0.0017395875289983455	T3vsT2	Down
sco00450	Selenocompound metabolism - Streptomyces coelicolor	8	15	0.00667779632721202	3.5494713411240957	6.081844399484201e-4	0.00180283244698996	T3vsT2	Down
sco00720	Other carbon fixation pathways - Streptomyces coelicolor	15	42	0.012520868113522538	2.3768781302170283	7.40808133300416e-4	0.0021202439677218804	T3vsT2	Down
sco00620	Pyruvate metabolism - Streptomyces coelicolor	18	56	0.015025041736227046	2.1391903171953257	9.664805383385515e-4	0.002673929489403326	T3vsT2	Down
sco00360	Phenylalanine metabolism - Streptomyces coelicolor	13	35	0.010851419031719533	2.4719532554257095	0.0010856666365614731	0.002906784865632331	T3vsT2	Down
sco00660	C5-Branched dibasic acid metabolism - Streptomyces coelicolor	7	13	0.005843071786310518	3.583600873250289	0.0012672125628913277	0.0032868325849993814	T3vsT2	Down
sco00300	Lysine biosynthesis - Streptomyces coelicolor	9	20	0.007512520868113523	2.994866444073456	0.0013246172057017082	0.0033316129719164174	T3vsT2	Down
sco00564	Glycerophospholipid metabolism - Streptomyces coelicolor	10	25	0.008347245409015025	2.662103505843072	0.002132272750330985	0.005205254066984463	T3vsT2	Down
sco01320	Sulfur cycle - Streptomyces coelicolor	5	8	0.004173622704507512	4.159536727879799	0.0028601505586223304	0.0067826427533043835	T3vsT2	Down
sco04122	Sulfur relay system - Streptomyces coelicolor	7	15	0.005843071786310518	3.1057874234835836	0.0036073118848634384	0.008316857956768483	T3vsT2	Down
sco03070	Bacterial secretion system - Streptomyces coelicolor	7	16	0.005843071786310518	2.9116757095158596	0.00559085978827551	0.012541658443969388	T3vsT2	Down
sco00640	Propanoate metabolism - Streptomyces coelicolor	11	33	0.009181969949916527	2.21841958820256	0.006752315400572565	0.014748478374934811	T3vsT2	Down
sco00900	Terpenoid backbone biosynthesis - Streptomyces coelicolor	8	23	0.00667779632721202	2.3148726137765845	0.015218592164159635	0.03238828588782692	T3vsT2	Down
sco00750	Vitamin B6 metabolism - Streptomyces coelicolor	5	11	0.004173622704507512	3.0251176202762178	0.015932727541174932	0.03306040964793799	T3vsT2	Down
sco00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Streptomyces coelicolor	9	28	0.007512520868113523	2.1391903171953257	0.017717422886382186	0.03586697803828589	T3vsT2	Down
sco00790	Folate biosynthesis - Streptomyces coelicolor	7	21	0.005843071786310518	2.21841958820256	0.02880670975673918	0.05692754547165124	T3vsT2	Down
sco00710	Carbon fixation by Calvin cycle - Streptomyces coelicolor	7	22	0.005843071786310518	2.1175823341933526	0.03693318172573	0.06966941098262705	T3vsT2	Down
sco03060	Protein export - Streptomyces coelicolor	7	23	0.005843071786310518	2.025513537054511	0.03693318172573	0.06966941098262705	T3vsT2	Down
sco00562	Inositol phosphate metabolism - Streptomyces coelicolor	6	18	0.005008347245409015	2.2184195882025595	0.04202093344065085	0.07750527723497824	T3vsT2	Down
sco00261	Monobactam biosynthesis - Streptomyces coelicolor	5	14	0.004173622704507512	2.3768781302170283	0.046891344577913864	0.08280811914823087	T3vsT2	Down
sco03018	RNA degradation - Streptomyces coelicolor	5	15	0.004173622704507512	2.21841958820256	0.046891344577913864	0.08280811914823087	T3vsT2	Down
