term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
J	Translation	46	155	46/1855	1.324	0.02060607709913822	SC_RS09340;SC_RS09480;SC_RS11045;SC_RS14865;SC_RS14940;SC_RS15145;SC_RS15465;SC_RS17145;SC_RS18265;SC_RS18270;SC_RS18700;SC_RS18790;SC_RS19155;SC_RS19245;SC_RS21080;SC_RS21625;SC_RS23360;SC_RS25490;SC_RS25685;SC_RS25705;SC_RS25745;SC_RS25750;SC_RS25760;SC_RS25765;SC_RS25785;SC_RS25810;SC_RS25815;SC_RS25835;SC_RS26355;SC_RS27715;SC_RS29625;SC_RS29675;SC_RS29680;SC_RS30035;SC_RS30175;SC_RS30195;SC_RS30345;SC_RS30350;SC_RS30755;SC_RS31175;SC_RS32470;SC_RS34350;SC_RS34355;SC_RS34375;SC_RS40195;SC_RS40605	0.2730236443270394
P	Inorganic ion transport	128	491	128/1855	1.163	0.027302364432703945	SC_RS02335;SC_RS02340;SC_RS02345;SC_RS02505;SC_RS02820;SC_RS03925;SC_RS04295;SC_RS04395;SC_RS04575;SC_RS04580;SC_RS04815;SC_RS04820;SC_RS05970;SC_RS05975;SC_RS06705;SC_RS07245;SC_RS07280;SC_RS08770;SC_RS08905;SC_RS09695;SC_RS09800;SC_RS10550;SC_RS10945;SC_RS11055;SC_RS11440;SC_RS11520;SC_RS11650;SC_RS11760;SC_RS12765;SC_RS12860;SC_RS13385;SC_RS13395;SC_RS13410;SC_RS13555;SC_RS13560;SC_RS13650;SC_RS13820;SC_RS14055;SC_RS14060;SC_RS14200;SC_RS14365;SC_RS14400;SC_RS14585;SC_RS15215;SC_RS15365;SC_RS15445;SC_RS16065;SC_RS16245;SC_RS16290;SC_RS16565;SC_RS16765;SC_RS16825;SC_RS16995;SC_RS17000;SC_RS17005;SC_RS17170;SC_RS17240;SC_RS17880;SC_RS17905;SC_RS18290;SC_RS18810;SC_RS19210;SC_RS19400;SC_RS19405;SC_RS19535;SC_RS20300;SC_RS20660;SC_RS20900;SC_RS21250;SC_RS21920;SC_RS22390;SC_RS22895;SC_RS22900;SC_RS22935;SC_RS23385;SC_RS23850;SC_RS24155;SC_RS24175;SC_RS25080;SC_RS25085;SC_RS25280;SC_RS26310;SC_RS26315;SC_RS26380;SC_RS26590;SC_RS26600;SC_RS26845;SC_RS27115;SC_RS27340;SC_RS27735;SC_RS27805;SC_RS27810;SC_RS27950;SC_RS28345;SC_RS28460;SC_RS29140;SC_RS29440;SC_RS29575;SC_RS30775;SC_RS31330;SC_RS31485;SC_RS32050;SC_RS32550;SC_RS32715;SC_RS33115;SC_RS33405;SC_RS33565;SC_RS35035;SC_RS35215;SC_RS35415;SC_RS35630;SC_RS35745;SC_RS36260;SC_RS37280;SC_RS37285;SC_RS38055;SC_RS38125;SC_RS38140;SC_RS38405;SC_RS39255;SC_RS39500;SC_RS39645;SC_RS39980;SC_RS40020;SC_RS40225;SC_RS40580;SC_RS40590;SC_RS40635	0.2730236443270394
G	Carbohydrate metabolism	48	179	48/1855	1.196	0.09256675099514941	SC_RS02230;SC_RS02645;SC_RS03225;SC_RS04600;SC_RS04810;SC_RS06675;SC_RS07050;SC_RS07580;SC_RS10905;SC_RS11980;SC_RS12035;SC_RS12710;SC_RS14170;SC_RS14190;SC_RS15210;SC_RS15835;SC_RS15855;SC_RS17010;SC_RS17020;SC_RS17735;SC_RS18320;SC_RS18855;SC_RS20840;SC_RS20845;SC_RS20860;SC_RS21095;SC_RS22230;SC_RS22235;SC_RS25065;SC_RS26535;SC_RS26740;SC_RS27420;SC_RS29405;SC_RS30620;SC_RS30625;SC_RS31030;SC_RS32265;SC_RS33165;SC_RS33170;SC_RS33190;SC_RS33200;SC_RS33420;SC_RS33955;SC_RS35070;SC_RS39230;SC_RS39795;SC_RS40360;SC_RS40380	0.5024003698626252
O	Chaperones/PTM	50	195	50/1855	1.144	0.157247098134554	SC_RS03035;SC_RS04100;SC_RS05590;SC_RS05610;SC_RS05690;SC_RS06075;SC_RS06225;SC_RS09135;SC_RS09320;SC_RS09435;SC_RS10240;SC_RS10270;SC_RS12125;SC_RS12935;SC_RS14265;SC_RS14420;SC_RS14795;SC_RS15160;SC_RS15165;SC_RS16665;SC_RS16770;SC_RS16940;SC_RS17270;SC_RS18085;SC_RS19145;SC_RS19160;SC_RS21130;SC_RS21965;SC_RS21990;SC_RS22630;SC_RS22710;SC_RS22975;SC_RS23195;SC_RS24960;SC_RS27085;SC_RS27510;SC_RS27770;SC_RS28135;SC_RS28455;SC_RS28655;SC_RS29420;SC_RS30155;SC_RS31215;SC_RS31225;SC_RS31435;SC_RS32905;SC_RS34235;SC_RS34240;SC_RS35250;SC_RS40220	0.5024003698626252
I	Lipid metabolism	19	68	19/1855	1.246	0.16999960600552852	SC_RS03520;SC_RS04660;SC_RS04945;SC_RS07380;SC_RS07935;SC_RS08095;SC_RS08320;SC_RS09845;SC_RS10065;SC_RS10685;SC_RS10805;SC_RS20350;SC_RS20915;SC_RS24670;SC_RS28760;SC_RS30005;SC_RS32885;SC_RS39185;SC_RS39855	0.5024003698626252
D	Cell division	5	14	5/1855	1.593	0.1868896380709151	SC_RS12450;SC_RS12455;SC_RS19920;SC_RS32080;SC_RS32525	0.5024003698626252
C	Energy production	120	499	120/1855	1.073	0.19807005184788581	SC_RS02245;SC_RS02290;SC_RS02310;SC_RS02740;SC_RS02945;SC_RS02960;SC_RS03020;SC_RS03040;SC_RS03100;SC_RS03690;SC_RS03800;SC_RS03820;SC_RS04525;SC_RS04840;SC_RS05355;SC_RS05805;SC_RS05830;SC_RS06120;SC_RS06170;SC_RS06390;SC_RS06535;SC_RS06785;SC_RS07730;SC_RS07820;SC_RS07990;SC_RS08030;SC_RS08335;SC_RS08365;SC_RS08690;SC_RS08855;SC_RS09465;SC_RS10070;SC_RS10465;SC_RS10520;SC_RS11175;SC_RS12310;SC_RS12600;SC_RS12820;SC_RS12940;SC_RS12945;SC_RS12955;SC_RS14225;SC_RS14435;SC_RS14505;SC_RS14980;SC_RS15045;SC_RS15750;SC_RS15955;SC_RS15980;SC_RS16170;SC_RS16515;SC_RS16725;SC_RS16805;SC_RS17620;SC_RS18675;SC_RS19425;SC_RS19630;SC_RS20320;SC_RS21125;SC_RS21205;SC_RS22385;SC_RS22855;SC_RS23030;SC_RS23670;SC_RS24535;SC_RS24965;SC_RS24990;SC_RS25000;SC_RS25005;SC_RS25030;SC_RS25120;SC_RS25150;SC_RS25330;SC_RS25390;SC_RS26025;SC_RS26030;SC_RS26305;SC_RS26370;SC_RS26720;SC_RS27520;SC_RS28490;SC_RS29030;SC_RS29035;SC_RS29645;SC_RS29725;SC_RS29760;SC_RS29785;SC_RS30010;SC_RS30545;SC_RS32210;SC_RS32435;SC_RS33110;SC_RS33495;SC_RS33705;SC_RS34510;SC_RS34670;SC_RS34675;SC_RS34980;SC_RS35130;SC_RS35295;SC_RS35890;SC_RS36110;SC_RS36115;SC_RS36175;SC_RS36290;SC_RS37255;SC_RS37845;SC_RS38030;SC_RS38270;SC_RS38395;SC_RS38810;SC_RS39015;SC_RS39140;SC_RS39290;SC_RS39425;SC_RS39825;SC_RS39965;SC_RS40335;SC_RS40615;SC_RS41220	0.5024003698626252
Q	Secondary metabolism	5	15	5/1855	1.487	0.23167221386605802	SC_RS11580;SC_RS15985;SC_RS22365;SC_RS27560;SC_RS27620	0.5024003698626252
K	Transcription	193	822	193/1855	1.047	0.23312249600291102	SC_RS02325;SC_RS02455;SC_RS02680;SC_RS02970;SC_RS03135;SC_RS03185;SC_RS03195;SC_RS03230;SC_RS03430;SC_RS03600;SC_RS03630;SC_RS03710;SC_RS03945;SC_RS04460;SC_RS04565;SC_RS04965;SC_RS04975;SC_RS05075;SC_RS05480;SC_RS05485;SC_RS05570;SC_RS05600;SC_RS05945;SC_RS06045;SC_RS06250;SC_RS06300;SC_RS06310;SC_RS06370;SC_RS06415;SC_RS06430;SC_RS06435;SC_RS07000;SC_RS07470;SC_RS07490;SC_RS07805;SC_RS07910;SC_RS08090;SC_RS08260;SC_RS08270;SC_RS08435;SC_RS08590;SC_RS08620;SC_RS08720;SC_RS09210;SC_RS09290;SC_RS09425;SC_RS09690;SC_RS09835;SC_RS09980;SC_RS10090;SC_RS10190;SC_RS10195;SC_RS10220;SC_RS10525;SC_RS10530;SC_RS10575;SC_RS10690;SC_RS10735;SC_RS11030;SC_RS11410;SC_RS11515;SC_RS11620;SC_RS11750;SC_RS11810;SC_RS13055;SC_RS13080;SC_RS13145;SC_RS13190;SC_RS13905;SC_RS13965;SC_RS14025;SC_RS14635;SC_RS15270;SC_RS15495;SC_RS16060;SC_RS16165;SC_RS16365;SC_RS16475;SC_RS16855;SC_RS16920;SC_RS17670;SC_RS17790;SC_RS17795;SC_RS17830;SC_RS17900;SC_RS18125;SC_RS18160;SC_RS18200;SC_RS18245;SC_RS18415;SC_RS18490;SC_RS18680;SC_RS18705;SC_RS18795;SC_RS18895;SC_RS18905;SC_RS18960;SC_RS19010;SC_RS19190;SC_RS19990;SC_RS20030;SC_RS20165;SC_RS20265;SC_RS20330;SC_RS20630;SC_RS20985;SC_RS21185;SC_RS21235;SC_RS21350;SC_RS21355;SC_RS21460;SC_RS21600;SC_RS21605;SC_RS21680;SC_RS21855;SC_RS22050;SC_RS22135;SC_RS22245;SC_RS22420;SC_RS22490;SC_RS22750;SC_RS22780;SC_RS22980;SC_RS23710;SC_RS23725;SC_RS24140;SC_RS24295;SC_RS24335;SC_RS24380;SC_RS24470;SC_RS25370;SC_RS25450;SC_RS25540;SC_RS25805;SC_RS25945;SC_RS25990;SC_RS26275;SC_RS26490;SC_RS26635;SC_RS26965;SC_RS27105;SC_RS27300;SC_RS28915;SC_RS28965;SC_RS29205;SC_RS29260;SC_RS29350;SC_RS29355;SC_RS29370;SC_RS29600;SC_RS29770;SC_RS29825;SC_RS29845;SC_RS30140;SC_RS30605;SC_RS31040;SC_RS31155;SC_RS31340;SC_RS31385;SC_RS31445;SC_RS32595;SC_RS32835;SC_RS33075;SC_RS33650;SC_RS33745;SC_RS34035;SC_RS35025;SC_RS35195;SC_RS35610;SC_RS35800;SC_RS36075;SC_RS36220;SC_RS37035;SC_RS37610;SC_RS37660;SC_RS37940;SC_RS37955;SC_RS38605;SC_RS38785;SC_RS39370;SC_RS39630;SC_RS39685;SC_RS39850;SC_RS39915;SC_RS39960;SC_RS40205;SC_RS40245;SC_RS40435;SC_RS40705;SC_RS40730;SC_RS40930;SC_RS41085;SC_RS41235	0.5024003698626252
U	Secretion	37	148	37/1855	1.115	0.2512001849313126	SC_RS05015;SC_RS05390;SC_RS07655;SC_RS08380;SC_RS09550;SC_RS11430;SC_RS11755;SC_RS15275;SC_RS16375;SC_RS17235;SC_RS17500;SC_RS17860;SC_RS18310;SC_RS19750;SC_RS19905;SC_RS19910;SC_RS20390;SC_RS20960;SC_RS22400;SC_RS24385;SC_RS24790;SC_RS24795;SC_RS24815;SC_RS27200;SC_RS27205;SC_RS27215;SC_RS27915;SC_RS30835;SC_RS30865;SC_RS31100;SC_RS32410;SC_RS33785;SC_RS36440;SC_RS36590;SC_RS37575;SC_RS38320;SC_RS40545	0.5024003698626252
