term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
P	Inorganic ion transport	22	491	22/273	1.358	0.08772837233944109	SC_RS04575;SC_RS05470;SC_RS05970;SC_RS07280;SC_RS13560;SC_RS14200;SC_RS16825;SC_RS17005;SC_RS17905;SC_RS19405;SC_RS20895;SC_RS26600;SC_RS29140;SC_RS30795;SC_RS33115;SC_RS35745;SC_RS35970;SC_RS37280;SC_RS38055;SC_RS39255;SC_RS39720;SC_RS39980	0.6627131904781913
G	Carbohydrate metabolism	9	179	9/273	1.524	0.13728302951275895	SC_RS04810;SC_RS06675;SC_RS07050;SC_RS18320;SC_RS26535;SC_RS27420;SC_RS29005;SC_RS35070;SC_RS40360	0.6627131904781913
H	Coenzyme metabolism	8	156	8/273	1.554	0.14367549380881897	SC_RS06995;SC_RS12120;SC_RS12195;SC_RS20645;SC_RS24070;SC_RS24090;SC_RS39570;SC_RS40310	0.6627131904781913
T	Signal transduction	15	344	15/273	1.322	0.1643944026486409	SC_RS03920;SC_RS04865;SC_RS05295;SC_RS05300;SC_RS07750;SC_RS08710;SC_RS14750;SC_RS22915;SC_RS24700;SC_RS31585;SC_RS34060;SC_RS35525;SC_RS37545;SC_RS37675;SC_RS38670	0.6627131904781913
E	Amino acid metabolism	13	301	13/273	1.309	0.19491564425829158	SC_RS03460;SC_RS05460;SC_RS08185;SC_RS11705;SC_RS16670;SC_RS18180;SC_RS34805;SC_RS36025;SC_RS38135;SC_RS38205;SC_RS38930;SC_RS39180;SC_RS39740	0.6627131904781913
C	Energy production	19	499	19/273	1.154	0.29038794805524304	SC_RS03020;SC_RS03040;SC_RS03800;SC_RS05830;SC_RS06390;SC_RS08335;SC_RS12310;SC_RS12955;SC_RS26305;SC_RS26720;SC_RS27025;SC_RS30010;SC_RS38385;SC_RS39140;SC_RS39825;SC_RS40335;SC_RS40610;SC_RS41080;SC_RS41220	0.6633508064744885
V	Defense	6	142	6/273	1.281	0.3274238301759054	SC_RS03870;SC_RS12500;SC_RS12890;SC_RS29545;SC_RS39465;SC_RS40100	0.6633508064744885
R	General function	97	2848	97/273	1.032	0.36888782842999635	SC_RS02830;SC_RS02875;SC_RS03250;SC_RS03485;SC_RS03620;SC_RS03625;SC_RS03805;SC_RS04155;SC_RS04200;SC_RS04370;SC_RS04425;SC_RS04430;SC_RS04640;SC_RS04645;SC_RS04780;SC_RS04860;SC_RS04960;SC_RS05290;SC_RS05330;SC_RS05530;SC_RS05825;SC_RS06015;SC_RS06245;SC_RS06555;SC_RS07590;SC_RS08425;SC_RS08470;SC_RS08540;SC_RS08715;SC_RS09315;SC_RS09400;SC_RS09565;SC_RS09840;SC_RS09930;SC_RS10155;SC_RS10435;SC_RS11000;SC_RS11095;SC_RS11210;SC_RS11275;SC_RS11710;SC_RS13295;SC_RS13380;SC_RS14745;SC_RS15170;SC_RS15280;SC_RS16925;SC_RS17605;SC_RS17930;SC_RS18605;SC_RS20925;SC_RS20940;SC_RS23305;SC_RS24060;SC_RS24180;SC_RS24520;SC_RS24940;SC_RS25060;SC_RS26225;SC_RS26660;SC_RS26850;SC_RS26870;SC_RS27440;SC_RS27855;SC_RS28215;SC_RS28635;SC_RS29495;SC_RS29550;SC_RS29885;SC_RS31180;SC_RS31240;SC_RS31380;SC_RS31730;SC_RS34140;SC_RS34265;SC_RS34680;SC_RS34920;SC_RS35055;SC_RS35240;SC_RS35585;SC_RS35590;SC_RS35685;SC_RS35735;SC_RS36055;SC_RS36155;SC_RS36280;SC_RS36315;SC_RS36700;SC_RS37020;SC_RS37275;SC_RS37865;SC_RS38805;SC_RS38875;SC_RS39115;SC_RS39280;SC_RS40240;SC_RS40865	0.6633508064744885
D	Cell division	1	14	1/273	2.165	0.3750223220901155	SC_RS19920	0.6633508064744885
I	Lipid metabolism	3	68	3/273	1.337	0.3902063567496991	SC_RS04660;SC_RS39185;SC_RS39855	0.6633508064744885
