term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
D	Cell division	3	14	3/162	10.946	0.002287473833078301	SC_RS12435;SC_RS12455;SC_RS32080	0.03888705516233112
V	Defense	7	142	7/162	2.518	0.021287142616535908	SC_RS06595;SC_RS11875;SC_RS26345;SC_RS38275;SC_RS39225;SC_RS39465;SC_RS40100	0.18094071224055522
R	General function	67	2848	67/162	1.202	0.037649650446559636	SC_RS02090;SC_RS02810;SC_RS02875;SC_RS03390;SC_RS03540;SC_RS03785;SC_RS04055;SC_RS04370;SC_RS04645;SC_RS04860;SC_RS04900;SC_RS05035;SC_RS05135;SC_RS06110;SC_RS06230;SC_RS06245;SC_RS06905;SC_RS07375;SC_RS07535;SC_RS07905;SC_RS08955;SC_RS09070;SC_RS09350;SC_RS09840;SC_RS10835;SC_RS11165;SC_RS11695;SC_RS12130;SC_RS13610;SC_RS13645;SC_RS13930;SC_RS14780;SC_RS17800;SC_RS18540;SC_RS20380;SC_RS21340;SC_RS21755;SC_RS22555;SC_RS23510;SC_RS23795;SC_RS24480;SC_RS24635;SC_RS31180;SC_RS31380;SC_RS32330;SC_RS33140;SC_RS34185;SC_RS34380;SC_RS35045;SC_RS35240;SC_RS35420;SC_RS35805;SC_RS36315;SC_RS36820;SC_RS37135;SC_RS37320;SC_RS37520;SC_RS37910;SC_RS38380;SC_RS38610;SC_RS38680;SC_RS38905;SC_RS39065;SC_RS39380;SC_RS39440;SC_RS40040;SC_RS41345	0.18638303653835184
I	Lipid metabolism	4	68	4/162	3.005	0.04385483212667102	SC_RS04660;SC_RS07380;SC_RS08095;SC_RS09845	0.18638303653835184
F	Nucleotide metabolism	2	38	2/162	2.688	0.17006775451245407	SC_RS17410;SC_RS27670	0.5782303653423438
C	Energy production	12	499	12/162	1.228	0.27147400839075053	SC_RS03040;SC_RS03820;SC_RS04840;SC_RS21125;SC_RS34510;SC_RS36115;SC_RS36175;SC_RS39015;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS41080	0.7691763571071265
G	Carbohydrate metabolism	4	179	4/162	1.141	0.4665200887684466	SC_RS13175;SC_RS33200;SC_RS35070;SC_RS39795	0.9976721775128641
O	Chaperones/PTM	4	195	4/162	1.048	0.5337024284234374	SC_RS06225;SC_RS09135;SC_RS24960;SC_RS40220	0.9976721775128641
U	Secretion	3	148	3/162	1.035	0.5573447078713144	SC_RS17860;SC_RS18310;SC_RS24385	0.9976721775128641
K	Transcription	15	822	15/162	0.932	0.6530776101282276	SC_RS02455;SC_RS06310;SC_RS07910;SC_RS08090;SC_RS09080;SC_RS17795;SC_RS18160;SC_RS21680;SC_RS24380;SC_RS29350;SC_RS36220;SC_RS37940;SC_RS38475;SC_RS38605;SC_RS39850	0.9976721775128641
T	Signal transduction	5	344	5/162	0.742	0.8099977514298147	SC_RS05300;SC_RS10995;SC_RS34165;SC_RS37270;SC_RS40740	0.9976721775128641
H	Coenzyme metabolism	2	156	2/162	0.655	0.8144778950603238	SC_RS33145;SC_RS40325	0.9976721775128641
M	Cell wall	1	105	1/162	0.486	0.8762219411410566	SC_RS26400	0.9976721775128641
S	Unknown	25	1597	25/162	0.8	0.9161577345282769	SC_RS03545;SC_RS03550;SC_RS03615;SC_RS06255;SC_RS07305;SC_RS07565;SC_RS11195;SC_RS11380;SC_RS12135;SC_RS15255;SC_RS16615;SC_RS20270;SC_RS22010;SC_RS23185;SC_RS27665;SC_RS29285;SC_RS30940;SC_RS36160;SC_RS36560;SC_RS36845;SC_RS38225;SC_RS38795;SC_RS40770;SC_RS41015;SC_RS41150	0.9976721775128641
P	Inorganic ion transport	6	491	6/162	0.624	0.9250563976570907	SC_RS03925;SC_RS10550;SC_RS24155;SC_RS27340;SC_RS35745;SC_RS35970	0.9976721775128641
J	Translation	1	155	1/162	0.33	0.9546662807068862	SC_RS29675	0.9976721775128641
E	Amino acid metabolism	1	301	1/162	0.17	0.9976721775128641	SC_RS03150	0.9976721775128641
