term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
I	Lipid metabolism	4	68	4/208	2.34	0.09127214254398014	SC_RS04660;SC_RS09845;SC_RS28760;SC_RS39185	0.65604063651387
H	Coenzyme metabolism	7	156	7/208	1.785	0.09797964859421227	SC_RS12120;SC_RS20645;SC_RS24070;SC_RS24090;SC_RS33330;SC_RS38640;SC_RS39570	0.65604063651387
K	Transcription	25	822	25/208	1.21	0.18205957627724428	SC_RS03600;SC_RS03710;SC_RS05075;SC_RS05485;SC_RS06045;SC_RS06310;SC_RS09080;SC_RS11410;SC_RS11515;SC_RS11810;SC_RS20330;SC_RS23710;SC_RS24380;SC_RS24470;SC_RS25945;SC_RS25990;SC_RS26855;SC_RS29355;SC_RS29845;SC_RS33895;SC_RS36220;SC_RS38785;SC_RS39260;SC_RS39850;SC_RS41225	0.65604063651387
O	Chaperones/PTM	7	195	7/208	1.428	0.2195907570628991	SC_RS06075;SC_RS17270;SC_RS24960;SC_RS27085;SC_RS28655;SC_RS30155;SC_RS34235	0.65604063651387
C	Energy production	15	499	15/208	1.196	0.2726762448692459	SC_RS02290;SC_RS03020;SC_RS03040;SC_RS03800;SC_RS06120;SC_RS11175;SC_RS14225;SC_RS21125;SC_RS26295;SC_RS26720;SC_RS27025;SC_RS29035;SC_RS32435;SC_RS39290;SC_RS41220	0.65604063651387
G	Carbohydrate metabolism	6	179	6/208	1.334	0.29484536689185	SC_RS07050;SC_RS13175;SC_RS15855;SC_RS26535;SC_RS27420;SC_RS35070	0.65604063651387
D	Cell division	1	14	1/208	2.842	0.30000734287438585	SC_RS12455	0.65604063651387
E	Amino acid metabolism	9	301	9/208	1.19	0.3451163572792391	SC_RS03150;SC_RS09910;SC_RS12520;SC_RS18180;SC_RS19050;SC_RS27080;SC_RS36025;SC_RS38930;SC_RS39740	0.65604063651387
P	Inorganic ion transport	14	491	14/208	1.134	0.35172756844896713	SC_RS04575;SC_RS05470;SC_RS05970;SC_RS12340;SC_RS15820;SC_RS17005;SC_RS19405;SC_RS22935;SC_RS27340;SC_RS33115;SC_RS35415;SC_RS37280;SC_RS39255;SC_RS39720	0.65604063651387
T	Signal transduction	10	344	10/208	1.157	0.36446702028548333	SC_RS04865;SC_RS05300;SC_RS06185;SC_RS07750;SC_RS11065;SC_RS14750;SC_RS28630;SC_RS34060;SC_RS37270;SC_RS37675	0.65604063651387
V	Defense	4	142	4/208	1.121	0.48081075489605646	SC_RS03870;SC_RS13720;SC_RS26345;SC_RS39465	0.768525110548256
J	Translation	4	155	4/208	1.027	0.5499258603188859	SC_RS04130;SC_RS11045;SC_RS15145;SC_RS32470	0.768525110548256
L	Replication/Repair	4	156	4/208	1.02	0.5550459131737404	SC_RS26360;SC_RS29655;SC_RS31250;SC_RS32540	0.768525110548256
F	Nucleotide metabolism	1	38	1/208	1.047	0.6207550226404586	SC_RS27670	0.7981136005377324
S	Unknown	34	1597	34/208	0.847	0.8829628334698889	SC_RS02295;SC_RS02610;SC_RS05720;SC_RS09485;SC_RS09935;SC_RS11415;SC_RS16705;SC_RS17265;SC_RS17995;SC_RS18510;SC_RS19045;SC_RS20275;SC_RS22470;SC_RS23445;SC_RS26420;SC_RS27405;SC_RS27655;SC_RS27665;SC_RS28735;SC_RS29285;SC_RS29935;SC_RS29940;SC_RS29945;SC_RS32200;SC_RS32955;SC_RS32960;SC_RS33800;SC_RS33890;SC_RS35270;SC_RS36510;SC_RS37570;SC_RS37735;SC_RS38230;SC_RS39275	0.9776735254024332
M	Cell wall	1	105	1/208	0.379	0.932130673692195	SC_RS26400	0.9776735254024332
R	General function	61	2848	61/208	0.852	0.950814903116626	SC_RS03805;SC_RS04150;SC_RS04155;SC_RS04645;SC_RS04665;SC_RS04860;SC_RS05070;SC_RS06110;SC_RS06245;SC_RS07135;SC_RS07535;SC_RS07590;SC_RS09350;SC_RS09475;SC_RS09840;SC_RS09930;SC_RS10030;SC_RS10155;SC_RS11165;SC_RS11625;SC_RS11645;SC_RS13645;SC_RS14880;SC_RS15280;SC_RS17335;SC_RS18710;SC_RS18715;SC_RS19095;SC_RS19605;SC_RS19930;SC_RS19935;SC_RS20775;SC_RS23010;SC_RS24475;SC_RS24635;SC_RS25055;SC_RS25060;SC_RS25940;SC_RS26850;SC_RS28215;SC_RS29185;SC_RS29820;SC_RS31325;SC_RS31380;SC_RS32770;SC_RS33825;SC_RS35240;SC_RS35420;SC_RS35585;SC_RS35590;SC_RS35685;SC_RS36155;SC_RS36315;SC_RS36700;SC_RS37135;SC_RS37320;SC_RS37580;SC_RS38875;SC_RS39280;SC_RS39355;SC_RS39440	0.9776735254024332
U	Secretion	1	148	1/208	0.269	0.9776735254024332	SC_RS24385	0.9776735254024332
