term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
D	Cell division	4	14	4/566	4.177	0.012481402706141538	SC_RS12435;SC_RS12455;SC_RS19920;SC_RS32080	0.22466524871054772
C	Energy production	42	499	42/566	1.231	0.09146581082240182	SC_RS03040;SC_RS03130;SC_RS03820;SC_RS04840;SC_RS05830;SC_RS06120;SC_RS06170;SC_RS06390;SC_RS07820;SC_RS07950;SC_RS08365;SC_RS08690;SC_RS12945;SC_RS12955;SC_RS15980;SC_RS18675;SC_RS20320;SC_RS20855;SC_RS21125;SC_RS21280;SC_RS26305;SC_RS26435;SC_RS27020;SC_RS29645;SC_RS30010;SC_RS34510;SC_RS34670;SC_RS34675;SC_RS35130;SC_RS36110;SC_RS36115;SC_RS36175;SC_RS39015;SC_RS39140;SC_RS39290;SC_RS39825;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS40610;SC_RS40615;SC_RS41080	0.653110819157559
R	General function	208	2848	208/566	1.068	0.12245843928997482	SC_RS02090;SC_RS02670;SC_RS02810;SC_RS02875;SC_RS03250;SC_RS03390;SC_RS03485;SC_RS03540;SC_RS03625;SC_RS03785;SC_RS03790;SC_RS04055;SC_RS04125;SC_RS04200;SC_RS04270;SC_RS04370;SC_RS04435;SC_RS04640;SC_RS04645;SC_RS04780;SC_RS04860;SC_RS04900;SC_RS04960;SC_RS05035;SC_RS05135;SC_RS05330;SC_RS05585;SC_RS05825;SC_RS06015;SC_RS06110;SC_RS06230;SC_RS06245;SC_RS06905;SC_RS07140;SC_RS07215;SC_RS07375;SC_RS07535;SC_RS07550;SC_RS07560;SC_RS07905;SC_RS08425;SC_RS08470;SC_RS08540;SC_RS08895;SC_RS08955;SC_RS09070;SC_RS09330;SC_RS09350;SC_RS09565;SC_RS09840;SC_RS09930;SC_RS10030;SC_RS10145;SC_RS10200;SC_RS10245;SC_RS10435;SC_RS10450;SC_RS10560;SC_RS10835;SC_RS10845;SC_RS10880;SC_RS11000;SC_RS11025;SC_RS11165;SC_RS11210;SC_RS11695;SC_RS12130;SC_RS12185;SC_RS12425;SC_RS12685;SC_RS13380;SC_RS13610;SC_RS13645;SC_RS13930;SC_RS13960;SC_RS14015;SC_RS14545;SC_RS14780;SC_RS15485;SC_RS15500;SC_RS15915;SC_RS16380;SC_RS16895;SC_RS16925;SC_RS17090;SC_RS17605;SC_RS17780;SC_RS17800;SC_RS18280;SC_RS18375;SC_RS18540;SC_RS18710;SC_RS18715;SC_RS19835;SC_RS19915;SC_RS20135;SC_RS20380;SC_RS20625;SC_RS21115;SC_RS21340;SC_RS21385;SC_RS21585;SC_RS21755;SC_RS22555;SC_RS23070;SC_RS23315;SC_RS23395;SC_RS23420;SC_RS23510;SC_RS23755;SC_RS23795;SC_RS24180;SC_RS24480;SC_RS24520;SC_RS24635;SC_RS24940;SC_RS25115;SC_RS26095;SC_RS26105;SC_RS26225;SC_RS26335;SC_RS26660;SC_RS26870;SC_RS27440;SC_RS27555;SC_RS27855;SC_RS27990;SC_RS28130;SC_RS28215;SC_RS28275;SC_RS28320;SC_RS28435;SC_RS28525;SC_RS28555;SC_RS29495;SC_RS29550;SC_RS30370;SC_RS30720;SC_RS31180;SC_RS31240;SC_RS31380;SC_RS31730;SC_RS31905;SC_RS31910;SC_RS31980;SC_RS32035;SC_RS32040;SC_RS32175;SC_RS32330;SC_RS32445;SC_RS32570;SC_RS32580;SC_RS33140;SC_RS33295;SC_RS33730;SC_RS33950;SC_RS34185;SC_RS34250;SC_RS34380;SC_RS34680;SC_RS34880;SC_RS34890;SC_RS35045;SC_RS35055;SC_RS35075;SC_RS35240;SC_RS35420;SC_RS35685;SC_RS35805;SC_RS35905;SC_RS36055;SC_RS36280;SC_RS36315;SC_RS36435;SC_RS36715;SC_RS36820;SC_RS36920;SC_RS37135;SC_RS37320;SC_RS37520;SC_RS37525;SC_RS37865;SC_RS37910;SC_RS38380;SC_RS38610;SC_RS38680;SC_RS38685;SC_RS38905;SC_RS38955;SC_RS39065;SC_RS39085;SC_RS39090;SC_RS39115;SC_RS39380;SC_RS39440;SC_RS39460;SC_RS39660;SC_RS40040;SC_RS40045;SC_RS40075;SC_RS40455;SC_RS40490;SC_RS40555;SC_RS40560;SC_RS40755;SC_RS40865;SC_RS41020;SC_RS41345	0.653110819157559
V	Defense	13	142	13/566	1.338	0.1728562848315818	SC_RS05450;SC_RS06105;SC_RS06595;SC_RS11875;SC_RS13305;SC_RS26345;SC_RS29545;SC_RS30440;SC_RS38275;SC_RS38280;SC_RS39225;SC_RS39465;SC_RS40100	0.653110819157559
I	Lipid metabolism	7	68	7/566	1.505	0.18141967198821082	SC_RS04660;SC_RS07380;SC_RS08095;SC_RS09845;SC_RS20915;SC_RS28760;SC_RS39185	0.653110819157559
O	Chaperones/PTM	16	195	16/566	1.2	0.25945810414854376	SC_RS04100;SC_RS05590;SC_RS05690;SC_RS06075;SC_RS06225;SC_RS09135;SC_RS10240;SC_RS15160;SC_RS17270;SC_RS22630;SC_RS24960;SC_RS27510;SC_RS28135;SC_RS28655;SC_RS29420;SC_RS40220	0.6923895317889821
H	Coenzyme metabolism	13	156	13/566	1.218	0.26926259569571526	SC_RS05370;SC_RS06995;SC_RS07660;SC_RS14255;SC_RS20645;SC_RS24070;SC_RS32075;SC_RS33145;SC_RS33670;SC_RS37385;SC_RS40310;SC_RS40325;SC_RS40330	0.6923895317889821
P	Inorganic ion transport	36	491	36/566	1.072	0.3543706425276682	SC_RS03925;SC_RS04295;SC_RS05470;SC_RS05970;SC_RS07245;SC_RS07280;SC_RS09695;SC_RS10550;SC_RS10945;SC_RS13820;SC_RS14055;SC_RS14200;SC_RS15445;SC_RS16825;SC_RS20895;SC_RS22390;SC_RS24155;SC_RS25280;SC_RS26590;SC_RS26600;SC_RS27340;SC_RS27735;SC_RS29140;SC_RS30795;SC_RS31330;SC_RS32050;SC_RS32550;SC_RS32715;SC_RS35210;SC_RS35745;SC_RS35970;SC_RS37375;SC_RS38055;SC_RS39980;SC_RS40225;SC_RS40590	0.7973339456872535
G	Carbohydrate metabolism	13	179	13/566	1.062	0.4530252518208244	SC_RS04810;SC_RS10905;SC_RS13175;SC_RS15835;SC_RS17020;SC_RS18855;SC_RS20860;SC_RS25065;SC_RS29005;SC_RS33200;SC_RS35070;SC_RS39795;SC_RS40360	0.8766014223380368
F	Nucleotide metabolism	3	38	3/566	1.154	0.4870007901877983	SC_RS17410;SC_RS27670;SC_RS38765	0.8766014223380368
