term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
G	Carbohydrate metabolism	33	179	33/1109	1.376	0.033488410153817476	SC_RS02230;SC_RS02645;SC_RS03865;SC_RS04810;SC_RS05985;SC_RS07050;SC_RS10905;SC_RS12035;SC_RS12930;SC_RS14170;SC_RS14190;SC_RS15210;SC_RS15835;SC_RS15855;SC_RS18025;SC_RS18855;SC_RS20035;SC_RS20845;SC_RS21095;SC_RS23645;SC_RS25065;SC_RS29405;SC_RS30620;SC_RS31030;SC_RS32225;SC_RS33170;SC_RS33190;SC_RS33535;SC_RS33955;SC_RS39230;SC_RS39795;SC_RS39910;SC_RS40380	0.43855790965953084
P	Inorganic ion transport	79	491	79/1109	1.201	0.04385579096595309	SC_RS02335;SC_RS02340;SC_RS02505;SC_RS04290;SC_RS04295;SC_RS04400;SC_RS04815;SC_RS04820;SC_RS05970;SC_RS05975;SC_RS07210;SC_RS07280;SC_RS08905;SC_RS09380;SC_RS09870;SC_RS11440;SC_RS11520;SC_RS11650;SC_RS12765;SC_RS12860;SC_RS13555;SC_RS13560;SC_RS13650;SC_RS13820;SC_RS14400;SC_RS15365;SC_RS15445;SC_RS16065;SC_RS16290;SC_RS16765;SC_RS16825;SC_RS16995;SC_RS17240;SC_RS17905;SC_RS18810;SC_RS19210;SC_RS19405;SC_RS21250;SC_RS21960;SC_RS22880;SC_RS22900;SC_RS23385;SC_RS23850;SC_RS24175;SC_RS25080;SC_RS25085;SC_RS26090;SC_RS26310;SC_RS26600;SC_RS26840;SC_RS26845;SC_RS27115;SC_RS27710;SC_RS27735;SC_RS27745;SC_RS27950;SC_RS28460;SC_RS29140;SC_RS29425;SC_RS30505;SC_RS31330;SC_RS32550;SC_RS33405;SC_RS35215;SC_RS35410;SC_RS35745;SC_RS36260;SC_RS37285;SC_RS37375;SC_RS38055;SC_RS38125;SC_RS38140;SC_RS39200;SC_RS39645;SC_RS39980;SC_RS40020;SC_RS40225;SC_RS40580;SC_RS40635	0.43855790965953084
E	Amino acid metabolism	48	301	48/1109	1.19	0.11021678937700134	SC_RS01105;SC_RS02005;SC_RS02605;SC_RS05460;SC_RS05465;SC_RS06640;SC_RS06765;SC_RS06875;SC_RS07225;SC_RS08290;SC_RS08315;SC_RS09910;SC_RS10085;SC_RS11595;SC_RS11705;SC_RS11915;SC_RS12075;SC_RS12215;SC_RS12775;SC_RS13975;SC_RS14075;SC_RS14690;SC_RS15840;SC_RS16000;SC_RS16670;SC_RS18170;SC_RS18330;SC_RS18355;SC_RS18640;SC_RS18695;SC_RS19050;SC_RS19205;SC_RS23635;SC_RS23650;SC_RS24905;SC_RS27080;SC_RS27600;SC_RS28415;SC_RS29555;SC_RS29615;SC_RS29800;SC_RS30695;SC_RS30930;SC_RS34125;SC_RS34805;SC_RS36295;SC_RS38205;SC_RS39740	0.7347785958466756
C	Energy production	75	499	75/1109	1.121	0.15080375471516977	SC_RS00210;SC_RS01220;SC_RS01575;SC_RS01690;SC_RS02650;SC_RS03515;SC_RS03570;SC_RS03690;SC_RS04005;SC_RS04840;SC_RS06390;SC_RS06535;SC_RS06785;SC_RS07730;SC_RS07990;SC_RS08365;SC_RS08690;SC_RS08855;SC_RS10070;SC_RS10465;SC_RS12310;SC_RS12635;SC_RS12820;SC_RS12945;SC_RS13460;SC_RS14430;SC_RS14435;SC_RS16170;SC_RS16470;SC_RS16515;SC_RS16725;SC_RS17620;SC_RS18600;SC_RS19425;SC_RS19630;SC_RS21280;SC_RS21910;SC_RS22385;SC_RS24535;SC_RS24990;SC_RS25005;SC_RS25030;SC_RS25120;SC_RS25390;SC_RS26295;SC_RS26895;SC_RS26915;SC_RS28490;SC_RS29030;SC_RS29035;SC_RS29725;SC_RS29785;SC_RS30010;SC_RS30545;SC_RS31640;SC_RS32210;SC_RS32435;SC_RS33110;SC_RS33495;SC_RS34855;SC_RS35130;SC_RS35295;SC_RS35475;SC_RS36115;SC_RS36175;SC_RS36290;SC_RS37225;SC_RS38030;SC_RS38270;SC_RS38810;SC_RS39290;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS40615	0.7373866955067766
U	Secretion	24	148	24/1109	1.21	0.18434667387669415	SC_RS05390;SC_RS08380;SC_RS09035;SC_RS09550;SC_RS11430;SC_RS15275;SC_RS15945;SC_RS17235;SC_RS19750;SC_RS19905;SC_RS19910;SC_RS20390;SC_RS22400;SC_RS24385;SC_RS24790;SC_RS27200;SC_RS27205;SC_RS30825;SC_RS32410;SC_RS33785;SC_RS36590;SC_RS37575;SC_RS38320;SC_RS40545	0.7373866955067766
N	Motility	1	2	1/1109	3.731	0.2500894221844426	SC_RS19895	0.8336314072814753
Q	Secondary metabolism	3	15	3/1109	1.492	0.32581410417291695	SC_RS15985;SC_RS27560;SC_RS27620	0.856764411598605
R	General function	387	2848	387/1109	1.014	0.37092052075886595	SC_RS00055;SC_RS00260;SC_RS00375;SC_RS00605;SC_RS00715;SC_RS00800;SC_RS00950;SC_RS00975;SC_RS01515;SC_RS01530;SC_RS01585;SC_RS01605;SC_RS01645;SC_RS01810;SC_RS01895;SC_RS02050;SC_RS02090;SC_RS02485;SC_RS02560;SC_RS02580;SC_RS02635;SC_RS02705;SC_RS02760;SC_RS02875;SC_RS03005;SC_RS03155;SC_RS03390;SC_RS03625;SC_RS03745;SC_RS03750;SC_RS03755;SC_RS03790;SC_RS04120;SC_RS04200;SC_RS04205;SC_RS04365;SC_RS04370;SC_RS04500;SC_RS04695;SC_RS04780;SC_RS04900;SC_RS04960;SC_RS04970;SC_RS05000;SC_RS05035;SC_RS05070;SC_RS05310;SC_RS05530;SC_RS05535;SC_RS05575;SC_RS05605;SC_RS05990;SC_RS06015;SC_RS06050;SC_RS06200;SC_RS06230;SC_RS06245;SC_RS06510;SC_RS06895;SC_RS06905;SC_RS07010;SC_RS07105;SC_RS07215;SC_RS07295;SC_RS07370;SC_RS07375;SC_RS07550;SC_RS08070;SC_RS08125;SC_RS08615;SC_RS08715;SC_RS08910;SC_RS08970;SC_RS09075;SC_RS09155;SC_RS09160;SC_RS09230;SC_RS09245;SC_RS09685;SC_RS09840;SC_RS09860;SC_RS09865;SC_RS10030;SC_RS10095;SC_RS10235;SC_RS10255;SC_RS10435;SC_RS10440;SC_RS10560;SC_RS10835;SC_RS10880;SC_RS10885;SC_RS11025;SC_RS11085;SC_RS11300;SC_RS11455;SC_RS11685;SC_RS11690;SC_RS11695;SC_RS11710;SC_RS11830;SC_RS11850;SC_RS12015;SC_RS12185;SC_RS12210;SC_RS12265;SC_RS12350;SC_RS12505;SC_RS12525;SC_RS12595;SC_RS12730;SC_RS12980;SC_RS13290;SC_RS13295;SC_RS13450;SC_RS13550;SC_RS13610;SC_RS13655;SC_RS13835;SC_RS13840;SC_RS13900;SC_RS14125;SC_RS14175;SC_RS14290;SC_RS14305;SC_RS14410;SC_RS14545;SC_RS14775;SC_RS14780;SC_RS14785;SC_RS15170;SC_RS15195;SC_RS15470;SC_RS15490;SC_RS15500;SC_RS15540;SC_RS15590;SC_RS15665;SC_RS15845;SC_RS15905;SC_RS15915;SC_RS16085;SC_RS16205;SC_RS16220;SC_RS16270;SC_RS16310;SC_RS16380;SC_RS16415;SC_RS16495;SC_RS16525;SC_RS16730;SC_RS16925;SC_RS16965;SC_RS17120;SC_RS17245;SC_RS17250;SC_RS17390;SC_RS17450;SC_RS17480;SC_RS17530;SC_RS17630;SC_RS17660;SC_RS17665;SC_RS17780;SC_RS17910;SC_RS17970;SC_RS18000;SC_RS18045;SC_RS18175;SC_RS18210;SC_RS18280;SC_RS18295;SC_RS18315;SC_RS18375;SC_RS18420;SC_RS18495;SC_RS18500;SC_RS18565;SC_RS18605;SC_RS18710;SC_RS18715;SC_RS18770;SC_RS18835;SC_RS18945;SC_RS18955;SC_RS19000;SC_RS19105;SC_RS19110;SC_RS19215;SC_RS19345;SC_RS19410;SC_RS19605;SC_RS19835;SC_RS19955;SC_RS19985;SC_RS20025;SC_RS20130;SC_RS20135;SC_RS20145;SC_RS20170;SC_RS20360;SC_RS20380;SC_RS20510;SC_RS20625;SC_RS20635;SC_RS20695;SC_RS20720;SC_RS20940;SC_RS20980;SC_RS21385;SC_RS21590;SC_RS21630;SC_RS21730;SC_RS21735;SC_RS21970;SC_RS22015;SC_RS22625;SC_RS22810;SC_RS22910;SC_RS23270;SC_RS23305;SC_RS23375;SC_RS23420;SC_RS23510;SC_RS23580;SC_RS23655;SC_RS23755;SC_RS23765;SC_RS23840;SC_RS23955;SC_RS24060;SC_RS24135;SC_RS24180;SC_RS24210;SC_RS24225;SC_RS24330;SC_RS24370;SC_RS24410;SC_RS24420;SC_RS24480;SC_RS24555;SC_RS25115;SC_RS25360;SC_RS25435;SC_RS25890;SC_RS25940;SC_RS25985;SC_RS26070;SC_RS26095;SC_RS26105;SC_RS26140;SC_RS26180;SC_RS26190;SC_RS26245;SC_RS26620;SC_RS26625;SC_RS26665;SC_RS26675;SC_RS26705;SC_RS26870;SC_RS27035;SC_RS27110;SC_RS27250;SC_RS27425;SC_RS27465;SC_RS27540;SC_RS27610;SC_RS27845;SC_RS27855;SC_RS27955;SC_RS27985;SC_RS28215;SC_RS28275;SC_RS28320;SC_RS28435;SC_RS28450;SC_RS28645;SC_RS28650;SC_RS28755;SC_RS28855;SC_RS28945;SC_RS29060;SC_RS29495;SC_RS29765;SC_RS29890;SC_RS29900;SC_RS30145;SC_RS30370;SC_RS30475;SC_RS30705;SC_RS30720;SC_RS30740;SC_RS31145;SC_RS31270;SC_RS31325;SC_RS31730;SC_RS31850;SC_RS31880;SC_RS31980;SC_RS32065;SC_RS32170;SC_RS32175;SC_RS32330;SC_RS32445;SC_RS32570;SC_RS32590;SC_RS32610;SC_RS32770;SC_RS32970;SC_RS32975;SC_RS33105;SC_RS33410;SC_RS33490;SC_RS33500;SC_RS33730;SC_RS33950;SC_RS34185;SC_RS34210;SC_RS34360;SC_RS34370;SC_RS34500;SC_RS34550;SC_RS34730;SC_RS34905;SC_RS34975;SC_RS35040;SC_RS35305;SC_RS35360;SC_RS35365;SC_RS35420;SC_RS35510;SC_RS35540;SC_RS35545;SC_RS35605;SC_RS35735;SC_RS35740;SC_RS35865;SC_RS35895;SC_RS36065;SC_RS36080;SC_RS36165;SC_RS36240;SC_RS36300;SC_RS36465;SC_RS36820;SC_RS37045;SC_RS37165;SC_RS37320;SC_RS37520;SC_RS37580;SC_RS37690;SC_RS37830;SC_RS37860;SC_RS37910;SC_RS37930;SC_RS38380;SC_RS38410;SC_RS38470;SC_RS38680;SC_RS38905;SC_RS38935;SC_RS38995;SC_RS39065;SC_RS39075;SC_RS39085;SC_RS39090;SC_RS39115;SC_RS39165;SC_RS39170;SC_RS39175;SC_RS39660;SC_RS39715;SC_RS39940;SC_RS40040;SC_RS40045;SC_RS40085;SC_RS40200;SC_RS40240;SC_RS40490;SC_RS40530;SC_RS40550;SC_RS40555;SC_RS40790;SC_RS40925;SC_RS41020;SC_RS41170;SC_RS41345	0.856764411598605
F	Nucleotide metabolism	6	38	6/1109	1.178	0.40119558111572773	SC_RS06590;SC_RS09785;SC_RS17410;SC_RS19305;SC_RS25225;SC_RS38765	0.856764411598605
I	Lipid metabolism	10	68	10/1109	1.097	0.4283822057993025	SC_RS03520;SC_RS07380;SC_RS07935;SC_RS08095;SC_RS08320;SC_RS09845;SC_RS10065;SC_RS24670;SC_RS28760;SC_RS31740	0.856764411598605
