term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
R	General function	95	2848	95/237	1.165	0.03748065089059589	SC_RS02670;SC_RS03250;SC_RS03485;SC_RS03625;SC_RS04200;SC_RS04270;SC_RS04640;SC_RS04780;SC_RS05330;SC_RS05585;SC_RS05825;SC_RS06230;SC_RS07140;SC_RS07550;SC_RS08470;SC_RS08540;SC_RS09330;SC_RS09565;SC_RS09930;SC_RS10145;SC_RS10245;SC_RS10435;SC_RS10560;SC_RS10880;SC_RS11000;SC_RS11210;SC_RS12185;SC_RS12425;SC_RS12685;SC_RS13380;SC_RS13960;SC_RS14015;SC_RS15485;SC_RS15915;SC_RS16895;SC_RS16925;SC_RS17090;SC_RS17605;SC_RS17780;SC_RS18280;SC_RS18375;SC_RS18710;SC_RS18715;SC_RS19835;SC_RS20135;SC_RS20625;SC_RS21115;SC_RS21385;SC_RS21585;SC_RS23070;SC_RS23315;SC_RS23420;SC_RS23755;SC_RS24180;SC_RS24520;SC_RS24940;SC_RS25115;SC_RS26095;SC_RS26105;SC_RS26225;SC_RS26660;SC_RS26870;SC_RS27440;SC_RS27555;SC_RS27855;SC_RS28130;SC_RS28275;SC_RS28320;SC_RS28435;SC_RS28525;SC_RS29550;SC_RS31180;SC_RS31240;SC_RS31730;SC_RS31905;SC_RS31910;SC_RS31980;SC_RS32035;SC_RS32040;SC_RS32175;SC_RS32445;SC_RS32580;SC_RS33295;SC_RS34680;SC_RS34890;SC_RS35055;SC_RS35075;SC_RS36055;SC_RS36280;SC_RS36435;SC_RS37525;SC_RS37865;SC_RS38955;SC_RS39115;SC_RS40075	0.6371710651401302
P	Inorganic ion transport	17	491	17/237	1.209	0.24164821391303648	SC_RS09695;SC_RS10945;SC_RS13820;SC_RS14055;SC_RS14200;SC_RS15445;SC_RS16825;SC_RS20895;SC_RS25280;SC_RS26590;SC_RS26600;SC_RS27735;SC_RS30795;SC_RS32050;SC_RS32550;SC_RS32715;SC_RS35210	0.7571359936974906
T	Signal transduction	12	344	12/237	1.218	0.2818000403794673	SC_RS03920;SC_RS04670;SC_RS05715;SC_RS08040;SC_RS12380;SC_RS13105;SC_RS16970;SC_RS22705;SC_RS24700;SC_RS33160;SC_RS35525;SC_RS38670	0.7571359936974906
J	Translation	6	155	6/237	1.352	0.28436181289089013	SC_RS09480;SC_RS19155;SC_RS25685;SC_RS25760;SC_RS25830;SC_RS29680	0.7571359936974906
I	Lipid metabolism	3	68	3/237	1.54	0.308810340070957	SC_RS20915;SC_RS28760;SC_RS39185	0.7571359936974906
O	Chaperones/PTM	7	195	7/237	1.253	0.32551688381145316	SC_RS04100;SC_RS05590;SC_RS15160;SC_RS17270;SC_RS22630;SC_RS27510;SC_RS28135	0.7571359936974906
D	Cell division	1	14	1/237	2.494	0.3344525586664691	SC_RS19920	0.7571359936974906
C	Energy production	16	499	16/237	1.12	0.3562992911517603	SC_RS03130;SC_RS05830;SC_RS07950;SC_RS08690;SC_RS15980;SC_RS20320;SC_RS21280;SC_RS26305;SC_RS26435;SC_RS27020;SC_RS30010;SC_RS34670;SC_RS34675;SC_RS36110;SC_RS39140;SC_RS39825	0.7571359936974906
V	Defense	4	142	4/237	0.984	0.5842315295318485	SC_RS05450;SC_RS13305;SC_RS26345;SC_RS29545	0.9325447757717121
G	Carbohydrate metabolism	5	179	5/237	0.975	0.5863253452495956	SC_RS04810;SC_RS15835;SC_RS18855;SC_RS25065;SC_RS40360	0.9325447757717121
E	Amino acid metabolism	8	301	8/237	0.928	0.6366470123407268	SC_RS02600;SC_RS08185;SC_RS11915;SC_RS23355;SC_RS34805;SC_RS35985;SC_RS37065;SC_RS38135	0.9325447757717121
H	Coenzyme metabolism	4	156	4/237	0.895	0.658266900544738	SC_RS05370;SC_RS07660;SC_RS14255;SC_RS20645	0.9325447757717121
U	Secretion	3	148	3/237	0.708	0.8016318191854178	SC_RS07655;SC_RS11755;SC_RS20960	0.9812985412005633
M	Cell wall	2	105	2/237	0.665	0.8081282104004638	SC_RS32875;SC_RS38515	0.9812985412005633
K	Transcription	19	822	19/237	0.807	0.8685520083189524	SC_RS03135;SC_RS06430;SC_RS09835;SC_RS13145;SC_RS14025;SC_RS16855;SC_RS19190;SC_RS21600;SC_RS22135;SC_RS22780;SC_RS25370;SC_RS26965;SC_RS27105;SC_RS30140;SC_RS31385;SC_RS32025;SC_RS33075;SC_RS33745;SC_RS37035	0.9843589427614794
L	Replication/Repair	2	156	2/237	0.448	0.9414604628417736	SC_RS34950;SC_RS38940	0.9888418350515549
S	Unknown	33	1597	33/237	0.721	0.9888418350515549	SC_RS03665;SC_RS04710;SC_RS07880;SC_RS08205;SC_RS09235;SC_RS10980;SC_RS11130;SC_RS11215;SC_RS11585;SC_RS13090;SC_RS13370;SC_RS14315;SC_RS17210;SC_RS17265;SC_RS20325;SC_RS22665;SC_RS23065;SC_RS23185;SC_RS23320;SC_RS23730;SC_RS24725;SC_RS24840;SC_RS25630;SC_RS26075;SC_RS28520;SC_RS32020;SC_RS32200;SC_RS32440;SC_RS32865;SC_RS32925;SC_RS33880;SC_RS36450;SC_RS37030	0.9888418350515549
