term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
V	Defense	12	142	12/331	2.113	0.011319044395001377	SC_RS05450;SC_RS06105;SC_RS06595;SC_RS11875;SC_RS12500;SC_RS12890;SC_RS13205;SC_RS13305;SC_RS26345;SC_RS38275;SC_RS38280;SC_RS39465	0.19242375471502343
U	Secretion	10	148	10/331	1.689	0.07256416534173653	SC_RS11430;SC_RS11755;SC_RS15275;SC_RS19910;SC_RS20390;SC_RS24385;SC_RS27200;SC_RS32410;SC_RS36440;SC_RS40545	0.5866687868479615
R	General function	125	2848	125/331	1.097	0.10631385774452055	SC_RS02090;SC_RS02875;SC_RS03390;SC_RS03540;SC_RS03745;SC_RS03750;SC_RS03785;SC_RS03790;SC_RS04250;SC_RS04370;SC_RS04435;SC_RS04900;SC_RS05035;SC_RS05310;SC_RS05530;SC_RS06230;SC_RS06510;SC_RS06555;SC_RS06690;SC_RS06905;SC_RS07105;SC_RS07140;SC_RS07215;SC_RS07375;SC_RS07510;SC_RS07560;SC_RS08615;SC_RS08715;SC_RS08820;SC_RS08955;SC_RS09070;SC_RS09565;SC_RS10200;SC_RS10560;SC_RS10835;SC_RS10845;SC_RS10880;SC_RS11025;SC_RS11095;SC_RS11645;SC_RS11695;SC_RS11710;SC_RS12015;SC_RS12210;SC_RS12425;SC_RS13210;SC_RS13295;SC_RS13345;SC_RS13655;SC_RS13960;SC_RS14015;SC_RS14175;SC_RS14510;SC_RS14545;SC_RS14780;SC_RS16895;SC_RS18280;SC_RS18375;SC_RS18605;SC_RS18710;SC_RS18715;SC_RS18835;SC_RS19345;SC_RS19835;SC_RS20360;SC_RS20925;SC_RS20940;SC_RS21115;SC_RS21385;SC_RS21755;SC_RS21970;SC_RS23070;SC_RS23305;SC_RS23315;SC_RS23405;SC_RS23430;SC_RS23580;SC_RS23585;SC_RS23590;SC_RS23655;SC_RS23755;SC_RS23840;SC_RS24060;SC_RS24135;SC_RS24370;SC_RS25935;SC_RS26190;SC_RS26245;SC_RS27985;SC_RS28635;SC_RS29630;SC_RS29640;SC_RS32330;SC_RS32570;SC_RS32610;SC_RS32975;SC_RS33140;SC_RS33500;SC_RS33950;SC_RS34140;SC_RS34185;SC_RS34370;SC_RS35045;SC_RS35240;SC_RS35735;SC_RS35905;SC_RS36820;SC_RS37165;SC_RS37520;SC_RS37910;SC_RS38380;SC_RS38610;SC_RS38680;SC_RS38805;SC_RS38905;SC_RS39065;SC_RS39085;SC_RS39090;SC_RS39660;SC_RS40040;SC_RS40490;SC_RS40555;SC_RS40560;SC_RS40865;SC_RS41345	0.5866687868479615
C	Energy production	25	499	25/331	1.253	0.14292581137839003	SC_RS03820;SC_RS04840;SC_RS08365;SC_RS12310;SC_RS12945;SC_RS12955;SC_RS14505;SC_RS18675;SC_RS20855;SC_RS21280;SC_RS24990;SC_RS26295;SC_RS26305;SC_RS26370;SC_RS26720;SC_RS30010;SC_RS35130;SC_RS36115;SC_RS37730;SC_RS39015;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS40610;SC_RS40615	0.5866687868479615
H	Coenzyme metabolism	9	156	9/331	1.442	0.17254964319057692	SC_RS15970;SC_RS24005;SC_RS33145;SC_RS37385;SC_RS37800;SC_RS39555;SC_RS39560;SC_RS40325;SC_RS40330	0.5866687868479615
O	Chaperones/PTM	10	195	10/331	1.282	0.2540667535975393	SC_RS05690;SC_RS06225;SC_RS10240;SC_RS22630;SC_RS22975;SC_RS28655;SC_RS29420;SC_RS31215;SC_RS31225;SC_RS40220	0.7198558018596946
E	Amino acid metabolism	14	301	14/331	1.163	0.31855688144058364	SC_RS03150;SC_RS05465;SC_RS07390;SC_RS11705;SC_RS11915;SC_RS12215;SC_RS13200;SC_RS15840;SC_RS16670;SC_RS22480;SC_RS23635;SC_RS24000;SC_RS34805;SC_RS38205	0.7736381406414174
G	Carbohydrate metabolism	8	179	8/331	1.117	0.42577762310771256	SC_RS14170;SC_RS15835;SC_RS18855;SC_RS20860;SC_RS23645;SC_RS29005;SC_RS33170;SC_RS39910	0.8227729008515204
D	Cell division	1	14	1/331	1.786	0.4355856533919814	SC_RS12435	0.8227729008515204
T	Signal transduction	13	344	13/331	0.945	0.6249916337485295	SC_RS07525;SC_RS08600;SC_RS08710;SC_RS10995;SC_RS13455;SC_RS14750;SC_RS16090;SC_RS19495;SC_RS20345;SC_RS26265;SC_RS31585;SC_RS33160;SC_RS40740	0.9511358425624363
I	Lipid metabolism	2	68	2/331	0.735	0.7624620908199788	SC_RS07380;SC_RS10065	0.9511358425624363
P	Inorganic ion transport	17	491	17/331	0.866	0.7677042980647406	SC_RS03925;SC_RS04295;SC_RS04820;SC_RS07245;SC_RS11440;SC_RS13410;SC_RS14060;SC_RS15445;SC_RS17905;SC_RS25085;SC_RS26600;SC_RS31330;SC_RS35415;SC_RS35970;SC_RS37375;SC_RS40225;SC_RS40590	0.9511358425624363
