term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
C	Energy production	20	499	20/188	1.764	0.009314987808696253	SC_RS03130;SC_RS03820;SC_RS04840;SC_RS06390;SC_RS08365;SC_RS12945;SC_RS12955;SC_RS18675;SC_RS20855;SC_RS29645;SC_RS35130;SC_RS36115;SC_RS36175;SC_RS39015;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS40610;SC_RS40615;SC_RS41080	0.1236949752517468
V	Defense	8	142	8/188	2.48	0.01546187190646835	SC_RS06105;SC_RS06595;SC_RS11875;SC_RS30440;SC_RS38275;SC_RS38280;SC_RS39465;SC_RS40100	0.1236949752517468
H	Coenzyme metabolism	6	156	6/188	1.693	0.1441077387656841	SC_RS06995;SC_RS33145;SC_RS37385;SC_RS40310;SC_RS40325;SC_RS40330	0.7685746067503153
P	Inorganic ion transport	14	491	14/188	1.255	0.22567276717266177	SC_RS03925;SC_RS04295;SC_RS07245;SC_RS07280;SC_RS22390;SC_RS29140;SC_RS31330;SC_RS35745;SC_RS35970;SC_RS37375;SC_RS38055;SC_RS39980;SC_RS40225;SC_RS40590	0.8809452686562466
D	Cell division	1	14	1/188	3.144	0.27529539645507706	SC_RS12435	0.8809452686562466
O	Chaperones/PTM	5	195	5/188	1.129	0.45648086555259215	SC_RS05690;SC_RS06075;SC_RS06225;SC_RS10240;SC_RS40220	0.8970468464798019
I	Lipid metabolism	2	68	2/188	1.295	0.45986822760290236	SC_RS07380;SC_RS08095	0.8970468464798019
S	Unknown	37	1597	37/188	1.02	0.47648835361713293	SC_RS02130;SC_RS02930;SC_RS03545;SC_RS03550;SC_RS03665;SC_RS05850;SC_RS06255;SC_RS07305;SC_RS07565;SC_RS07720;SC_RS08735;SC_RS14835;SC_RS16260;SC_RS16315;SC_RS16435;SC_RS16440;SC_RS19135;SC_RS23185;SC_RS26260;SC_RS27255;SC_RS28005;SC_RS30940;SC_RS35445;SC_RS36160;SC_RS36430;SC_RS36470;SC_RS36560;SC_RS36615;SC_RS36845;SC_RS37155;SC_RS37915;SC_RS38225;SC_RS38795;SC_RS40770;SC_RS41015;SC_RS41150;SC_RS41305	0.8970468464798019
K	Transcription	19	822	19/188	1.017	0.5045888511448886	SC_RS02455;SC_RS07000;SC_RS07285;SC_RS07910;SC_RS08090;SC_RS09080;SC_RS10280;SC_RS16920;SC_RS18680;SC_RS21680;SC_RS24335;SC_RS29770;SC_RS36810;SC_RS37610;SC_RS37940;SC_RS38475;SC_RS38605;SC_RS40205;SC_RS40705	0.8970468464798019
F	Nucleotide metabolism	1	38	1/188	1.158	0.5832473196766172	SC_RS38765	0.9331957114825876
U	Secretion	3	148	3/188	0.892	0.6584127758197451	SC_RS32410;SC_RS36440;SC_RS40545	0.9510682340194633
G	Carbohydrate metabolism	3	179	3/188	0.738	0.7780423914629756	SC_RS20860;SC_RS29005;SC_RS39795	0.9510682340194633
E	Amino acid metabolism	5	301	5/188	0.731	0.8200148480438573	SC_RS03150;SC_RS09910;SC_RS12215;SC_RS23635;SC_RS38205	0.9510682340194633
R	General function	59	2848	59/188	0.912	0.8321847047670303	SC_RS02090;SC_RS02875;SC_RS03390;SC_RS03540;SC_RS03785;SC_RS03790;SC_RS04370;SC_RS04435;SC_RS04900;SC_RS04960;SC_RS05035;SC_RS06015;SC_RS06230;SC_RS06245;SC_RS06905;SC_RS07215;SC_RS07375;SC_RS07560;SC_RS08955;SC_RS09070;SC_RS10200;SC_RS10835;SC_RS10845;SC_RS11025;SC_RS11695;SC_RS14545;SC_RS14780;SC_RS21115;SC_RS21755;SC_RS29495;SC_RS30370;SC_RS30720;SC_RS32330;SC_RS32570;SC_RS33140;SC_RS33950;SC_RS34250;SC_RS35045;SC_RS35240;SC_RS35905;SC_RS36820;SC_RS37520;SC_RS37910;SC_RS38380;SC_RS38610;SC_RS38680;SC_RS38905;SC_RS39065;SC_RS39085;SC_RS39090;SC_RS39660;SC_RS40040;SC_RS40455;SC_RS40490;SC_RS40555;SC_RS40560;SC_RS40865;SC_RS41020;SC_RS41345	0.9510682340194633
T	Signal transduction	4	344	4/188	0.512	0.9569104689264895	SC_RS09535;SC_RS10995;SC_RS40000;SC_RS40740	0.9732026170036938
L	Replication/Repair	1	156	1/188	0.282	0.9732026170036938	SC_RS36405	0.9732026170036938
