term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
C	Energy production	24	499	24/281	1.416	0.0526146170277593	SC_RS02290;SC_RS03020;SC_RS03040;SC_RS03130;SC_RS03800;SC_RS06120;SC_RS06390;SC_RS11175;SC_RS14225;SC_RS21125;SC_RS26295;SC_RS26370;SC_RS26720;SC_RS27025;SC_RS29035;SC_RS32435;SC_RS36175;SC_RS37730;SC_RS39290;SC_RS39965;SC_RS40335;SC_RS40610;SC_RS41080;SC_RS41220	0.49607902519817604
I	Lipid metabolism	5	68	5/281	2.165	0.08053997645000571	SC_RS04660;SC_RS08095;SC_RS09845;SC_RS28760;SC_RS39185	0.49607902519817604
H	Coenzyme metabolism	9	156	9/281	1.699	0.08367556415397973	SC_RS06995;SC_RS12120;SC_RS20645;SC_RS24070;SC_RS24090;SC_RS33330;SC_RS37385;SC_RS38640;SC_RS39570	0.49607902519817604
P	Inorganic ion transport	22	491	22/281	1.319	0.11023978337737245	SC_RS03925;SC_RS04575;SC_RS05470;SC_RS05970;SC_RS07280;SC_RS12340;SC_RS13560;SC_RS15820;SC_RS17005;SC_RS19405;SC_RS22390;SC_RS22935;SC_RS27340;SC_RS33115;SC_RS35415;SC_RS35745;SC_RS35970;SC_RS37280;SC_RS38055;SC_RS39255;SC_RS39720;SC_RS39980	0.49607902519817604
K	Transcription	33	822	33/281	1.182	0.17495123458417733	SC_RS02455;SC_RS03600;SC_RS03710;SC_RS05075;SC_RS05485;SC_RS06045;SC_RS06310;SC_RS07000;SC_RS07285;SC_RS08090;SC_RS09080;SC_RS11410;SC_RS11515;SC_RS11810;SC_RS20330;SC_RS23710;SC_RS24380;SC_RS24470;SC_RS25945;SC_RS25990;SC_RS26855;SC_RS29355;SC_RS29770;SC_RS29845;SC_RS33895;SC_RS36220;SC_RS37610;SC_RS37940;SC_RS38785;SC_RS39260;SC_RS39850;SC_RS40705;SC_RS41225	0.6298244445030383
D	Cell division	1	14	1/281	2.103	0.3837202264933986	SC_RS12455	0.869850546106171
T	Signal transduction	13	344	13/281	1.113	0.386118758529114	SC_RS04865;SC_RS05300;SC_RS06185;SC_RS07750;SC_RS09535;SC_RS11065;SC_RS14750;SC_RS19495;SC_RS28630;SC_RS34060;SC_RS37270;SC_RS37675;SC_RS40000	0.869850546106171
G	Carbohydrate metabolism	7	179	7/281	1.152	0.40657009285890927	SC_RS07050;SC_RS13175;SC_RS15855;SC_RS26535;SC_RS27420;SC_RS35070;SC_RS39795	0.869850546106171
E	Amino acid metabolism	11	301	11/281	1.076	0.44552145593578923	SC_RS03150;SC_RS07390;SC_RS09910;SC_RS12520;SC_RS18180;SC_RS19050;SC_RS22480;SC_RS27080;SC_RS36025;SC_RS38930;SC_RS39740	0.869850546106171
O	Chaperones/PTM	7	195	7/281	1.057	0.49533894616740004	SC_RS06075;SC_RS17270;SC_RS24960;SC_RS27085;SC_RS28655;SC_RS30155;SC_RS34235	0.869850546106171
V	Defense	5	142	5/281	1.037	0.531575333731549	SC_RS03870;SC_RS13720;SC_RS26345;SC_RS39465;SC_RS40100	0.869850546106171
L	Replication/Repair	5	156	5/281	0.944	0.6157505636706241	SC_RS26360;SC_RS29655;SC_RS31250;SC_RS32540;SC_RS36405	0.9113999859268074
S	Unknown	52	1597	52/281	0.959	0.6582333231693609	SC_RS02130;SC_RS02295;SC_RS02610;SC_RS03550;SC_RS05720;SC_RS09485;SC_RS09935;SC_RS11415;SC_RS13490;SC_RS16315;SC_RS16705;SC_RS17265;SC_RS17995;SC_RS18510;SC_RS19045;SC_RS20275;SC_RS22470;SC_RS23015;SC_RS23185;SC_RS23445;SC_RS26420;SC_RS27405;SC_RS27655;SC_RS27665;SC_RS28735;SC_RS29285;SC_RS29935;SC_RS29940;SC_RS29945;SC_RS30940;SC_RS32200;SC_RS32955;SC_RS32960;SC_RS33800;SC_RS33890;SC_RS35270;SC_RS35445;SC_RS36430;SC_RS36510;SC_RS36560;SC_RS36615;SC_RS36845;SC_RS37155;SC_RS37570;SC_RS37735;SC_RS38225;SC_RS38230;SC_RS39275;SC_RS40770;SC_RS41015;SC_RS41150;SC_RS41305	0.9113999859268074
F	Nucleotide metabolism	1	38	1/281	0.775	0.7317421414700198	SC_RS27670	0.9331239493152059
J	Translation	4	155	4/281	0.76	0.777603291096005	SC_RS04130;SC_RS11045;SC_RS15145;SC_RS32470	0.9331239493152059
M	Cell wall	2	105	2/281	0.561	0.876924549289183	SC_RS12970;SC_RS26400	0.9865401179503309
