pathway_id	pathway_name	gene
sco01100	Metabolic pathways	SCO3928
sco01100	Metabolic pathways	SCO3944
sco01100	Metabolic pathways	SCO3945
sco01100	Metabolic pathways	SCO3946
sco01100	Metabolic pathways	SCO3962
sco01100	Metabolic pathways	SCO4013
sco01100	Metabolic pathways	SCO4041
sco01100	Metabolic pathways	SCO4055
sco01100	Metabolic pathways	SCO4068
sco01100	Metabolic pathways	SCO4071
sco01100	Metabolic pathways	SCO4077
sco01100	Metabolic pathways	SCO4078
sco01100	Metabolic pathways	SCO4079
sco01100	Metabolic pathways	SCO4086
sco01100	Metabolic pathways	SCO4087
sco01100	Metabolic pathways	SCO4089
sco01100	Metabolic pathways	SCO4113
sco01100	Metabolic pathways	SCO4119
sco01100	Metabolic pathways	SCO4152
sco01100	Metabolic pathways	SCO4164
sco01100	Metabolic pathways	SCO4169
sco01100	Metabolic pathways	SCO4209
sco01100	Metabolic pathways	SCO4219
sco01100	Metabolic pathways	SCO4233
sco01100	Metabolic pathways	SCO4234
sco01100	Metabolic pathways	SCO4271
sco01100	Metabolic pathways	SCO4279
sco01100	Metabolic pathways	SCO4284
sco01100	Metabolic pathways	SCO4285
sco01100	Metabolic pathways	SCO4288
sco01100	Metabolic pathways	SCO4290
sco01100	Metabolic pathways	SCO4293
sco01100	Metabolic pathways	SCO4307
sco01100	Metabolic pathways	SCO4323
sco01100	Metabolic pathways	SCO4326
sco01100	Metabolic pathways	SCO4327
sco01100	Metabolic pathways	SCO4366
sco01100	Metabolic pathways	SCO4387
sco01100	Metabolic pathways	SCO4388
sco01100	Metabolic pathways	SCO4403
sco01100	Metabolic pathways	SCO4418
sco01100	Metabolic pathways	SCO4429
sco01100	Metabolic pathways	SCO4439
sco01100	Metabolic pathways	SCO4444
sco01100	Metabolic pathways	SCO4469
sco01100	Metabolic pathways	SCO4490
sco01100	Metabolic pathways	SCO4491
sco01100	Metabolic pathways	SCO4492
sco01100	Metabolic pathways	SCO4494
sco01100	Metabolic pathways	SCO4501
sco01100	Metabolic pathways	SCO4502
sco01100	Metabolic pathways	SCO4503
sco01100	Metabolic pathways	SCO4506
sco01100	Metabolic pathways	SCO4550
sco01100	Metabolic pathways	SCO4556
sco01100	Metabolic pathways	SCO4562
sco01100	Metabolic pathways	SCO4563
sco01100	Metabolic pathways	SCO4564
sco01100	Metabolic pathways	SCO4565
sco01100	Metabolic pathways	SCO4566
sco01100	Metabolic pathways	SCO4567
sco01100	Metabolic pathways	SCO4568
sco01100	Metabolic pathways	SCO4569
sco01100	Metabolic pathways	SCO4570
sco01100	Metabolic pathways	SCO4571
sco01100	Metabolic pathways	SCO4572
sco01100	Metabolic pathways	SCO4573
sco01100	Metabolic pathways	SCO4574
sco01100	Metabolic pathways	SCO4575
sco01100	Metabolic pathways	SCO4580
sco01100	Metabolic pathways	SCO4593
sco01100	Metabolic pathways	SCO4594
sco01100	Metabolic pathways	SCO4595
sco01100	Metabolic pathways	SCO4599
sco01100	Metabolic pathways	SCO4600
sco01100	Metabolic pathways	SCO4601
sco01100	Metabolic pathways	SCO4602
sco01100	Metabolic pathways	SCO4603
sco01100	Metabolic pathways	SCO4604
sco01100	Metabolic pathways	SCO4605
sco01100	Metabolic pathways	SCO4606
sco01100	Metabolic pathways	SCO4607
sco01100	Metabolic pathways	SCO4608
sco01100	Metabolic pathways	SCO4634
sco01100	Metabolic pathways	SCO4643
sco01100	Metabolic pathways	SCO4644
sco01100	Metabolic pathways	SCO4645
sco01100	Metabolic pathways	SCO4681
sco01100	Metabolic pathways	SCO4682
sco01100	Metabolic pathways	SCO4683
sco01100	Metabolic pathways	SCO4723
sco01100	Metabolic pathways	SCO4736
sco01100	Metabolic pathways	SCO4738
sco01100	Metabolic pathways	SCO4740
sco01100	Metabolic pathways	SCO4744
sco01100	Metabolic pathways	SCO4745
sco01100	Metabolic pathways	SCO4770
sco01100	Metabolic pathways	SCO4771
sco01100	Metabolic pathways	SCO4773
sco01100	Metabolic pathways	SCO4774
sco01100	Metabolic pathways	SCO4780
sco01100	Metabolic pathways	SCO4784
sco01100	Metabolic pathways	SCO4785
sco01100	Metabolic pathways	SCO4789
sco01100	Metabolic pathways	SCO4808
sco01100	Metabolic pathways	SCO4809
sco01100	Metabolic pathways	SCO4813
sco01100	Metabolic pathways	SCO4814
sco01100	Metabolic pathways	SCO4824
sco01100	Metabolic pathways	SCO4827
sco01100	Metabolic pathways	SCO4828
sco01100	Metabolic pathways	SCO4837
sco01100	Metabolic pathways	SCO4847
sco01100	Metabolic pathways	SCO4855
sco01100	Metabolic pathways	SCO4856
sco01100	Metabolic pathways	SCO4857
sco01100	Metabolic pathways	SCO4858
sco01100	Metabolic pathways	SCO4859
sco01100	Metabolic pathways	SCO4860
sco01100	Metabolic pathways	SCO4869
sco01100	Metabolic pathways	SCO4881
sco01100	Metabolic pathways	SCO4889
sco01100	Metabolic pathways	SCO4890
sco01100	Metabolic pathways	SCO4901
sco01100	Metabolic pathways	SCO4909
sco01100	Metabolic pathways	SCO4913
sco01100	Metabolic pathways	SCO4914
sco01100	Metabolic pathways	SCO4916
sco01100	Metabolic pathways	SCO4917
sco01100	Metabolic pathways	SCO4921
sco01100	Metabolic pathways	SCO4923
sco01100	Metabolic pathways	SCO4925
sco01100	Metabolic pathways	SCO4926
sco01100	Metabolic pathways	SCO4927
sco01100	Metabolic pathways	SCO4928
sco01100	Metabolic pathways	SCO4932
sco01100	Metabolic pathways	SCO4945
sco01100	Metabolic pathways	SCO4947
sco01100	Metabolic pathways	SCO4948
sco01100	Metabolic pathways	SCO4950
sco01100	Metabolic pathways	SCO4958
sco01100	Metabolic pathways	SCO4962
sco01100	Metabolic pathways	SCO4971
sco01100	Metabolic pathways	SCO4972
sco01100	Metabolic pathways	SCO4979
sco01100	Metabolic pathways	SCO4984
sco01100	Metabolic pathways	SCO4988
sco01100	Metabolic pathways	SCO5023
sco01100	Metabolic pathways	SCO5039
sco01100	Metabolic pathways	SCO5042
sco01100	Metabolic pathways	SCO5044
sco01100	Metabolic pathways	SCO5047
sco01100	Metabolic pathways	SCO5049
sco01100	Metabolic pathways	SCO5050
sco01100	Metabolic pathways	SCO5058
sco01100	Metabolic pathways	SCO5059
sco01100	Metabolic pathways	SCO5071
sco01100	Metabolic pathways	SCO5072
sco01100	Metabolic pathways	SCO5074
sco01100	Metabolic pathways	SCO5075
sco01100	Metabolic pathways	SCO5080
sco01100	Metabolic pathways	SCO5081
sco01100	Metabolic pathways	SCO5086
sco01100	Metabolic pathways	SCO5087
sco01100	Metabolic pathways	SCO5088
sco01100	Metabolic pathways	SCO5089
sco01100	Metabolic pathways	SCO5090
sco01100	Metabolic pathways	SCO5091
sco01100	Metabolic pathways	SCO5092
sco01100	Metabolic pathways	SCO5106
sco01100	Metabolic pathways	SCO5107
sco01100	Metabolic pathways	SCO5134
sco01100	Metabolic pathways	SCO5139
sco01100	Metabolic pathways	SCO5141
sco01100	Metabolic pathways	SCO5144
sco01100	Metabolic pathways	SCO5186
sco01100	Metabolic pathways	SCO5201
sco01100	Metabolic pathways	SCO5208
sco01100	Metabolic pathways	SCO5211
sco01100	Metabolic pathways	SCO5212
sco01100	Metabolic pathways	SCO5225
sco01100	Metabolic pathways	SCO5226
sco01100	Metabolic pathways	SCO5235
sco01100	Metabolic pathways	SCO5236
sco01100	Metabolic pathways	SCO5250
sco01100	Metabolic pathways	SCO5277
sco01100	Metabolic pathways	SCO5278
sco01100	Metabolic pathways	SCO5281
sco01100	Metabolic pathways	SCO5301
sco01100	Metabolic pathways	SCO5353
sco01100	Metabolic pathways	SCO5354
sco01100	Metabolic pathways	SCO5355
sco01100	Metabolic pathways	SCO5356
sco01100	Metabolic pathways	SCO5364
sco01100	Metabolic pathways	SCO5365
sco01100	Metabolic pathways	SCO5367
sco01100	Metabolic pathways	SCO5368
sco01100	Metabolic pathways	SCO5369
sco01100	Metabolic pathways	SCO5370
sco01100	Metabolic pathways	SCO5371
sco01100	Metabolic pathways	SCO5372
sco01100	Metabolic pathways	SCO5373
sco01100	Metabolic pathways	SCO5374
sco01100	Metabolic pathways	SCO5376
sco01100	Metabolic pathways	SCO5381
sco01100	Metabolic pathways	SCO5385
sco01100	Metabolic pathways	SCO5398
sco01100	Metabolic pathways	SCO5399
sco01100	Metabolic pathways	SCO5423
sco01100	Metabolic pathways	SCO5424
sco01100	Metabolic pathways	SCO5425
sco01100	Metabolic pathways	SCO5426
sco01100	Metabolic pathways	SCO5440
sco01100	Metabolic pathways	SCO5441
sco01100	Metabolic pathways	SCO5442
sco01100	Metabolic pathways	SCO5443
sco01100	Metabolic pathways	SCO5444
sco01100	Metabolic pathways	SCO5456
sco01100	Metabolic pathways	SCO5459
sco01100	Metabolic pathways	SCO5469
sco01100	Metabolic pathways	SCO5470
sco01100	Metabolic pathways	SCO5471
sco01100	Metabolic pathways	SCO5472
sco01100	Metabolic pathways	SCO5486
sco01100	Metabolic pathways	SCO5498
sco01100	Metabolic pathways	SCO5499
sco01100	Metabolic pathways	SCO5501
sco01100	Metabolic pathways	SCO5512
sco01100	Metabolic pathways	SCO5513
sco01100	Metabolic pathways	SCO5514
sco01100	Metabolic pathways	SCO5515
sco01100	Metabolic pathways	SCO5519
sco01100	Metabolic pathways	SCO5520
sco01100	Metabolic pathways	SCO5522
sco01100	Metabolic pathways	SCO5523
sco01100	Metabolic pathways	SCO5525
sco01100	Metabolic pathways	SCO5526
sco01100	Metabolic pathways	SCO5527
sco01100	Metabolic pathways	SCO5529
sco01100	Metabolic pathways	SCO5547
sco01100	Metabolic pathways	SCO5553
sco01100	Metabolic pathways	SCO5554
sco01100	Metabolic pathways	SCO5557a
sco01100	Metabolic pathways	SCO5559
sco01100	Metabolic pathways	SCO5560
sco01100	Metabolic pathways	SCO5562
sco01100	Metabolic pathways	SCO5563
sco01100	Metabolic pathways	SCO5568
sco01100	Metabolic pathways	SCO5576
sco01100	Metabolic pathways	SCO5626
sco01100	Metabolic pathways	SCO5628
sco01100	Metabolic pathways	SCO5657
sco01100	Metabolic pathways	SCO5662
sco01100	Metabolic pathways	SCO5666
sco01100	Metabolic pathways	SCO5676
sco01100	Metabolic pathways	SCO5680
sco01100	Metabolic pathways	SCO5681
sco01100	Metabolic pathways	SCO5685
sco01100	Metabolic pathways	SCO5694
sco01100	Metabolic pathways	SCO5696
sco01100	Metabolic pathways	SCO5711
sco01100	Metabolic pathways	SCO5739
sco01100	Metabolic pathways	SCO5743
sco01100	Metabolic pathways	SCO5744
sco01100	Metabolic pathways	SCO5753
sco01100	Metabolic pathways	SCO5754
sco01100	Metabolic pathways	SCO5773
sco01100	Metabolic pathways	SCO5791
sco01100	Metabolic pathways	SCO5793
sco01100	Metabolic pathways	SCO5794
sco01100	Metabolic pathways	SCO5799
sco01100	Metabolic pathways	SCO5805
sco01100	Metabolic pathways	SCO5831
sco01100	Metabolic pathways	SCO5832
sco01100	Metabolic pathways	SCO5845
sco01100	Metabolic pathways	SCO5848
sco01100	Metabolic pathways	SCO5849
sco01100	Metabolic pathways	SCO5852
sco01100	Metabolic pathways	SCO5854
sco01100	Metabolic pathways	SCO5859
sco01100	Metabolic pathways	SCO5860
sco01100	Metabolic pathways	SCO5868
sco01100	Metabolic pathways	SCO5878
sco01100	Metabolic pathways	SCO5879
sco01100	Metabolic pathways	SCO5882
sco01100	Metabolic pathways	SCO5883
sco01100	Metabolic pathways	SCO5889
sco01100	Metabolic pathways	SCO5890
sco01100	Metabolic pathways	SCO5891
sco01100	Metabolic pathways	SCO5892
sco01100	Metabolic pathways	SCO5893
sco01100	Metabolic pathways	SCO5894
sco01100	Metabolic pathways	SCO5895
sco01100	Metabolic pathways	SCO5896
sco01100	Metabolic pathways	SCO5945
sco01100	Metabolic pathways	SCO5954
sco01100	Metabolic pathways	SCO5975
sco01100	Metabolic pathways	SCO5976
sco01100	Metabolic pathways	SCO5984
sco01100	Metabolic pathways	SCO5998
sco01100	Metabolic pathways	SCO5999
sco01100	Metabolic pathways	SCO6013
sco01100	Metabolic pathways	SCO6027
sco01100	Metabolic pathways	SCO6031
sco01100	Metabolic pathways	SCO6032
sco01100	Metabolic pathways	SCO6035
sco01100	Metabolic pathways	SCO6041
sco01100	Metabolic pathways	SCO6042
sco01100	Metabolic pathways	SCO6055
sco01100	Metabolic pathways	SCO6060
sco01100	Metabolic pathways	SCO6073
sco01100	Metabolic pathways	SCO6075
sco01100	Metabolic pathways	SCO6078
sco01100	Metabolic pathways	SCO6081
sco01100	Metabolic pathways	SCO6082
sco01100	Metabolic pathways	SCO6097
sco01100	Metabolic pathways	SCO6098
sco01100	Metabolic pathways	SCO6099
sco01100	Metabolic pathways	SCO6100
sco01100	Metabolic pathways	SCO6102
sco01100	Metabolic pathways	SCO6110
sco01100	Metabolic pathways	SCO6131
sco01100	Metabolic pathways	SCO6137
sco01100	Metabolic pathways	SCO6147
sco01100	Metabolic pathways	SCO6149
sco01100	Metabolic pathways	SCO6155
sco01100	Metabolic pathways	SCO6179
sco01100	Metabolic pathways	SCO6182
sco01100	Metabolic pathways	SCO6186
sco01100	Metabolic pathways	SCO6187
sco01100	Metabolic pathways	SCO6195
sco01100	Metabolic pathways	SCO6201
sco01100	Metabolic pathways	SCO6204
sco01100	Metabolic pathways	SCO6205
sco01100	Metabolic pathways	SCO6206
sco01100	Metabolic pathways	SCO6209
sco01100	Metabolic pathways	SCO6210
sco01100	Metabolic pathways	SCO6211
sco01100	Metabolic pathways	SCO6222
sco01100	Metabolic pathways	SCO6234
sco01100	Metabolic pathways	SCO6243
sco01100	Metabolic pathways	SCO6247
sco01100	Metabolic pathways	SCO6248
sco01100	Metabolic pathways	SCO6249
sco01100	Metabolic pathways	SCO6255
sco01100	Metabolic pathways	SCO6260
sco01100	Metabolic pathways	SCO6264
sco01100	Metabolic pathways	SCO6269
sco01100	Metabolic pathways	SCO6270
sco01100	Metabolic pathways	SCO6271
sco01100	Metabolic pathways	SCO6289
sco01100	Metabolic pathways	SCO6291
sco01100	Metabolic pathways	SCO6292
sco01100	Metabolic pathways	SCO6293
sco01100	Metabolic pathways	SCO6300
sco01100	Metabolic pathways	SCO6305
sco01100	Metabolic pathways	SCO6339
sco01100	Metabolic pathways	SCO6344
sco01100	Metabolic pathways	SCO6407
sco01100	Metabolic pathways	SCO6411
sco01100	Metabolic pathways	SCO6412
sco01100	Metabolic pathways	SCO6414
sco01100	Metabolic pathways	SCO6415
sco01100	Metabolic pathways	SCO6423
sco01100	Metabolic pathways	SCO6436
sco01100	Metabolic pathways	SCO6438
sco01100	Metabolic pathways	SCO6440
sco01100	Metabolic pathways	SCO6442
sco01100	Metabolic pathways	SCO6444
sco01100	Metabolic pathways	SCO6457
sco01100	Metabolic pathways	SCO6464
sco01100	Metabolic pathways	SCO6466
sco01100	Metabolic pathways	SCO6467
sco01100	Metabolic pathways	SCO6468
sco01100	Metabolic pathways	SCO6472
sco01100	Metabolic pathways	SCO6473
sco01100	Metabolic pathways	SCO6475
sco01100	Metabolic pathways	SCO6496
sco01100	Metabolic pathways	SCO6497
sco01100	Metabolic pathways	SCO6532
sco01100	Metabolic pathways	SCO6534
sco01100	Metabolic pathways	SCO6535
sco01100	Metabolic pathways	SCO6540
sco01100	Metabolic pathways	SCO6548
sco01100	Metabolic pathways	SCO6552
sco01100	Metabolic pathways	SCO6557
sco01100	Metabolic pathways	SCO6560
sco01100	Metabolic pathways	SCO6562
sco01100	Metabolic pathways	SCO6564
sco01100	Metabolic pathways	SCO6573
sco01100	Metabolic pathways	SCO6583
sco01100	Metabolic pathways	SCO6585
sco01100	Metabolic pathways	SCO6586
sco01100	Metabolic pathways	SCO6597
sco01100	Metabolic pathways	SCO6604
sco01100	Metabolic pathways	SCO6609
sco01100	Metabolic pathways	SCO6655
sco01100	Metabolic pathways	SCO6658
sco01100	Metabolic pathways	SCO6659
sco01100	Metabolic pathways	SCO6661
sco01100	Metabolic pathways	SCO6662
sco01100	Metabolic pathways	SCO6663
sco01100	Metabolic pathways	SCO6673
sco01100	Metabolic pathways	SCO6691
sco01100	Metabolic pathways	SCO6697
sco01100	Metabolic pathways	SCO6698
sco01100	Metabolic pathways	SCO6699
sco01100	Metabolic pathways	SCO6700
sco01100	Metabolic pathways	SCO6702
sco01100	Metabolic pathways	SCO6703
sco01100	Metabolic pathways	SCO6717
sco01100	Metabolic pathways	SCO6730
sco01100	Metabolic pathways	SCO6731
sco01100	Metabolic pathways	SCO6732
sco01100	Metabolic pathways	SCO6740
sco01100	Metabolic pathways	SCO6750
sco01100	Metabolic pathways	SCO6760
sco01100	Metabolic pathways	SCO6763
sco01100	Metabolic pathways	SCO6767
sco01100	Metabolic pathways	SCO6768
sco01100	Metabolic pathways	SCO6769
sco01100	Metabolic pathways	SCO6782
sco01100	Metabolic pathways	SCO6787
sco01100	Metabolic pathways	SCO6788
sco01100	Metabolic pathways	SCO6789
sco01100	Metabolic pathways	SCO6799
sco01100	Metabolic pathways	SCO6800
sco01100	Metabolic pathways	SCO6818
sco01100	Metabolic pathways	SCO6819
sco01100	Metabolic pathways	SCO6824
sco01100	Metabolic pathways	SCO6832
sco01100	Metabolic pathways	SCO6833
sco01100	Metabolic pathways	SCO6844
sco01100	Metabolic pathways	SCO6962
sco01100	Metabolic pathways	SCO6968
sco01100	Metabolic pathways	SCO6971
sco01100	Metabolic pathways	SCO6975
sco01100	Metabolic pathways	SCO6976
sco01100	Metabolic pathways	SCO6978
sco01100	Metabolic pathways	SCO6982
sco01100	Metabolic pathways	SCO6984
sco01100	Metabolic pathways	SCO7000
sco01100	Metabolic pathways	SCO7005
sco01100	Metabolic pathways	SCO7010
sco01100	Metabolic pathways	SCO7020
sco01100	Metabolic pathways	SCO7034
sco01100	Metabolic pathways	SCO7035
sco01100	Metabolic pathways	SCO7036
sco01100	Metabolic pathways	SCO7040
sco01100	Metabolic pathways	SCO7049
sco01100	Metabolic pathways	SCO7050
sco01100	Metabolic pathways	SCO7071
sco01100	Metabolic pathways	SCO7072
sco01100	Metabolic pathways	SCO7073
sco01100	Metabolic pathways	SCO7081
sco01100	Metabolic pathways	SCO7095
sco01100	Metabolic pathways	SCO7101
sco01100	Metabolic pathways	SCO7109
sco01100	Metabolic pathways	SCO7117
sco01100	Metabolic pathways	SCO7120
sco01100	Metabolic pathways	SCO7123
sco01100	Metabolic pathways	SCO7124
sco01100	Metabolic pathways	SCO7139
sco01100	Metabolic pathways	SCO7141
sco01100	Metabolic pathways	SCO7154
sco01100	Metabolic pathways	SCO7160
sco01100	Metabolic pathways	SCO7162
sco01100	Metabolic pathways	SCO7194
sco01100	Metabolic pathways	SCO7205
sco01100	Metabolic pathways	SCO7234
sco01100	Metabolic pathways	SCO7236
sco01100	Metabolic pathways	SCO7254
sco01100	Metabolic pathways	SCO7264
sco01100	Metabolic pathways	SCO7266
sco01100	Metabolic pathways	SCO7268
sco01100	Metabolic pathways	SCO7292
sco01100	Metabolic pathways	SCO7311
sco01100	Metabolic pathways	SCO7319
sco01100	Metabolic pathways	SCO7329
sco01100	Metabolic pathways	SCO7331
sco01100	Metabolic pathways	SCO7332
sco01100	Metabolic pathways	SCO7333
sco01100	Metabolic pathways	SCO7334
sco01100	Metabolic pathways	SCO7335
sco01100	Metabolic pathways	SCO7338
sco01100	Metabolic pathways	SCO7343
sco01100	Metabolic pathways	SCO7359
sco01100	Metabolic pathways	SCO7362
sco01100	Metabolic pathways	SCO7370
sco01100	Metabolic pathways	SCO7412
sco01100	Metabolic pathways	SCO7417
sco01100	Metabolic pathways	SCO7436
sco01100	Metabolic pathways	SCO7443
sco01100	Metabolic pathways	SCO7452
sco01100	Metabolic pathways	SCO7469
sco01100	Metabolic pathways	SCO7470
sco01100	Metabolic pathways	SCO7471
sco01100	Metabolic pathways	SCO7472
sco01100	Metabolic pathways	SCO7473
sco01100	Metabolic pathways	SCO7474
sco01100	Metabolic pathways	SCO7475
sco01100	Metabolic pathways	SCO7499
sco01100	Metabolic pathways	SCO7511
sco01100	Metabolic pathways	SCO7558
sco01100	Metabolic pathways	SCO7569
sco01100	Metabolic pathways	SCO7570
sco01100	Metabolic pathways	SCO7572
sco01100	Metabolic pathways	SCO7583
sco01100	Metabolic pathways	SCO7590
sco01100	Metabolic pathways	SCO7595
sco01100	Metabolic pathways	SCO7601
sco01100	Metabolic pathways	SCO7611
sco01100	Metabolic pathways	SCO7622
sco01100	Metabolic pathways	SCO7623
sco01100	Metabolic pathways	SCO7629
sco01100	Metabolic pathways	SCO7637
sco01100	Metabolic pathways	SCO7638
sco01100	Metabolic pathways	SCO7697
sco01100	Metabolic pathways	SCO7810
sco01100	Metabolic pathways	SCP1.233B
sco01100	Metabolic pathways	SCP1.299
sco01100	Metabolic pathways	SCP1.300
sco01100	Metabolic pathways	SCP1.301
sco01100	Metabolic pathways	SCP1.303
sco01100	Metabolic pathways	SCP1.51c
sco01100	Metabolic pathways	SCP1.53c
sco01100	Metabolic pathways	SCP1.54c
sco01100	Metabolic pathways	SCP1.55c
sco01110	Biosynthesis of secondary metabolites	SCO0088
sco01110	Biosynthesis of secondary metabolites	SCO0123
sco01110	Biosynthesis of secondary metabolites	SCO0185
sco01110	Biosynthesis of secondary metabolites	SCO0186
sco01110	Biosynthesis of secondary metabolites	SCO0187
sco01110	Biosynthesis of secondary metabolites	SCO0189
sco01110	Biosynthesis of secondary metabolites	SCO0191
sco01110	Biosynthesis of secondary metabolites	SCO0199
sco01110	Biosynthesis of secondary metabolites	SCO0208
sco01110	Biosynthesis of secondary metabolites	SCO0256
sco01110	Biosynthesis of secondary metabolites	SCO0315
sco01110	Biosynthesis of secondary metabolites	SCO0330
sco01110	Biosynthesis of secondary metabolites	SCO0349
sco01110	Biosynthesis of secondary metabolites	SCO0379
sco01110	Biosynthesis of secondary metabolites	SCO0386
sco01110	Biosynthesis of secondary metabolites	SCO0400
sco01110	Biosynthesis of secondary metabolites	SCO0401
sco01110	Biosynthesis of secondary metabolites	SCO0420
sco01110	Biosynthesis of secondary metabolites	SCO0435
sco01110	Biosynthesis of secondary metabolites	SCO0458
sco01110	Biosynthesis of secondary metabolites	SCO0462
sco01110	Biosynthesis of secondary metabolites	SCO0479
sco01110	Biosynthesis of secondary metabolites	SCO0489
sco01110	Biosynthesis of secondary metabolites	SCO0509
sco01110	Biosynthesis of secondary metabolites	SCO0524
sco01110	Biosynthesis of secondary metabolites	SCO0549
sco01110	Biosynthesis of secondary metabolites	SCO0560
sco01110	Biosynthesis of secondary metabolites	SCO0565
sco01110	Biosynthesis of secondary metabolites	SCO0568
sco01110	Biosynthesis of secondary metabolites	SCO0578
sco01110	Biosynthesis of secondary metabolites	SCO0579
sco01110	Biosynthesis of secondary metabolites	SCO0613
sco01110	Biosynthesis of secondary metabolites	SCO0666
sco01110	Biosynthesis of secondary metabolites	SCO0670
sco01110	Biosynthesis of secondary metabolites	SCO0731
sco01110	Biosynthesis of secondary metabolites	SCO0749
sco01110	Biosynthesis of secondary metabolites	SCO0774
sco01110	Biosynthesis of secondary metabolites	SCO0782
sco01110	Biosynthesis of secondary metabolites	SCO0798
sco01110	Biosynthesis of secondary metabolites	SCO0838
sco01110	Biosynthesis of secondary metabolites	SCO0922
sco01110	Biosynthesis of secondary metabolites	SCO0923
sco01110	Biosynthesis of secondary metabolites	SCO0924
sco01110	Biosynthesis of secondary metabolites	SCO0958
sco01110	Biosynthesis of secondary metabolites	SCO0961
sco01110	Biosynthesis of secondary metabolites	SCO0975
sco01110	Biosynthesis of secondary metabolites	SCO0978
sco01110	Biosynthesis of secondary metabolites	SCO0982
sco01110	Biosynthesis of secondary metabolites	SCO0983
sco01110	Biosynthesis of secondary metabolites	SCO0985
sco01110	Biosynthesis of secondary metabolites	SCO1028
sco01110	Biosynthesis of secondary metabolites	SCO1059
sco01110	Biosynthesis of secondary metabolites	SCO1077
sco01110	Biosynthesis of secondary metabolites	SCO1087
sco01110	Biosynthesis of secondary metabolites	SCO1174
sco01110	Biosynthesis of secondary metabolites	SCO1214
sco01110	Biosynthesis of secondary metabolites	SCO1222
sco01110	Biosynthesis of secondary metabolites	SCO1223
sco01110	Biosynthesis of secondary metabolites	SCO1224
sco01110	Biosynthesis of secondary metabolites	SCO1228
sco01110	Biosynthesis of secondary metabolites	SCO1254
sco01110	Biosynthesis of secondary metabolites	SCO1267
sco01110	Biosynthesis of secondary metabolites	SCO1268
sco01110	Biosynthesis of secondary metabolites	SCO1272
sco01110	Biosynthesis of secondary metabolites	SCO1275
sco01110	Biosynthesis of secondary metabolites	SCO1280
sco01110	Biosynthesis of secondary metabolites	SCO1324
sco01110	Biosynthesis of secondary metabolites	SCO1346
sco01110	Biosynthesis of secondary metabolites	SCO1378
sco01110	Biosynthesis of secondary metabolites	SCO1388
sco01110	Biosynthesis of secondary metabolites	SCO1394
sco01110	Biosynthesis of secondary metabolites	SCO1438
sco01110	Biosynthesis of secondary metabolites	SCO1439
sco01110	Biosynthesis of secondary metabolites	SCO1440
sco01110	Biosynthesis of secondary metabolites	SCO1441
sco01110	Biosynthesis of secondary metabolites	SCO1443
sco01110	Biosynthesis of secondary metabolites	SCO1464
sco01110	Biosynthesis of secondary metabolites	SCO1476
sco01110	Biosynthesis of secondary metabolites	SCO1483
sco01110	Biosynthesis of secondary metabolites	SCO1484
sco01110	Biosynthesis of secondary metabolites	SCO1494
sco01110	Biosynthesis of secondary metabolites	SCO1495
sco01110	Biosynthesis of secondary metabolites	SCO1496
sco01110	Biosynthesis of secondary metabolites	SCO1546
sco01110	Biosynthesis of secondary metabolites	SCO1553
sco01110	Biosynthesis of secondary metabolites	SCO1566
sco01110	Biosynthesis of secondary metabolites	SCO1570
sco01110	Biosynthesis of secondary metabolites	SCO1577
sco01110	Biosynthesis of secondary metabolites	SCO1578
sco01110	Biosynthesis of secondary metabolites	SCO1579
sco01110	Biosynthesis of secondary metabolites	SCO1580
sco01110	Biosynthesis of secondary metabolites	SCO1613
sco01110	Biosynthesis of secondary metabolites	SCO1657
sco01110	Biosynthesis of secondary metabolites	SCO1660
sco01110	Biosynthesis of secondary metabolites	SCO1661
sco01110	Biosynthesis of secondary metabolites	SCO1679
sco01110	Biosynthesis of secondary metabolites	SCO1690
sco01110	Biosynthesis of secondary metabolites	SCO1705
sco01110	Biosynthesis of secondary metabolites	SCO1706
sco01110	Biosynthesis of secondary metabolites	SCO1750
sco01110	Biosynthesis of secondary metabolites	SCO1759
sco01110	Biosynthesis of secondary metabolites	SCO1761
sco01110	Biosynthesis of secondary metabolites	SCO1762
sco01110	Biosynthesis of secondary metabolites	SCO1788
sco01110	Biosynthesis of secondary metabolites	SCO1808
sco01110	Biosynthesis of secondary metabolites	SCO1814
sco01110	Biosynthesis of secondary metabolites	SCO1815
sco01110	Biosynthesis of secondary metabolites	SCO1831
sco01110	Biosynthesis of secondary metabolites	SCO1850
sco01110	Biosynthesis of secondary metabolites	SCO1859
sco01110	Biosynthesis of secondary metabolites	SCO1865
sco01110	Biosynthesis of secondary metabolites	SCO1889
sco01110	Biosynthesis of secondary metabolites	SCO1912
sco01110	Biosynthesis of secondary metabolites	SCO1930
sco01110	Biosynthesis of secondary metabolites	SCO1934
sco01110	Biosynthesis of secondary metabolites	SCO1935
sco01110	Biosynthesis of secondary metabolites	SCO1936
sco01110	Biosynthesis of secondary metabolites	SCO1937
sco01110	Biosynthesis of secondary metabolites	SCO1939
sco01110	Biosynthesis of secondary metabolites	SCO1942
sco01110	Biosynthesis of secondary metabolites	SCO1945
sco01110	Biosynthesis of secondary metabolites	SCO1946
sco01110	Biosynthesis of secondary metabolites	SCO1947
sco01110	Biosynthesis of secondary metabolites	SCO1957
sco01110	Biosynthesis of secondary metabolites	SCO1961
sco01110	Biosynthesis of secondary metabolites	SCO1977
