pathway_id	pathway_name	gene
sco00480	Glutathione metabolism	SCO6661
sco00480	Glutathione metabolism	SCO7000
sco00480	Glutathione metabolism	SCO7331
sco00500	Starch and sucrose metabolism	SCO0393
sco00500	Starch and sucrose metabolism	SCO0434
sco00500	Starch and sucrose metabolism	SCO0458
sco00500	Starch and sucrose metabolism	SCO0721
sco00500	Starch and sucrose metabolism	SCO0765
sco00500	Starch and sucrose metabolism	SCO0961
sco00500	Starch and sucrose metabolism	SCO0962
sco00500	Starch and sucrose metabolism	SCO1059
sco00500	Starch and sucrose metabolism	SCO1077
sco00500	Starch and sucrose metabolism	SCO1390
sco00500	Starch and sucrose metabolism	SCO1394
sco00500	Starch and sucrose metabolism	SCO1451
sco00500	Starch and sucrose metabolism	SCO1942
sco00500	Starch and sucrose metabolism	SCO1957
sco00500	Starch and sucrose metabolism	SCO2126
sco00500	Starch and sucrose metabolism	SCO2228
sco00500	Starch and sucrose metabolism	SCO2531
sco00500	Starch and sucrose metabolism	SCO2649
sco00500	Starch and sucrose metabolism	SCO2661
sco00500	Starch and sucrose metabolism	SCO2798
sco00500	Starch and sucrose metabolism	SCO2838
sco00500	Starch and sucrose metabolism	SCO3182
sco00500	Starch and sucrose metabolism	SCO3780
sco00500	Starch and sucrose metabolism	SCO4285
sco00500	Starch and sucrose metabolism	SCO4288
sco00500	Starch and sucrose metabolism	SCO4290
sco00500	Starch and sucrose metabolism	SCO5440
sco00500	Starch and sucrose metabolism	SCO5441
sco00500	Starch and sucrose metabolism	SCO5442
sco00500	Starch and sucrose metabolism	SCO5443
sco00500	Starch and sucrose metabolism	SCO5444
sco00500	Starch and sucrose metabolism	SCO5456
sco00500	Starch and sucrose metabolism	SCO5685
sco00500	Starch and sucrose metabolism	SCO6078
sco00500	Starch and sucrose metabolism	SCO6081
sco00500	Starch and sucrose metabolism	SCO6082
sco00500	Starch and sucrose metabolism	SCO6110
sco00500	Starch and sucrose metabolism	SCO6260
sco00500	Starch and sucrose metabolism	SCO6548
sco00500	Starch and sucrose metabolism	SCO6597
sco00500	Starch and sucrose metabolism	SCO6604
sco00500	Starch and sucrose metabolism	SCO6659
sco00500	Starch and sucrose metabolism	SCO6670
sco00500	Starch and sucrose metabolism	SCO7010
sco00500	Starch and sucrose metabolism	SCO7020
sco00500	Starch and sucrose metabolism	SCO7332
sco00500	Starch and sucrose metabolism	SCO7333
sco00500	Starch and sucrose metabolism	SCO7334
sco00500	Starch and sucrose metabolism	SCO7335
sco00500	Starch and sucrose metabolism	SCO7338
sco00500	Starch and sucrose metabolism	SCO7443
sco00500	Starch and sucrose metabolism	SCO7558
sco00500	Starch and sucrose metabolism	SCO7583
sco00500	Starch and sucrose metabolism	SCO7637
sco00511	Other glycan degradation	SCO0033
sco00511	Other glycan degradation	SCO0279
sco00511	Other glycan degradation	SCO0341
sco00511	Other glycan degradation	SCO0534
sco00511	Other glycan degradation	SCO0766
sco00511	Other glycan degradation	SCO0948
sco00511	Other glycan degradation	SCO2786
sco00511	Other glycan degradation	SCO2943
sco00511	Other glycan degradation	SCO3479
sco00511	Other glycan degradation	SCO4860
sco00511	Other glycan degradation	SCO6232
sco00511	Other glycan degradation	SCO6457
sco00511	Other glycan degradation	SCO6557
sco00514	Other types of O-glycan biosynthesis	SCO3154
sco00515	Mannose type O-glycan biosynthesis	SCO3154
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0118
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0382
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0393
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0434
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0534
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0677
sco00520	Amino sugar and nucleotide sugar metabolism	SCO0961
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1077
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1388
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1390
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1429
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1444
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1942
sco00520	Amino sugar and nucleotide sugar metabolism	SCO1957
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2024
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2126
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2431
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2758
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2786
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2789
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2906
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2907
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2943
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2949
sco00520	Amino sugar and nucleotide sugar metabolism	SCO2988
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3025
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3028
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3039
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3052
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3122
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3136
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3137
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3138
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3182
sco00520	Amino sugar and nucleotide sugar metabolism	SCO3326
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4284
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4285
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4307
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4643
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4736
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4740
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4860
sco00520	Amino sugar and nucleotide sugar metabolism	SCO4916
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5059
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5235
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5236
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5376
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5954
sco00520	Amino sugar and nucleotide sugar metabolism	SCO5998
sco00520	Amino sugar and nucleotide sugar metabolism	SCO6032
sco00520	Amino sugar and nucleotide sugar metabolism	SCO6110
sco00520	Amino sugar and nucleotide sugar metabolism	SCO6260
sco00520	Amino sugar and nucleotide sugar metabolism	SCO6300
sco00520	Amino sugar and nucleotide sugar metabolism	SCO6659
sco00520	Amino sugar and nucleotide sugar metabolism	SCO7443
sco00520	Amino sugar and nucleotide sugar metabolism	SCO7595
sco00521	Streptomycin biosynthesis	SCO0400
sco00521	Streptomycin biosynthesis	SCO0479
sco00521	Streptomycin biosynthesis	SCO0749
sco00521	Streptomycin biosynthesis	SCO1077
sco00521	Streptomycin biosynthesis	SCO2126
sco00521	Streptomycin biosynthesis	SCO3243
sco00521	Streptomycin biosynthesis	SCO3899
sco00521	Streptomycin biosynthesis	SCO4285
sco00521	Streptomycin biosynthesis	SCO5860
sco00521	Streptomycin biosynthesis	SCO6110
sco00521	Streptomycin biosynthesis	SCO6179
sco00521	Streptomycin biosynthesis	SCO6255
sco00521	Streptomycin biosynthesis	SCO6260
sco00521	Streptomycin biosynthesis	SCO6573
sco00521	Streptomycin biosynthesis	SCO6984
sco00521	Streptomycin biosynthesis	SCO7194
sco00521	Streptomycin biosynthesis	SCO7254
sco00521	Streptomycin biosynthesis	SCO7370
sco00521	Streptomycin biosynthesis	SCO7443
sco00523	Polyketide sugar unit biosynthesis	SCO0400
sco00523	Polyketide sugar unit biosynthesis	SCO0749
sco00523	Polyketide sugar unit biosynthesis	SCO3739
sco00523	Polyketide sugar unit biosynthesis	SCO6179
sco00523	Polyketide sugar unit biosynthesis	SCO7194
sco00523	Polyketide sugar unit biosynthesis	SCO7370
sco00541	Biosynthesis of various nucleotide sugars	SCO0393
sco00541	Biosynthesis of various nucleotide sugars	SCO0400
sco00541	Biosynthesis of various nucleotide sugars	SCO0749
sco00541	Biosynthesis of various nucleotide sugars	SCO1388
sco00541	Biosynthesis of various nucleotide sugars	SCO3039
sco00541	Biosynthesis of various nucleotide sugars	SCO3052
sco00541	Biosynthesis of various nucleotide sugars	SCO3122
sco00541	Biosynthesis of various nucleotide sugars	SCO3182
sco00541	Biosynthesis of various nucleotide sugars	SCO4773
sco00541	Biosynthesis of various nucleotide sugars	SCO4881
sco00541	Biosynthesis of various nucleotide sugars	SCO5050
sco00541	Biosynthesis of various nucleotide sugars	SCO6179
sco00541	Biosynthesis of various nucleotide sugars	SCO6182
sco00541	Biosynthesis of various nucleotide sugars	SCO6186
sco00541	Biosynthesis of various nucleotide sugars	SCO6187
sco00541	Biosynthesis of various nucleotide sugars	SCO7194
sco00541	Biosynthesis of various nucleotide sugars	SCO7370
sco00542	O-Antigen repeat unit biosynthesis	SCO3672
sco00542	O-Antigen repeat unit biosynthesis	SCO5365
sco00543	Exopolysaccharide biosynthesis	SCO3672
sco00543	Exopolysaccharide biosynthesis	SCO5365
sco00550	Peptidoglycan biosynthesis	SCO1212
sco00550	Peptidoglycan biosynthesis	SCO1213
sco00550	Peptidoglycan biosynthesis	SCO1326
sco00550	Peptidoglycan biosynthesis	SCO1875
sco00550	Peptidoglycan biosynthesis	SCO2084
sco00550	Peptidoglycan biosynthesis	SCO2085
sco00550	Peptidoglycan biosynthesis	SCO2086
sco00550	Peptidoglycan biosynthesis	SCO2087
sco00550	Peptidoglycan biosynthesis	SCO2088
sco00550	Peptidoglycan biosynthesis	SCO2089
sco00550	Peptidoglycan biosynthesis	SCO2090
sco00550	Peptidoglycan biosynthesis	SCO2509
sco00550	Peptidoglycan biosynthesis	SCO2607
sco00550	Peptidoglycan biosynthesis	SCO2608
sco00550	Peptidoglycan biosynthesis	SCO2949
sco00550	Peptidoglycan biosynthesis	SCO3408
sco00550	Peptidoglycan biosynthesis	SCO3811
sco00550	Peptidoglycan biosynthesis	SCO3846
sco00550	Peptidoglycan biosynthesis	SCO3847
sco00550	Peptidoglycan biosynthesis	SCO4013
sco00550	Peptidoglycan biosynthesis	SCO4133
sco00550	Peptidoglycan biosynthesis	SCO4439
sco00550	Peptidoglycan biosynthesis	SCO4643
sco00550	Peptidoglycan biosynthesis	SCO4847
sco00550	Peptidoglycan biosynthesis	SCO5039
sco00550	Peptidoglycan biosynthesis	SCO5301
sco00550	Peptidoglycan biosynthesis	SCO5302
sco00550	Peptidoglycan biosynthesis	SCO5560
sco00550	Peptidoglycan biosynthesis	SCO5998
sco00550	Peptidoglycan biosynthesis	SCO6060
sco00550	Peptidoglycan biosynthesis	SCO6131
sco00550	Peptidoglycan biosynthesis	SCO7047
sco00550	Peptidoglycan biosynthesis	SCO7050
sco00552	Teichoic acid biosynthesis	SCO1326
sco00552	Teichoic acid biosynthesis	SCO2590
sco00552	Teichoic acid biosynthesis	SCO2997
sco00552	Teichoic acid biosynthesis	SCO3672
sco00552	Teichoic acid biosynthesis	SCO4133
sco00552	Teichoic acid biosynthesis	SCO5365
sco00552	Teichoic acid biosynthesis	SCO7047
sco00561	Glycerolipid metabolism	SCO0123
sco00561	Glycerolipid metabolism	SCO0274
sco00561	Glycerolipid metabolism	SCO0284
sco00561	Glycerolipid metabolism	SCO0509
sco00561	Glycerolipid metabolism	SCO0541
sco00561	Glycerolipid metabolism	SCO0958
sco00561	Glycerolipid metabolism	SCO1228
sco00561	Glycerolipid metabolism	SCO1280
sco00561	Glycerolipid metabolism	SCO1566
sco00561	Glycerolipid metabolism	SCO1660
sco00561	Glycerolipid metabolism	SCO1706
sco00561	Glycerolipid metabolism	SCO1759
sco00561	Glycerolipid metabolism	SCO1788
sco00561	Glycerolipid metabolism	SCO2122
sco00561	Glycerolipid metabolism	SCO2145
sco00561	Glycerolipid metabolism	SCO3420
sco00561	Glycerolipid metabolism	SCO4271
sco00561	Glycerolipid metabolism	SCO4913
sco00561	Glycerolipid metabolism	SCO4945
sco00561	Glycerolipid metabolism	SCO6466
sco00561	Glycerolipid metabolism	SCO6609
sco00561	Glycerolipid metabolism	SCO7071
sco00561	Glycerolipid metabolism	SCO7072
sco00561	Glycerolipid metabolism	SCO7073
sco00561	Glycerolipid metabolism	SCO7139
sco00562	Inositol phosphate metabolism	SCO0479
sco00562	Inositol phosphate metabolism	SCO0578
sco00562	Inositol phosphate metabolism	SCO1527
sco00562	Inositol phosphate metabolism	SCO1945
sco00562	Inositol phosphate metabolism	SCO2726
sco00562	Inositol phosphate metabolism	SCO3243
sco00562	Inositol phosphate metabolism	SCO3899
sco00562	Inositol phosphate metabolism	SCO5860
sco00562	Inositol phosphate metabolism	SCO6255
sco00562	Inositol phosphate metabolism	SCO6573
sco00562	Inositol phosphate metabolism	SCO6691
sco00562	Inositol phosphate metabolism	SCO6975
sco00562	Inositol phosphate metabolism	SCO6976
sco00562	Inositol phosphate metabolism	SCO6978
sco00562	Inositol phosphate metabolism	SCO6982
sco00562	Inositol phosphate metabolism	SCO6984
sco00562	Inositol phosphate metabolism	SCO7254
sco00562	Inositol phosphate metabolism	SCO7697
sco00564	Glycerophospholipid metabolism	SCO0670
sco00564	Glycerophospholipid metabolism	SCO1090
sco00564	Glycerophospholipid metabolism	SCO1228
sco00564	Glycerophospholipid metabolism	SCO1389
sco00564	Glycerophospholipid metabolism	SCO1419
sco00564	Glycerophospholipid metabolism	SCO1565
sco00564	Glycerophospholipid metabolism	SCO1566
sco00564	Glycerophospholipid metabolism	SCO1661
sco00564	Glycerophospholipid metabolism	SCO1759
sco00564	Glycerophospholipid metabolism	SCO1968
sco00564	Glycerophospholipid metabolism	SCO2122
sco00564	Glycerophospholipid metabolism	SCO2598
sco00564	Glycerophospholipid metabolism	SCO3976
sco00564	Glycerophospholipid metabolism	SCO4774
sco00564	Glycerophospholipid metabolism	SCO5559
sco00564	Glycerophospholipid metabolism	SCO5628
sco00564	Glycerophospholipid metabolism	SCO5661
sco00564	Glycerophospholipid metabolism	SCO5753
sco00564	Glycerophospholipid metabolism	SCO6467
sco00564	Glycerophospholipid metabolism	SCO6468
sco00564	Glycerophospholipid metabolism	SCO6691
sco00564	Glycerophospholipid metabolism	SCO6754
sco00564	Glycerophospholipid metabolism	SCO7005
sco00564	Glycerophospholipid metabolism	SCO7081
sco00564	Glycerophospholipid metabolism	SCO7550
sco00565	Ether lipid metabolism	SCO0668
sco00565	Ether lipid metabolism	SCO6691
sco00572	Arabinogalactan biosynthesis	SCO3672
sco00572	Arabinogalactan biosynthesis	SCO4733
sco00572	Arabinogalactan biosynthesis	SCO5365
sco00572	Arabinogalactan biosynthesis	SCO6609
sco00592	alpha-Linolenic acid metabolism	SCO1324
sco00592	alpha-Linolenic acid metabolism	SCO3247
sco00592	alpha-Linolenic acid metabolism	SCO6027
sco00600	Sphingolipid metabolism	SCO0033
sco00600	Sphingolipid metabolism	SCO0229
sco00600	Sphingolipid metabolism	SCO0274
sco00600	Sphingolipid metabolism	SCO0284
sco00600	Sphingolipid metabolism	SCO0534
sco00600	Sphingolipid metabolism	SCO0541
sco00600	Sphingolipid metabolism	SCO0766
sco00600	Sphingolipid metabolism	SCO2786
sco00600	Sphingolipid metabolism	SCO2943
sco00600	Sphingolipid metabolism	SCO3479
sco00600	Sphingolipid metabolism	SCO4860
sco00600	Sphingolipid metabolism	SCO5097
sco00600	Sphingolipid metabolism	SCO6457
sco00600	Sphingolipid metabolism	SCO6557
sco00600	Sphingolipid metabolism	SCP1.311c
sco00600	Sphingolipid metabolism	SCP1.43
sco00620	Pyruvate metabolism	SCO0199
sco00620	Pyruvate metabolism	SCO0208
sco00620	Pyruvate metabolism	SCO0546
sco00620	Pyruvate metabolism	SCO0763
sco00620	Pyruvate metabolism	SCO0983
sco00620	Pyruvate metabolism	SCO1174
sco00620	Pyruvate metabolism	SCO1509
sco00620	Pyruvate metabolism	SCO1705
sco00620	Pyruvate metabolism	SCO1706
sco00620	Pyruvate metabolism	SCO2014
sco00620	Pyruvate metabolism	SCO2118
sco00620	Pyruvate metabolism	SCO2180
sco00620	Pyruvate metabolism	SCO2181
sco00620	Pyruvate metabolism	SCO2183
sco00620	Pyruvate metabolism	SCO2371
sco00620	Pyruvate metabolism	SCO2494
sco00620	Pyruvate metabolism	SCO2528
sco00620	Pyruvate metabolism	SCO2951
sco00620	Pyruvate metabolism	SCO3079
sco00620	Pyruvate metabolism	SCO3127
sco00620	Pyruvate metabolism	SCO3420
sco00620	Pyruvate metabolism	SCO3486
sco00620	Pyruvate metabolism	SCO3563
sco00620	Pyruvate metabolism	SCO4271
sco00620	Pyruvate metabolism	SCO4502
sco00620	Pyruvate metabolism	SCO4594
sco00620	Pyruvate metabolism	SCO4595
sco00620	Pyruvate metabolism	SCO4827
sco00620	Pyruvate metabolism	SCO4913
sco00620	Pyruvate metabolism	SCO4921
sco00620	Pyruvate metabolism	SCO4945
sco00620	Pyruvate metabolism	SCO4979
sco00620	Pyruvate metabolism	SCO5042
sco00620	Pyruvate metabolism	SCO5044
sco00620	Pyruvate metabolism	SCO5261
sco00620	Pyruvate metabolism	SCO5399
sco00620	Pyruvate metabolism	SCO5423
sco00620	Pyruvate metabolism	SCO5424
sco00620	Pyruvate metabolism	SCO5425
sco00620	Pyruvate metabolism	SCO5529
sco00620	Pyruvate metabolism	SCO5576
sco00620	Pyruvate metabolism	SCO6155
sco00620	Pyruvate metabolism	SCO6195
sco00620	Pyruvate metabolism	SCO6243
sco00620	Pyruvate metabolism	SCO6269
sco00620	Pyruvate metabolism	SCO6270
sco00620	Pyruvate metabolism	SCO6271
sco00620	Pyruvate metabolism	SCO6731
sco00620	Pyruvate metabolism	SCO6788
sco00620	Pyruvate metabolism	SCO7124
sco00620	Pyruvate metabolism	SCO7139
sco00620	Pyruvate metabolism	SCO7362
sco00620	Pyruvate metabolism	SCO7412
sco00620	Pyruvate metabolism	SCO7572
sco00620	Pyruvate metabolism	SCP1.300
sco00620	Pyruvate metabolism	SCP1.54c
sco00621	Dioxin degradation	SCO4682
sco00621	Dioxin degradation	SCP1.299
sco00621	Dioxin degradation	SCP1.300
sco00621	Dioxin degradation	SCP1.301
sco00621	Dioxin degradation	SCP1.53c
sco00621	Dioxin degradation	SCP1.54c
sco00621	Dioxin degradation	SCP1.55c
sco00622	Xylene degradation	SCO4682
sco00622	Xylene degradation	SCO6442
sco00622	Xylene degradation	SCO6782
sco00622	Xylene degradation	SCO7436
sco00622	Xylene degradation	SCP1.299
sco00622	Xylene degradation	SCP1.300
sco00622	Xylene degradation	SCP1.301
sco00622	Xylene degradation	SCP1.53c
sco00622	Xylene degradation	SCP1.54c
sco00622	Xylene degradation	SCP1.55c
sco00623	Toluene degradation	SCO4219
sco00623	Toluene degradation	SCO6442
sco00623	Toluene degradation	SCO6782
sco00623	Toluene degradation	SCO7359
sco00623	Toluene degradation	SCO7436
sco00625	Chloroalkane and chloroalkene degradation	SCO0199
sco00625	Chloroalkane and chloroalkene degradation	SCO0404
sco00625	Chloroalkane and chloroalkene degradation	SCO0899
sco00625	Chloroalkane and chloroalkene degradation	SCO1705
sco00625	Chloroalkane and chloroalkene degradation	SCO1706
sco00625	Chloroalkane and chloroalkene degradation	SCO3420
sco00625	Chloroalkane and chloroalkene degradation	SCO3446
sco00625	Chloroalkane and chloroalkene degradation	SCO4055
sco00625	Chloroalkane and chloroalkene degradation	SCO4913
sco00625	Chloroalkane and chloroalkene degradation	SCO7139
sco00625	Chloroalkane and chloroalkene degradation	SCO7205
sco00625	Chloroalkane and chloroalkene degradation	SCO7362
sco00626	Naphthalene degradation	SCO0199
sco00626	Naphthalene degradation	SCO1705
sco00626	Naphthalene degradation	SCO7362
sco00627	Aminobenzoate degradation	SCO4492
sco00627	Aminobenzoate degradation	SCO5459
sco00627	Aminobenzoate degradation	SCO5576
sco00627	Aminobenzoate degradation	SCO5980
sco00627	Aminobenzoate degradation	SCO5983
sco00627	Aminobenzoate degradation	SCO6344
sco00627	Aminobenzoate degradation	SCO7436
sco00627	Aminobenzoate degradation	SCO7437
sco00627	Aminobenzoate degradation	SCO7601
sco00630	Glyoxylate and dicarboxylate metabolism	SCO0379
sco00630	Glyoxylate and dicarboxylate metabolism	SCO0666
sco00630	Glyoxylate and dicarboxylate metabolism	SCO0852
sco00630	Glyoxylate and dicarboxylate metabolism	SCO0982
sco00630	Glyoxylate and dicarboxylate metabolism	SCO0983
sco00630	Glyoxylate and dicarboxylate metabolism	SCO1378
sco00630	Glyoxylate and dicarboxylate metabolism	SCO1613
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2145
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2180
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2198
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2210
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2241
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2298
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2736
sco00630	Glyoxylate and dicarboxylate metabolism	SCO2925
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3079
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3306
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3473
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3486
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3495
sco00630	Glyoxylate and dicarboxylate metabolism	SCO3563
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4323
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4388
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4403
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4502
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4827
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4837
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4869
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4921
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4925
sco00630	Glyoxylate and dicarboxylate metabolism	SCO4926
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5281
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5364
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5398
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5399
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5470
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5471
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5472
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5831
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5832
sco00630	Glyoxylate and dicarboxylate metabolism	SCO5999
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6195
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6201
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6204
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6205
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6206
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6243
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6271
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6466
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6472
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6583
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6731
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6788
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6832
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6833
sco00630	Glyoxylate and dicarboxylate metabolism	SCO6962
sco00630	Glyoxylate and dicarboxylate metabolism	SCO7590
sco00633	Nitrotoluene degradation	SCO7586
sco00640	Propanoate metabolism	SCO0982
sco00640	Propanoate metabolism	SCO2180
sco00640	Propanoate metabolism	SCO2726
sco00640	Propanoate metabolism	SCO3247
sco00640	Propanoate metabolism	SCO3563
sco00640	Propanoate metabolism	SCO3815
sco00640	Propanoate metabolism	SCO3816
sco00640	Propanoate metabolism	SCO3817
sco00640	Propanoate metabolism	SCO3829
sco00640	Propanoate metabolism	SCO3830
sco00640	Propanoate metabolism	SCO3831
sco00640	Propanoate metabolism	SCO4808
sco00640	Propanoate metabolism	SCO4809
sco00640	Propanoate metabolism	SCO4869
sco00640	Propanoate metabolism	SCO4921
sco00640	Propanoate metabolism	SCO4925
sco00640	Propanoate metabolism	SCO4926
sco00640	Propanoate metabolism	SCO5398
sco00640	Propanoate metabolism	SCO5424
sco00640	Propanoate metabolism	SCO5425
sco00640	Propanoate metabolism	SCO5459
sco00640	Propanoate metabolism	SCO5676
sco00640	Propanoate metabolism	SCO5999
sco00640	Propanoate metabolism	SCO6195
sco00640	Propanoate metabolism	SCO6271
sco00640	Propanoate metabolism	SCO6412
sco00640	Propanoate metabolism	SCO6585
sco00640	Propanoate metabolism	SCO6586
sco00640	Propanoate metabolism	SCO6732
sco00640	Propanoate metabolism	SCO6789
sco00640	Propanoate metabolism	SCO6832
sco00640	Propanoate metabolism	SCO6833
sco00640	Propanoate metabolism	SCO7034
sco00643	Styrene degradation	SCO1715
sco00643	Styrene degradation	SCO4580
sco00643	Styrene degradation	SCO6344
sco00643	Styrene degradation	SCO7601
sco00650	Butanoate metabolism	SCO0179
sco00650	Butanoate metabolism	SCO0256
sco00650	Butanoate metabolism	SCO0259
sco00650	Butanoate metabolism	SCO0922
sco00650	Butanoate metabolism	SCO0923
sco00650	Butanoate metabolism	SCO0924
sco00650	Butanoate metabolism	SCO0984
sco00650	Butanoate metabolism	SCO1012
sco00650	Butanoate metabolism	SCO1204
sco00650	Butanoate metabolism	SCO1393
sco00650	Butanoate metabolism	SCO1591
sco00650	Butanoate metabolism	SCO2769
sco00650	Butanoate metabolism	SCO2778
sco00650	Butanoate metabolism	SCO2823
sco00650	Butanoate metabolism	SCO3079
sco00650	Butanoate metabolism	SCO3416
sco00650	Butanoate metabolism	SCO3834
sco00650	Butanoate metabolism	SCO4502
sco00650	Butanoate metabolism	SCO4594
sco00650	Butanoate metabolism	SCO4595
sco00650	Butanoate metabolism	SCO4780
sco00650	Butanoate metabolism	SCO4855
sco00650	Butanoate metabolism	SCO4856
sco00650	Butanoate metabolism	SCO4857
sco00650	Butanoate metabolism	SCO4858
sco00650	Butanoate metabolism	SCO5106
sco00650	Butanoate metabolism	SCO5107
sco00650	Butanoate metabolism	SCO5385
sco00650	Butanoate metabolism	SCO5399
sco00650	Butanoate metabolism	SCO5459
sco00650	Butanoate metabolism	SCO5512
sco00650	Butanoate metabolism	SCO5513
sco00650	Butanoate metabolism	SCO5676
sco00650	Butanoate metabolism	SCO6269
sco00650	Butanoate metabolism	SCO6270
sco00650	Butanoate metabolism	SCO6412
sco00650	Butanoate metabolism	SCO6473
sco00650	Butanoate metabolism	SCO6475
sco00650	Butanoate metabolism	SCO6702
sco00650	Butanoate metabolism	SCO6703
sco00650	Butanoate metabolism	SCO6731
sco00650	Butanoate metabolism	SCO6732
sco00650	Butanoate metabolism	SCO6788
sco00650	Butanoate metabolism	SCO6789
sco00650	Butanoate metabolism	SCO7034
sco00650	Butanoate metabolism	SCO7035
sco00650	Butanoate metabolism	SCO7109
sco00650	Butanoate metabolism	SCP1.300
sco00650	Butanoate metabolism	SCP1.54c
sco00660	C5-Branched dibasic acid metabolism	SCO2769
sco00660	C5-Branched dibasic acid metabolism	SCO3130
sco00660	C5-Branched dibasic acid metabolism	SCO4808
sco00660	C5-Branched dibasic acid metabolism	SCO4809
sco00660	C5-Branched dibasic acid metabolism	SCO5512
sco00660	C5-Branched dibasic acid metabolism	SCO5513
