term_id	term_name	count	total_in_term	gene_ratio	fold_enrichment	pvalue	genes	padj
V	Defense	11	142	11/284	2.257	0.009530954621456865	SC_RS05450;SC_RS06105;SC_RS06595;SC_RS11875;SC_RS13305;SC_RS26345;SC_RS30440;SC_RS38275;SC_RS38280;SC_RS39465;SC_RS40100	0.1620262285647667
C	Energy production	26	499	26/284	1.518	0.02139251377465128	SC_RS03130;SC_RS03820;SC_RS04840;SC_RS06390;SC_RS08365;SC_RS08690;SC_RS12945;SC_RS12955;SC_RS18675;SC_RS20855;SC_RS21280;SC_RS26305;SC_RS26435;SC_RS27020;SC_RS29645;SC_RS30010;SC_RS35130;SC_RS36115;SC_RS36175;SC_RS39015;SC_RS39965;SC_RS40335;SC_RS40485;SC_RS40610;SC_RS40615;SC_RS41080	0.18183636708453588
P	Inorganic ion transport	22	491	22/284	1.306	0.11953797865823344	SC_RS03925;SC_RS04295;SC_RS07245;SC_RS07280;SC_RS13820;SC_RS14200;SC_RS15445;SC_RS20895;SC_RS22390;SC_RS26600;SC_RS27735;SC_RS29140;SC_RS30795;SC_RS31330;SC_RS32715;SC_RS35745;SC_RS35970;SC_RS37375;SC_RS38055;SC_RS39980;SC_RS40225;SC_RS40590	0.6773818790633228
I	Lipid metabolism	4	68	4/284	1.714	0.20451871851010628	SC_RS07380;SC_RS08095;SC_RS20915;SC_RS28760	0.8692045536679517
H	Coenzyme metabolism	7	156	7/284	1.307	0.28838328181202383	SC_RS06995;SC_RS20645;SC_RS33145;SC_RS37385;SC_RS40310;SC_RS40325;SC_RS40330	0.9397426604178181
O	Chaperones/PTM	8	195	8/284	1.195	0.35412416560191523	SC_RS04100;SC_RS05690;SC_RS06075;SC_RS06225;SC_RS10240;SC_RS22630;SC_RS28135;SC_RS40220	0.9397426604178181
D	Cell division	1	14	1/284	2.081	0.3869528601720427	SC_RS12435	0.9397426604178181
R	General function	99	2848	99/284	1.013	0.45931732480448484	SC_RS02090;SC_RS02875;SC_RS03390;SC_RS03540;SC_RS03785;SC_RS03790;SC_RS04370;SC_RS04435;SC_RS04900;SC_RS04960;SC_RS05035;SC_RS06015;SC_RS06230;SC_RS06245;SC_RS06905;SC_RS07140;SC_RS07215;SC_RS07375;SC_RS07560;SC_RS08470;SC_RS08955;SC_RS09070;SC_RS09565;SC_RS10200;SC_RS10560;SC_RS10835;SC_RS10845;SC_RS10880;SC_RS11025;SC_RS11695;SC_RS12185;SC_RS12425;SC_RS13960;SC_RS14015;SC_RS14545;SC_RS14780;SC_RS15915;SC_RS16895;SC_RS17780;SC_RS18280;SC_RS18375;SC_RS18710;SC_RS18715;SC_RS19835;SC_RS20135;SC_RS20625;SC_RS21115;SC_RS21385;SC_RS21585;SC_RS21755;SC_RS23070;SC_RS23315;SC_RS23420;SC_RS23755;SC_RS24520;SC_RS25115;SC_RS26095;SC_RS26105;SC_RS26225;SC_RS26870;SC_RS27555;SC_RS27855;SC_RS28130;SC_RS28275;SC_RS28435;SC_RS29495;SC_RS30370;SC_RS30720;SC_RS31180;SC_RS31980;SC_RS32175;SC_RS32330;SC_RS32570;SC_RS33140;SC_RS33950;SC_RS34250;SC_RS35045;SC_RS35240;SC_RS35905;SC_RS36820;SC_RS37520;SC_RS37525;SC_RS37910;SC_RS38380;SC_RS38610;SC_RS38680;SC_RS38905;SC_RS39065;SC_RS39085;SC_RS39090;SC_RS39660;SC_RS40040;SC_RS40455;SC_RS40490;SC_RS40555;SC_RS40560;SC_RS40865;SC_RS41020;SC_RS41345	0.9543224788179495
S	Unknown	52	1597	52/284	0.949	0.6898169548107544	SC_RS02130;SC_RS02930;SC_RS03545;SC_RS03550;SC_RS03665;SC_RS05850;SC_RS06255;SC_RS07305;SC_RS07565;SC_RS07720;SC_RS07880;SC_RS08205;SC_RS08735;SC_RS09235;SC_RS10980;SC_RS11585;SC_RS13090;SC_RS14315;SC_RS14835;SC_RS16260;SC_RS16315;SC_RS16435;SC_RS16440;SC_RS17210;SC_RS19135;SC_RS23065;SC_RS23185;SC_RS23320;SC_RS24725;SC_RS24840;SC_RS25630;SC_RS26075;SC_RS26260;SC_RS27255;SC_RS28005;SC_RS30940;SC_RS32925;SC_RS35445;SC_RS36160;SC_RS36430;SC_RS36470;SC_RS36560;SC_RS36615;SC_RS36845;SC_RS37155;SC_RS37915;SC_RS38225;SC_RS38795;SC_RS40770;SC_RS41015;SC_RS41150;SC_RS41305	0.9543224788179495
F	Nucleotide metabolism	1	38	1/284	0.767	0.7355500030669462	SC_RS38765	0.9543224788179495
