gene_id	M145_1_mean	M145_2_mean	M145_3_mean
SC_RS03070	1.0488537261996755	0.8790043938019437	30.262731587484538
SC_RS03075	122.219832090996	235.26982592658638	99.10566781729487
SC_RS03080	117.32148410014298	164.01685022167737	60.459871688009706
SC_RS03085	77.5003417818416	109.93704719007533	90.60598225098082
SC_RS03095	32.56271811080259	42.96238146828428	66.74640706457754
SC_RS03100	1.5520565006261533	2.9464763457810705	26.464344549075904
SC_RS03105	81.52695376371238	115.11174884305562	115.23743510035328
SC_RS03110	17.763222602401655	38.891745421064606	62.15839300707341
SC_RS03115	2.717886101110877	4.7599782016073275	37.05565691551768
SC_RS03120	7.600770397613935	5.761560249227601	29.12094931800686
SC_RS03125	23.500237296186334	33.763479746818454	68.14114655613432
SC_RS03130	42.31553338248234	35.49799328946336	63.921950802934056
SC_RS03135	22.389099809703616	28.194600766834558	57.830484787179756
SC_RS03140	67.74538459281119	538.3872797361687	353.02774433947536
SC_RS03145	45.48148739779709	229.165519102682	166.26340922785107
SC_RS03150	185.84531926240578	106.016127491886	107.69380152392593
SC_RS03155	298.919811807425	92.51222912078154	85.66241074592776
SC_RS03160	829.6280703645738	189.1106414666212	135.51525217134994
SC_RS03165	1517.9050319907465	2274.427333436669	763.3589836063527
SC_RS03170	476.8348635094103	193.9208714889479	141.1510930548504
SC_RS03175	140.33155999711428	63.406626136881655	70.45573116629042
SC_RS03180	79.24211462867602	57.12824099759234	73.91598961019876
SC_RS03185	90.15968166049646	76.02850108435474	53.411402667754494
SC_RS03190	56.69859775005042	84.74146671665457	90.52909972567366
SC_RS03195	28.18223915016987	16.90837529868364	99.70377682013472
SC_RS03200	30.08745324488688	8.401592460462847	103.44691239531757
SC_RS03205	15.252658459199656	11.239859398656556	76.2851353858278
SC_RS03210	27.44409484071433	15.766273810000817	68.33341465635914
SC_RS03215	29.94742202997083	14.023187779811733	102.36820078571091
SC_RS03220	134.22422484375875	137.53906351121555	98.29827758227236
SC_RS03225	19.066853446566714	27.5463834344383	32.6877396212369
SC_RS03230	92.03309663740976	122.63877717212542	105.29436604442631
SC_RS03235	64.90328566346977	37.38468769978417	64.98903701131455
SC_RS03240	41.82850368707691	82.75076086018325	52.977938034267176
SC_RS03245	78.01578849292336	122.80477177484843	93.79878130962106
SC_RS03250	24.224793190192084	27.77415146601458	52.05843313538453
SC_RS03255	1.6193472436189829	9.64832981571978	52.22866030927548
SC_RS03260	6.110642964935285	1387.902065325757	408.876246091196
SC_RS03265	45.72124356763312	1161.8624777772852	463.7356082537525
SC_RS03270	16.278456844768332	199.97166098839324	106.92941669768601
SC_RS03275	26.999158630320075	26.24724195002818	64.87929402715164
SC_RS03280	1.8000394108666429	9.464463334992285	44.58106162703041
SC_RS03285	4.689593500264573	14.933947695905031	74.74508055183846
SC_RS03290	13.70962613753411	29.211105571869638	74.16806146071828
SC_RS03295	67.57550382953926	46.60121899828242	66.4756209835168
SC_RS03300	137.32432064876022	115.74018428998566	94.1080704402923
SC_RS03305	86.10617324951397	136.10297612675612	76.52822809148043
SC_RS03310	51.14441714086404	1.8192976145130522	35.61009281853308
SC_RS03315	96.14075012215588	75.52247089951074	78.76328391997009
SC_RS03320	48.11983881925985	77.24903637503508	49.47197214048185
SC_RS03325	16.89863549347986	25.87315871870256	18.0106508676204
SC_RS03330	77.88299423195281	90.14442100315519	56.34253007779132
SC_RS03335	18.376164297167684	12.40514392208656	40.70151035142656
SC_RS03340	8.819504887085554	40.29916622230185	109.34081779812847
SC_RS03345	46.085847659823116	82.21599418287731	118.89709454486002
SC_RS03350	425.51434844125794	145.26099532720258	91.14238147281635
SC_RS03355	62.979121478257646	99.0330627480899	97.4475555785513
SC_RS03360	31.045960887462726	26.013123648581274	34.603090793947636
SC_RS03365	172.36463789073198	71.84052863081969	95.54744679467922
SC_RS03370	6.408311006467993	9.18397896405102	73.94564880253282
SC_RS03375	9.28383393419553	13.731111891496878	38.88718773635442
SC_RS03380	10.711677606591136	15.77484629754499	53.96970752833346
SC_RS03385	21.249899999880107	20.62564663067929	112.7814667816165
SC_RS03390	8.598151767506284	20.537843528981732	47.919661393729804
SC_RS03395	20.559210850481076	29.806848865872936	85.61526291432877
SC_RS03400	82.8507748831493	50.35604161125622	58.01349330903734
SC_RS03405	117.38206868929599	8432.923524747202	1390.0421128287046
SC_RS03410	193.45170173338283	886.4430669216821	320.1814725901095
SC_RS03415	17.832300570409593	187.69249586940597	67.20687477572011
SC_RS03420	40.44454072470759	970.7222036224986	223.11301955486053
SC_RS03425	6.88845844026347	51.66486460557819	55.69013448614059
SC_RS03430	85.31245133361523	121.12599360139795	102.64095268369758
SC_RS03435	2.9392392206901485	25.17802080562811	35.00586571763139
SC_RS03440	48.01912407788091	960.0469522430393	913.9830880662231
SC_RS03445	9.53002961942091	54.330856580418	93.64631735165712
SC_RS03450	30.904142447531566	65.03324248215101	64.41426417062065
SC_RS03455	29.290156878957912	104.45968467128179	102.39119672814017
SC_RS03460	34.25981280905458	38.99662358861075	73.12091507415526
SC_RS03465	70.00251609684231	79.56683497291405	52.79934651188808
SC_RS03470	7.100787380882134	6.292995686492319	80.49051927359191
SC_RS03475	7.962154732109255	9.519956403214655	52.94957407774522
SC_RS03480	2.3953754939320597	4.167253937433444	58.32428846448519
SC_RS03485	5.44077918493154	34.2805469378522	99.648799933571
SC_RS03490	14.178962167353871	87.87236405434697	146.35639599472321
SC_RS03495	23.020089862390858	50.070003782600196	75.63253486205085
SC_RS03500	16.973163190418184	46.53111538285704	73.85624564612039
SC_RS03505	5.341408922347103	7.630555173276227	54.87437990262994
SC_RS03510	1.6193472436189829	5.046258331235388	261.29704287887154
SC_RS03515	2.8755229277275367	20.01855412027444	495.75534995814434
SC_RS03520	23.94294353534488	38.795369831822875	385.23969835935696
SC_RS03525	27.838903173595764	29.686805639939944	89.56544332958747
SC_RS03530	0.8930041245981248	51.36730516878834	31.95526023775732
SC_RS03535	2.602697451840938	1058.94323789967	131.54662810073086
SC_RS03540	9.854327451614838	20018.01794227373	2284.0161714386923
SC_RS03545	0.363171559510429	11.978898862579788	27.51692859426741
SC_RS03550	32.952164768638696	152.064707934858	120.53745342599608
SC_RS03555	0.363171559510429	1.6967199606947228	12.064705126424906
SC_RS03560	45.54198393306502	73.86989479063683	86.32774268977452
SC_RS03565	38.446203534892675	23.97216597139054	44.754215490781
SC_RS03570	21.02675965528573	14.130842676215257	36.659690387648624
SC_RS03575	49.6859264815564	54.68977475335677	46.38136744454015
SC_RS03580	32.229396099648056	27.43817402685094	86.24589801314598
SC_RS03590	39.74527014256856	69.15437265106212	163.20540427390375
SC_RS03595	24.065369138560317	18.756651706630667	59.260261343482775
SC_RS03600	86.29178434558636	84.67858009249545	71.34706718245786
SC_RS03605	20.53436828483497	9.0498097928591	24.227927841719545
SC_RS03610	45.66619676129557	21.711700539955913	39.72729914116105
SC_RS03615	88.47805065659443	55.78186672229222	54.77967437517944
SC_RS03620	3.676393743686723	9.759315952164519	120.98261310524538
SC_RS03625	10.959660516831626	15.841930883140948	116.17456792757253
SC_RS03630	67.97031216242068	55.849818029283824	97.22106614060402
SC_RS03635	37.83004208243197	49.05436569896076	58.10602808743565
SC_RS03640	49.012842943857976	56.1672991700194	84.69623352275322
SC_RS03645	33.963931992536985	35.104058263431774	90.54141542465268
SC_RS03650	13.039762357530366	20.762834831700626	59.12112388532838
SC_RS03655	19.283554275771742	30.95998736074551	63.462708683067746
SC_RS03660	19.705080453199457	21.028708655438887	50.38324797846678
SC_RS03665	29.76851708773828	45.85305253563118	90.03815709517326
SC_RS03670	53.6456024127699	113.23123231087317	149.35706224072908
SC_RS03675	36.12213598020427	57.3795042741276	77.94820977589278
SC_RS03680	11.266352737324942	33.93877374000178	66.3586695976062
SC_RS03685	10.880125837183511	9.2278805148998	21.90857615404879
SC_RS03690	104.68197980442443	24.264241859705397	61.32807647415744
SC_RS03695	224.37774739065372	156.75402800985614	100.05170028652569
SC_RS03700	63.880707035595776	58.92411327638618	119.57554805639009
SC_RS03705	68.97091329000772	62.662899936639306	94.34463518363059
SC_RS03710	164.00231315069598	181.85083828462936	128.29580589323461
SC_RS03715	53.53657287710143	68.21685615920839	72.71323778536643
SC_RS03720	9.721533190644287	16.475779969306235	62.551032839149826
SC_RS03725	9.80285509530751	9.17238744667743	60.086560882853256
SC_RS03730	7.963941957124364	8.877534829505198	41.76531979191124
SC_RS03735	9.399022583465468	16.98705140165319	39.23002362215305
SC_RS03740	10.461907471335538	28.59766279159415	53.17640373540916
SC_RS03745	10.166026654817939	5.460911873368572	32.51390531805296
SC_RS03755	12.481867469101884	10.98311257364631	152.65110464745365
SC_RS03760	5.320583552951815	15.31049544587623	164.39046252734488
SC_RS03765	6.020296881311455	13.009459703634034	127.03877733791089
SC_RS03770	20.412385427840135	17.29929129488581	151.37311160968122
SC_RS03775	13.80175944617305	41.52900090344247	54.741300756321074
SC_RS03780	10.373348612726817	652.4794022618673	1059.8228098704826
SC_RS03785	21.38993121479616	86.56107654137942	219.6678682122004
SC_RS03790	75.10094909165872	55.99557871784933	64.26424153688977
SC_RS03795	26.907025321681136	13.637513031112526	33.877419806282745
SC_RS03800	14.345623172931138	29.83860438816429	46.4409662627086
SC_RS03805	600.0841564898902	3389.8070776043483	2753.534797587262
SC_RS03810	21.07823201159306	63.07366772754744	87.32929719741198
SC_RS03815	13.183368022476632	4570.765349687403	2661.3983892390347
SC_RS03820	8.658648302774218	5544.883141956582	3194.91195622328
SC_RS03825	16.43609367138499	4719.640332393163	2214.5255715549406
SC_RS03830	11.934429292313578	5018.5414593762	3024.8404818751396
SC_RS03835	10.720701785551745	3335.31636075621	2035.6959394030466
SC_RS03840	12.660772411334435	3055.461044820782	1880.1857651532564
SC_RS03845	11.501737018574605	7631.998121459064	3291.490727651102
SC_RS03850	8.099955975789591	5324.817503729871	2644.8268638672594
SC_RS03855	1.7593784585350314	1497.7565885874208	1028.446969978501
SC_RS03860	1.4368678513562139	697.4084356575419	447.3971363503349
SC_RS03865	2.2287144883547927	1678.1254621929786	1130.4527667066282
SC_RS03870	4.51792551197752	5494.771971843065	2827.180461491308
SC_RS03875	6.48462592842143	3496.125510798496	1825.7162357053494
SC_RS03880	3.146561178599027	2071.071905690922	1089.4752973338548
SC_RS03885	5.088419029396827	5042.541601774087	2481.6852291902414
SC_RS03890	7.47298311935317	5510.409170154818	2981.941490229282
SC_RS03895	5.063576463750718	2798.705791660854	1677.4368979915166
SC_RS03900	7.283709519365507	2254.2349438917777	1118.1920254896177
SC_RS03905	10.330900435380096	4225.925958885347	1823.4374579605476
SC_RS03910	2.8488931370663186	1282.6834615853274	697.080212585088
SC_RS03915	17.433475041277337	3390.504641255667	1781.238418675126
SC_RS03920	108.49260034176129	1545.2070038006625	1096.1513652749327
SC_RS03925	42.9568920929247	96.26840305709506	71.9125206585682
SC_RS03930	38.067213588696745	218.36040734183663	103.32628423557816
SC_RS03935	145.0935392769665	1388.6796673732676	730.6619443371712
SC_RS03940	10.74733157621296	15.900442981192734	36.257050751555305
SC_RS03945	26.446270724601376	68.71074031549497	76.31826641986441
SC_RS03950	130.1891357231657	160.94446498203675	102.27900256142473
SC_RS03955	33.46975339707111	1571.342775012302	1351.2264356020833
SC_RS03960	25.122804297499997	27.567101950539907	59.339859769685035
SC_RS03965	69.9903602140721	102.80964299029323	55.088348709471944
SC_RS03970	86.11475468225397	115.41000260950882	57.21590780422498
SC_RS03975	319.9023360603489	431.6636959109186	266.98649977006903
SC_RS03980	95.513334519498855	111.16709159893524	110.22678179872203
SC_RS03985	2.007361368775521	4.704485133384958	21.657389675088876
SC_RS03990	2.1880535360231814	17.209023674542667	27.200015340757698
SC_RS03995	1.7751968452205336	62.392898060703956	56.575282759710355
SC_RS04000	0.9585076425758455	2.9961736553166456	36.09947949636004
SC_RS04005	25.985958873742224	29.485794184124106	83.76318733361528
SC_RS04010	111.17706244448604	110.43353568348701	100.24622449549629
SC_RS04015	9.025039619979324	22.27544601069582	40.765866388790165
SC_RS04020	10.79299951125436	29.435542363404693	75.34106873352295
SC_RS04025	17.313279409297614	21.040300172812476	119.44445444364615
SC_RS04030	10.695859219905635	3.405031438763035	12.524832617850814
SC_RS04035	38.30795954499174	17.702353319645404	55.39791827364353
SC_RS04040	7.134654125488851	72.87442071191515	19.090928288220013
SC_RS04045	212.09417770050013	202.8381798171048	66.63074105615952
SC_RS04050	102.42529104661392	55.95445389585793	30.93669259816202
SC_RS04055	103.96251894701355	53.816566118241624	55.56950632640118
SC_RS04060	288.93904155634385	119.14761033815452	84.09431245849413
SC_RS04065	168.90190132632574	126.19710267387022	114.31553880513442
SC_RS04070	27.504148629761662	306.880191916424	246.9517236214711
SC_RS04075	94.13016899568568	48.63669312699816	68.19353697255508
SC_RS04080	48.52188410608679	38.973995065047404	79.66040767280221
SC_RS04085	38.011724036138595	8.346099392240479	54.347845197220884
SC_RS04090	48.927503842943935	9.884912635812265	9.262639869151462
SC_RS04095	201.55685703978503	60.97943919980788	60.50463798159199
SC_RS04100	54.36327604516569	22.79251320172957	28.59475483231448
SC_RS04105	97.30979948033529	41.63363677001658	56.580185124815436
SC_RS04110	103.50542685384906	31.94695886116278	37.630565043802
SC_RS04115	536.5497385501128	27.643313534863875	55.057873790114115
SC_RS04120	373.3727122749342	10.746529753553824	44.519011626309414
SC_RS04125	175.4199512531333	7.519569036831488	38.52027546276017
SC_RS04130	42.586926325689376	38.77742804457865	34.09615569063941
SC_RS04135	4.750090035532508	3.769987671360644	45.152838133328835
SC_RS04140	0.3880141251565383	3.4663202656722	16.276752264093794
SC_RS04145	31.905098267454132	15.567796782070316	31.64481516034563
SC_RS04150	14.331592011260746	8.579663182503547	20.00588090003375
SC_RS04155	29.06522930934842	27.841236051610537	69.95954595096826
SC_RS04160	2.8488931370663186	9.464463334992285	63.70683190618989
SC_RS04165	11.875719982060751	15.523895231221536	56.89430697605594
SC_RS04170	83.20437522346076	83.10166105676169	113.62626576108246
SC_RS04175	54.97988024384699	187.0754096388775	110.7348072057161
SC_RS04180	8.598151767506284	32.7856352451292	62.698664076544496
SC_RS04185	9.698477850013287	27.050034759506154	53.639662848820954
SC_RS04190	6.268279791551945	23.701050900149326	36.20867732868003
SC_RS04195	9.893201178931339	14.335427673044352	43.75775842205538
SC_RS04200	34.95273192968933	47.985144554560684	103.9638571609622
SC_RS04205	44.56364070755286	49.19988408655423	117.19911837763925
SC_RS04210	161.54893773118218	1426.1885346970585	824.5784711877305
SC_RS04215	498.2928991458881	293.57546072997525	161.62069871728357
SC_RS04220	106.68353675193403	180.77693040391014	99.5545699134276
SC_RS04225	159.91207292974764	334.1545236489857	161.5021060190059
SC_RS04230	84.50864116174924	106.44237255139276	140.9556893311585
SC_RS04235	57.781230166971746	59.80367218137196	113.93216840974473
SC_RS04240	4.971443155111779	30.647747467512897	46.8734003787264
SC_RS04245	16.70713192225648	27.68086481584202	63.95066483749219
SC_RS04250	14.866431559058228	43.80050334106686	55.65665337406781
SC_RS04255	98.78911550903821	168.59900000221603	138.82574869838874
SC_RS04260	45.92821083320646	79.00642074221535	51.50699645683658
SC_RS04265	31.5414839617231	20.86500617962916	48.16173344023241
SC_RS04270	23.146089915636512	55.30290532342046	83.90326994954559
SC_RS04275	13.413745321016512	22.582132446213677	68.10733508266436
SC_RS04280	6.3852556658369926	8.232094225966321	52.01584744917393
SC_RS04285	7.90165819684132	3.405031438763035	50.32228828143163
SC_RS04290	4.301579375108035	3.3611298879142546	39.097694559813355
SC_RS04295	6.57675923706037	4.1730496961202395	36.874409278459794
SC_RS04300	15.642459809371303	50.00045467835866	45.130182410616236
SC_RS04305	43.284409682813305	89.65109135805247	75.96754169288474
SC_RS04310	69.04722821196115	135.76977541644985	56.80858059347232
SC_RS04320	0	1.2994536946219228	21.9943025366324
SC_RS04325	1.4368678513562139	0.8790043938019437	30.84763951978577
SC_RS04330	10.070673588484322	13.637513031112526	43.31919634965623
SC_RS04335	53.43283072593063	73.74207588931554	56.0741255347473
SC_RS04340	44.02701393474027	30.779139909847434	71.56424711414107
SC_RS04345	151.49854247185476	65.84183105031576	45.00975918300307
SC_RS04350	60.73271332431718	44.37885935900977	54.503110415773534
SC_RS04355	48.77344146635749	58.95086985214662	54.97493880979972
SC_RS04360	110.21131784796471	1463.6137517885209	1298.3211701718953
SC_RS04365	21.971236136191184	820.53645175856	901.7222134169792
SC_RS04370	149.22872428494776	3601.8035210615994	1915.3101166374759
SC_RS04375	126.99789639598424	3543.6887149104177	1880.7025891274106
SC_RS04380	258.650070774814	23278.91621674335	9084.883309213456
SC_RS04385	543.9601019337754	13310.60207569736	5278.078363413047
SC_RS04390	438.9316544489672	13326.174715136185	4814.593317910622
