gene_id	M145_1_mean	M145_2_mean	M145_3_mean
SC_RS01870	4.053596464867545	8.76352966323104	23.39074312677256
SC_RS02085	0	124.23037666430196	30.430097714570458
SC_RS02090	0	92.81096748917882	20.11017636724866
SC_RS02110	0	17.323028840816825	9.940277653657752
SC_RS02160	6.705979048000701	5.4112145638329965	26.985296449946528
SC_RS02180	113.34885484760312	111.61676199416124	58.21998313895079
SC_RS02185	15.26123989193966	4.5877032382534235	24.229153432995815
SC_RS02190	11.214880381017615	4.289831591251773	30.942480334826694
SC_RS02195	74.08819208130147	31.480385791820478	37.213908610146284
SC_RS02200	6.137272755596503	1132.6874371073086	520.8360891944249
SC_RS02210	0.6856821666892466	2.642808940092626	24.19513702739961
SC_RS02220	109.362991871949	191.23329427661088	267.6674741086875
SC_RS02225	4.170572339152593	11.934997311731006	27.450861600000938
SC_RS02230	3.352095911492796	2.482125494112311	53.547673222265566
SC_RS02240	3.146561178599027	5.706067181005231	46.82747813840367
SC_RS02245	16.09597745250556	40.51804955612215	49.433938741340164
SC_RS02250	13.64412261955639	4.234338523029404	32.219928220756195
SC_RS02255	19.745741405531067	12.235645687590036	30.356006591532516
SC_RS02260	94.11757036669485	80.49918012650458	91.52032406789704
SC_RS02270	3.9474319945582126	6.722259775828509	26.460667775247096
SC_RS02275	0.363171559510429	4.654787823849382	17.02889103589052
SC_RS02280	3.872904297619885	10.182784282813914	56.02772778711747
SC_RS02285	44.806616635083564	47.74221146459757	60.61451625334532
SC_RS02290	143.5230797260836	328.98995553460855	151.7020561271884
SC_RS02295	2.007361368775521	14.142434193588848	14.017884766151084
SC_RS02300	95.99125198205863	60.497943373050774	39.219138446576544
SC_RS02305	114.4456064800799	80.32048498404029	45.20379802634707
SC_RS02310	60.91161826654973	68.19009958344796	65.87948765592239
SC_RS02315	12.155782411892849	9.116894378455061	13.05048195170027
SC_RS02320	269.07051985526186	74.05074224153492	98.59056343930524
SC_RS02325	143.96891766905176	49.433377967577535	84.12745335085025
SC_RS02330	90.18372678758642	37.808156030433565	70.68991437161199
SC_RS02335	61.85252029742497	59.92624983519028	100.4547497868715
SC_RS02340	6.812143518310034	14.207054260539229	70.80455972087998
SC_RS02345	7.3668186490438385	16.82032989601404	52.654226243262265
SC_RS02350	5.35043310130771	9.773926499367526	49.40237351829649
SC_RS02355	3.056215094975197	8.608641975937521	64.13211740667631
SC_RS02360	23.202569254653625	34.04698314758913	154.25178881708095
SC_RS02365	1.7345358928889223	4.0590445298460835	27.68783620759171
SC_RS02370	5.255080034974094	5.212737535902497	7.803944346164072
SC_RS02375	16.32992920107566	58.298766768525304	45.6250067470717
SC_RS02380	37.89331562917398	244.1387882685474	289.0153678656218
SC_RS02385	0.9833502082219548	0.40885778344638946	28.03542931258549
SC_RS02390	6.70776627301581	23.794095249349844	60.798010140829504
SC_RS02405	11.307013689656554	42.1181516266031	98.87115425057614
SC_RS02410	17.71031771341476	12.151173825933691	30.809606120644077
SC_RS02415	5.880265666395406	6.401205094079681	42.74673940392445
SC_RS02420	2.8737357027124277	4.295627349938568	43.063652657434154
SC_RS02425	17.692269355493544	17.01023443640037	24.321883285200876
SC_RS02430	8.249011369666247	4.876760096738862	16.942484213873556
SC_RS02435	3.9225894289121035	3.875178049118589	23.034095375537788
SC_RS02440	19.823843552499614	32.25999556655127	54.078905360653444
SC_RS02445	28.421995320005895	69.99416223033441	74.70057897659875
SC_RS02450	27.068679344548617	38.34538722638508	52.543802819666006
SC_RS02455	40.54569821230714	162.06973370584302	103.289681359839
SC_RS02460	2.5105641432019987	8.669930802846686	15.307783638650037
SC_RS02475	100.46895928792513	197.9677000809968	168.29783260762775
SC_RS02480	67.81991228974952	174.98035330158976	107.17631160643838
SC_RS02490	56.01005051800203	53.20947360783678	53.75920070487452
SC_RS02495	57.51349972767999	73.73603782965672	55.68904418245475
SC_RS02500	88.30057824704146	45.69570032969208	68.95901210248084
SC_RS02505	58.64947977980883	36.961461670106814	51.86439429204052
SC_RS02510	3.2369072622228567	3.8138892222094247	33.473759511039404
SC_RS02515	7.986997297755365	51.927407189275236	61.69438380969245
SC_RS02520	14.760267088748895	96.55173406613346	53.33186402776855
SC_RS02525	2.329871975954339	7.700658788701603	24.201119837871033
SC_RS02530	20.059227833749276	95.22489937532751	83.05908176497715
SC_RS02535	2.8985782683585373	9.604428264870998	47.1911990037957
SC_RS02540	0.5953360830654166	2.111373502827907	27.528153989560586
SC_RS02545	26.079879407396273	23.928264420541762	36.440749571165725
SC_RS02550	60.14139443750258	80.25982057755473	51.22145335256379
SC_RS02555	8.532648249528563	8.965337931202757	41.40948776770025
SC_RS02560	165.01193845724362	780.0884359086234	183.42750023120578
SC_RS02565	12.026562600952516	51.3929527221811	46.01049796361674
SC_RS02570	7.0601264285505225	47.038813274190744	59.391909966389115
SC_RS02575	1.8655429288443637	19.55062972759243	41.9709242502651
SC_RS02580	5.12729275671333	23.808705796552847	81.22373888272118
SC_RS02585	6.227618839220333	12.53931309327848	71.55988990087891
SC_RS02590	4.466453155670193	9.254082579476396	63.150017355229764
SC_RS02595	3.8588731359494917	6.693280982394535	74.76827156807448
SC_RS02600	24.630412927049235	88.04463901770087	299.79889254755324
SC_RS02605	19.341908893689027	64.56944614166608	329.6004161982455
SC_RS02610	4.957411993441386	13.23445100635293	15.77736578224993
SC_RS02615	25.938060967465116	998.723873063037	73.65309237031907
SC_RS02620	6.5004443151069315	8100.133586268751	187.0946189360021
SC_RS02625	77.661286420038	201.5657949084551	396.62629019396843
SC_RS02630	1.815857797552145	2.111373502827907	32.12107041216979
SC_RS02635	10.290239483048484	42.594648506829294	69.60861629186235
SC_RS02640	28.32083783240635	134.397995888729	112.55756381381218
SC_RS02645	35.80820680576545	143.75456202634575	98.48184111429237
SC_RS02650	6.419122410443709	10.057187599166168	46.80557249966024
SC_RS02660	10.497561440957362	10.159601248066735	77.23954206186626
SC_RS02665	13.59622471327928	23.417235289166843	171.4512333867784
SC_RS02670	91.63006156412385	99.77529363357482	125.80459557762534
SC_RS02680	29.665572375123624	13.540895140898753	39.82248017591865
SC_RS02685	24.882413033540544	16.805961649783075	30.62257074692152
SC_RS02690	101.28564849056981	86.18175206255084	74.0553221421599
SC_RS02695	23.165128060016695	12.99207242757365	13.53183464243626
SC_RS02700	72.66034840890586	34.79737182791392	37.699278294427764
SC_RS02705	36.0241982502994	16.45839269324585	15.679393345223119
SC_RS02710	143.35374600305002	49.12724604324351	82.42947718362946
SC_RS02715	20.342864713611593	4.251725799089788	23.35257444004044
SC_RS02720	20.319809372980593	10.112680667388538	72.66854113631997
SC_RS02725	26.5190111965246	28.55709248078659	56.13726583915413
SC_RS02730	21.987054522876686	38.596892803892374	42.9192128282417
SC_RS02735	84.5252569869909	190.769740237098	104.6097149319791
SC_RS02740	15.215571956898263	15.16473475731072	66.38921416149984
SC_RS02745	11.25053435063944	11.117281744838227	59.50709060918052
SC_RS02750	4.220257470444812	29.39497205259713	63.3813395137463
SC_RS02755	5.12729275671333	375.0010546058422	2017.9775235374957
SC_RS02760	8.961323327016713	25.271619666012466	131.22388704097915
SC_RS02765	10.02599543990189	28.168398702257964	144.10868824901905
SC_RS02770	10.409002582348641	29.12941043907067	77.14674256512538
SC_RS02775	20.332053309635878	159.2954624141761	637.6354878419256
SC_RS02780	18.213520487841237	1865.621839487465	11872.069588365091
SC_RS02785	15.674096582742306	1517.9094558703048	5084.319257231059
SC_RS02790	11.67742220311248	1002.0099496540005	2936.086020486701
SC_RS02795	21.751315549291476	191.57926543589815	353.48161444376774
SC_RS02800	37.21487041643023	524.7067692115901	2991.2866613633246
SC_RS02805	1.6690323749112015	546.0627104269162	3932.692250147442
SC_RS02810	4.377894297061472	56.25843351175817	163.49299455331487
SC_RS02815	24.34355628949224	119.5747920282967	411.7993906610964
SC_RS02820	12.10788450561574	629.2433965430502	3190.327266371137
SC_RS02825	13.257895719414961	3.5218133338945696	16.085504823019004
SC_RS02830	0.2976680415327083	1.7638045462906822	24.506807696087566
SC_RS02835	4.962418976151172	468.82457123959125	3779.260929062008
SC_RS02840	32.785858455396976	23.104753094962188	96.23495495245028
SC_RS02845	6.162115321242612	1410.3279231947386	4873.811791327778
SC_RS02850	6.062745058658175	268.96549001195456	1255.7368134637306
SC_RS02855	6.464790345485106	891.4872511995998	5537.196996965943
SC_RS02860	0.3880141251565383	4.692893616011368	52.85160164071841
SC_RS02865	1.0240111605535662	0	20.75645386083753
SC_RS02870	2.526382529887501	4.289831591251773	70.05017469865696
SC_RS02875	399.6353052327783	177.8467323118218	103.51870734003239
SC_RS02880	347.6073508924974	138.502227556462	112.30039452438086
SC_RS02885	116.38047777524999	34.70377296752956	56.85416261407838
SC_RS02890	168.41565282934374	55.98620941814928	61.83325069266598
SC_RS02895	142.1587599987478	170.76166861182946	93.23041100197057
SC_RS02900	46.97384480171145	72.89396029640932	47.69004033379665
SC_RS02905	388.62273982695984	188.93742987263187	99.03083646860726
SC_RS02910	1058.445715410784	494.76318358359106	160.5814608885406
SC_RS02915	2960.403354405385	1439.4444636956816	319.48078893527713
SC_RS02920	930.5056767991479	347.1375389870711	599.7801923896191
SC_RS02925	517.8263996646856	211.8818816410653	323.3981785362159
SC_RS02930	135.59916362716743	181.20848662015965	233.2666012910847
SC_RS02935	35.82446793867156	191.66453828264855	332.0522300897223
SC_RS02940	22.392674259733834	418.61085659436685	1035.188267906817
SC_RS02945	6.581766219770154	679.0938599981537	2403.7124613180995
SC_RS02950	13.105265875508087	1414.075750473184	6633.23004504755
SC_RS02955	4.7659084222180095	1171.8248313736265	5363.543005779165
SC_RS02960	16.37961433236788	34.38271828578073	74.75806683193133
SC_RS02965	189.5621816105213	1448.3357755140432	1794.8800375903602
SC_RS02970	37.96283634340253	3053.6479092029067	7198.4885340729
SC_RS02975	2.693043535464768	9.286392612951587	57.48900978024783
SC_RS02980	0.6608396010431373	30.195300343429526	123.43374470193172
SC_RS02985	12.58624471439611	647.087588053845	3320.0449100515966
SC_RS02990	3.1714037442451364	664.0147718611686	3432.7045474366164
SC_RS02995	3.3290405708617956	228.13440375044394	878.5558216284751
SC_RS03000	4.673775113579071	87.75842879731258	201.02042007664244
SC_RS03005	8.289672321997859	174.84896085925521	317.7200783264208
SC_RS03010	6.020296881311455	814.7959264085839	1877.0510940290378
SC_RS03015	9.519218215445195	226.7081744405668	445.93926241120954
SC_RS03020	6.162115321242612	391.967317582154	1614.9745672256404
SC_RS03025	33.329722182155066	3701.3042009753503	6036.386904947581
SC_RS03030	10.268971367432593	874.8592661352412	843.9909534506376
SC_RS03035	2.5760676611797195	197.0977569496213	175.87631403183286
SC_RS03040	2.8755229277275367	262.67950993488563	204.0838069044831
SC_RS03045	5.6322827561549165	86.92016710605047	81.54684573566685
SC_RS03050	4.8155935535102286	30.01667511020499	61.059001349999576
SC_RS03055	552.6107714176676	466.53703702218445	193.01840417843107
SC_RS03060	342.6922409721027	137.9347319800384	807.705125803893
SC_RS03065	268.3464067074767	59.908308047946065	70.3255130667866
