sample_id	condition	act_score	red_score	cda_score	cpk_score
M145_1_1	M145_1	62.201383465240745	70.96702428796976	58.34351103535041	53.18193524580844
M145_1_2	M145_1	67.88483489670526	60.79475860975397	55.96133720070172	50.708595981395106
M145_1_3	M145_1	65.79816754425275	63.93097710191121	55.723457374923	52.35236680456508
M145_2_1	M145_2	96.11874799930574	756.6842504910543	3416.6507317035125	9975.644397474061
M145_2_3	M145_2	103.21855127351486	670.4076960665496	3606.318343058573	10018.61857753483
M145_2_4	M145_2	96.23731755145633	617.6264510073781	2902.688824656377	8401.01034285023
M145_3_2	M145_3	7167.627294126497	751.697659167253	2466.573266878163	4889.706087702688
M145_3_3	M145_3	13628.411594039831	1333.158597205824	4146.7467746595175	8887.641240216453
M145_3_4	M145_3	7675.640659683789	811.7197838299418	2641.6070856208544	4653.825204634912
