occ2k	LFC_T2vsT1	region
0.0	-0.3250783191782771	0
87.97	0.0046734007564002	0
0.0	5.7894075874883155	0
0.0	0.9068138863503556	0
0.0	-2.7544997178641037	0
0.0	0.4474250518695102	0
192.89999999999998	-0.1421209952369547	0
88.52	0.4452361334056296	0
93.49	-0.8165490271218628	0
0.0	-0.4024683776859474	0
0.0	-0.1133721036123431	0
0.0	1.414256440559752	0
178.6	-2.09236783247235	0
0.0	0.06213466260675	0
73.81	-2.517783591869875	0
0.0	0.676826755060682	0
0.0	0.5913396103599787	0
0.0	1.9490638454787417	0
0.0	2.008928172406285	0
96.45	0.1908091448740959	0
96.45	-0.4666273921675268	0
0.0	1.0082006305029243	0
0.0	-0.8371667364894995	0
86.79	0.7506201439849568	0
0.0	0.0725119067724222	0
0.0	-1.7270404444147904	0
0.0	3.9036777829881735	0
0.0	0.6703361507363853	0
86.71	0.5110354174030197	0
358.8	-0.3674104959367556	0
167.53	-0.6153593086812125	0
64.17	-1.211004006853036	0
0.0	-0.0170191284022702	0
0.0	0.7862765361985048	0
0.0	0.9232644917721738	0
81.67	-1.4893617865455608	0
0.0	0.9356096161154416	0
0.0	0.9014871711366856	0
0.0	2.3469696303850047	0
0.0	-1.0420876988926229	0
0.0	-2.0577519682056615	0
0.0	0.2104454084155884	0
0.0	1.347758125877864	0
0.0	1.311935440800626	0
0.0	-0.43298887693353	0
100.0	0.6158869060395805	0
0.0	-0.2016202406480434	0
0.0	0.2558767649747333	0
0.0	-0.9135029363219064	0
0.0	2.804243895494719	0
0.0	3.763122204121846	0
0.0	7.177587903839435	0
0.0	5.710584198462153	0
0.0	4.557470549862644	0
0.0	-1.2820807712754514	0
0.0	-1.4114119775299854	0
81.03	-1.2520710421838035	0
0.0	-0.4090762493099477	0
0.0	5.1259940145436715	0
0.0	1.0792987194838373	0
86.82	0.6882335861624186	0
183.79	-0.0498283263326837	0
96.97	0.2530909439226394	0
0.0	0.0394585311963026	0
0.0	-1.3836987195094357	0
0.0	1.1673494768195165	0
90.2	0.7864881031547749	0
90.2	0.0219411886218485	0
0.0	1.425234745616793	0
94.44	0.3197082326349006	0
0.0	0.8374189701880895	0
0.0	1.384360594100357	0
0.0	1.197361415829145	0
0.0	1.762641305992856	0
0.0	0.0589953876424857	0
0.0	-0.4653157464738689	0
0.0	2.210801116633274	0
75.35	-0.1673996150422449	0
0.0	0.2138501868067133	0
96.25	1.4496047332368664	1
190.35	-0.7694022913550511	1
0.0	0.2834525578409987	1
96.3	0.522674323412158	1
96.3	-0.1221266795356101	1
0.0	-1.073084692332902	1
0.0	-1.350614580826074	1
83.65	-1.1664627037141515	1
83.65	-0.3083850799407891	1
0.0	-0.9534212333834048	1
0.0	-1.5315166238060172	1
0.0	-0.5533563890819022	1
0.0	-1.0135235371057882	1
0.0	0.9030102954884232	1
91.85	3.597235720521963	1
0.0	-0.7833950398285775	1
0.0	2.2719031783507027	1
0.0	1.0418397945969575	1
0.0	0.8239283223872396	1
0.0	1.0485319674132163	1
0.0	-1.402405765129275	1
80.48	6.6041010227398775	1
0.0	-0.3728500058188969	1
0.0	0.7773806863872553	1
86.67	-0.9036534921614368	1
0.0	0.2261375268687284	1
0.0	-1.165932932805556	1
0.0	1.6461369304958555	1
95.56	-0.029565549918643	1
0.0	0.6383356324867904	1
0.0	-0.0668987798341696	1
0.0	1.4030503736226552	1
97.62	-0.6306052173283383	1
0.0	0.6993129590527637	1
0.0	0.6678309138081808	1
0.0	-0.2988871657424283	1
0.0	7.13170172096867	1
82.5	-1.63249377529844	1
0.0	-1.9609192542915552	1
81.51	-1.5963457322971308	1
78.41	2.168987976181465	1
0.0	3.930618153497073	1
94.34	1.707778190631277	1
161.84	1.8920477179822155	1
253.01	1.333894111365043	1
0.0	1.1299856888569575	1
100.0	1.7514473298886375	1
0.0	0.6141103560844645	1
95.0	0.3025027446595897	1
95.0	-2.5425777989933764	1
95.0	-0.936880032066294	1
0.0	0.0741572074268414	1
0.0	1.833668978207916	1
0.0	5.04399090452598	1
0.0	1.2351768680285735	1
0.0	0.3961444797788856	1
0.0	0.794457325211013	1
0.0	0.8445842065296982	1
0.0	-0.4187259940548057	1
0.0	-0.5650832389062417	1
0.0	0.0201303945005177	1
0.0	-0.361839811126796	1
0.0	-1.2597213517249928	1
