metric	observed	perm_mean	perm_sd	z_score	empirical_p	n_permutations	window_kb
mean_absLFC_T3	1.5789489096421354	1.8262966197433297	0.0963201024156103	-2.56797598733769	0.996003996003996	1000	20
concordance_rate	0.491267588304849	0.6015276215033883	0.027673867395605303	-3.984265430716379	0.999000999000999	1000	20
DEG_rate_T3	0.7922379508358613	0.7466676426633132	0.022081885801876318	2.0636963971924898	0.012987012987012988	1000	20
