site_type	timepoint	gene_category	bin_center_bp	density_per_kb_per_gene	ci_low	ci_high	n_genes	n_sites
All_methylation	T1	all	3900.0	0.4464732366183091	0.4133316658329165	0.48150637818909453	7996	3918
All_methylation	T1	all	4100.0	0.4489744872436218	0.41270635317658827	0.48586793396698347	7996	3918
All_methylation	T1	all	4300.0	0.4483491745872936	0.41270635317658827	0.4858991995997998	7996	3918
All_methylation	T1	all	4500.0	0.42021010505252626	0.385802276138069	0.4589794897448724	7996	3918
All_methylation	T1	all	4700.0	0.46210605302651325	0.42394634817408705	0.503376688344172	7996	3918
All_methylation	T1	all	4900.0	0.4608554277138569	0.4226957228614307	0.4990151325662831	7996	3918
All_methylation	T1	regulatory	-4900.0	0.3388189738625363	0.25157308809293316	0.42594385285575986	1033	3918
All_methylation	T1	regulatory	-4700.0	0.43078412391093895	0.3388189738625363	0.5324298160696999	1033	3918
All_methylation	T1	regulatory	-4500.0	0.4017424975798644	0.30977734753146174	0.5082284607938043	1033	3918
All_methylation	T1	regulatory	-4300.0	0.35333978702807356	0.271055179090029	0.44046466602129714	1033	3918
All_methylation	T1	regulatory	-4100.0	0.4453049370764762	0.34849951597289447	0.5469506292352371	1033	3918
All_methylation	T1	regulatory	-3900.0	0.47918683446272986	0.37270087124878987	0.5856727976766698	1033	3918
All_methylation	T1	regulatory	-3700.0	0.5033881897386253	0.4017424975798644	0.6098741529525653	1033	3918
All_methylation	T1	regulatory	-3500.0	0.37270087124878987	0.2952565343659245	0.4646660212971926	1033	3918
All_methylation	T1	regulatory	-3300.0	0.4501452081316553	0.35818005808325265	0.5469506292352371	1033	3918
All_methylation	T1	regulatory	-3100.0	0.43078412391093895	0.3290174249757986	0.542110358180058	1033	3918
All_methylation	T1	regulatory	-2900.0	0.43078412391093895	0.3338576960309777	0.5372700871248789	1033	3918
All_methylation	T1	regulatory	-2700.0	0.38722168441432714	0.30009680542110356	0.48402710551790895	1033	3918
All_methylation	T1	regulatory	-2500.0	0.49370764762826713	0.39206195546950623	0.6050338818973862	1033	3918
All_methylation	T1	regulatory	-2300.0	0.3678606001936108	0.2807357212003872	0.4598257502420135	1033	3918
All_methylation	T1	regulatory	-2100.0	0.4646660212971926	0.3630203291384317	0.590513068731849	1033	3918
All_methylation	T1	regulatory	-1900.0	0.44046466602129714	0.3436592449177154	0.5372700871248789	1033	3918
All_methylation	T1	regulatory	-1700.0	0.4162633107454017	0.324298160696999	0.5179090029041625	1033	3918
All_methylation	T1	regulatory	-1500.0	0.4695062923523717	0.37257986447241037	0.5663117134559534	1033	3918
All_methylation	T1	regulatory	-1300.0	0.39206195546950623	0.30493707647628265	0.49370764762826713	1033	3918
All_methylation	T1	regulatory	-1100.0	0.42594385285575986	0.3241771539206195	0.5469506292352371	1033	3918
All_methylation	T1	regulatory	-900.0	0.37270087124878987	0.2758954501452081	0.48886737657308804	1033	3918
All_methylation	T1	regulatory	-700.0	0.4017424975798644	0.3194578896418199	0.4985479186834462	1033	3918
All_methylation	T1	regulatory	-500.0	0.3969022265246853	0.30493707647628265	0.49370764762826713	1033	3918
All_methylation	T1	regulatory	-300.0	0.3969022265246853	0.30977734753146174	0.48886737657308804	1033	3918
All_methylation	T1	regulatory	-100.0	0.3969022265246853	0.30493707647628265	0.4985479186834462	1033	3918
All_methylation	T1	regulatory	100.0	0.34849951597289447	0.26621490803484993	0.43078412391093895	1033	3918
All_methylation	T1	regulatory	300.0	0.25653436592449175	0.18877057115198448	0.3339787028073572	1033	3918
All_methylation	T1	regulatory	500.0	0.34849951597289447	0.26621490803484993	0.42606485963213925	1033	3918
All_methylation	T1	regulatory	700.0	0.43562439496611804	0.3388189738625363	0.5324298160696999	1033	3918
All_methylation	T1	regulatory	900.0	0.4695062923523717	0.3677395934172313	0.5711519845111326	1033	3918
All_methylation	T1	regulatory	1100.0	0.37270087124878987	0.2904162633107454	0.4598257502420135	1033	3918
All_methylation	T1	regulatory	1300.0	0.47918683446272986	0.38238141335914805	0.5759922555663116	1033	3918
All_methylation	T1	regulatory	1500.0	0.3678606001936108	0.2807357212003872	0.4501452081316553	1033	3918
All_methylation	T1	regulatory	1700.0	0.48402710551790895	0.3678606001936108	0.6098741529525653	1033	3918
All_methylation	T1	regulatory	1900.0	0.37270087124878987	0.2855759922555663	0.464787028073572	1033	3918
All_methylation	T1	regulatory	2100.0	0.5179090029041625	0.4162633107454017	0.6292352371732817	1033	3918
All_methylation	T1	regulatory	2300.0	0.4453049370764762	0.34849951597289447	0.5470716360116165	1033	3918
All_methylation	T1	regulatory	2500.0	0.542110358180058	0.43078412391093895	0.6679574056147144	1033	3918
All_methylation	T1	regulatory	2700.0	0.42594385285575986	0.3339787028073572	0.5372700871248789	1033	3918
All_methylation	T1	regulatory	2900.0	0.43562439496611804	0.3435382381413359	0.5517909002904162	1033	3918
All_methylation	T1	regulatory	3100.0	0.43562439496611804	0.3388189738625363	0.5372700871248789	1033	3918
All_methylation	T1	regulatory	3300.0	0.4114230396902226	0.31449661181026134	0.5130687318489835	1033	3918
All_methylation	T1	regulatory	3500.0	0.4598257502420135	0.3678606001936108	0.5566311713455953	1033	3918
All_methylation	T1	regulatory	3700.0	0.4646660212971926	0.35818005808325265	0.590513068731849	1033	3918
All_methylation	T1	regulatory	3900.0	0.4549854791868344	0.35333978702807356	0.5566311713455953	1033	3918
All_methylation	T1	regulatory	4100.0	0.5033881897386253	0.39206195546950623	0.6148354307841237	1033	3918
All_methylation	T1	regulatory	4300.0	0.4162633107454017	0.324298160696999	0.5131897386253629	1033	3918
All_methylation	T1	regulatory	4500.0	0.4985479186834462	0.38722168441432714	0.6292352371732817	1033	3918
All_methylation	T1	regulatory	4700.0	0.37270087124878987	0.2855759922555663	0.4646660212971926	1033	3918
All_methylation	T1	regulatory	4900.0	0.4162633107454017	0.3291384317521781	0.5082284607938043	1033	3918
All_methylation	T1	non_regulatory	-4900.0	0.46675283642108284	0.4243860404997845	0.5091375843745511	6963	3918
All_methylation	T1	non_regulatory	-4700.0	0.4401838288094212	0.4013894872899612	0.47969625161568286	6963	3918
All_methylation	T1	non_regulatory	-4500.0	0.4207956340657762	0.38560965101249456	0.45885394226626447	6963	3918
All_methylation	T1	non_regulatory	-4300.0	0.4480827229642395	0.40930633347694956	0.4847228206232945	6963	3918
All_methylation	T1	non_regulatory	-4100.0	0.4401838288094212	0.39853511417492454	0.4818325434439178	6963	3918
All_methylation	T1	non_regulatory	-3900.0	0.43874766623581785	0.3985171621427545	0.4782600890420795	6963	3918
All_methylation	T1	non_regulatory	-3700.0	0.42654028436018954	0.38632773229929623	0.46389846330604617	6963	3918
All_methylation	T1	non_regulatory	-3500.0	0.4502369668246445	0.40930633347694956	0.48685911245152946	6963	3918
All_methylation	T1	non_regulatory	-3300.0	0.4272583656469912	0.3892000574465029	0.4653346258796495	6963	3918
All_methylation	T1	non_regulatory	-3100.0	0.4574177796926612	0.41934151946000287	0.4947759586385178	6963	3918
All_methylation	T1	non_regulatory	-2900.0	0.3999712767485279	0.3626310498348413	0.4365934223754129	6963	3918
All_methylation	T1	non_regulatory	-2700.0	0.44305615395662784	0.40284360189573454	0.4818325434439178	6963	3918
All_methylation	T1	non_regulatory	-2500.0	0.43084877208099953	0.3949447077409162	0.46892503231365784	6963	3918
All_methylation	T1	non_regulatory	-2300.0	0.46818899899468613	0.4265223323280195	0.5113277322992962	6963	3918
All_methylation	T1	non_regulatory	-2100.0	0.4021255206089329	0.36692158552348125	0.43802958494901617	6963	3918
All_methylation	T1	non_regulatory	-1900.0	0.5026569007611661	0.46172626741347117	0.5443235674278327	6963	3918
All_methylation	T1	non_regulatory	-1700.0	0.43443917851500785	0.3977990808559529	0.46966106563262955	6963	3918
All_methylation	T1	non_regulatory	-1500.0	0.43802958494901617	0.40068935803532957	0.4760878931495045	6963	3918
All_methylation	T1	non_regulatory	-1300.0	0.4251041217865862	0.3863097802671262	0.46675283642108284	6963	3918
All_methylation	T1	non_regulatory	-1100.0	0.45957202355306614	0.42151371535257787	0.49978457561395945	6963	3918
All_methylation	T1	non_regulatory	-900.0	0.44521039781703287	0.4035616831825362	0.48757719373833114	6963	3918
All_methylation	T1	non_regulatory	-700.0	0.4294126095073962	0.3913543013069079	0.46818899899468613	6963	3918
All_methylation	T1	non_regulatory	-500.0	0.40499784575613956	0.3683757001292546	0.4416199913830245	6963	3918
All_methylation	T1	non_regulatory	-300.0	0.43084877208099953	0.3927725118483412	0.47034324285509116	6963	3918
All_methylation	T1	non_regulatory	-100.0	0.4021255206089329	0.36981186270285793	0.4351572598018095	6963	3918
All_methylation	T1	non_regulatory	100.0	0.4107424960505529	0.3755565129972713	0.4502369668246445	6963	3918
All_methylation	T1	non_regulatory	300.0	0.4739336492890995	0.4373115036622145	0.5163183972425678	6963	3918
All_methylation	T1	non_regulatory	500.0	0.4330030159414045	0.3978170328881229	0.47107927617406287	6963	3918
All_methylation	T1	non_regulatory	700.0	0.4559816171190578	0.4157690650581645	0.49693020249892284	6963	3918
All_methylation	T1	non_regulatory	900.0	0.45957202355306614	0.4207956340657762	0.5012207381875627	6963	3918
All_methylation	T1	non_regulatory	1100.0	0.4782421370099095	0.4373115036622145	0.5192086744219445	6963	3918
All_methylation	T1	non_regulatory	1300.0	0.45382737325865286	0.4150509837713629	0.4940399253195461	6963	3918
All_methylation	T1	non_regulatory	1500.0	0.46244434870027284	0.4243680884676145	0.5005026569007611	6963	3918
All_methylation	T1	non_regulatory	1700.0	0.46316242998707446	0.42508616975441615	0.5012207381875627	6963	3918
All_methylation	T1	non_regulatory	1900.0	0.4488008042510412	0.40715208961654453	0.4861589831968978	6963	3918
All_methylation	T1	non_regulatory	2100.0	0.4488008042510412	0.4114605773373545	0.4897314375987361	6963	3918
All_methylation	T1	non_regulatory	2300.0	0.4114605773373545	0.37771075685767624	0.4502369668246445	6963	3918
All_methylation	T1	non_regulatory	2500.0	0.4401838288094212	0.39995332471635786	0.4782600890420795	6963	3918
All_methylation	T1	non_regulatory	2700.0	0.4437742352434295	0.4035437311503662	0.4868770644836995	6963	3918
All_methylation	T1	non_regulatory	2900.0	0.4330030159414045	0.3963808703145196	0.4703611948872612	6963	3918
All_methylation	T1	non_regulatory	3100.0	0.4279764469337929	0.3920723825937096	0.46675283642108284	6963	3918
All_methylation	T1	non_regulatory	3300.0	0.4602901048398678	0.4229319258940112	0.5040930633347694	6963	3918
All_methylation	T1	non_regulatory	3500.0	0.4236679592129829	0.38632773229929623	0.46172626741347117	6963	3918
All_methylation	T1	non_regulatory	3700.0	0.4322849346546029	0.39279046388051125	0.47034324285509116	6963	3918
All_methylation	T1	non_regulatory	3900.0	0.44521039781703287	0.40711618555220447	0.48113241418928615	6963	3918
All_methylation	T1	non_regulatory	4100.0	0.44090191009622287	0.40426181243716786	0.4811144621571161	6963	3918
All_methylation	T1	non_regulatory	4300.0	0.4531092919718512	0.41361482119775955	0.49262171477811284	6963	3918
All_methylation	T1	non_regulatory	4500.0	0.4085882521901479	0.3705299439896596	0.4423560247019962	6963	3918
All_methylation	T1	non_regulatory	4700.0	0.47536981186270283	0.43443917851500785	0.5156182679879362	6963	3918
All_methylation	T1	non_regulatory	4900.0	0.46747091770788446	0.4265223323280195	0.5091375843745511	6963	3918
All_methylation	T2	all	-4900.0	0.5433966983491746	0.5058466733366683	0.5846829664832416	7996	4566
All_methylation	T2	all	-4700.0	0.5190095047523762	0.4783485492746373	0.560280140070035	7996	4566
All_methylation	T2	all	-4500.0	0.5077538769384692	0.47084479739869933	0.5465232616308154	7996	4566
All_methylation	T2	all	-4300.0	0.5271385692846423	0.48772823911955976	0.5659079539769885	7996	4566
All_methylation	T2	all	-4100.0	0.5283891945972986	0.4871029264632316	0.5702851425712856	7996	4566
All_methylation	T2	all	-3900.0	0.507128564282141	0.4664832416208104	0.5459292146073036	7996	4566
All_methylation	T2	all	-3700.0	0.5115057528764382	0.473346048024012	0.5502751375687843	7996	4566
All_methylation	T2	all	-3500.0	0.5346423211605803	0.4958729364682341	0.5734273386693346	7996	4566
All_methylation	T2	all	-3300.0	0.5102551275637819	0.4733616808404202	0.5477895197598799	7996	4566
All_methylation	T2	all	-3100.0	0.5352676338169085	0.4989994997498749	0.5759129564782391	7996	4566
All_methylation	T2	all	-2900.0	0.5058779389694847	0.46898449224612304	0.5471485742871436	7996	4566
All_methylation	T2	all	-2700.0	0.4921210605302651	0.4520854177088544	0.5296554527263632	7996	4566
All_methylation	T2	all	-2500.0	0.5559029514757379	0.5165082541270635	0.5921710855427713	7996	4566
All_methylation	T2	all	-2300.0	0.5571535767883942	0.5121310655327663	0.601566408204102	7996	4566
All_methylation	T2	all	-2100.0	0.49149574787393696	0.45085042521260627	0.5327663831915957	7996	4566
All_methylation	T2	all	-1900.0	0.5852926463231616	0.5440063781890946	0.6290801650825412	7996	4566
All_methylation	T2	all	-1700.0	0.529639819909955	0.4921210605302651	0.5709104552276137	7996	4566
All_methylation	T2	all	-1500.0	0.5408954477238619	0.503986368184092	0.5821817158579289	7996	4566
All_methylation	T2	all	-1300.0	0.5102551275637819	0.47333041520760377	0.5477895197598799	7996	4566
All_methylation	T2	all	-1100.0	0.522136068034017	0.4864932466233116	0.5602957728864432	7996	4566
All_methylation	T2	all	-900.0	0.5133816908454227	0.4714701100550275	0.5515413956978489	7996	4566
All_methylation	T2	all	-700.0	0.5015007503751876	0.4646073036518259	0.5427870185092546	7996	4566
All_methylation	T2	all	-500.0	0.4883691845922961	0.4502094797398699	0.528420460230115	7996	4566
All_methylation	T2	all	-300.0	0.5140070035017509	0.4783485492746373	0.5515413956978489	7996	4566
All_methylation	T2	all	-100.0	0.45522761380690346	0.4170835417708854	0.4902451225612806	7996	4566
All_methylation	T2	all	100.0	0.49274637318659326	0.45458666833416705	0.5346423211605803	7996	4566
All_methylation	T2	all	300.0	0.5265132566283142	0.48460167583791897	0.567783891945973	7996	4566
All_methylation	T2	all	500.0	0.5040020010005002	0.46584229614807404	0.5415520260130064	7996	4566
All_methylation	T2	all	700.0	0.549024512256128	0.5065032516258129	0.5921710855427713	7996	4566
All_methylation	T2	all	900.0	0.5265132566283142	0.48961980990495246	0.5640476488244122	7996	4566
All_methylation	T2	all	1100.0	0.537768884442221	0.49649824912456225	0.5803057778889444	7996	4566
All_methylation	T2	all	1300.0	0.5502751375687843	0.5102551275637819	0.589075787893947	7996	4566
All_methylation	T2	all	1500.0	0.5277638819409705	0.4889632316158079	0.5665488994497248	7996	4566
All_methylation	T2	all	1700.0	0.5446473236618309	0.5040020010005002	0.583416708354177	7996	4566
All_methylation	T2	all	1900.0	0.5171335667833917	0.4827413706853427	0.5577788894447223	7996	4566
All_methylation	T2	all	2100.0	0.549024512256128	0.5089888694347174	0.5903420460230114	7996	4566
All_methylation	T2	all	2300.0	0.4958729364682341	0.4571035517758879	0.5365182591295647	7996	4566
All_methylation	T2	all	2500.0	0.5190095047523762	0.48084979989994997	0.5559029514757379	7996	4566
All_methylation	T2	all	2700.0	0.5096298149074537	0.4683591795897949	0.5477895197598799	7996	4566
All_methylation	T2	all	2900.0	0.5246373186593296	0.4852269884942471	0.563422336168084	7996	4566
All_methylation	T2	all	3100.0	0.5190095047523762	0.4814907453726863	0.5590295147573787	7996	4566
All_methylation	T2	all	3300.0	0.5271385692846423	0.4883691845922961	0.571535767883942	7996	4566
All_methylation	T2	all	3500.0	0.4996248124062031	0.4614807403701851	0.5383941970985493	7996	4566
All_methylation	T2	all	3700.0	0.5096298149074537	0.4683435467733867	0.552166708354177	7996	4566
All_methylation	T2	all	3900.0	0.5315157578789395	0.49274637318659326	0.5702851425712856	7996	4566
All_methylation	T2	all	4100.0	0.5402701350675337	0.5002501250625313	0.5803057778889444	7996	4566
All_methylation	T2	all	4300.0	0.5446473236618309	0.5021104302151076	0.5853395447723861	7996	4566
All_methylation	T2	all	4500.0	0.51088044022011	0.4752376188094047	0.5534017008504252	7996	4566
All_methylation	T2	all	4700.0	0.537768884442221	0.4977488744372186	0.579055152576288	7996	4566
All_methylation	T2	all	4900.0	0.537768884442221	0.4989994997498749	0.5827913956978489	7996	4566
All_methylation	T2	regulatory	-4900.0	0.4162633107454017	0.324298160696999	0.5277105517909001	1033	4566
All_methylation	T2	regulatory	-4700.0	0.47434656340755077	0.3678606001936108	0.5759922555663116	1033	4566
All_methylation	T2	regulatory	-4500.0	0.47918683446272986	0.37754114230396896	0.590513068731849	1033	4566
All_methylation	T2	regulatory	-4300.0	0.4646660212971926	0.35818005808325265	0.5614714424007744	1033	4566
All_methylation	T2	regulatory	-4100.0	0.5566311713455953	0.44046466602129714	0.6824782187802516	1033	4566
All_methylation	T2	regulatory	-3900.0	0.5275895450145207	0.4211035818005808	0.6390367860600192	1033	4566
All_methylation	T2	regulatory	-3700.0	0.5711519845111326	0.4646660212971926	0.6873184898354308	1033	4566
All_methylation	T2	regulatory	-3500.0	0.4695062923523717	0.37270087124878987	0.5759922555663116	1033	4566
All_methylation	T2	regulatory	-3300.0	0.5469506292352371	0.43562439496611804	0.6679574056147144	1033	4566
All_methylation	T2	regulatory	-3100.0	0.49370764762826713	0.38722168441432714	0.6147144240077443	1033	4566
All_methylation	T2	regulatory	-2900.0	0.5324298160696999	0.42594385285575986	0.6437560503388189	1033	4566
All_methylation	T2	regulatory	-2700.0	0.43562439496611804	0.3388189738625363	0.5372700871248789	1033	4566
All_methylation	T2	regulatory	-2500.0	0.5275895450145207	0.4209825750242013	0.6389157792836399	1033	4566
All_methylation	T2	regulatory	-2300.0	0.5130687318489835	0.4114230396902226	0.6195546950629235	1033	4566
All_methylation	T2	regulatory	-2100.0	0.5663117134559534	0.4501452081316553	0.6922797676669892	1033	4566
All_methylation	T2	regulatory	-1900.0	0.5130687318489835	0.4065827686350435	0.6243949661181025	1033	4566
All_methylation	T2	regulatory	-1700.0	0.5469506292352371	0.44046466602129714	0.6632381413359146	1033	4566
All_methylation	T2	regulatory	-1500.0	0.5663117134559534	0.4548644724104549	0.6776379477250726	1033	4566
All_methylation	T2	regulatory	-1300.0	0.5324298160696999	0.42594385285575986	0.6582768635043562	1033	4566
All_methylation	T2	regulatory	-1100.0	0.5130687318489835	0.4065827686350435	0.6195546950629235	1033	4566
All_methylation	T2	regulatory	-900.0	0.48886737657308804	0.37754114230396896	0.6051548886737655	1033	4566
All_methylation	T2	regulatory	-700.0	0.4695062923523717	0.37270087124878987	0.5759922555663116	1033	4566
All_methylation	T2	regulatory	-500.0	0.5082284607938043	0.4065827686350435	0.6147144240077443	1033	4566
All_methylation	T2	regulatory	-300.0	0.49370764762826713	0.39206195546950623	0.6001936108422071	1033	4566
All_methylation	T2	regulatory	-100.0	0.43078412391093895	0.3291384317521781	0.5275895450145207	1033	4566
All_methylation	T2	regulatory	100.0	0.4501452081316553	0.35333978702807356	0.5519119070667956	1033	4566
All_methylation	T2	regulatory	300.0	0.3388189738625363	0.26125363020329134	0.4211035818005808	1033	4566
All_methylation	T2	regulatory	500.0	0.4453049370764762	0.3339787028073572	0.5566311713455953	1033	4566
All_methylation	T2	regulatory	700.0	0.4453049370764762	0.3436592449177154	0.5517909002904162	1033	4566
All_methylation	T2	regulatory	900.0	0.5469506292352371	0.43562439496611804	0.6727976766698934	1033	4566
All_methylation	T2	regulatory	1100.0	0.4695062923523717	0.37270087124878987	0.571272991287512	1033	4566
All_methylation	T2	regulatory	1300.0	0.595353339787028	0.47434656340755077	0.7115198451113262	1033	4566
All_methylation	T2	regulatory	1500.0	0.4065827686350435	0.30977734753146174	0.5033881897386253	1033	4566
All_methylation	T2	regulatory	1700.0	0.5469506292352371	0.43078412391093895	0.6727976766698934	1033	4566
All_methylation	T2	regulatory	1900.0	0.47434656340755077	0.37270087124878987	0.5809535333978701	1033	4566
All_methylation	T2	regulatory	2100.0	0.5082284607938043	0.4017424975798644	0.6243949661181025	1033	4566
All_methylation	T2	regulatory	2300.0	0.47918683446272986	0.38238141335914805	0.5856727976766698	1033	4566
All_methylation	T2	regulatory	2500.0	0.648596321393998	0.5274685382381412	0.7842449177153918	1033	4566
All_methylation	T2	regulatory	2700.0	0.5372700871248789	0.43550338818973855	0.6534365924491771	1033	4566
All_methylation	T2	regulatory	2900.0	0.5082284607938043	0.38710067763794764	0.6340755082284607	1033	4566
All_methylation	T2	regulatory	3100.0	0.4985479186834462	0.3969022265246853	0.5954743465634074	1033	4566
All_methylation	T2	regulatory	3300.0	0.4453049370764762	0.3436592449177154	0.5614714424007744	1033	4566
All_methylation	T2	regulatory	3500.0	0.5082284607938043	0.4017424975798644	0.6147144240077443	1033	4566
All_methylation	T2	regulatory	3700.0	0.5614714424007744	0.4453049370764762	0.7066795740561471	1033	4566
All_methylation	T2	regulatory	3900.0	0.5324298160696999	0.43066311713455946	0.6437560503388189	1033	4566
All_methylation	T2	regulatory	4100.0	0.590513068731849	0.47434656340755077	0.7163601161665053	1033	4566
All_methylation	T2	regulatory	4300.0	0.5324298160696999	0.4211035818005808	0.6438770571151983	1033	4566
All_methylation	T2	regulatory	4500.0	0.5856727976766698	0.4549854791868344	0.7260406582768634	1033	4566
All_methylation	T2	regulatory	4700.0	0.43562439496611804	0.3435382381413359	0.542110358180058	1033	4566
All_methylation	T2	regulatory	4900.0	0.48402710551790895	0.39206195546950623	0.5856727976766698	1033	4566
All_methylation	T2	non_regulatory	-4900.0	0.5622576475657044	0.5177366077840011	0.6075147206663793	6963	4566
All_methylation	T2	non_regulatory	-4700.0	0.5256355019388195	0.48326870601752114	0.5730288668677294	6963	4566
All_methylation	T2	non_regulatory	-4500.0	0.5119919574895878	0.46818899899468613	0.5529405428694527	6963	4566
All_methylation	T2	non_regulatory	-4300.0	0.5364067212408444	0.4926037627459428	0.5794915984489444	6963	4566
All_methylation	T2	non_regulatory	-4100.0	0.5241993393652161	0.48326870601752114	0.5651479247450811	6963	4566
All_methylation	T2	non_regulatory	-3900.0	0.5040930633347694	0.4653166738474795	0.5479139738618412	6963	4566
All_methylation	T2	non_regulatory	-3700.0	0.5026569007611661	0.4610081861266695	0.5450236966824644	6963	4566
All_methylation	T2	non_regulatory	-3500.0	0.5443056153956627	0.5026389487289961	0.5909808990377711	6963	4566
All_methylation	T2	non_regulatory	-3300.0	0.5048111446215711	0.4638625592417061	0.5471779405428694	6963	4566
All_methylation	T2	non_regulatory	-3100.0	0.5414332902484561	0.5019388194743645	0.5838000861697543	6963	4566
All_methylation	T2	non_regulatory	-2900.0	0.5019388194743645	0.46388051127387614	0.5414512422806261	6963	4566
All_methylation	T2	non_regulatory	-2700.0	0.5005026569007611	0.4610081861266695	0.5399971276748528	6963	4566
All_methylation	T2	non_regulatory	-2500.0	0.5601034037052994	0.5148642826367944	0.6075506247307194	6963	4566
All_methylation	T2	non_regulatory	-2300.0	0.5636938101393077	0.5213090621858394	0.6067786873474077	6963	4566
All_methylation	T2	non_regulatory	-2100.0	0.4803963808703145	0.44090191009622287	0.5198908516444061	6963	4566
All_methylation	T2	non_regulatory	-1900.0	0.5960074680453826	0.5514864282636794	0.644836995547896	6963	4566
All_methylation	T2	non_regulatory	-1700.0	0.5270716645124227	0.4854049978457561	0.5687203791469194	6963	4566
All_methylation	T2	non_regulatory	-1500.0	0.537124802527646	0.49547608789314945	0.5816637943415194	6963	4566
All_methylation	T2	non_regulatory	-1300.0	0.5069653884819761	0.46818899899468613	0.5522045095504811	6963	4566
