locus_tag	is_coordinated	coordination_primary	region	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1
SC_RS06370	False	non_coordinated	arm	4	4	0	1.8513213168351164
SC_RS06380	False	non_coordinated	arm	2	3	1	0.2939809405267505
SC_RS06395	False	non_coordinated	arm	1	1	0	0.7719533111121496
SC_RS06415	False	non_coordinated	arm	3	3	0	0.4854039204411557
SC_RS06430	False	non_coordinated	arm	3	2	-1	0.8034364456318976
SC_RS06435	False	non_coordinated	arm	3	4	1	0.007604094758719
SC_RS06460	False	non_coordinated	arm	1	2	1	
SC_RS06465	False	non_coordinated	arm	2	3	1	
SC_RS06575	False	non_coordinated	arm	0	1	1	0.105748774574396
SC_RS06585	False	non_coordinated	arm	0	1	1	1.031289671131722
SC_RS06650	False	non_coordinated	arm	0	0	0	0.1192077013375205
SC_RS06660	False	non_coordinated	arm	0	0	0	1.5069504137270713
SC_RS06715	False	non_coordinated	arm	2	3	1	-1.8426515587496184
SC_RS06810	False	non_coordinated	arm	0	0	0	-0.4677664194222722
SC_RS06865	False	non_coordinated	arm	2	2	0	-0.0997928656008628
SC_RS06885	False	non_coordinated	arm	0	0	0	3.3232589075481034
