gene_id	old_locus_tag	gene_name	product	regulator_name	regulator_type	known_name	is_known	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr	log2FC_3_vs_1	padj_3_vs_1	mean_rlog_1	mean_rlog_2	mean_rlog_3	delta_2_vs_1	delta_3_vs_2	delta_3_vs_1	phase_preference	abs_log2FC_3_vs_1	max_abs_corr	act_specificity	mid_mean_corr	is_SARP	SARP_subtype
SC_RS02745	SCO0159	NA	sigma-70 family RNA polymerase sigma factor	NA	NA	NA	FALSE	0.8496528117963785	0.6052712253010897	0.36263899828928386	0.1088504518284891	0.8496528117963785	0.6052712253010897	0.36263899828928386	0.1088504518284891	0	0.4816033718038103	2.3070355998995957	6.316777181439368e-9	3.6087778382323528	3.617359346770366	5.7130579352778925	0.00858150853801342	2.0956985885075263	2.10428009704554	late	2.3070355998995957	0.8496528117963785	0.24438158649528885	0.3589202251396209	FALSE	NA
SC_RS02915	SCO0193	NA	MerR family transcriptional regulator	NA	NA	NA	FALSE	-0.8466330987285055	-0.8062537927470897	-0.6431477582407508	-0.42455035777504807	0.8466330987285055	0.8062537927470897	0.6431477582407508	0.42455035777504807	0	0.6801462518728486	-3.202514365823254	1.0699550997815452e-70	11.488608134267722	10.478350856575654	8.353125908230671	-1.0102572776920675	-2.1252249483449823	-3.13548222603705	late	3.202514365823254	0.8466330987285055	0.0403793059814157	0.6246506362542962	FALSE	NA
SC_RS02920	SCO0194	NA	sigma-70 family RNA polymerase sigma factor	NA	NA	NA	FALSE	0.11451408279038412	-0.4935070031222962	-0.746732203110323	-0.8516181910461017	0.11451408279038412	0.4935070031222962	0.746732203110323	0.8516181910461017	0	0.5515928700172762	-0.6190824679940575	9.37465721801798e-4	9.8375026107236625	8.46116471753774	9.204611332930565	-1.376337893185923	0.7434466153928234	-0.6328912777930995	early_mid	0.6190824679940575	0.8516181910461017	-0.7371041082557176	0.6972857990929069	FALSE	NA
SC_RS02965	SCO0203	NA	two-component system sensor histidine kinase	NA	NA	NA	FALSE	0.5733551727138825	0.9438240900236162	0.9769357672774432	0.8996251158096958	0.5733551727138825	0.9438240900236162	0.9769357672774432	0.8996251158096958	2	0.8484350364561595	3.2104494409537523	1.2094940477281763e-39	7.638109179763557	10.472112578739797	10.711716868214513	2.834003398976238	0.23960428947471613	3.073607688450954	early_mid	3.2104494409537523	0.9769357672774432	-0.4035805945635608	0.9401283243702516	FALSE	NA
SC_RS02970	SCO0204	NA	response regulator	NA	NA	NA	FALSE	0.6125643727459487	0.9438553198240652	0.9585894047325464	0.8629066248061367	0.6125643727459487	0.9438553198240652	0.9585894047325464	0.8629066248061367	2	0.8444789305271743	7.534071763657279	6.397685195292337e-116	5.500935989058163	11.52191857835723	12.60775416144888	6.020982589299067	1.0858355830916508	7.106818172390718	early_mid	7.534071763657279	0.9585894047325464	-0.34602503198659773	0.921783783120916	FALSE	NA
SC_RS03000	SCO0211	NA	sensor histidine kinase	NA	NA	NA	FALSE	0.6644573252098804	0.9386264051115764	0.9293839157197316	0.8071714354415085	0.6644573252098804	0.9386264051115764	0.9293839157197316	0.8071714354415085	2	0.8349097703706743	5.376968355724926	2.0760088115904952e-26	2.827544185406909	6.355885817714181	7.496164533729645	3.528341632307272	1.1402787160154642	4.668620348322737	early_mid	5.376968355724926	0.9386264051115764	-0.2741690799016959	0.8917272520909387	FALSE	NA
SC_RS03080	SCO0230	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.8433010409057056	-0.4217535098989542	-0.0957587475623711	0.16814958605894725	0.8433010409057056	0.4217535098989542	0.0957587475623711	0.16814958605894725	0	0.38224072110649454	-0.933417826730663	2.221830733822616e-5	6.859975108880292	7.315468284507112	5.958533080019158	0.45549317562682035	-1.3569352044879546	-0.9014420288611342	late	0.933417826730663	0.8433010409057056	0.42154753100675135	0.2285539478400909	FALSE	NA
SC_RS03095	SCO0233	NA	helix-turn-helix transcriptional regulator	NA	NA	NA	FALSE	0.6907644904468633	0.6933714676112123	0.5996836554199259	0.4063461667715076	0.6907644904468633	0.6933714676112123	0.5996836554199259	0.4063461667715076	0	0.5975414450623773	0.9778105348669064	7.64578707550302e-4	5.051183106099652	5.407842342627288	6.010152648308806	0.3566592365276362	0.6023103056815184	0.9589695422091546	late	0.9778105348669064	0.6933714676112123	-0.00260697716434898	0.5664670966008819	FALSE	NA
SC_RS03110	SCO0236	NA	helix-turn-helix transcriptional regulator	NA	NA	NA	FALSE	0.6029776364098732	0.7796358244548396	0.7519171308929774	0.6096069461277183	0.6029776364098732	0.7796358244548396	0.7519171308929774	0.6096069461277183	0	0.6860343844713521	1.7519941873600655	6.310006854870867e-7	4.2204356846274544	5.240478926839753	5.866984563444298	1.0200432422122985	0.626505636604545	1.6465488788168434	early_mid	1.7519941873600655	0.7796358244548396	-0.17665818804496636	0.7137199671585117	FALSE	NA
SC_RS03135	SCO0241	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	0.5802827838091356	0.48153893783942886	0.3489070022966803	0.1511050926147096	0.5802827838091356	0.48153893783942886	0.3489070022966803	0.1511050926147096	0	0.3904584541399886	1.2919282371871128	4.342264676773279e-4	4.535252178630549	4.818495528875787	5.697141826681296	0.28324335024523783	0.878646297805509	1.1618896480507468	late	1.2919282371871128	0.5802827838091356	0.0987438459697067	0.3271836775836063	FALSE	NA
SC_RS03175	SCO0250	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.3300940185930776	-0.7934597778103002	-0.8999796847522828	-0.8792159917047574	0.3300940185930776	0.7934597778103002	0.8999796847522828	0.8792159917047574	0	0.7256873682151045	-0.9699274878551772	8.849453602499521e-6	7.085276409457699	6.009986650058308	6.151425031455472	-1.075289759399391	0.14143838139716358	-0.9338513780022276	early_mid	0.9699274878551772	0.8999796847522828	-0.5698856661592053	0.8575518180891134	FALSE	NA
SC_RS03185	SCO0253	NA	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	NA	NA	NA	FALSE	-0.776929392398516	-0.7212287340345517	-0.5653968554079953	-0.387053829658224	0.776929392398516	0.7212287340345517	0.5653968554079953	0.387053829658224	0	0.6126522028748218	-0.7205633305830927	0.00464818659552899	6.4630911124202255	6.228374100766621	5.750342241906055	-0.23471701165360415	-0.4780318588605663	-0.7127488705141705	stable	0.7205633305830927	0.776929392398516	0.05570065836396432	0.557893139700257	FALSE	NA
SC_RS03195	SCO0255	NA	sigma-54-dependent Fis family transcriptional regulator	NA	NA	NA	FALSE	0.7423559676003565	0.39138349941229417	0.11107472180777513	-0.1380273322776893	0.7423559676003565	0.39138349941229417	0.11107472180777513	0.1380273322776893	0	0.3457103802745288	1.740045350289085	4.916506827865122e-6	4.774425437519333	4.149106039724981	6.4783815607469775	-0.6253193977943514	2.329275521021996	1.7039561232276448	late	1.740045350289085	0.7423559676003565	0.3509724681880623	0.2134951844992529	FALSE	NA
SC_RS03230	SCO0262	NA	LysR family transcriptional regulator	NA	NA	NA	FALSE	0.04848256800211278	0.440933415030236	0.5090257356494869	0.571042910193369	0.04848256800211278	0.440933415030236	0.5090257356494869	0.571042910193369	0	0.3923711572188012	0.18577795810612985	0.45761174518722714	6.522889236370279	6.891337928875724	6.717049521014542	0.3684486925054449	-0.17428840786118194	0.19416028464426296	stable	0.18577795810612985	0.571042910193369	-0.5225603421912561	0.5070006869576973	FALSE	NA
