gene_id	baseMean	LFC_T2vsT1	padj_T2vsT1	LFC_T3vsT1	padj_T3vsT1	category	exclusive_group	temporal_class
SC_RS24435	108.55589646210586	-1.8302175141271984	7.218806774402978e-15	-1.659550108408751	1.0517902579921056e-13	Regulatory/TF	GCCGGC-only	Sustained down
SC_RS24445	57.21486220021317	-0.0057284260257499	0.9868121186634544	0.4709113799333675	0.1304636362938485	Primary metabolism	GCCGGC-only	Constitutive
SC_RS24450	38.206734846135674	-0.2038485739424483	0.6015538607756965	1.1283735674989772	0.0008558885096328141	Other	GCCGGC-only	T3-up (late)
SC_RS24455	25.998855045465827	-1.724377075955872	2.1337135251273495e-05	-0.7190019750541595	0.0344522875681824	Other	GCCGGC-only	T2-down (transient)
SC_RS24460	212.95092443300612	-1.475518465162495	7.67898569142311e-17	-1.9858806230825965	3.337158898472726e-29	Other	GCCGGC-only	Monotonic decreasing
SC_RS24465	17.78726218023904	0.9417345061062042	0.0362403616599378	1.3593915216144776	0.0017017665541016	Hypothetical	Background	T3-up (late)
SC_RS24470	36.20134903205248	-0.8802504827767973	0.0096483867406596	-0.3679087808855102	0.2379921697551094	Regulatory/TF	Background	Constitutive
SC_RS24475	111.84564801487662	-1.8243044782198656	4.139409184255952e-11	-1.4173191646594592	6.852974587324906e-08	Transport	AAGCCCG-only	Sustained down
SC_RS24480	12.252355587374074	-2.084501672972778	0.0004793202013176744	-0.5001567087614324	0.2503288099602178	Hypothetical	AAGCCCG-only	T2-down (transient)
SC_RS24485	130.70227830527855	-1.648635307601346	3.998774042371861e-13	-0.9529930845932676	6.155544542956644e-06	Primary metabolism	AAGCCCG-only	T2-down (transient)
SC_RS24490	36.89210730893914	-0.9277729038261568	0.0159221959818504	-0.1387133287361081	0.6982066245724058	Regulatory/TF	AAGCCCG-only	Constitutive
SC_RS24495	65.0260832212545	-1.2704421087795084	3.110211675626025e-05	-0.7554288734881714	0.0076386103170698	Hypothetical	AAGCCCG-only	T2-down (transient)
SC_RS24500	408.40728346035735	-0.1341934279260816	0.5898589141340067	0.1760023259343608	0.4471693140146271	Hypothetical	AAGCCCG-only	Constitutive
SC_RS24505	850.9082063622229	-1.1244842227551548	3.154177377616185e-09	-2.1273287859755174	3.2632126959635816e-29	Other	AAGCCCG-only	Monotonic decreasing
SC_RS24510	386.8213024667425	-0.939115980233066	9.441510584186526e-08	-1.8915333050213552	1.4601180719012043e-26	Primary metabolism	Background	T3-down (late)
SC_RS24515	1791.1410387578703	-3.4705491964145385	1.2959405113792672e-47	-2.695092296921322	4.2492101265344335e-30	Hypothetical	Background	Sustained down
SC_RS24520	403.05914733271624	-1.5888775846933745	5.91718026824021e-14	-1.97350330291334	6.6816988482125706e-21	Primary metabolism	Background	Monotonic decreasing
SC_RS24525	231.98160802299745	-1.0044875068332524	0.00011476772077421404	-1.0125553895930643	6.843774879472486e-05	Other	GCCGGC-only	Monotonic decreasing
SC_RS24530	1079.1218901155637	-1.5547092385526806	1.2673010878245317e-13	-1.1059019442101057	9.805987908749624e-08	Other	GCCGGC-only	Sustained down
SC_RS24535	997.5304842922362	-1.1628479427478902	9.611658237730877e-08	-1.0461984662305897	1.246838258458216e-06	Other	GCCGGC-only	Sustained down
SC_RS24540	40.03742593878138	1.072201720279595	0.0023708425490539	1.587422437929599	3.0177118183301597e-06	Other	GCCGGC-only	Monotonic increasing
SC_RS24545	31.264027897070655	-0.8441558206448542	0.0324932056778728	0.3664488998408909	0.2965606958350477	Regulatory/TF	Dual-targeted	Constitutive
SC_RS24550	18.287098041813326	-0.6023363770368096	0.2178194675028105	1.4641078584936738	0.0005946447546470258	DNA/RNA metabolism	Dual-targeted	T3-up (late)
SC_RS24555	17.023880500413387	-2.551660468148924	0.003062770504072	1.8381969012533743	0.0002482890173017778	Primary metabolism	Dual-targeted	Trough at T2
SC_RS24560	66.09188549695945	-1.921991732569087	1.6876961919694148e-11	-0.9770784326402926	9.451980019472372e-05	Regulatory/TF	Dual-targeted	T2-down (transient)
SC_RS24565	192.11962431015692	-0.5922864079810107	0.0033357459668058	-0.4264327017002774	0.0282111001237522	Primary metabolism	Dual-targeted	Constitutive
SC_RS24570	108.75153029991716	-1.782254636697688	1.156535113595577e-12	-1.5075098996904757	2.413406687382627e-10	Regulatory/TF	GCCGGC-only	Sustained down
SC_RS24575	14.156586148228492	0.0613517229353147	0.912382683394076	1.2516737231352666	0.0115337775367266	Other	GCCGGC-only	T3-up (late)
SC_RS24580	11.12698494033772	-1.87868711281572	0.0037091952638029	0.1379961924631392	0.7707378395440918	Other	GCCGGC-only	T2-down (transient)
SC_RS24585	71.4453049473814	-1.2616672701646954	2.575957954260568e-06	-0.5513474032597686	0.0245485882556111	Regulatory/TF	GCCGGC-only	T2-down (transient)
SC_RS24590	13.622133870744491	-0.60754752580926	0.2451132267049647	0.834554724156555	0.0721708782913476	Other	Background	Constitutive
SC_RS24595	241.3324113967863	-1.3630232282854005	1.085779129120068e-11	-1.5375899417148016	7.160822477772272e-15	Primary metabolism	Background	Monotonic decreasing
SC_RS24600	523.6303750443932	1.1478901636964716	9.941330555039476e-11	0.1120497924943782	0.5469838290195751	Primary metabolism	Background	T2-up (transient)
SC_RS24605	394.1271859382133	0.5971113548687047	0.0036198259773567	-0.5724812002229268	0.0048963741288119	DNA/RNA metabolism	Background	Constitutive
SC_RS24610	530.2318254055087	-1.2492795024418737	3.998774042371861e-13	-1.8269971999526913	2.2144401479440368e-26	Other	Background	Monotonic decreasing
SC_RS24615	258.9858915274135	-1.2994694519929448	1.2107289429556384e-08	-1.5371158704915788	9.71309751058428e-12	Primary metabolism	Background	Monotonic decreasing
SC_RS24620	263.8468922518972	-1.5778730402501135	2.885688010188791e-15	-2.0282105274369777	2.2749719055505902e-24	Primary metabolism	Background	Monotonic decreasing
SC_RS24625	180.39510662056173	-1.3493930821980888	1.147219315808282e-07	-2.16284237075468	4.5899825440575165e-17		Background	Monotonic decreasing
SC_RS24630	821.5952468948417	-1.0097660289113015	2.7748101540649285e-07	-1.964639778764751	1.5166161278155768e-23	Secondary metabolism	Background	Monotonic decreasing
SC_RS24635	49.41162576969076	-2.885192098520523	2.39121332598803e-13	-1.686804194832741	3.9540831701935873e-07	Other	Background	Sustained down
SC_RS24640	218.58675565252423	1.0041726173227568	7.57989794874681e-06	0.1920956714868539	0.4034794610612197	Primary metabolism	Background	T2-up (transient)
SC_RS24645	492.6980877618006	-1.1162395904510207	2.928646646381282e-07	-1.8188728755264083	5.969929346628341e-17	Other	Background	Monotonic decreasing
SC_RS24650	46.1853533249301	0.4304637498954052	0.2085408500335486	-2.019148583253689	1.2918809401583666e-07	Other	Background	T3-down (late)
SC_RS24655	2830.6625635647792	0.3836714240670681	0.0765307746644252	-2.839820049596285	1.55731470567065e-41	Other	Background	T3-down (late)
SC_RS24660	647.4500320958606	-0.1955527263746052	0.3520014117284666	-2.611242675539815	3.23835309922688e-38	Regulatory/TF	Background	T3-down (late)
SC_RS24665	36.39328549931282	-2.747301652741758	3.1913434689661947e-11	-0.6131641019463909	0.0398669335183817	Other	GCCGGC-only	T2-down (transient)
SC_RS24670	23.92046740365286	-1.653366919002976	0.0022249167348889	1.0491861961133635	0.0124179916843653	Primary metabolism	GCCGGC-only	Trough at T2
SC_RS24675	42.54251234583689	-1.5743489459207478	6.55975313917755e-06	0.0353853874982266	0.9104056630332004	Primary metabolism	GCCGGC-only	T2-down (transient)
SC_RS24680	57.36060523751124	-1.2469445878226704	0.0010171755745636	0.3871362627360266	0.2562326518548352	DNA/RNA metabolism	GCCGGC-only	T2-down (transient)
SC_RS24685	134.8544308355087	-3.263279733006729	1.5599158539015706e-33	-2.354558774638134	6.204693794892737e-23	DNA/RNA metabolism	Background	Sustained down
SC_RS24690	25882.99443373166	-1.739446085810786	1.3787410323691237e-12	-1.2953263022944024	8.166659219495165e-08	Other	Background	Sustained down
SC_RS24695	676.172372607872	0.221903225954676	0.3466424129160753	-0.3961959577494347	0.0713572290710182	Other	Background	Constitutive
SC_RS24700	559.0324566616283	-1.220634150918335	2.18794099761987e-12	-1.3964824287781767	4.8240962625213175e-16	Primary metabolism	Background	Monotonic decreasing
SC_RS24705	1578.6863769097326	-1.595775063057169	1.2222372757469085e-23	-1.7081722979685463	4.010541507185313e-27	Other	GCCGGC-only	Monotonic decreasing
SC_RS24710	1525.5439726113766	0.0858747645635421	0.7348888789775452	-0.5697660584059518	0.0101611394267667	Other	GCCGGC-only	Constitutive
SC_RS24715	177.06269020494435	0.307854609555909	0.1343819972222378	-0.5824104359549582	0.0032992245706737	Hypothetical	GCCGGC-only	Constitutive
SC_RS24720	190.2336072891859	0.8632584921124077	2.641646031182588e-05	-0.2169796558105721	0.3047102977194608	Hypothetical	GCCGGC-only	Constitutive
SC_RS24725	166.89583038826638	0.9645280879387944	1.2116163618868803e-05	-0.060904580271078	0.7941620530083803	Hypothetical	GCCGGC-only	Constitutive
SC_RS24730	476.00281244774186	1.597386985412267	1.8216505348558473e-15	0.2643782406284044	0.1999627491164141	Other	GCCGGC-only	T2-up (transient)
SC_RS24735	108.8499543431526	1.739723721829563	3.8641668542245255e-14	-0.0370925192705195	0.8837497202241757	Hypothetical	Background	T2-up (transient)
SC_RS24740	26.414588249329327	-2.079412910074749	1.201176952466946e-05	-0.106412764558581	0.7753784527987024	Hypothetical	Background	T2-down (transient)
SC_RS24745	97.1946190999966	-2.0041630095939307	1.3079376041304086e-15	-1.3441499281025704	4.098985625200733e-09	Other	AAGCCCG-only	Sustained down
SC_RS24750	39.675880595811094	-1.7860830272306198	6.013074600253451e-06	-0.5910986436237743	0.0824803599394753	Hypothetical	AAGCCCG-only	T2-down (transient)
SC_RS24760	27.516116900791527	-1.9042130287707613	0.000333829025543094	0.509701807044226	0.2195209255909829	Hypothetical	AAGCCCG-only	T2-down (transient)
SC_RS24765	22.161850177391905	-1.311044297844523	0.0059878299701783	1.0468766548048996	0.0047205903566873		Background	Trough at T2
SC_RS24770	57.69078811007595	-0.3705379630333292	0.202321083435729	-0.1821380592593351	0.5048281683741231	Membrane/Cell wall	AAGCCCG-only	Constitutive
SC_RS24775	376.466737310542	-1.518269368186274	4.280784780984088e-19	-2.9102089969587075	3.312497420009267e-60	Hypothetical	GCCGGC-only	Monotonic decreasing
SC_RS24780	123.98093438874425	-1.975628124192725	2.7222550648621764e-18	-2.4140634033828805	9.984024167878594e-27	Hypothetical	GCCGGC-only	Monotonic decreasing
SC_RS24785	178.55402351640208	-1.4769752311694315	1.0093959859221112e-14	-1.9532937288358951	1.1094599732521871e-24	Other	GCCGGC-only	Monotonic decreasing
SC_RS24790	271.521009413568	-1.5853013500245432	7.903831328895746e-19	-2.412690401665368	5.283077609614546e-40	Other	GCCGGC-only	Monotonic decreasing
