n_aagcccg_motifs	1334
n_universe_pairs	1238215
co_mod_pairs_T1	127
co_mod_pairs_T2	17
co_mod_pairs_T3	0
co_mod_pairs_pool	254
expected_in_aag_under_H0	0.275803
fold_enrichment	920.9456
OR	145447.8083
OR_CI_lower	36131.4449
OR_CI_upper	585502.8772
fisher_p_one_sided	0.0
permutation_p	< 0.0001
permutation_n	10000
perm_null_median_OR	1.8064
perm_null_max_OR	14.7587
