global_role	gene_id	old_locus_tag	gene_name	product	is_known	known_name	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr	n_high_090	n_high_080	log2FC_3_vs_1	padj_3_vs_1	delta_2_vs_1	delta_3_vs_2	phase_preference
global_repressor	SC_RS04975	SCO0610	NA	GntR family transcriptional regulator	FALSE	NA	-0.3532812521735168	-0.854807671493001	-0.965417432649806	-0.9760043499996872	0.3532812521735168	0.854807671493001	0.965417432649806	0.9760043499996872	2	0.7873776765790028	2	3	-1.213259309884466	7.701319956045143e-6	-1.7326270827704473	0.4507692466083082	early_mid
global_activator	SC_RS24215	SCO4409	NA	sigma-70 family RNA polymerase sigma factor	FALSE	NA	0.3358063009702529	0.852071586048903	0.9764044045229352	0.9846394499175856	0.3358063009702529	0.852071586048903	0.9764044045229352	0.9846394499175856	2	0.7872304353649191	2	3	1.8908417786963363	1.0798483571492706e-16	2.3990771615462805	-0.5794941577474688	early_mid
global_activator	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO3217_SARP	0.3636271437408448	0.8518964038123353	0.9699942122560404	0.9580101567253302	0.3636271437408448	0.8518964038123353	0.9699942122560404	0.9580101567253302	2	0.7858819791336377	2	3	5.758747449978721	1.3139907498249732e-114	6.619569646534224	-1.1103106778278669	early_mid
global_repressor	SC_RS16330	SCO2846	NA	ROK family transcriptional regulator	FALSE	NA	-0.3829887041669408	-0.8435378841094205	-0.957069600456441	-0.9492453584120324	0.3829887041669408	0.8435378841094205	0.957069600456441	0.9492453584120324	2	0.7832103867862087	2	3	-1.2370130463725415	1.8183705157863902e-5	-1.6964450595592862	0.376441220365324	early_mid
global_activator	SC_RS18150	SCO3207	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	0.3667816980977325	0.849517980798513	0.9606471768077598	0.954635891191662	0.3667816980977325	0.849517980798513	0.9606471768077598	0.954635891191662	2	0.7828956867239169	2	3	3.955132795079298	1.1768817528886983e-31	4.636380121562638	-0.8788329832236546	early_mid
global_activator	SC_RS30330	SCO5621	whiG	RNA polymerase sigma factor WhiG	FALSE	NA	0.42213812933846495	0.8546836181347218	0.944519130271642	0.9060338025514354	0.42213812933846495	0.8546836181347218	0.944519130271642	0.9060338025514354	2	0.7818436700740661	2	3	1.84381974920077	6.350764449166607e-14	1.968792898697897	-0.14739858451423338	early_mid
global_repressor	SC_RS10090	SCO1616	NA	LysR family transcriptional regulator	FALSE	NA	-0.4064480661730633	-0.857863841248294	-0.9470862664158624	-0.9145516730235967	0.4064480661730633	0.857863841248294	0.9470862664158624	0.9145516730235967	2	0.7814874617152041	2	3	-2.1435285187980977	2.801494805016462e-38	-2.266386055152733	0.18539291572390582	early_mid
global_repressor	SC_RS09415	SCO1488	pyrR	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	FALSE	NA	-0.4009009775310651	-0.8516316310150664	-0.9499260681485892	-0.9180559684871068	0.4009009775310651	0.8516316310150664	0.9499260681485892	0.9180559684871068	2	0.7801286612954569	2	3	-2.445540635664257	8.671003119813573e-45	-2.5942850213419835	0.2301234436513644	early_mid
global_repressor	SC_RS29195	SCO5403	NA	response regulator transcription factor	FALSE	NA	-0.42757012221992186	-0.8398188886709486	-0.9417298840798556	-0.9106324458502286	0.42757012221992186	0.8398188886709486	0.9417298840798556	0.9106324458502286	2	0.7799378352052386	2	3	-0.9962984957801037	1.8057606217280957e-4	-1.1396140278828817	0.1397680848557572	early_mid
global_repressor	SC_RS24570	SCO4482	NA	LysR family transcriptional regulator	FALSE	NA	-0.4222813589531086	-0.8530477825007681	-0.9428214146474502	-0.9015018743620348	0.4222813589531086	0.8530477825007681	0.9428214146474502	0.9015018743620348	2	0.7799131076158403	2	3	-1.4994690102084798	2.3539138952060444e-17	-1.5217453488506534	0.07294828167517231	early_mid
global_repressor	SC_RS24435	SCO4454	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.4036988512357992	-0.8427767776372626	-0.9504007751334788	-0.9167337187031196	0.4036988512357992	0.8427767776372626	0.9504007751334788	0.9167337187031196	2	0.778402530677415	2	3	-1.6732570207250417	5.732648571036419e-16	-1.7775794987905629	0.1456744909394505	early_mid
global_activator	SC_RS40435	SCO7648	NA	response regulator transcription factor	FALSE	NA	0.36294883837284336	0.8454238608829321	0.959610418258922	0.9452784140495236	0.36294883837284336	0.8454238608829321	0.959610418258922	0.9452784140495236	2	0.7783153828910553	2	3	2.0481399803843376	1.931883306322703e-18	2.321046458059998	-0.3665855264243829	early_mid
global_activator	SC_RS06345	SCO0882	NA	tetratricopeptide repeat protein	FALSE	NA	0.3852971232657009	0.8455666643513708	0.9481367320368792	0.9255843792257666	0.3852971232657009	0.8455666643513708	0.9481367320368792	0.9255843792257666	2	0.7761462247199293	2	3	1.552740186529903	3.746639215485679e-4	1.5278978298173693	-0.16675088327259857	early_mid
global_activator	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO6288_SARP	0.36037084092532046	0.8400354835192951	0.9575220694795128	0.9398532393351814	0.36037084092532046	0.8400354835192951	0.9575220694795128	0.9398532393351814	2	0.7744454083148274	2	3	3.895702317599557	2.0677326490173096e-32	4.169537622605713	-0.6222373724776835	early_mid
global_activator	SC_RS08620	SCO1331	NA	LuxR C-terminal-related transcriptional regulator	FALSE	NA	0.3559399629037547	0.8405911305583317	0.9575278752284272	0.9432272638698256	0.3559399629037547	0.8405911305583317	0.9575278752284272	0.9432272638698256	2	0.7743215581400849	2	3	2.0427183314276274	2.5107141901251735e-33	2.338751995299769	-0.3664797974293883	early_mid
global_activator	SC_RS07750	SCO1160	NA	sensor histidine kinase	FALSE	NA	0.3359401330706356	0.8331360330996351	0.960754969352862	0.9552470206667216	0.3359401330706356	0.8331360330996351	0.960754969352862	0.9552470206667216	2	0.7712695390474635	2	3	5.57493153704295	5.441703435340198e-73	6.390353609938882	-1.2203046060737854	early_mid
global_activator	SC_RS38175	SCO7192	NA	sigma factor-like helix-turn-helix DNA-binding protein	FALSE	NA	0.35365160428744075	0.8336454923462981	0.9543796071311867	0.9391685461073463	0.35365160428744075	0.8336454923462981	0.9543796071311867	0.9391685461073463	2	0.7702113124680681	2	3	4.474650606417218	5.166544112569974e-24	4.587537214088911	-0.7121290083393026	early_mid
global_repressor	SC_RS22780	SCO4122	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.39617979852978585	-0.8398348575352159	-0.9394649180139985	-0.9015228870902618	0.39617979852978585	0.8398348575352159	0.9394649180139985	0.9015228870902618	2	0.7692506152923155	2	3	-3.5392565751456435	9.025250669458276e-89	-3.68327744122184	0.25522091366857325	early_mid
global_activator	SC_RS27660	SCO5100	NA	GntR family transcriptional regulator	FALSE	NA	0.3057383683817041	0.8278676240882867	0.9674078259009492	0.9757569280600242	0.3057383683817041	0.8278676240882867	0.9674078259009492	0.9757569280600242	2	0.769192686607741	2	3	2.5243311219258464	1.2924278515378338e-32	3.2058615630789955	-0.7807597695478812	early_mid
global_repressor	SC_RS28665	SCO5296	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.3990905929158123	-0.832113375371742	-0.9182493267456866	-0.9177683942366828	0.3990905929158123	0.832113375371742	0.9182493267456866	0.9177683942366828	2	0.766805422317481	2	3	-0.5108940867687926	0.04298816804407741	-0.6420050288903258	0.12289300704588424	early_mid
not_global	SC_RS34300	SCO6421	NA	sensor histidine kinase	FALSE	NA	0.9069871985647472	0.90101988942107	0.7349625019195557	0.5189658361861077	0.9069871985647472	0.90101988942107	0.7349625019195557	0.5189658361861077	2	0.7654838565228701	2	2	3.3941545283692802	4.75590364977734e-37	1.1592285411059162	2.082108525003062	late
global_activator	SC_RS20405	SCO3653	NA	response regulator transcription factor	FALSE	NA	0.34557514607738316	0.8289355527590667	0.9419354837875492	0.9326763551672426	0.34557514607738316	0.8289355527590667	0.9419354837875492	0.9326763551672426	2	0.7622806344478104	2	3	1.36429209547275	3.283758830118334e-9	1.5838613919088829	-0.2650357296899202	early_mid
global_repressor	SC_RS26865	SCO4940	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.28805736899597245	-0.8102609296815365	-0.9583842619193368	-0.9689432278159236	0.28805736899597245	0.8102609296815365	0.9583842619193368	0.9689432278159236	2	0.7564114471031923	2	3	-2.1971677075409906	1.2029939638513724e-18	-2.842568955579237	0.7172191604287308	early_mid
global_activator	SC_RS26760	SCO4920	NA	DeoR/GlpR family DNA-binding transcription regulator	FALSE	NA	0.27729065402851816	0.8102062441982856	0.960008711712896	0.9777295622933988	0.27729065402851816	0.8102062441982856	0.960008711712896	0.9777295622933988	2	0.7563087930582746	2	3	3.92797770162459	6.786083791072625e-57	5.182853802010493	-1.420843635479459	early_mid
global_repressor	SC_RS20835	SCO3741	NA	response regulator transcription factor	FALSE	NA	-0.3456146259726097	-0.811147565881872	-0.9160911401338162	-0.9358351226979744	0.3456146259726097	0.811147565881872	0.9160911401338162	0.9358351226979744	2	0.7521721136715681	2	3	-0.517997017489826	0.02983134489502346	-0.7361938432589064	0.19735164846281616	early_mid
global_repressor	SC_RS20345	SCO3641	NA	sensor histidine kinase	FALSE	NA	-0.3317306697566802	-0.8014060058829651	-0.9295418963849904	-0.9332628892767768	0.3317306697566802	0.8014060058829651	0.9295418963849904	0.9332628892767768	2	0.7489853653253531	2	3	-0.7023230303624954	6.477407084881886e-4	-0.9525396741447842	0.23867990107123305	early_mid
global_activator	SC_RS08845	SCO1376	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	0.2637195106274937	0.8017144738920464	0.9552243204906834	0.9737359245812688	0.2637195106274937	0.8017144738920464	0.9552243204906834	0.9737359245812688	2	0.7485985573978731	2	3	1.4268668669535107	8.25656571433609e-13	1.94444709674376	-0.5497369580686033	early_mid
not_global	SC_RS26490	SCO4866	NA	RNA polymerase sigma factor	FALSE	NA	-0.24984245783440348	-0.7974917182960094	-0.9546373665596676	-0.9899334318925762	0.24984245783440348	0.7974917182960094	0.9546373665596676	0.9899334318925762	2	0.7479762436456642	2	2	-1.4626858479832872	1.3881222493132722e-8	-2.271835443452293	0.7739400427686896	early_mid
global_repressor	SC_RS20265	SCO3626	NA	sigma-70 family RNA polymerase sigma factor	FALSE	NA	-0.34944938336681514	-0.8152513759014138	-0.922785531439134	-0.9014315853640716	0.34944938336681514	0.8152513759014138	0.922785531439134	0.9014315853640716	2	0.7472294690178587	2	3	-1.4269527668993478	2.496653632705223e-15	-1.5751436333603772	0.19359243654902158	early_mid
not_global	SC_RS10160	SCO1630	NA	sensor histidine kinase	FALSE	NA	0.27699105965889453	0.7994716634147261	0.9479222104546	0.9589690266220524	0.27699105965889453	0.7994716634147261	0.9479222104546	0.9589690266220524	2	0.7458384900375683	2	2	8.030178460691724	2.3188889704969443e-115	9.726158755999077	-2.426976667448047	early_mid
global_repressor	SC_RS37895	SCO7134	NA	helix-turn-helix transcriptional regulator	FALSE	NA	-0.3397599887367962	-0.8069036798933445	-0.9263102715864096	-0.900124236309163	0.3397599887367962	0.8069036798933445	0.9263102715864096	0.900124236309163	2	0.7432745441314283	2	3	-0.9363210820103554	1.0127174177032762e-8	-1.0453107094733909	0.12656262637385396	early_mid
not_global	SC_RS13145	SCO2223	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.27591052217791573	-0.7933765232182803	-0.9494580797285288	-0.9531392026238332	0.27591052217791573	0.7933765232182803	0.9494580797285288	0.9531392026238332	2	0.7429710819371396	2	2	-1.9735548451329563	7.098317130464676e-18	-2.511614726711297	0.6001483556138938	early_mid
not_global	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO6280_SARP	0.2550698807895084	0.7928125803832393	0.9487530537930572	0.9699827226477712	0.2550698807895084	0.7928125803832393	0.9487530537930572	0.9699827226477712	2	0.741654559403394	2	2	5.210139159581922	2.4175569255900162e-91	6.9286713858444555	-1.9516033402470931	early_mid
not_global	SC_RS17075	SCO2994	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.28223345273201583	-0.797965070292401	-0.9375752667657848	-0.94399900808754	0.28223345273201583	0.797965070292401	0.9375752667657848	0.94399900808754	2	0.7404431994694354	2	2	-2.2141303478950123	3.051660956651501e-31	-2.7487799428603603	0.6084569754843443	early_mid
not_global	SC_RS33720	SCO6294	NA	GntR family transcriptional regulator	FALSE	NA	-0.3255006470063396	-0.7977480931631137	-0.9274368233112836	-0.9066199692058334	0.3255006470063396	0.7977480931631137	0.9274368233112836	0.9066199692058334	2	0.7393263831716427	2	2	-1.1098894055062465	5.828689166981498e-11	-1.2546640631400363	0.17468814587036263	early_mid
not_global	SC_RS10900	SCO1778	NA	PucR family transcriptional regulator	FALSE	NA	-0.34460449590088327	-0.7863758771131685	-0.91236953542244	-0.9064110591931324	0.34460449590088327	0.7863758771131685	0.91236953542244	0.9064110591931324	2	0.737440241907406	2	2	-0.4083281925592843	0.0461067893669389	-0.5343348062903619	0.11900990349895935	early_mid
not_global	SC_RS22290	SCO4034	NA	RNA polymerase sigma factor SigF	FALSE	NA	0.228062728975308	0.7832261815661479	0.9445303362565854	0.9927938976930024	0.228062728975308	0.7832261815661479	0.9445303362565854	0.9927938976930024	2	0.737153286122761	2	2	0.9244541502599852	2.432962884873176e-5	1.4376031472184536	-0.5490821697312054	early_mid
not_global	SC_RS07300	SCO1069	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	0.3074109390366552	0.7857222891839324	0.929036604016473	0.9231297593619916	0.3074109390366552	0.7857222891839324	0.929036604016473	0.9231297593619916	2	0.7363248978997631	2	2	0.9852156346348137	0.00258167241717815	1.2414686119916025	-0.2832910737951506	early_mid
not_global	SC_RS23535	SCO4270	NA	TetR family transcriptional regulator	FALSE	NA	-0.2367629782341503	-0.7800379024242875	-0.9518574226743072	-0.9764903569534756	0.2367629782341503	0.7800379024242875	0.9518574226743072	0.9764903569534756	2	0.7362871650715552	2	2	-1.5921362278927569	2.3121872470877863e-12	-2.2707394947362625	0.701813672532035	early_mid
not_global	SC_RS22215	SCO4019	NA	GntR family transcriptional regulator	FALSE	NA	-0.2840327193789468	-0.7812750118397942	-0.932802084525614	-0.93883816830278	0.2840327193789468	0.7812750118397942	0.932802084525614	0.93883816830278	2	0.7342369960117838	2	2	-0.8835540693924357	2.0449948776430193e-5	-1.1302356571531726	0.26582596874245734	early_mid
not_global	SC_RS36150	SCO6794	NA	sensor histidine kinase	FALSE	NA	0.242879441669066	0.7830950181673331	0.942759546507882	0.9661319051605184	0.242879441669066	0.7830950181673331	0.942759546507882	0.9661319051605184	2	0.7337164778761999	2	2	5.125575436823036	4.741653237234912e-81	6.796894314556081	-1.9702886289390378	early_mid
not_global	SC_RS04965	SCO0608	slbR	gamma-butyrolactone-binding regulator SlbR	FALSE	NA	0.2410322362281461	0.7803986290730112	0.9332422315814902	0.9779784270037828	0.2410322362281461	0.7803986290730112	0.9332422315814902	0.9779784270037828	2	0.7331628809716075	2	2	0.9512587569581356	3.187409145303042e-4	1.4736875818725714	-0.5718050418337679	early_mid
not_global	SC_RS07910	SCO1191	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.2689056611801577	-0.7946549258040926	-0.9237531005901168	-0.9443051887454852	0.2689056611801577	0.7946549258040926	0.9237531005901168	0.9443051887454852	2	0.7329047190799631	2	2	-2.1045634810451976	4.162399989543619e-14	-2.7706012883601003	0.7197612125884811	early_mid
not_global	SC_RS37785	SCO7112	NA	RNA polymerase sigma-70 factor	FALSE	NA	-0.2901219948000426	-0.7845843296084638	-0.9124661365581364	-0.9046494325572616	0.2901219948000426	0.7845843296084638	0.9124661365581364	0.9046494325572616	2	0.7229554733809761	2	2	-1.3004900386288036	5.344982634172466e-11	-1.548385937770604	0.277487207297896	early_mid
not_global	SC_RS15310	SCO2647	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.25576228745389135	-0.7757911336975376	-0.9179106511846444	-0.9381352333175668	0.25576228745389135	0.7757911336975376	0.9179106511846444	0.9381352333175668	2	0.72189982641341	2	2	-1.2710693903917574	1.20382868621402e-9	-1.7132464915444796	0.47157699468933867	early_mid
not_global	SC_RS20250	SCO3623	NA	GntR family transcriptional regulator	FALSE	NA	-0.2975872774106391	-0.7759468678532595	-0.9025249346977762	-0.9036717241631268	0.2975872774106391	0.7759468678532595	0.9025249346977762	0.9036717241631268	2	0.7199327010312004	2	2	-1.3348116402092314	1.6971128031469907e-9	-1.6320278131260357	0.33901497263318525	early_mid
not_global	SC_RS17490	SCO3075	NA	MurR/RpiR family transcriptional regulator	FALSE	NA	-0.20718407572225028	-0.7621127549996691	-0.9312698820265484	-0.9683179042883556	0.20718407572225028	0.7621127549996691	0.9312698820265484	0.9683179042883556	2	0.7172211542592059	2	2	-0.9505815321921564	4.778764008924341e-7	-1.399858135953174	0.468954010274814	early_mid
not_global	SC_RS03365	SCO0289	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	-0.22095587253262983	-0.7620783742032201	-0.9242032983024993	-0.9570396223654276	0.22095587253262983	0.7620783742032201	0.9242032983024993	0.9570396223654276	2	0.7160692918509441	2	2	-0.8225971176573529	3.0016459884847104e-5	-1.1908580746847495	0.3844307796758777	early_mid
not_global	SC_RS26005	SCO4769	NA	sigma-70 family RNA polymerase sigma factor	FALSE	NA	0.21415314681616895	0.7515340155156706	0.918140589027746	0.9727320573980468	0.21415314681616895	0.7515340155156706	0.918140589027746	0.9727320573980468	2	0.7141399521894081	2	2	0.9064836913147282	2.605913783920361e-4	1.4617824656476035	-0.6121571839305364	early_mid
not_global	SC_RS20810	SCO3736	NA	RNA polymerase sigma factor	FALSE	NA	-0.25008455414576575	-0.7624366004745675	-0.9045596386320396	-0.9279779499984098	0.25008455414576575	0.7624366004745675	0.9045596386320396	0.9279779499984098	2	0.7112646858126956	2	2	-1.2236318568079445	1.7651518593267407e-5	-1.6175822902967836	0.44485155137760746	early_mid
not_global	SC_RS25320	SCO4632	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	FALSE	NA	0.1826299740740419	0.7533662479148787	0.9281915987723248	0.9761614793267076	0.1826299740740419	0.7533662479148787	0.9281915987723248	0.9761614793267076	2	0.7100873250219883	2	2	0.8631844669614418	7.334819425327428e-9	1.3367184658415123	-0.492451815410508	early_mid
not_global	SC_RS15485	SCO2681	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	FALSE	NA	-0.21822041562311512	-0.7527931352083765	-0.9068115428239628	-0.9619946651268728	0.21822041562311512	0.7527931352083765	0.9068115428239628	0.9619946651268728	2	0.7099549396955819	2	2	-0.8112210531302011	0.00308590182312731	-1.6120222057097155	0.6939316455996547	early_mid
not_global	SC_RS23565	SCO4276	NA	response regulator	FALSE	NA	-0.22846384174711729	-0.7568768268726643	-0.915999931017488	-0.9353036607062952	0.22846384174711729	0.7568768268726643	0.915999931017488	0.9353036607062952	2	0.7091610650858913	2	2	-1.946549842359642	1.5247598790764606e-30	-2.5877847672313035	0.7032283417890914	early_mid
not_global	SC_RS24235	SCO4413	NA	GlxA family transcriptional regulator	FALSE	NA	0.18927462292621808	0.7496305729229938	0.9247583902750978	0.9605909941749844	0.18927462292621808	0.7496305729229938	0.9247583902750978	0.9605909941749844	2	0.7060636450748236	2	2	0.8565440794332153	2.7820249158530133e-5	1.2966483786755587	-0.45036133734856687	early_mid
not_global	SC_RS33570	SCO6264	scbB	A-factor type gamma-butyrolactone 6-reductase ScbB	FALSE	NA	0.18559037387295776	0.7446620596366317	0.9134901545023044	0.9720492208318348	0.18559037387295776	0.7446620596366317	0.9134901545023044	0.9720492208318348	2	0.7039479522109322	2	2	0.9006783275641499	3.910097257326439e-4	1.5283365692588724	-0.682295103734857	early_mid
not_global	SC_RS04725	SCO0561	NA	Fur family transcriptional regulator	FALSE	NA	0.1752439909873814	0.741108418423702	0.9251983075212982	0.9717466901555372	0.1752439909873814	0.741108418423702	0.9251983075212982	0.9717466901555372	2	0.7033243517719797	2	2	2.983702272825852	1.3758335380798346e-28	4.547424795472668	-1.695890625975773	early_mid
not_global	SC_RS15960	SCO2775	NA	SACE_7040 family transcriptional regulator	FALSE	NA	-0.18471113722135185	-0.7391435379974483	-0.9251880324389018	-0.9600550021639064	0.18471113722135185	0.7391435379974483	0.9251880324389018	0.9600550021639064	2	0.702274427455402	2	2	-0.9678360718244836	1.3459760104939624e-6	-1.409663367640177	0.470068441614405	early_mid
not_global	SC_RS31480	SCO5847	NA	GntR family transcriptional regulator	FALSE	NA	-0.1978708673268428	-0.7412121641472997	-0.9102609101260428	-0.9591298493808068	0.1978708673268428	0.7412121641472997	0.9102609101260428	0.9591298493808068	2	0.702118447745248	2	2	-0.3204366937900349	0.14200434860912048	-0.5589850783117924	0.22807951784540936	early_mid
not_global	SC_RS17975	SCO3173	NA	MerR family transcriptional regulator	FALSE	NA	-0.20988165249430632	-0.7517434908442591	-0.9114727798679486	-0.93475256281027	0.20988165249430632	0.7517434908442591	0.9114727798679486	0.93475256281027	2	0.701962621504196	2	2	-1.0864303272235214	1.447104339280995e-7	-1.4866843448332574	0.43242285432708716	early_mid
not_global	SC_RS20830	SCO3740	NA	sensor histidine kinase	FALSE	NA	-0.2179529191550272	-0.7292874772104693	-0.9041430643420456	-0.9455158899083516	0.2179529191550272	0.7292874772104693	0.9041430643420456	0.9455158899083516	2	0.6992248376539735	2	2	-0.3946394235486896	0.07772584118156595	-0.6947056408562888	0.28058545572219273	early_mid
not_global	SC_RS31335	SCO5819	whiH	sporulation transcriptional regulator WhiH	FALSE	NA	0.1648167579376224	0.7367197509542932	0.923111729304004	0.9720413983355904	0.1648167579376224	0.7367197509542932	0.923111729304004	0.9720413983355904	2	0.6991724091328775	2	2	3.4638282082189096	1.5935065842745198e-36	5.178433202485844	-1.9305909666260304	early_mid
not_global	SC_RS29600	SCO5483	NA	TetR family transcriptional regulator	FALSE	NA	-0.20269642708951363	-0.7325710037683134	-0.9197175697332782	-0.9410457280602074	0.20269642708951363	0.7325710037683134	0.9197175697332782	0.9410457280602074	2	0.6990076821628282	2	2	-1.3480129028074324	1.8531406237976225e-9	-1.8937077015442574	0.5823735253824323	early_mid
not_global	SC_RS40940	SCO7753	NA	helix-turn-helix transcriptional regulator	FALSE	NA	-0.181624286911022	-0.738407646575574	-0.9165137415837886	-0.9530596729077968	0.181624286911022	0.738407646575574	0.9165137415837886	0.9530596729077968	2	0.6974013369945453	2	2	-1.257499988383297	1.0270827489140927e-6	-1.8030110068716825	0.6021618403524842	early_mid
not_global	SC_RS24095	SCO4385	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.14628082101003162	-0.7278753196712998	-0.9246249386348296	-0.9788702637860648	0.14628082101003162	0.7278753196712998	0.9246249386348296	0.9788702637860648	2	0.6944128357755563	2	2	-1.5534798871767503	1.6489183886011998e-10	-2.5838956221432037	1.0437938280611885	early_mid
not_global	SC_RS16095	SCO2801	NA	response regulator transcription factor	FALSE	NA	0.2221631975502311	0.7275513874389455	0.9008056993997569	0.9189018327884612	0.2221631975502311	0.7275513874389455	0.9008056993997569	0.9189018327884612	2	0.6923555292943486	2	2	0.8671293521525472	4.20440254793665e-4	1.1813817808150606	-0.33561423829999715	early_mid
not_global	SC_RS02455	SCO0089	NA	LysR family transcriptional regulator	FALSE	NA	0.17193455232009747	0.7272497667565504	0.912708420760779	0.9471263613012364	0.17193455232009747	0.7272497667565504	0.912708420760779	0.9471263613012364	2	0.6897547752846658	2	2	1.3127734931300468	9.797260265484812e-9	1.8762644648099087	-0.6130940099517357	early_mid
not_global	SC_RS15360	SCO2657	NA	ROK family transcriptional regulator	FALSE	NA	-0.12623344783533705	-0.712780812906518	-0.916463433200892	-0.978458131499462	0.12623344783533705	0.712780812906518	0.916463433200892	0.978458131499462	2	0.6834839563605524	2	2	-0.8926308285467408	1.4195978320673027e-5	-1.5461372331738303	0.6548400820159372	early_mid
not_global	SC_RS14455	SCO2481	NA	winged helix-turn-helix transcriptional regulator	FALSE	NA	0.12979266058738	0.7174153191178655	0.9136802763890686	0.972103535086122	0.12979266058738	0.7174153191178655	0.9136802763890686	0.972103535086122	2	0.683247947795109	2	2	2.3947031682953623	1.3080723270602974e-14	3.707386124081835	-1.491139090140524	early_mid
not_global	SC_RS33580	SCO6266	scbA	gamma-butyrolactone biosynthesis protein ScbA	FALSE	NA	0.11310504193092548	0.7096148952226363	0.9140616616545332	0.9850512330859	0.11310504193092548	0.7096148952226363	0.9140616616545332	0.9850512330859	2	0.6804582079734989	2	2	1.163055567114073	6.783089476291538e-8	2.0542570721438347	-0.9309377485292307	early_mid
not_global	SC_RS24585	SCO4485	NA	helix-turn-helix transcriptional regulator	FALSE	NA	-0.1241433912740185	-0.7016115115894302	-0.9039508340608772	-0.971245980258059	0.1241433912740185	0.7016115115894302	0.9039508340608772	0.971245980258059	2	0.6752379292955962	2	2	-0.6867825694002028	0.00192311016500076	-1.3135480655339364	0.6066181251392324	early_mid
not_global	SC_RS35190	SCO6598	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	-0.1457918381329297	-0.7054991548428793	-0.9028303735401368	-0.9443707356599462	0.1457918381329297	0.7054991548428793	0.9028303735401368	0.9443707356599462	2	0.674623025543973	2	2	-0.6184553149815316	0.00145680786815674	-0.9289537280640774	0.32717310233271935	early_mid
