bgc_class	gene_id	old_locus_tag	gene_name	product	is_known	known_name	TF_score_mid	corr_red	corr_cda	corr_cpk	abs_corr_red	abs_corr_cda	abs_corr_cpk	mid_mean_corr	corr_act	abs_corr_act	log2FC_3_vs_1	padj_3_vs_1	delta_2_vs_1	delta_3_vs_2	phase_preference	mean_rlog_1	mean_rlog_2	mean_rlog_3
red_cda_cpk_mid	SC_RS26000	SCO4768	NA	response regulator transcription factor	FALSE	NA	1.5337162209672104	0.8742668197208989	0.9765807327048224	0.95030111047591	0.8742668197208989	0.9765807327048224	0.95030111047591	0.9337162209672104	0.4119186678755382	0.4119186678755382	5.196971877449515	5.383958625322636e-80	5.628007985091307	-0.6773628208477085	early_mid	6.711803767389333	12.33981175248064	11.662448931632932
red_cda_cpk_mid	SC_RS20030	SCO3579	wblA	transcriptional regulator WblA	FALSE	NA	1.532000658592216	0.872125582840017	0.97446546277516	0.9494109301614708	0.872125582840017	0.97446546277516	0.9494109301614708	0.9320006585922159	0.4036606447236609	0.4036606447236609	5.598818447665191	4.0190031445207157e-107	6.1234972238266625	-0.7649600981149813	early_mid	7.188544788917152	13.312042012743815	12.547081914628833
red_cda_cpk_mid	SC_RS31630	SCO5877	NA	AfsR/SARP family transcriptional regulator	TRUE	redD	1.5304155208319274	0.8632972497260358	0.9732439865544452	0.954906235999332	0.8632972497260358	0.9732439865544452	0.954906235999332	0.9304824907599376	0.3853072077188875	0.3853072077188875	4.998883834533164	3.458716656384043e-65	5.5331249103037035	-0.7991927565038814	early_mid	5.149534083295961	10.682658993599665	9.883466237095783
red_cda_cpk_mid	SC_RS25560	SCO4677	NA	ATP-binding protein	TRUE	atrA	1.5268069412487928	0.8841590834071132	0.9689544235226408	0.9273073168166244	0.8841590834071132	0.9689544235226408	0.9273073168166244	0.9268069412487928	0.4481044332854221	0.4481044332854221	7.541212309653051	9.958167483493183e-125	7.451515756315707	-0.44236408865891086	early_mid	4.519866679318468	11.971382435634174	11.529018346975263
red_cda_cpk_mid	SC_RS30130	SCO5582	nsdA	transcriptional repressor NsdA	FALSE	NA	1.526806636660889	0.8751239462870923	0.968780744615963	0.9365152190796114	0.8751239462870923	0.968780744615963	0.9365152190796114	0.9268066366608889	0.4223976391514528	0.4223976391514528	6.055522344586505	1.6876304870632495e-129	6.38158609767032	-0.6088297416672486	early_mid	6.047826075659849	12.429412173330169	11.82058243166292
red_cda_cpk_mid	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO3217_SARP	1.5266335909312354	0.8518964038123353	0.9699942122560404	0.9580101567253302	0.8518964038123353	0.9699942122560404	0.9580101567253302	0.9266335909312353	0.3636271437408448	0.3636271437408448	5.758747449978721	1.3139907498249732e-114	6.619569646534224	-1.1103106778278669	early_mid	7.062327094157901	13.681896740692125	12.571586062864258
red_cda_cpk_mid	SC_RS33680	SCO6286	NA	ScbR family autoregulator-binding transcription factor	TRUE	scbR2	1.5258417301744807	0.8871997525739314	0.9685796415115964	0.921745796437914	0.8871997525739314	0.9685796415115964	0.921745796437914	0.9258417301744806	0.4582514142646061	0.4582514142646061	5.492916450310016	1.3724821712347963e-111	5.4515299747213835	-0.22607487857111863	early_mid	5.246146012945131	10.697675987666514	10.471601109095396
red_cda_cpk_mid	SC_RS33660	SCO6282	NA	SDR family oxidoreductase	TRUE	cpkO/kasO	1.5229778731032173	0.8842303139145464	0.965250362110279	0.9194529432848269	0.8842303139145464	0.965250362110279	0.9194529432848269	0.9229778731032173	0.4540812186817449	0.4540812186817449	13.19233885622541	4.0633157640537934e-182	12.221859031345891	-0.5137914548342746	early_mid	3.724493160757305	15.946352192103197	15.432560737268922
red_cda_cpk_mid	SC_RS18720	SCO3323	NA	ECF subfamily RNA polymerase sigma factor, BldN family	FALSE	NA	1.52230227774631	0.8587823215161408	0.9657957456958308	0.9423287660269586	0.8587823215161408	0.9657957456958308	0.9423287660269586	0.92230227774631	0.3915416478934191	0.3915416478934191	6.6317424972834855	5.363597194109813e-129	7.260784718616149	-0.9336551676573066	early_mid	5.516317631325663	12.777102349941812	11.843447182284505
red_cda_cpk_mid	SC_RS06260	SCO0866	NA	sigma-70 family RNA polymerase sigma factor	FALSE	NA	1.5220860473100726	0.9091685719226476	0.9635992777951142	0.8934902922124562	0.9091685719226476	0.9635992777951142	0.8934902922124562	0.9220860473100726	0.5267076306553804	0.5267076306553804	6.216740240166261	2.425178513035684e-43	5.18953153582404	0.29904496428242133	early_mid	3.053469081062799	8.243000616886839	8.54204558116926
red_cda_cpk_mid	SC_RS02970	SCO0204	NA	response regulator	FALSE	NA	1.5217837831209162	0.9438553198240652	0.9585894047325464	0.8629066248061367	0.9438553198240652	0.9585894047325464	0.8629066248061367	0.9217837831209161	0.6125643727459487	0.6125643727459487	7.534071763657279	6.397685195292337e-116	6.020982589299067	1.0858355830916508	early_mid	5.500935989058163	11.52191857835723	12.60775416144888
