Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
M145_1_1_1	(0.0, 0.11991204325535287)	(1.0, 0.06819356608287717)	(2.0, 0.01068317371734193)	(3.0, 0.003200795238269761)	(4.0, 0.0011362130283035514)	(5.0, 0.0006373877963654069)	(6.0, 0.0004503283343886027)	(7.0, 0.00033255015462542974)	(8.0, 0.00028405325707588785)	(9.0, 0.00028405325707588785)	(10.0, 0.00028405325707588785)	(11.0, 0.00022862823130498293)	(12.0, 0.0002217001030836198)	(13.0, 0.00023555635952634605)	(14.0, 0.0002563407441904354)	(15.0, 0.0003671907957322453)	(16.0, 0.0003949033086176978)	(17.0, 0.0003671907957322453)	(18.0, 0.0004364720779458765)	(19.0, 0.0005126814883808708)	(20.0, 0.0005126814883808708)	(21.0, 0.0005265377448235971)	(22.0, 0.0005403940012663232)	(23.0, 0.0005265377448235971)	(24.0, 0.0005126814883808708)	(25.0, 0.0006997409503576751)	(26.0, 0.0009214410534412947)	(27.0, 0.0008937285405558424)	(28.0, 0.0009630098227694736)	(29.0, 0.0012609193362880878)	(30.0, 0.0014271944136008024)	(31.0, 0.001628110132020333)	(32.0, 0.0018290258504398635)	(33.0, 0.0019468040302030364)	(34.0, 0.002320922954156645)	(35.0, 0.0025911199547898065)	(36.0, 0.0028959575965297837)	(37.0, 0.003200795238269761)	(38.0, 0.0034779203671242856)	(39.0, 0.0036719079573224525)	(40.0, 0.0038243267781924413)	(41.0, 0.004503283343886028)	(42.0, 0.0056325682439682155)	(43.0, 0.00646394363053179)	(44.0, 0.0067410687593863145)	(45.0, 0.007226037734881733)	(46.0, 0.008722513430696166)	(47.0, 0.011251280231493705)	(48.0, 0.013745406391184429)	(49.0, 0.020424121996578472)	(50.0, 0.02972167006964778)	(51.0, 0.03929634327157161)	(52.0, 0.049626182449624016)	(53.0, 0.07038978272904929)	(54.0, 0.11617778214403814)	(55.0, 0.2138505338088154)	(56.0, 0.29431381497172665)	(57.0, 0.400383458040796)	(58.0, 0.6818594514183368)	(59.0, 1.162858609442914)	(60.0, 2.3854307560257566)	(61.0, 3.6915007039324683)	(62.0, 3.927548960562531)	(63.0, 4.555202736776923)	(64.0, 5.176863682079835)	(65.0, 5.071119661037169)	(66.0, 5.344157194241091)	(67.0, 5.872205271016945)	(68.0, 6.291024478254788)	(69.0, 6.2504256468776)	(70.0, 6.049447575304077)	(71.0, 5.993800849430088)	(72.0, 5.94501297049525)	(73.0, 5.552465225472815)	(74.0, 4.77181066561784)	(75.0, 4.0615458884919144)	(76.0, 3.4458708459722596)	(77.0, 2.839950607988284)	(78.0, 2.313128809907611)	(79.0, 1.8404364776204485)	(80.0, 1.4224001488716191)	(81.0, 1.0729453613860636)	(82.0, 0.8035589517548014)	(83.0, 0.5964841273464792)	(84.0, 0.428296886644668)	(85.0, 0.3014151463986238)	(86.0, 0.21468883732360033)	(87.0, 0.1537351652320476)	(88.0, 0.09260136180673945)	(89.0, 0.04815741926669504)	(90.0, 0.03110036758569904)	(91.0, 0.02174739448685883)	(92.0, 0.012810109081300407)	(93.0, 0.006955840734248571)	(94.0, 0.003983673727283793)	(95.0, 0.0033047171615902078)	(96.0, 0.003741189239536084)	(97.0, 0.004226158215031503)	(98.0, 0.004711127190526921)	(99.0, 0.004288511369023771)	(100.0, 0.0021200072357371144)
M145_1_1_2	(0.0, 0.042793261108665895)	(1.0, 0.03506689273345458)	(2.0, 0.03294456892482382)	(3.0, 0.030870795007240173)	(4.0, 0.01594517135961473)	(5.0, 0.005513880483207356)	(6.0, 0.0014773038275763103)	(7.0, 0.0004716275130290568)	(8.0, 0.000256620852677575)	(9.0, 0.0002358137565145284)	(10.0, 0.00020807096163046626)	(11.0, 0.00012484257697827975)	(12.0, 0.00013177827569929527)	(13.0, 0.00015952107058335747)	(14.0, 0.0002011352629094507)	(15.0, 0.0002011352629094507)	(16.0, 0.0001179068782572642)	(17.0, 0.00011097117953624868)	(18.0, 0.00010403548081523313)	(19.0, 0.00013177827569929527)	(20.0, 0.00020807096163046626)	(21.0, 0.00019419956418843516)	(22.0, 0.00013177827569929527)	(23.0, 7.629268593117096e-05)	(24.0, 0.00013177827569929527)	(25.0, 0.0002011352629094507)	(26.0, 0.0001872638654674196)	(27.0, 0.0002496851539565595)	(28.0, 0.0003537206347717926)	(29.0, 0.00028436364756163717)	(30.0, 0.00029129934628265274)	(31.0, 0.0004438847181449947)	(32.0, 0.00051324170535515)	(33.0, 0.0005340488015181967)	(34.0, 0.000589534391286321)	(35.0, 0.000665827077217492)	(36.0, 0.0008253481478008495)	(37.0, 0.0009501907247791291)	(38.0, 0.0009432550260581136)	(39.0, 0.001116647494083502)	(40.0, 0.0013385898531559995)	(41.0, 0.0015327894173444347)	(42.0, 0.002025224026536538)	(43.0, 0.002330394770261222)	(44.0, 0.0026563726101489524)	(45.0, 0.0033984923732976154)	(46.0, 0.0043209403031926824)	(47.0, 0.006165836162982816)	(48.0, 0.008357516958823728)	(49.0, 0.014460931833317406)	(50.0, 0.023844932202851433)	(51.0, 0.03019803223130167)	(52.0, 0.04112869341562216)	(53.0, 0.07634817152093909)	(54.0, 0.18933763938500325)	(55.0, 0.5922947993772852)	(56.0, 1.645404357477564)	(57.0, 2.631202959490387)	(58.0, 2.6021354461506108)	(59.0, 1.8692679050957828)	(60.0, 1.6704075513668253)	(61.0, 2.276858111833703)	(62.0, 2.91758489537984)	(63.0, 3.4712547885797895)	(64.0, 4.182573113708423)	(65.0, 4.91182022003088)	(66.0, 5.521128288370817)	(67.0, 6.0182236871034425)	(68.0, 6.308725428033178)	(69.0, 6.28360432726566)	(70.0, 6.181129378662656)	(71.0, 6.032518162167456)	(72.0, 5.6365105722936315)	(73.0, 5.1142802013960456)	(74.0, 4.586036579707339)	(75.0, 4.134793085219346)	(76.0, 3.398416080611684)	(77.0, 2.627103961546267)	(78.0, 2.1222544516435455)	(79.0, 1.6998565281362572)	(80.0, 1.3277840345486573)	(81.0, 1.001362309942782)	(82.0, 0.7428133330207645)	(83.0, 0.5442304072406475)	(84.0, 0.40206939055599195)	(85.0, 0.2947949384380446)	(86.0, 0.1997897373575737)	(87.0, 0.1327770163151215)	(88.0, 0.08109912514483474)	(89.0, 0.04209969123656433)	(90.0, 0.02543320720996399)	(91.0, 0.01865009386081079)	(92.0, 0.013420577025165074)	(93.0, 0.009751592401747852)	(94.0, 0.007733304073932329)	(95.0, 0.007608461496954049)	(96.0, 0.00819799588824037)	(97.0, 0.009592071331164494)	(98.0, 0.012477321999106958)	(99.0, 0.017838617110451975)	(100.0, 0.08168865953612105)
M145_1_2_1	(0.0, 0.08779685692212494)	(1.0, 0.050397846832416174)	(2.0, 0.008476233611125721)	(3.0, 0.0027208564001289966)	(4.0, 0.0010285274863758404)	(5.0, 0.0004887329190580234)	(6.0, 0.0003282534530986725)	(7.0, 0.000306369889558761)	(8.0, 0.000364726058998525)	(9.0, 0.00029178084719881994)	(10.0, 0.0002553082412989675)	(11.0, 0.0003136644107387315)	(12.0, 0.0004303767496182595)	(13.0, 0.000423082228438289)	(14.0, 0.00038660962253843643)	(15.0, 0.0004887329190580234)	(16.0, 0.0004595548343381415)	(17.0, 0.0005470890884977875)	(18.0, 0.000612739779117522)	(19.0, 0.0006200343002974925)	(20.0, 0.0007221575968170794)	(21.0, 0.0007513356815369614)	(22.0, 0.0008753425415964599)	(23.0, 0.000962876795756106)	(24.0, 0.0009409932322161945)	(25.0, 0.0011306507828954275)	(26.0, 0.001225479558235044)	(27.0, 0.0013640754606544835)	(28.0, 0.0017360960408329788)	(29.0, 0.0021154111421914446)	(30.0, 0.002450959116470088)	(31.0, 0.002392602947030324)	(32.0, 0.0025822604977095566)	(33.0, 0.003143938628567285)	(34.0, 0.0033554797427864298)	(35.0, 0.0036107879840853972)	(36.0, 0.004055753776063598)	(37.0, 0.004624726428101297)	(38.0, 0.004697671639901002)	(39.0, 0.00510616482597935)	(40.0, 0.00613469231235519)	(41.0, 0.006543185498433538)	(42.0, 0.006842260866812329)	(43.0, 0.0075352403789095265)	(44.0, 0.008417877441685958)	(45.0, 0.009278630940922475)	(46.0, 0.010132089918979023)	(47.0, 0.011780651705652356)	(48.0, 0.014698460177640559)	(49.0, 0.02057784424869678)	(50.0, 0.027266920170729726)	(51.0, 0.03472192081665958)	(52.0, 0.04514579158283742)	(53.0, 0.06470969738751829)	(54.0, 0.10571220094013248)	(55.0, 0.19649981154604532)	(56.0, 0.2762945787337426)	(57.0, 0.3821599646186545)	(58.0, 0.6605407764098686)	(59.0, 1.1372596190844808)	(60.0, 2.344780066174437)	(61.0, 3.6621341186712097)	(62.0, 3.9383411631507923)	(63.0, 4.576465875974612)	(64.0, 5.194202402100414)	(65.0, 5.105552086200232)	(66.0, 5.400666529578299)	(67.0, 5.922625992611088)	(68.0, 6.326618459121394)	(69.0, 6.277365852114233)	(70.0, 6.078196245816319)	(71.0, 6.03561812568883)	(72.0, 5.978531202934382)	(73.0, 5.570840414185831)	(74.0, 4.76494900874387)	(75.0, 4.054396995124123)	(76.0, 3.442911873649556)	(77.0, 2.816195791951211)	(78.0, 2.2927336575553476)	(79.0, 1.8269857747354112)	(80.0, 1.406215909511173)	(81.0, 1.054313618747036)	(82.0, 0.7871298969670766)	(83.0, 0.5864357357425483)	(84.0, 0.4226445571674908)	(85.0, 0.300184135598146)	(86.0, 0.2134668678106567)	(87.0, 0.15356425988073896)	(88.0, 0.0943838095476383)	(89.0, 0.047261202725028865)	(90.0, 0.02992942040141896)	(91.0, 0.020672673024036397)	(92.0, 0.011890069523351914)	(93.0, 0.006579658104333391)	(94.0, 0.003676438674705132)	(95.0, 0.002429075552930176)	(96.0, 0.002421781031750206)	(97.0, 0.002655205709509262)	(98.0, 0.003122055065027374)	(99.0, 0.0028010961331086715)	(100.0, 0.0012765412064948375)
M145_1_2_2	(0.0, 0.031513347465176145)	(1.0, 0.025869274807488202)	(2.0, 0.02456960477764544)	(3.0, 0.02297057254991755)	(4.0, 0.011843060609016614)	(5.0, 0.004096151049111172)	(6.0, 0.001066021485151927)	(7.0, 0.00045999557236007816)	(8.0, 0.00033586978299307286)	(9.0, 0.00029206068086354167)	(10.0, 0.0002336485446908333)	(11.0, 0.000175236408518125)	(12.0, 0.00010222123830223958)	(13.0, 8.031668723747395e-05)	(14.0, 8.031668723747395e-05)	(15.0, 9.491972128065104e-05)	(16.0, 9.491972128065104e-05)	(17.0, 0.00010222123830223958)	(18.0, 0.00014603034043177084)	(19.0, 0.00015333185745335939)	(20.0, 0.00010222123830223958)	(21.0, 0.0001606333744749479)	(22.0, 0.000175236408518125)	(23.0, 0.00010222123830223958)	(24.0, 0.00013142730638859374)	(25.0, 0.00014603034043177084)	(26.0, 0.00020444247660447915)	(27.0, 0.00021174399362606773)	(28.0, 0.0002336485446908333)	(29.0, 0.00030666371490671877)	(30.0, 0.000270156129798776)	(31.0, 0.00030666371490671877)	(32.0, 0.00043809102129531245)	(33.0, 0.0004892016404464323)	(34.0, 0.0005841213617270833)	(35.0, 0.0007374532191804427)	(36.0, 0.0007374532191804427)	(37.0, 0.0006206289468350261)	(38.0, 0.0008104683893963281)	(39.0, 0.0009638002468496875)	(40.0, 0.0011025290702598696)	(41.0, 0.0014603034043177083)	(42.0, 0.0017231580170948956)	(43.0, 0.0020663293171095574)	(44.0, 0.002519023372448047)	(45.0, 0.003409808449081849)	(46.0, 0.004446623866147421)	(47.0, 0.005687881759817473)	(48.0, 0.007980558104596275)	(49.0, 0.012887177543103777)	(50.0, 0.020750911375354637)	(51.0, 0.027132437252223023)	(52.0, 0.03618631835899281)	(53.0, 0.06759014306884513)	(54.0, 0.17870462910337953)	(55.0, 0.574651294150083)	(56.0, 1.6093054621772658)	(57.0, 2.585970982018992)	(58.0, 2.5602842451370433)	(59.0, 1.8488390295874995)	(60.0, 1.677815596390831)	(61.0, 2.2912817550276783)	(62.0, 2.930763218812446)	(63.0, 3.491694962478965)	(64.0, 4.210514710220313)	(65.0, 4.948741890205044)	(66.0, 5.569538771931567)	(67.0, 6.070335221408282)	(68.0, 6.354006459214018)	(69.0, 6.3180683924337595)	(70.0, 6.213693206610151)	(71.0, 6.056922334639624)	(72.0, 5.649132608983903)	(73.0, 5.127453820825445)	(74.0, 4.58717076729598)	(75.0, 4.126744405431627)	(76.0, 3.392314014298123)	(77.0, 2.610818044443458)	(78.0, 2.105392433175056)	(79.0, 1.6867964623273848)	(80.0, 1.3161495537604857)	(81.0, 0.9887787365805419)	(82.0, 0.728698700271558)	(83.0, 0.5341059701292018)	(84.0, 0.3962095196594806)	(85.0, 0.29244766126568583)	(86.0, 0.19757905060418593)	(87.0, 0.13067525013537012)	(88.0, 0.08071827067366133)	(89.0, 0.04208594411243635)	(90.0, 0.024635318430839735)	(91.0, 0.017260786239035313)	(92.0, 0.011850362126038204)	(93.0, 0.008170397547157577)	(94.0, 0.006206289468350261)	(95.0, 0.005534549902364114)	(96.0, 0.005680580242795885)	(97.0, 0.0067319986939046355)	(98.0, 0.009272926617417448)	(99.0, 0.01547191456874612)	(100.0, 0.07782686993311226)
M145_1_3_1	(0.0, 0.10221373971499416)	(1.0, 0.05887135490152137)	(2.0, 0.010265007244801571)	(3.0, 0.0032669014882638243)	(4.0, 0.001208306029905798)	(5.0, 0.0007160332029071396)	(6.0, 0.0004866788176009464)	(7.0, 0.00037479862964670584)	(8.0, 0.0003692046202489938)	(9.0, 0.0003300465544650096)	(10.0, 0.00029648249807873747)	(11.0, 0.0003468285826581457)	(12.0, 0.00033564056386272166)	(13.0, 0.0003580166014535698)	(14.0, 0.00035242259205585776)	(15.0, 0.0003412345732604337)	(16.0, 0.0003859866484421299)	(17.0, 0.0004475207518169622)	(18.0, 0.0005034608457940825)	(19.0, 0.00048108480820323443)	(20.0, 0.0005258368833849305)	(21.0, 0.0006321230619414591)	(22.0, 0.000598559005555187)	(23.0, 0.0007160332029071396)	(24.0, 0.0008167253720659561)	(25.0, 0.0008670714566453643)	(26.0, 0.0011691479641218138)	(27.0, 0.0012642461238829181)	(28.0, 0.0014432544246097032)	(29.0, 0.001605480697143352)	(30.0, 0.0015439465937685196)	(31.0, 0.001790083007267849)	(32.0, 0.0021592876275168425)	(33.0, 0.002405424041016172)	(34.0, 0.002797004698856014)	(35.0, 0.003059923140548479)	(36.0, 0.0034347217701951854)	(37.0, 0.003988528700568676)	(38.0, 0.004111596907318341)	(39.0, 0.004637433790703271)	(40.0, 0.005347872984212698)	(41.0, 0.005610791425905164)	(42.0, 0.006433110807368832)	(43.0, 0.00719949009485538)	(44.0, 0.007965869382341928)	(45.0, 0.008838534848385005)	(46.0, 0.01014753304744962)	(47.0, 0.012530581050874942)	(48.0, 0.014617146556221528)	(49.0, 0.020647488686955096)	(50.0, 0.028982562689546014)	(51.0, 0.037664465274795084)	(52.0, 0.047649772049711055)	(53.0, 0.06843151696221124)	(54.0, 0.11128162894868537)	(55.0, 0.20782304313439956)	(56.0, 0.29191219240080674)	(57.0, 0.3970515990308043)	(58.0, 0.6840242811334313)	(59.0, 1.169998253550266)	(60.0, 2.4139940634134667)	(61.0, 3.782322326150215)	(62.0, 4.02968942171704)	(63.0, 4.624265492581057)	(64.0, 5.213314682160133)	(65.0, 5.101132417698417)	(66.0, 5.3778736566126275)	(67.0, 5.890262541405459)	(68.0, 6.31697917227233)	(69.0, 6.238920365136657)	(70.0, 6.006791351169198)	(71.0, 5.967577345291237)	(72.0, 5.932670726649514)	(73.0, 5.5388916231163705)	(74.0, 4.742824927756165)	(75.0, 4.033588446267246)	(76.0, 3.413861709151117)	(77.0, 2.8039133004621886)	(78.0, 2.2836312684091857)	(79.0, 1.8104731715225093)	(80.0, 1.390184057453609)	(81.0, 1.044591750872358)	(82.0, 0.7828480511534119)	(83.0, 0.5811280722719162)	(84.0, 0.4196737730351518)	(85.0, 0.29833411518938013)	(86.0, 0.21080465014338004)	(87.0, 0.15279477268910632)	(88.0, 0.09353183712974511)	(89.0, 0.04747635775838198)	(90.0, 0.03012374060667927)	(91.0, 0.020625112649364244)	(92.0, 0.012206128505807646)	(93.0, 0.007205084104253093)	(94.0, 0.003837490446830451)	(95.0, 0.002651560454515501)	(96.0, 0.002824974745844574)	(97.0, 0.003076705168741615)	(98.0, 0.003378781676218065)	(99.0, 0.002836162764639998)	(100.0, 0.00121390003930351)
M145_1_3_2	(0.0, 0.03878677042958448)	(1.0, 0.031892962402033445)	(2.0, 0.028437658134771875)	(3.0, 0.025542370766580252)	(4.0, 0.013384403887771717)	(5.0, 0.004732142797141047)	(6.0, 0.0013384403887771717)	(7.0, 0.0006328190959490394)	(8.0, 0.0004200126743024598)	(9.0, 0.0002912087875163721)	(10.0, 0.00021840659063727908)	(11.0, 0.0002016060836651807)	(12.0, 0.0001848055766930823)	(13.0, 0.00043121301228385867)	(14.0, 0.0008400253486049196)	(15.0, 0.0012824386988701771)	(16.0, 0.002441673679944966)	(17.0, 0.004211327081005997)	(18.0, 0.006557797888109071)	(19.0, 0.009469885763272793)	(20.0, 0.011833157077347965)	(21.0, 0.01272358394686918)	(22.0, 0.011939560288171256)	(23.0, 0.00949788660822629)	(24.0, 0.006692201943885858)	(25.0, 0.004345731136782783)	(26.0, 0.002408072666000769)	(27.0, 0.0011928359950189856)	(28.0, 0.0005880177440234436)	(29.0, 0.0004032121673303614)	(30.0, 0.00043681318127455817)	(31.0, 0.00044801351925595706)	(32.0, 0.00045361368824665656)	(33.0, 0.0005432163920978479)	(34.0, 0.0005152155471443506)	(35.0, 0.000677620447874635)	(36.0, 0.0008960270385119141)	(37.0, 0.0008680261935584167)	(38.0, 0.0009240278834654115)	(39.0, 0.00114803464309339)	(40.0, 0.0013384403887771717)	(41.0, 0.001713651711154036)	(42.0, 0.0021056635405029985)	(43.0, 0.002559277228749655)	(44.0, 0.0031192941278196007)	(45.0, 0.0038025147446849356)	(46.0, 0.004860946683927134)	(47.0, 0.006378592480406689)	(48.0, 0.008523457203844583)	(49.0, 0.013692413182260187)	(50.0, 0.021622252473090627)	(51.0, 0.02835365559991138)	(52.0, 0.03903317786517526)	(53.0, 0.07285259840000932)	(54.0, 0.1879696721728275)	(55.0, 0.5883313534869228)	(56.0, 1.6749657437662837)	(57.0, 2.7080681186635487)	(58.0, 2.6688669357286523)	(59.0, 1.8977796673992433)	(60.0, 1.6851300504844033)	(61.0, 2.29927258284946)	(62.0, 2.941768770814428)	(63.0, 3.497955154294736)	(64.0, 4.2031956356315)	(65.0, 4.929823162343746)	(66.0, 5.535089426858545)	(67.0, 6.019784053003583)	(68.0, 6.296516403678998)	(69.0, 6.257953640009041)	(70.0, 6.167068497458979)	(71.0, 6.021172894913277)	(72.0, 5.615087840890687)	(73.0, 5.094563333543153)	(74.0, 4.560312811999415)	(75.0, 4.105685493165442)	(76.0, 3.3732337907028684)	(77.0, 2.590570973069683)	(78.0, 2.085486131629508)	(79.0, 1.6698135882948404)	(80.0, 1.302100892196523)	(81.0, 0.9835520796675561)	(82.0, 0.7237378395130452)	(83.0, 0.5283647439345129)	(84.0, 0.3910598006205435)	(85.0, 0.28602863119997507)	(86.0, 0.1951042874669786)	(87.0, 0.13186157905500956)	(88.0, 0.08126965239303062)	(89.0, 0.04219727334492046)	(90.0, 0.024763947276873026)	(91.0, 0.018183748712801158)	(92.0, 0.013177197635115838)	(93.0, 0.009128275454840126)	(94.0, 0.006753803802783552)	(95.0, 0.006602599240034668)	(96.0, 0.007330621208825598)	(97.0, 0.008618660076686473)	(98.0, 0.010819526490031362)	(99.0, 0.015848478243679482)	(100.0, 0.08824186278645145)
M145_2_1_1	(0.0, 0.08130654729896014)	(1.0, 0.046979319646643064)	(2.0, 0.008474389726607065)	(3.0, 0.0030076812212216962)	(4.0, 0.001150190181302363)	(5.0, 0.0007535728774049964)	(6.0, 0.000641197974634076)	(7.0, 0.00042305845749052433)	(8.0, 0.0004891613414734188)	(9.0, 0.0005089922066682871)	(10.0, 0.0004825510530751293)	(11.0, 0.0004362790342871032)	(12.0, 0.0004428893226853927)	(13.0, 0.0004428893226853927)	(14.0, 0.0005089922066682871)	(15.0, 0.0005750950906511815)	(16.0, 0.0005883156674477604)	(17.0, 0.0006345876862357864)	(18.0, 0.0006544185514306548)	(19.0, 0.0007006905702186809)	(20.0, 0.0007998448961930224)	(21.0, 0.0009518815293536797)	(22.0, 0.0009783226829468375)	(23.0, 0.0008725580685742064)	(24.0, 0.000912219798963943)	(25.0, 0.000971712394548548)	(26.0, 0.001031204990133153)	(27.0, 0.0013088371028613095)	(28.0, 0.001374939986844204)	(29.0, 0.0012295136420818363)	(30.0, 0.0012956165260647307)	(31.0, 0.0013683296984459145)	(32.0, 0.0015071457548099928)	(33.0, 0.0015930795039877555)	(34.0, 0.0017186749835552551)	(35.0, 0.0017451161371484128)	(36.0, 0.001612910369182624)	(37.0, 0.001850880751521044)	(38.0, 0.002201226036630384)	(39.0, 0.002273939209011568)	(40.0, 0.00249207872615512)	(41.0, 0.003245651603560116)	(42.0, 0.003523283716288273)	(43.0, 0.003523283716288273)	(44.0, 0.003774474675423272)	(45.0, 0.004534657841226557)	(46.0, 0.005909597828070762)	(47.0, 0.007152332046949176)	(48.0, 0.008699139532148906)	(49.0, 0.01420550976792401)	(50.0, 0.022613796610548183)	(51.0, 0.03219871478806788)	(52.0, 0.047468480988116485)	(53.0, 0.07548288322006715)	(54.0, 0.12320916545571692)	(55.0, 0.25810532079960957)	(56.0, 0.34740370677210164)	(57.0, 0.4189336375299917)	(58.0, 0.6878335592840079)	(59.0, 1.1997078516939492)	(60.0, 3.2683579442082404)	(61.0, 5.228209299975086)	(62.0, 4.80658527506699)	(63.0, 5.411215134281729)	(64.0, 5.658248222014204)	(65.0, 4.2595640792433445)	(66.0, 3.9741450467820023)	(67.0, 4.35877789781327)	(68.0, 4.826554956318223)	(69.0, 5.1385870098710775)	(70.0, 5.371143566011298)	(71.0, 5.688159777016463)	(72.0, 6.09258383151221)	(73.0, 5.9784439817389465)	(74.0, 5.189201988136779)	(75.0, 4.428688307913579)	(76.0, 3.775902497717302)	(77.0, 3.106511643064522)	(78.0, 2.5664114191938845)	(79.0, 2.085770739465861)	(80.0, 1.5977265367317532)	(81.0, 1.1784028921862624)	(82.0, 0.863323495681796)	(83.0, 0.6092570610935414)	(84.0, 0.4094148222364549)	(85.0, 0.26243505970048914)	(86.0, 0.16035898625410358)	(87.0, 0.09987484740975519)	(88.0, 0.06240773276825062)	(89.0, 0.035609623601585226)	(90.0, 0.020346467689934904)	(91.0, 0.013114812182206254)	(92.0, 0.008282691363056672)	(93.0, 0.0046073710136077415)	(94.0, 0.002452416995765383)	(95.0, 0.0017979984443347284)	(96.0, 0.0018376601747244648)	(97.0, 0.0023400420929944625)	(98.0, 0.0028027622808747235)	(99.0, 0.00249207872615512)	(100.0, 0.0012361239304801259)
M145_2_1_2	(0.0, 0.027032875906992354)	(1.0, 0.022977282923393155)	(2.0, 0.023711656204273273)	(3.0, 0.023063290604937677)	(4.0, 0.012034459440729096)	(5.0, 0.004095288836619742)	(6.0, 0.0011577957130992809)	(7.0, 0.0004631182852397124)	(8.0, 0.0002844869466472519)	(9.0, 0.00017863133859246047)	(10.0, 0.0001389354855719137)	(11.0, 0.00013231951006848923)	(12.0, 0.0001389354855719137)	(13.0, 0.0004234224322191656)	(14.0, 0.0010850199825616117)	(15.0, 0.001832625214448576)	(16.0, 0.0026927020298937562)	(17.0, 0.0038571137184964617)	(18.0, 0.005967609904088864)	(19.0, 0.008938182905126447)	(20.0, 0.010750960193064752)	(21.0, 0.01204107541623252)	(22.0, 0.011511797375958564)	(23.0, 0.009123430219222333)	(24.0, 0.007330500857794304)	(25.0, 0.005127381015153958)	(26.0, 0.0030433487315752526)	(27.0, 0.0016936897288766623)	(28.0, 0.0010916359580650362)	(29.0, 0.0008799247419554535)	(30.0, 0.0008336129134314821)	(31.0, 0.0008203809624246334)	(32.0, 0.0007343732808801153)	(33.0, 0.0007608371828938132)	(34.0, 0.0008005330359143599)	(35.0, 0.0008468448644383312)	(36.0, 0.0009063886439691513)	(37.0, 0.0009196205949760002)	(38.0, 0.001118099860078734)	(39.0, 0.0011710276641061297)	(40.0, 0.0012504193701472232)	(41.0, 0.0016142980228355688)	(42.0, 0.001832625214448576)	(43.0, 0.0022957434996882884)	(44.0, 0.0031690522661403176)	(45.0, 0.003863729693999886)	(46.0, 0.004419471636287541)	(47.0, 0.005603731251400519)	(48.0, 0.008117801942701815)	(49.0, 0.015560774384054335)	(50.0, 0.02690055639692386)	(51.0, 0.03464124773593048)	(52.0, 0.046047189503834254)	(53.0, 0.07986144030183669)	(54.0, 0.18188639854014532)	(55.0, 0.8534740718927625)	(56.0, 2.9145687684010952)	(57.0, 4.822966750290392)	(58.0, 4.585446613741951)	(59.0, 2.5570546841470443)	(60.0, 1.4995439277286713)	(61.0, 1.979532950502116)	(62.0, 2.418231670158689)	(63.0, 2.8329871744683683)	(64.0, 3.2915536685617246)	(65.0, 3.837689214418407)	(66.0, 4.421906315272801)	(67.0, 4.899004156751249)	(68.0, 5.163947511761386)	(69.0, 5.340289722829661)	(70.0, 5.544061768335133)	(71.0, 5.662414954115894)	(72.0, 5.624803133378927)	(73.0, 5.360197193119465)	(74.0, 4.964508930210655)	(75.0, 4.574953676593519)	(76.0, 3.779680341204381)	(77.0, 2.9306455888744165)	(78.0, 2.392482293499361)	(79.0, 1.9371907072801995)	(80.0, 1.5008340429518392)	(81.0, 1.1145007694048712)	(82.0, 0.8238675815149379)	(83.0, 0.5848059226741985)	(84.0, 0.38669053622415295)	(85.0, 0.2540468433559959)	(86.0, 0.16340136298357738)	(87.0, 0.10015263717083951)	(88.0, 0.060000281840556446)	(89.0, 0.03489927078056404)	(90.0, 0.01967591114718435)	(91.0, 0.013463510149468779)	(92.0, 0.00910358229271206)	(93.0, 0.006569663674900491)	(94.0, 0.005279548451732721)	(95.0, 0.004961981627568347)	(96.0, 0.005425099912808058)	(97.0, 0.006589511601410764)	(98.0, 0.008415520840355916)	(99.0, 0.012537273578989356)	(100.0, 0.06686766441311104)
