bin_center	density	total_sites	n_tss	mod_type	gene_cat	timepoint
-2900.000000	0.239868	116.000000	2418	6mA	Non-regulatory	T2
-2700.000000	0.258478	125.000000	2418	6mA	Non-regulatory	T2
-2500.000000	0.262614	127.000000	2418	6mA	Non-regulatory	T2
-2300.000000	0.264682	128.000000	2418	6mA	Non-regulatory	T2
-2100.000000	0.210918	102.000000	2418	6mA	Non-regulatory	T2
-1900.000000	0.252275	122.000000	2418	6mA	Non-regulatory	T2
-1700.000000	0.252275	122.000000	2418	6mA	Non-regulatory	T2
-1500.000000	0.231596	112.000000	2418	6mA	Non-regulatory	T2
-1300.000000	0.277089	134.000000	2418	6mA	Non-regulatory	T2
-1100.000000	0.289495	140.000000	2418	6mA	Non-regulatory	T2
-900.000000	0.244003	118.000000	2418	6mA	Non-regulatory	T2
-700.000000	0.219189	106.000000	2418	6mA	Non-regulatory	T2
-500.000000	0.210918	102.000000	2418	6mA	Non-regulatory	T2
-300.000000	0.254342	123.000000	2418	6mA	Non-regulatory	T2
-100.000000	0.227461	110.000000	2418	6mA	Non-regulatory	T2
100.000000	0.163358	79.000000	2418	6mA	Non-regulatory	T2
300.000000	0.223325	108.000000	2418	6mA	Non-regulatory	T2
500.000000	0.202647	98.000000	2418	6mA	Non-regulatory	T2
700.000000	0.235732	114.000000	2418	6mA	Non-regulatory	T2
900.000000	0.285360	138.000000	2418	6mA	Non-regulatory	T2
1100.000000	0.223325	108.000000	2418	6mA	Non-regulatory	T2
1300.000000	0.266749	129.000000	2418	6mA	Non-regulatory	T2
1500.000000	0.233664	113.000000	2418	6mA	Non-regulatory	T2
1700.000000	0.239868	116.000000	2418	6mA	Non-regulatory	T2
1900.000000	0.225393	109.000000	2418	6mA	Non-regulatory	T2
2100.000000	0.268817	130.000000	2418	6mA	Non-regulatory	T2
2300.000000	0.231596	112.000000	2418	6mA	Non-regulatory	T2
2500.000000	0.217122	105.000000	2418	6mA	Non-regulatory	T2
2700.000000	0.229529	111.000000	2418	6mA	Non-regulatory	T2
2900.000000	0.194376	94.000000	2418	6mA	Non-regulatory	T2
3100.000000	0.254342	123.000000	2418	6mA	Non-regulatory	T2
3300.000000	0.227461	110.000000	2418	6mA	Non-regulatory	T2
3500.000000	0.231596	112.000000	2418	6mA	Non-regulatory	T2
3700.000000	0.221257	107.000000	2418	6mA	Non-regulatory	T2
3900.000000	0.219189	106.000000	2418	6mA	Non-regulatory	T2
4100.000000	0.237800	115.000000	2418	6mA	Non-regulatory	T2
4300.000000	0.227461	110.000000	2418	6mA	Non-regulatory	T2
4500.000000	0.208850	101.000000	2418	6mA	Non-regulatory	T2
4700.000000	0.246071	119.000000	2418	6mA	Non-regulatory	T2
4900.000000	0.279156	135.000000	2418	6mA	Non-regulatory	T2
-4900.000000	0.270885	131.000000	2418	6mA	Non-regulatory	T3
-4700.000000	0.264682	128.000000	2418	6mA	Non-regulatory	T3
-4500.000000	0.210918	102.000000	2418	6mA	Non-regulatory	T3
-4300.000000	0.272953	132.000000	2418	6mA	Non-regulatory	T3
-4100.000000	0.270885	131.000000	2418	6mA	Non-regulatory	T3
-3900.000000	0.260546	126.000000	2418	6mA	Non-regulatory	T3
-3700.000000	0.225393	109.000000	2418	6mA	Non-regulatory	T3
-3500.000000	0.262614	127.000000	2418	6mA	Non-regulatory	T3
-3300.000000	0.252275	122.000000	2418	6mA	Non-regulatory	T3
-3100.000000	0.281224	136.000000	2418	6mA	Non-regulatory	T3
-2900.000000	0.260546	126.000000	2418	6mA	Non-regulatory	T3
-2700.000000	0.287428	139.000000	2418	6mA	Non-regulatory	T3
-2500.000000	0.272953	132.000000	2418	6mA	Non-regulatory	T3
-2300.000000	0.268817	130.000000	2418	6mA	Non-regulatory	T3
-2100.000000	0.241935	117.000000	2418	6mA	Non-regulatory	T3
-1900.000000	0.283292	137.000000	2418	6mA	Non-regulatory	T3
-1700.000000	0.266749	129.000000	2418	6mA	Non-regulatory	T3
-1500.000000	0.248139	120.000000	2418	6mA	Non-regulatory	T3
-1300.000000	0.270885	131.000000	2418	6mA	Non-regulatory	T3
-1100.000000	0.306038	148.000000	2418	6mA	Non-regulatory	T3
-900.000000	0.241935	117.000000	2418	6mA	Non-regulatory	T3
-700.000000	0.246071	119.000000	2418	6mA	Non-regulatory	T3
-500.000000	0.223325	108.000000	2418	6mA	Non-regulatory	T3
-300.000000	0.293631	142.000000	2418	6mA	Non-regulatory	T3
-100.000000	0.233664	113.000000	2418	6mA	Non-regulatory	T3
100.000000	0.173697	84.000000	2418	6mA	Non-regulatory	T3
300.000000	0.239868	116.000000	2418	6mA	Non-regulatory	T3
500.000000	0.212986	103.000000	2418	6mA	Non-regulatory	T3
700.000000	0.252275	122.000000	2418	6mA	Non-regulatory	T3
900.000000	0.297767	144.000000	2418	6mA	Non-regulatory	T3
1100.000000	0.258478	125.000000	2418	6mA	Non-regulatory	T3
1300.000000	0.237800	115.000000	2418	6mA	Non-regulatory	T3
1500.000000	0.248139	120.000000	2418	6mA	Non-regulatory	T3
1700.000000	0.235732	114.000000	2418	6mA	Non-regulatory	T3
1900.000000	0.258478	125.000000	2418	6mA	Non-regulatory	T3
2100.000000	0.272953	132.000000	2418	6mA	Non-regulatory	T3
2300.000000	0.252275	122.000000	2418	6mA	Non-regulatory	T3
2500.000000	0.250207	121.000000	2418	6mA	Non-regulatory	T3
2700.000000	0.244003	118.000000	2418	6mA	Non-regulatory	T3
2900.000000	0.208850	101.000000	2418	6mA	Non-regulatory	T3
3100.000000	0.293631	142.000000	2418	6mA	Non-regulatory	T3
3300.000000	0.244003	118.000000	2418	6mA	Non-regulatory	T3
3500.000000	0.256410	124.000000	2418	6mA	Non-regulatory	T3
3700.000000	0.210918	102.000000	2418	6mA	Non-regulatory	T3
3900.000000	0.237800	115.000000	2418	6mA	Non-regulatory	T3
4100.000000	0.241935	117.000000	2418	6mA	Non-regulatory	T3
4300.000000	0.254342	123.000000	2418	6mA	Non-regulatory	T3
4500.000000	0.227461	110.000000	2418	6mA	Non-regulatory	T3
4700.000000	0.246071	119.000000	2418	6mA	Non-regulatory	T3
4900.000000	0.299835	145.000000	2418	6mA	Non-regulatory	T3
