region_category	bin_center_bp	density_per_kb_per_gene	ci_low	ci_high	n_genes
core_regulatory	-4900.0	0.39556962025316456	0.23734177215189872	0.5854430379746836	316
core_regulatory	-4700.0	0.4588607594936709	0.28481012658227844	0.6487341772151899	316
core_regulatory	-4500.0	0.49050632911392406	0.3164556962025316	0.680379746835443	316
core_regulatory	-4300.0	0.4430379746835443	0.28481012658227844	0.6174841772151894	316
core_regulatory	-4100.0	0.3481012658227848	0.18987341772151897	0.52254746835443	316
core_regulatory	-3900.0	0.4430379746835443	0.2689873417721519	0.6170886075949367	316
core_regulatory	-3700.0	0.47468354430379744	0.28481012658227844	0.6962025316455696	316
core_regulatory	-3500.0	0.18987341772151897	0.09493670886075949	0.30063291139240506	316
core_regulatory	-3300.0	0.49050632911392406	0.3164556962025316	0.6645569620253164	316
core_regulatory	-3100.0	0.5063291139240506	0.33188291139240506	0.6962025316455696	316
core_regulatory	-2900.0	0.3322784810126582	0.18947784810126583	0.5063291139240506	316
core_regulatory	-2700.0	0.4113924050632911	0.2689873417721519	0.5854430379746836	316
core_regulatory	-2500.0	0.6012658227848101	0.37974683544303794	0.8544303797468354	316
core_regulatory	-2300.0	0.5379746835443038	0.3639240506329114	0.7120253164556962	316
core_regulatory	-2100.0	0.3481012658227848	0.18987341772151897	0.5537974683544303	316
core_regulatory	-1900.0	0.4113924050632911	0.23734177215189872	0.6012658227848101	316
core_regulatory	-1700.0	0.4430379746835443	0.2689873417721519	0.6487341772151899	316
core_regulatory	-1500.0	0.4588607594936709	0.28481012658227844	0.6645569620253164	316
core_regulatory	-1300.0	0.5696202531645569	0.3481012658227848	0.8069620253164557	316
core_regulatory	-1100.0	0.5537974683544303	0.30063291139240506	0.8386075949367088	316
core_regulatory	-900.0	0.4272151898734177	0.2685917721518987	0.6329113924050632	316
core_regulatory	-700.0	0.4430379746835443	0.2689873417721519	0.6329113924050632	316
core_regulatory	-500.0	0.5063291139240506	0.3164556962025316	0.6962025316455696	316
core_regulatory	-300.0	0.5379746835443038	0.3481012658227848	0.7594936708860759	316
core_regulatory	-100.0	0.3481012658227848	0.20569620253164556	0.5063291139240506	316
core_regulatory	100.0	0.2531645569620253	0.12658227848101264	0.4113924050632911	316
core_regulatory	300.0	0.37974683544303794	0.221123417721519	0.5379746835443038	316
core_regulatory	500.0	0.3639240506329114	0.23734177215189872	0.52254746835443	316
core_regulatory	700.0	0.6012658227848101	0.39556962025316456	0.8227848101265822	316
core_regulatory	900.0	0.6487341772151899	0.4113924050632911	0.8860759493670886	316
core_regulatory	1100.0	0.4588607594936709	0.30063291139240506	0.6174841772151894	316
core_regulatory	1300.0	0.5696202531645569	0.3639240506329114	0.7911392405063291	316
core_regulatory	1500.0	0.3639240506329114	0.20569620253164556	0.5221518987341772	316
core_regulatory	1700.0	0.5379746835443038	0.3639240506329114	0.7278481012658228	316
core_regulatory	1900.0	0.39556962025316456	0.23734177215189872	0.5537974683544303	316
core_regulatory	2100.0	0.6645569620253164	0.4588607594936709	0.8860759493670886	316
core_regulatory	2300.0	0.5063291139240506	0.3322784810126582	0.7120253164556962	316
core_regulatory	2500.0	0.5854430379746836	0.37974683544303794	0.8860759493670886	316
core_regulatory	2700.0	0.5063291139240506	0.3164556962025316	0.7120253164556962	316
core_regulatory	2900.0	0.4430379746835443	0.2531645569620253	0.680379746835443	316
core_regulatory	3100.0	0.6170886075949367	0.4430379746835443	0.8069620253164557	316
core_regulatory	3300.0	0.4272151898734177	0.2689873417721519	0.6329113924050632	316
core_regulatory	3500.0	0.49050632911392406	0.3164556962025316	0.680379746835443	316
core_regulatory	3700.0	0.5063291139240506	0.3322784810126582	0.6962025316455696	316
core_regulatory	3900.0	0.4272151898734177	0.2531645569620253	0.6174841772151894	316
core_regulatory	4100.0	0.6487341772151899	0.4272151898734177	0.9018987341772151	316
core_regulatory	4300.0	0.5221518987341772	0.3164556962025316	0.7594936708860759	316
core_regulatory	4500.0	0.6170886075949367	0.3639240506329114	0.9651898734177214	316
core_regulatory	4700.0	0.3481012658227848	0.20569620253164556	0.5221518987341772	316
core_regulatory	4900.0	0.6012658227848101	0.41099683544303794	0.8069620253164557	316
core_non_regulatory	-4900.0	0.5512514898688915	0.45292014302741357	0.6525625744934446	1678
core_non_regulatory	-4700.0	0.5154946364719905	0.42312276519666264	0.6048867699642431	1678
core_non_regulatory	-4500.0	0.45887961859356374	0.3843861740166865	0.5364272943980928	1678
core_non_regulatory	-4300.0	0.536352800953516	0.4469606674612634	0.6287246722288439	1678
core_non_regulatory	-4100.0	0.4916567342073897	0.4112038140643623	0.5840286054827175	1678
core_non_regulatory	-3900.0	0.5542312276519666	0.467818831942789	0.6495828367103694	1678
core_non_regulatory	-3700.0	0.4946364719904648	0.4141835518474374	0.5780691299165673	1678
core_non_regulatory	-3500.0	0.5631704410011918	0.4737783075089392	0.6496573301549462	1678
core_non_regulatory	-3300.0	0.4886769964243146	0.4141835518474374	0.5750893921334922	1678
core_non_regulatory	-3100.0	0.5274135876042908	0.4410011918951132	0.6138259833134684	1678
core_non_regulatory	-2900.0	0.4856972586412395	0.40219010727056015	0.5721841477949939	1678
core_non_regulatory	-2700.0	0.5125148986889153	0.4290822407628128	0.5989272943980929	1678
core_non_regulatory	-2500.0	0.5482717520858165	0.467818831942789	0.6317044100119189	1678
core_non_regulatory	-2300.0	0.5482717520858165	0.45880512514898686	0.6466030989272944	1678
core_non_regulatory	-2100.0	0.4707985697258641	0.39921036948748506	0.5512514898688915	1678
core_non_regulatory	-1900.0	0.5721096543504172	0.48264302741358756	0.6644815256257449	1678
core_non_regulatory	-1700.0	0.5393325387365911	0.46185935637663883	0.6228396901072704	1678
core_non_regulatory	-1500.0	0.5274135876042908	0.43802145411203813	0.6198599523241953	1678
core_non_regulatory	-1300.0	0.5572109654350417	0.4707985697258641	0.643697854588796	1678
core_non_regulatory	-1100.0	0.6108462455303932	0.5244338498212157	0.700238379022646	1678
core_non_regulatory	-900.0	0.5095351609058403	0.42312276519666264	0.601907032181168	1678
core_non_regulatory	-700.0	0.4916567342073897	0.4112038140643623	0.5810488676996424	1678
core_non_regulatory	-500.0	0.4290822407628128	0.35458879618593564	0.5125893921334921	1678
core_non_regulatory	-300.0	0.4856972586412395	0.40226460071513703	0.5721841477949939	1678
core_non_regulatory	-100.0	0.4141835518474374	0.33969010727056015	0.4856972586412395	1678
core_non_regulatory	100.0	0.3873659117997616	0.31585220500595945	0.46185935637663883	1678
core_non_regulatory	300.0	0.4856972586412395	0.4081495828367103	0.569129916567342	1678
core_non_regulatory	500.0	0.4946364719904648	0.4081495828367103	0.5900625744934445	1678
core_non_regulatory	700.0	0.536352800953516	0.45292014302741357	0.6376638855780691	1678
core_non_regulatory	900.0	0.6108462455303932	0.5184743742550655	0.7181168057210965	1678
core_non_regulatory	1100.0	0.5631704410011918	0.4707240762812872	0.6495828367103694	1678
core_non_regulatory	1300.0	0.5631704410011918	0.48264302741358756	0.6526370679380213	1678
core_non_regulatory	1500.0	0.5303933253873658	0.4499404052443385	0.6078665077473182	1678
core_non_regulatory	1700.0	0.6197854588796186	0.5303933253873658	0.7181168057210965	1678
core_non_regulatory	1900.0	0.47675804529201427	0.39928486293206195	0.5602651966626936	1678
core_non_regulatory	2100.0	0.4737783075089392	0.3873659117997616	0.566150178784267	1678
core_non_regulatory	2300.0	0.4410011918951132	0.3635280095351609	0.5155691299165672	1678
core_non_regulatory	2500.0	0.5154946364719905	0.43206197854588796	0.607941001191895	1678
core_non_regulatory	2700.0	0.4886769964243146	0.4112038140643623	0.5721096543504172	1678
core_non_regulatory	2900.0	0.4052443384982121	0.33373063170441	0.48271752085816444	1678
core_non_regulatory	3100.0	0.4976162097735399	0.42014302741358756	0.5840286054827175	1678
core_non_regulatory	3300.0	0.5601907032181168	0.4648390941597139	0.6585220500595947	1678
core_non_regulatory	3500.0	0.4648390941597139	0.3872914183551847	0.5423122765196662	1678
core_non_regulatory	3700.0	0.467818831942789	0.3903456495828367	0.5452920143027413	1678
core_non_regulatory	3900.0	0.5274135876042908	0.4439809296781883	0.6227651966626936	1678
core_non_regulatory	4100.0	0.569129916567342	0.47675804529201427	0.6615017878426698	1678
core_non_regulatory	4300.0	0.5154946364719905	0.42014302741358756	0.6168057210965434	1678
core_non_regulatory	4500.0	0.500595947556615	0.41716328963051247	0.5810488676996424	1678
core_non_regulatory	4700.0	0.5482717520858165	0.46178486293206195	0.6376638855780691	1678
core_non_regulatory	4900.0	0.5721096543504172	0.47973778307508935	0.6644815256257449	1678
arm_regulatory	-4900.0	0.14925373134328357	0.03731343283582089	0.29850746268656714	134
arm_regulatory	-4700.0	0.26119402985074625	0.11194029850746269	0.44776119402985076	134
arm_regulatory	-4500.0	0.18656716417910446	0.03731343283582089	0.4104477611940298	134
arm_regulatory	-4300.0	0.26119402985074625	0.07462686567164178	0.44776119402985076	134
arm_regulatory	-4100.0	0.26119402985074625	0.11194029850746269	0.48507462686567165	134
arm_regulatory	-3900.0	0.44776119402985076	0.18656716417910446	0.7835820895522387	134
arm_regulatory	-3700.0	0.33582089552238803	0.11194029850746269	0.560634328358208	134
arm_regulatory	-3500.0	0.29850746268656714	0.11194029850746269	0.48507462686567165	134
arm_regulatory	-3300.0	0.44776119402985076	0.22388059701492538	0.7462686567164178	134
arm_regulatory	-3100.0	0.26119402985074625	0.07462686567164178	0.44776119402985076	134
arm_regulatory	-2900.0	0.33582089552238803	0.14925373134328357	0.5597014925373134	134
arm_regulatory	-2700.0	0.22388059701492538	0.07462686567164178	0.4104477611940298	134
arm_regulatory	-2500.0	0.22388059701492538	0.03731343283582089	0.44776119402985076	134
arm_regulatory	-2300.0	0.14925373134328357	0.03731343283582089	0.33582089552238803	134
arm_regulatory	-2100.0	0.29850746268656714	0.11194029850746269	0.4860074626865663	134
arm_regulatory	-1900.0	0.26119402985074625	0.11194029850746269	0.44776119402985076	134
arm_regulatory	-1700.0	0.29850746268656714	0.11194029850746269	0.5597014925373134	134
arm_regulatory	-1500.0	0.48507462686567165	0.22388059701492538	0.7835820895522387	134
arm_regulatory	-1300.0	0.18656716417910446	0.03731343283582089	0.33582089552238803	134
arm_regulatory	-1100.0	0.26119402985074625	0.07462686567164178	0.44776119402985076	134
arm_regulatory	-900.0	0.3731343283582089	0.11194029850746269	0.708955223880597	134
arm_regulatory	-700.0	0.22388059701492538	0.07462686567164178	0.4104477611940298	134
arm_regulatory	-500.0	0.26119402985074625	0.07462686567164178	0.48507462686567165	134
arm_regulatory	-300.0	0.18656716417910446	0.03731343283582089	0.33582089552238803	134
arm_regulatory	-100.0	0.11194029850746269	0.0	0.26119402985074625	134
arm_regulatory	100.0	0.3731343283582089	0.14925373134328357	0.6352611940298498	134
arm_regulatory	300.0	0.14925373134328357	0.03731343283582089	0.29850746268656714	134
arm_regulatory	500.0	0.4104477611940298	0.18656716417910446	0.708955223880597	134
arm_regulatory	700.0	0.48507462686567165	0.18656716417910446	0.8208955223880596	134
arm_regulatory	900.0	0.4104477611940298	0.18656716417910446	0.6716417910447761	134
