reg_subtype	bin_center_bp	density_per_kb_per_gene	ci_low	ci_high	n_genes
sigma_factor	-4900.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-4700.0	1.1111111111111112	0.41666666666666663	1.8055555555555556	36
sigma_factor	-4500.0	0.6944444444444444	0.1388888888888889	1.5277777777777777	36
sigma_factor	-4300.0	0.41666666666666663	0.0	0.9722222222222222	36
sigma_factor	-4100.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	-3900.0	1.1111111111111112	0.1388888888888889	2.361111111111111	36
sigma_factor	-3700.0	0.9722222222222222	0.2777777777777778	1.8055555555555556	36
sigma_factor	-3500.0	0.41666666666666663	0.0	0.8333333333333333	36
sigma_factor	-3300.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-3100.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	-2900.0	0.41666666666666663	0.0	0.8333333333333333	36
sigma_factor	-2700.0	0.5555555555555556	0.1388888888888889	1.1111111111111112	36
sigma_factor	-2500.0	0.6944444444444444	0.0	1.8055555555555556	36
sigma_factor	-2300.0	0.6944444444444444	0.2777777777777778	1.25	36
sigma_factor	-2100.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	-1900.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-1700.0	0.5555555555555556	0.0	1.25	36
sigma_factor	-1500.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-1300.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-1100.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	-900.0	1.1111111111111112	0.2777777777777778	2.2222222222222223	36
sigma_factor	-700.0	0.0	0.0	0.0	36
sigma_factor	-500.0	0.6944444444444444	0.1388888888888889	1.3888888888888888	36
sigma_factor	-300.0	0.6944444444444444	0.0	1.5277777777777777	36
sigma_factor	-100.0	0.5555555555555556	0.1388888888888889	1.1111111111111112	36
sigma_factor	100.0	0.41666666666666663	0.0	1.1111111111111112	36
sigma_factor	300.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	500.0	0.0	0.0	0.0	36
sigma_factor	700.0	0.9722222222222222	0.2777777777777778	1.8055555555555556	36
sigma_factor	900.0	1.1111111111111112	0.2777777777777778	2.0833333333333335	36
sigma_factor	1100.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	1300.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	1500.0	0.2777777777777778	0.0	0.8333333333333333	36
sigma_factor	1700.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	1900.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	2100.0	0.9722222222222222	0.1388888888888889	1.8055555555555556	36
sigma_factor	2300.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	2500.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	2700.0	0.5555555555555556	0.1388888888888889	1.1111111111111112	36
sigma_factor	2900.0	0.2777777777777778	0.0	0.8333333333333333	36
sigma_factor	3100.0	0.9722222222222222	0.41666666666666663	1.6666666666666665	36
sigma_factor	3300.0	0.5555555555555556	0.1388888888888889	1.1111111111111112	36
sigma_factor	3500.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	3700.0	0.8333333333333333	0.2777777777777778	1.5277777777777777	36
sigma_factor	3900.0	0.2777777777777778	0.0	0.6944444444444444	36
sigma_factor	4100.0	0.6944444444444444	0.0	1.6666666666666665	36
sigma_factor	4300.0	0.5555555555555556	0.0	1.25	36
sigma_factor	4500.0	1.3888888888888888	0.1388888888888889	3.4722222222222223	36
sigma_factor	4700.0	0.1388888888888889	0.0	0.41666666666666663	36
sigma_factor	4900.0	0.2777777777777778	0.0	0.6944444444444444	36
TCS_response_reg	-4900.0	0.689655172413793	0.0	1.5517241379310343	29
TCS_response_reg	-4700.0	0.689655172413793	0.0	1.5517241379310343	29
TCS_response_reg	-4500.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-4300.0	0.17241379310344826	0.0	0.5172413793103448	29
TCS_response_reg	-4100.0	0.5172413793103448	0.0	1.0387931034482718	29
TCS_response_reg	-3900.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-3700.0	0.8620689655172413	0.17241379310344826	1.7241379310344827	29
TCS_response_reg	-3500.0	0.0	0.0	0.0	29
TCS_response_reg	-3300.0	0.17241379310344826	0.0	0.5172413793103448	29
TCS_response_reg	-3100.0	0.689655172413793	0.17241379310344826	1.379310344827586	29
TCS_response_reg	-2900.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-2700.0	0.5172413793103448	0.0	1.2068965517241377	29
TCS_response_reg	-2500.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-2300.0	0.5172413793103448	0.0	1.379310344827586	29
TCS_response_reg	-2100.0	0.17241379310344826	0.0	0.5172413793103448	29
TCS_response_reg	-1900.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-1700.0	0.689655172413793	0.0	1.7241379310344827	29
TCS_response_reg	-1500.0	0.8620689655172413	0.17241379310344826	1.5517241379310343	29
TCS_response_reg	-1300.0	0.17241379310344826	0.0	0.5172413793103448	29
TCS_response_reg	-1100.0	0.8620689655172413	0.17241379310344826	1.5517241379310343	29
TCS_response_reg	-900.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-700.0	0.5172413793103448	0.0	1.2068965517241377	29
TCS_response_reg	-500.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	-300.0	0.0	0.0	0.0	29
TCS_response_reg	-100.0	0.0	0.0	0.0	29
TCS_response_reg	100.0	0.0	0.0	0.0	29
TCS_response_reg	300.0	0.17241379310344826	0.0	0.5172413793103448	29
TCS_response_reg	500.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	700.0	0.3448275862068965	0.0	1.379310344827586	29
TCS_response_reg	900.0	0.689655172413793	0.0	1.7241379310344827	29
TCS_response_reg	1100.0	0.689655172413793	0.17241379310344826	1.379310344827586	29
TCS_response_reg	1300.0	1.0344827586206895	0.3448275862068965	1.8965517241379308	29
TCS_response_reg	1500.0	0.8620689655172413	0.17241379310344826	1.728448275862065	29
TCS_response_reg	1700.0	0.689655172413793	0.17241379310344826	1.379310344827586	29
TCS_response_reg	1900.0	0.0	0.0	0.0	29
TCS_response_reg	2100.0	0.8620689655172413	0.17241379310344826	1.5517241379310343	29
TCS_response_reg	2300.0	1.5517241379310343	0.689655172413793	2.4137931034482754	29
TCS_response_reg	2500.0	1.379310344827586	0.0	3.4482758620689653	29
TCS_response_reg	2700.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	2900.0	0.5172413793103448	0.0	1.379310344827586	29
TCS_response_reg	3100.0	0.8620689655172413	0.34051724137931055	1.5517241379310343	29
TCS_response_reg	3300.0	0.8620689655172413	0.0	1.8965517241379308	29
TCS_response_reg	3500.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	3700.0	0.5172413793103448	0.0	1.0387931034482718	29
TCS_response_reg	3900.0	0.5172413793103448	0.0	1.379310344827586	29
TCS_response_reg	4100.0	0.689655172413793	0.0	1.5517241379310343	29
TCS_response_reg	4300.0	0.0	0.0	0.0	29
TCS_response_reg	4500.0	1.0344827586206895	0.3448275862068965	1.8965517241379308	29
TCS_response_reg	4700.0	0.3448275862068965	0.0	0.8620689655172413	29
TCS_response_reg	4900.0	0.5172413793103448	0.0	1.0387931034482718	29
