site_type	timepoint	gene_category	bin_center_bp	density_per_kb_per_gene	ci_low	ci_high	n_genes	n_sites
All_methylation	T1	regulatory	-100.0	0.2777777777777778	0.17777777777777778	0.4	450	3918
All_methylation	T1	regulatory	100.0	0.28888888888888886	0.17750000000000002	0.43333333333333335	450	3918
All_methylation	T1	regulatory	300.0	0.3111111111111111	0.2	0.4444444444444444	450	3918
All_methylation	T1	regulatory	500.0	0.37777777777777777	0.25555555555555554	0.5222222222222223	450	3918
All_methylation	T1	regulatory	700.0	0.5666666666666667	0.38861111111111113	0.7555555555555555	450	3918
All_methylation	T1	regulatory	900.0	0.5777777777777777	0.4111111111111111	0.7777777777777778	450	3918
All_methylation	T1	regulatory	1100.0	0.4111111111111111	0.2777777777777778	0.5444444444444444	450	3918
All_methylation	T1	regulatory	1300.0	0.4777777777777778	0.32222222222222224	0.6333333333333333	450	3918
All_methylation	T1	regulatory	1500.0	0.32222222222222224	0.2	0.4444444444444444	450	3918
All_methylation	T1	regulatory	1700.0	0.4888888888888889	0.34444444444444444	0.6555555555555556	450	3918
All_methylation	T1	regulatory	1900.0	0.32222222222222224	0.2	0.4666666666666667	450	3918
All_methylation	T1	regulatory	2100.0	0.5777777777777777	0.4111111111111111	0.7777777777777778	450	3918
All_methylation	T1	regulatory	2300.0	0.43333333333333335	0.28888888888888886	0.5888888888888889	450	3918
All_methylation	T1	regulatory	2500.0	0.5888888888888889	0.4	0.8111111111111111	450	3918
All_methylation	T1	regulatory	2700.0	0.43333333333333335	0.28888888888888886	0.5777777777777777	450	3918
All_methylation	T1	regulatory	2900.0	0.43333333333333335	0.2777777777777778	0.6111111111111112	450	3918
All_methylation	T1	regulatory	3100.0	0.5	0.36666666666666664	0.6444444444444445	450	3918
All_methylation	T1	regulatory	3300.0	0.35555555555555557	0.2111111111111111	0.5	450	3918
All_methylation	T1	regulatory	3500.0	0.4	0.26666666666666666	0.5444444444444444	450	3918
All_methylation	T1	regulatory	3700.0	0.4666666666666667	0.32222222222222224	0.6111111111111112	450	3918
All_methylation	T1	regulatory	3900.0	0.3888888888888889	0.23333333333333334	0.5444444444444444	450	3918
All_methylation	T1	regulatory	4100.0	0.5666666666666667	0.3888888888888889	0.7669444444444442	450	3918
All_methylation	T1	regulatory	4300.0	0.4666666666666667	0.3111111111111111	0.6555555555555556	450	3918
All_methylation	T1	regulatory	4500.0	0.5	0.3111111111111111	0.7222222222222222	450	3918
All_methylation	T1	regulatory	4700.0	0.3333333333333333	0.2	0.4888888888888889	450	3918
All_methylation	T1	regulatory	4900.0	0.45555555555555555	0.3111111111111111	0.6222222222222222	450	3918
All_methylation	T1	non_regulatory	-4900.0	0.5009107468123861	0.4212204007285974	0.5828779599271402	2196	3918
All_methylation	T1	non_regulatory	-4700.0	0.4439890710382513	0.3710724043715847	0.5191256830601092	2196	3918
All_methylation	T1	non_regulatory	-4500.0	0.4007285974499089	0.3369763205828779	0.47131147540983603	2196	3918
All_methylation	T1	non_regulatory	-4300.0	0.482695810564663	0.40755919854280503	0.5555555555555555	2196	3918
All_methylation	T1	non_regulatory	-4100.0	0.482695810564663	0.40522540983606553	0.557889344262295	2196	3918
All_methylation	T1	non_regulatory	-3900.0	0.5077413479052822	0.43488160291438976	0.5806580145719489	2196	3918
All_methylation	T1	non_regulatory	-3700.0	0.43943533697632053	0.3734061930783242	0.5077413479052822	2196	3918
All_methylation	T1	non_regulatory	-3500.0	0.5100182149362477	0.43488160291438976	0.5828779599271402	2196	3918
All_methylation	T1	non_regulatory	-3300.0	0.4462659380692167	0.3756830601092896	0.5123520036429872	2196	3918
All_methylation	T1	non_regulatory	-3100.0	0.48724954462659376	0.4234972677595628	0.5601092896174863	2196	3918
All_methylation	T1	non_regulatory	-2900.0	0.4439890710382513	0.37795992714025495	0.5168488160291439	2196	3918
All_methylation	T1	non_regulatory	-2700.0	0.46220400728597444	0.38706739526411654	0.535063752276867	2196	3918
All_methylation	T1	non_regulatory	-2500.0	0.46220400728597444	0.3916211293260473	0.5373406193078324	2196	3918
All_methylation	T1	non_regulatory	-2300.0	0.4986338797814207	0.4166097449908925	0.5761042805100182	2196	3918
All_methylation	T1	non_regulatory	-2100.0	0.45765027322404367	0.3938979963570127	0.5327868852459016	2196	3918
All_methylation	T1	non_regulatory	-1900.0	0.5077413479052822	0.430327868852459	0.587431693989071	2196	3918
All_methylation	T1	non_regulatory	-1700.0	0.5100182149362477	0.43943533697632053	0.5851548269581056	2196	3918
All_methylation	T1	non_regulatory	-1500.0	0.45537340619307826	0.38706739526411654	0.5305100182149362	2196	3918
All_methylation	T1	non_regulatory	-1300.0	0.5191256830601092	0.44854280510018213	0.598816029143898	2196	3918
All_methylation	T1	non_regulatory	-1100.0	0.5441712204007285	0.46670081967213106	0.6239184881602914	2196	3918
All_methylation	T1	non_regulatory	-900.0	0.47131147540983603	0.40522540983606553	0.5441712204007285	2196	3918
All_methylation	T1	non_regulatory	-700.0	0.4439890710382513	0.37795992714025495	0.5191256830601092	2196	3918
All_methylation	T1	non_regulatory	-500.0	0.40300546448087426	0.3369763205828779	0.4781420765027322	2196	3918
All_methylation	T1	non_regulatory	-300.0	0.45537340619307826	0.38479052823315113	0.5259562841530054	2196	3918
All_methylation	T1	non_regulatory	-100.0	0.3984517304189435	0.3369763205828779	0.46226092896174853	2196	3918
All_methylation	T1	non_regulatory	100.0	0.3711293260473588	0.30965391621129323	0.43493852459016386	2196	3918
All_methylation	T1	non_regulatory	300.0	0.46220400728597444	0.3961748633879781	0.5373406193078324	2196	3918
All_methylation	T1	non_regulatory	500.0	0.4371584699453551	0.36651867030965385	0.5100751366120218	2196	3918
All_methylation	T1	non_regulatory	700.0	0.4735883424408014	0.3984517304189435	0.5532786885245901	2196	3918
All_methylation	T1	non_regulatory	900.0	0.5305100182149362	0.45537340619307826	0.6102003642987249	2196	3918
All_methylation	T1	non_regulatory	1100.0	0.5100182149362477	0.4416552823315118	0.5828779599271402	2196	3918
All_methylation	T1	non_regulatory	1300.0	0.5009107468123861	0.42577413479052817	0.5715505464480873	2196	3918
All_methylation	T1	non_regulatory	1500.0	0.4986338797814207	0.42799408014571944	0.5669968123861565	2196	3918
All_methylation	T1	non_regulatory	1700.0	0.5487249544626593	0.4735883424408014	0.6238615664845173	2196	3918
All_methylation	T1	non_regulatory	1900.0	0.4439890710382513	0.3825136612021858	0.5146288706739526	2196	3918
All_methylation	T1	non_regulatory	2100.0	0.4371584699453551	0.36429872495446264	0.5100182149362477	2196	3918
All_methylation	T1	non_regulatory	2300.0	0.40755919854280503	0.3460837887067395	0.4691484517304188	2196	3918
All_methylation	T1	non_regulatory	2500.0	0.4508196721311475	0.38023679417122036	0.5191826047358833	2196	3918
All_methylation	T1	non_regulatory	2700.0	0.44854280510018213	0.37795992714025495	0.5214594717668487	2196	3918
All_methylation	T1	non_regulatory	2900.0	0.38479052823315113	0.3255350637522768	0.4439890710382513	2196	3918
All_methylation	T1	non_regulatory	3100.0	0.4667577413479052	0.4029485428051001	0.5396174863387978	2196	3918
All_methylation	T1	non_regulatory	3300.0	0.49408014571948994	0.41894353369763204	0.5783242258652094	2196	3918
All_methylation	T1	non_regulatory	3500.0	0.4439890710382513	0.37795992714025495	0.5100182149362477	2196	3918
All_methylation	T1	non_regulatory	3700.0	0.42577413479052817	0.36651867030965385	0.48952641165755917	2196	3918
All_methylation	T1	non_regulatory	3900.0	0.4599271402550091	0.3961748633879781	0.5282900728597449	2196	3918
All_methylation	T1	non_regulatory	4100.0	0.48724954462659376	0.40983606557377045	0.5555555555555555	2196	3918
All_methylation	T1	non_regulatory	4300.0	0.4508196721311475	0.3688524590163934	0.5282331511839709	2196	3918
All_methylation	T1	non_regulatory	4500.0	0.4530965391621129	0.38928734061930775	0.5237363387978141	2196	3918
All_methylation	T1	non_regulatory	4700.0	0.5054644808743168	0.43027094717668485	0.5806010928961748	2196	3918
All_methylation	T1	non_regulatory	4900.0	0.5054644808743168	0.43488160291438976	0.5806010928961748	2196	3918
All_methylation	T2	all	-4900.0	0.5347694633408918	0.4610733182161753	0.6084656084656084	2646	4566
All_methylation	T2	all	-4700.0	0.49508692365835216	0.4269179894179894	0.5668934240362812	2646	4566
All_methylation	T2	all	-4500.0	0.47619047619047616	0.4157218442932728	0.5423752834467119	2646	4566
All_methylation	T2	all	-4300.0	0.5442176870748299	0.47619047619047616	0.6104024943310656	2646	4566
All_methylation	T2	all	-4100.0	0.5120937263794406	0.4497354497354497	0.5744992441421012	2646	4566
All_methylation	T2	all	-3900.0	0.5347694633408918	0.4686318972033257	0.6141345427059712	2646	4566
All_methylation	T2	all	-3700.0	0.47052154195011336	0.4043839758125472	0.5328798185941043	2646	4566
All_methylation	T2	all	-3500.0	0.5593348450491307	0.49130763416477696	0.629251700680272	2646	4566
All_methylation	T2	all	-3300.0	0.5102040816326531	0.4459561602418745	0.5857898715041572	2646	4566
All_methylation	T2	all	-3100.0	0.5083144368858654	0.44217687074829926	0.5782785336356764	2646	4566
All_methylation	T2	all	-2900.0	0.47808012093726376	0.41005291005291	0.5479969765684051	2646	4566
All_methylation	T2	all	-2700.0	0.48563869992441416	0.41761148904006046	0.5536659108087679	2646	4566
All_methylation	T2	all	-2500.0	0.5668934240362812	0.4969293272864701	0.6405895691609976	2646	4566
All_methylation	T2	all	-2300.0	0.5385487528344671	0.47241118669690096	0.6028439153439152	2646	4566
All_methylation	T2	all	-2100.0	0.48185941043083896	0.41950113378684806	0.5499338624338623	2646	4566
All_methylation	T2	all	-1900.0	0.5687830687830687	0.49881897203325776	0.6481953892668177	2646	4566
All_methylation	T2	all	-1700.0	0.5555555555555555	0.48374905517762656	0.6311413454270597	2646	4566
All_methylation	T2	all	-1500.0	0.4988662131519274	0.43461829176114886	0.5631141345427059	2646	4566
All_methylation	T2	all	-1300.0	0.5687830687830687	0.49508692365835216	0.6424792139077853	2646	4566
All_methylation	T2	all	-1100.0	0.5876795162509447	0.5139361300075586	0.6632653061224489	2646	4566
All_methylation	T2	all	-900.0	0.5083144368858654	0.43839758125472406	0.5801681783824639	2646	4566
All_methylation	T2	all	-700.0	0.4988662131519274	0.430791761148904	0.5669406651549508	2646	4566
All_methylation	T2	all	-500.0	0.47241118669690096	0.4043839758125472	0.5404383975812547	2646	4566
All_methylation	T2	all	-300.0	0.5272108843537414	0.4610733182161753	0.5971749811035524	2646	4566
All_methylation	T2	all	-100.0	0.43461829176114886	0.37226001511715795	0.4988662131519274	2646	4566
All_methylation	T2	all	100.0	0.41005291005291	0.3476946334089191	0.470568783068783	2646	4566
All_methylation	T2	all	300.0	0.4988662131519274	0.43839758125472406	0.5669406651549508	2646	4566
All_methylation	T2	all	500.0	0.5272108843537414	0.4516250944822373	0.6065759637188208	2646	4566
All_methylation	T2	all	700.0	0.5158730158730158	0.4478458049886621	0.582010582010582	2646	4566
All_methylation	T2	all	900.0	0.5839002267573695	0.5102040816326531	0.6557539682539681	2646	4566
All_methylation	T2	all	1100.0	0.5631141345427059	0.49319727891156456	0.6311885865457293	2646	4566
All_methylation	T2	all	1300.0	0.5895691609977324	0.519652305366591	0.6670445956160241	2646	4566
All_methylation	T2	all	1500.0	0.5215419501133787	0.45535714285714285	0.5915060468631896	2646	4566
All_methylation	T2	all	1700.0	0.610355253212396	0.5385015117157974	0.6840513983371126	2646	4566
All_methylation	T2	all	1900.0	0.47619047619047616	0.4081632653061224	0.5385959939531367	2646	4566
All_methylation	T2	all	2100.0	0.5479969765684051	0.47430083144368856	0.6254724111866968	2646	4566
All_methylation	T2	all	2300.0	0.47241118669690096	0.4157218442932728	0.5347694633408918	2646	4566
All_methylation	T2	all	2500.0	0.5385487528344671	0.4629629629629629	0.610355253212396	2646	4566
All_methylation	T2	all	2700.0	0.5026455026455026	0.43461829176114886	0.5763416477702191	2646	4566
All_methylation	T2	all	2900.0	0.42894935752078606	0.36848072562358275	0.49319727891156456	2646	4566
All_methylation	T2	all	3100.0	0.5366591080876795	0.47052154195011336	0.6009542705971276	2646	4566
All_methylation	T2	all	3300.0	0.5272108843537414	0.4610733182161753	0.6046863189720332	2646	4566
All_methylation	T2	all	3500.0	0.48563869992441416	0.41950113378684806	0.5555555555555555	2646	4566
All_methylation	T2	all	3700.0	0.47808012093726376	0.4138321995464852	0.5442649281934995	2646	4566
All_methylation	T2	all	3900.0	0.5083144368858654	0.440239984882842	0.5725623582766439	2646	4566
All_methylation	T2	all	4100.0	0.5895691609977324	0.519652305366591	0.6557539682539681	2646	4566
All_methylation	T2	all	4300.0	0.5366591080876795	0.45913643235071805	0.6141817838246408	2646	4566
All_methylation	T2	all	4500.0	0.519652305366591	0.4440192743764172	0.5971277399848828	2646	4566
All_methylation	T2	all	4700.0	0.5366591080876795	0.46669501133786845	0.6179138321995464	2646	4566
All_methylation	T2	all	4900.0	0.5801209372637943	0.5044879062736205	0.651974678760393	2646	4566
All_methylation	T2	regulatory	-4900.0	0.43333333333333335	0.2997222222222222	0.5888888888888889	450	4566
All_methylation	T2	regulatory	-4700.0	0.4444444444444444	0.3111111111111111	0.5888888888888889	450	4566
All_methylation	T2	regulatory	-4500.0	0.43333333333333335	0.3	0.6	450	4566
All_methylation	T2	regulatory	-4300.0	0.4777777777777778	0.3441666666666667	0.6222222222222222	450	4566
All_methylation	T2	regulatory	-4100.0	0.36666666666666664	0.24444444444444444	0.5111111111111111	450	4566
All_methylation	T2	regulatory	-3900.0	0.4888888888888889	0.3333333333333333	0.6555555555555556	450	4566
All_methylation	T2	regulatory	-3700.0	0.5111111111111111	0.34444444444444444	0.7	450	4566
All_methylation	T2	regulatory	-3500.0	0.34444444444444444	0.2222222222222222	0.4777777777777778	450	4566
All_methylation	T2	regulatory	-3300.0	0.4777777777777778	0.3333333333333333	0.6222222222222222	450	4566
All_methylation	T2	regulatory	-3100.0	0.5333333333333333	0.36666666666666664	0.6888888888888889	450	4566
All_methylation	T2	regulatory	-2900.0	0.37777777777777777	0.23333333333333334	0.5222222222222223	450	4566
All_methylation	T2	regulatory	-2700.0	0.4222222222222222	0.28888888888888886	0.5666666666666667	450	4566
All_methylation	T2	regulatory	-2500.0	0.5555555555555556	0.4	0.7333333333333333	450	4566
All_methylation	T2	regulatory	-2300.0	0.5333333333333333	0.37777777777777777	0.6777777777777778	450	4566
All_methylation	T2	regulatory	-2100.0	0.4222222222222222	0.28888888888888886	0.5666666666666667	450	4566
All_methylation	T2	regulatory	-1900.0	0.5111111111111111	0.35555555555555557	0.6777777777777778	450	4566
All_methylation	T2	regulatory	-1700.0	0.5222222222222223	0.37777777777777777	0.7111111111111111	450	4566
All_methylation	T2	regulatory	-1500.0	0.5	0.34444444444444444	0.6666666666666666	450	4566
All_methylation	T2	regulatory	-1300.0	0.5666666666666667	0.4	0.744722222222222	450	4566
All_methylation	T2	regulatory	-1100.0	0.5444444444444444	0.37777777777777777	0.7222222222222222	450	4566
All_methylation	T2	regulatory	-900.0	0.43333333333333335	0.2777777777777778	0.6222222222222222	450	4566
All_methylation	T2	regulatory	-700.0	0.4111111111111111	0.2777777777777778	0.5666666666666667	450	4566
All_methylation	T2	regulatory	-500.0	0.5222222222222223	0.36666666666666664	0.6777777777777778	450	4566
All_methylation	T2	regulatory	-300.0	0.45555555555555555	0.3	0.6222222222222222	450	4566
All_methylation	T2	regulatory	-100.0	0.3333333333333333	0.2111111111111111	0.4666666666666667	450	4566
All_methylation	T2	regulatory	100.0	0.36666666666666664	0.23333333333333334	0.5	450	4566
All_methylation	T2	regulatory	300.0	0.36666666666666664	0.24444444444444444	0.5	450	4566
All_methylation	T2	regulatory	500.0	0.4444444444444444	0.2777777777777778	0.6444444444444445	450	4566
All_methylation	T2	regulatory	700.0	0.5555555555555556	0.3888888888888889	0.7333333333333333	450	4566
All_methylation	T2	regulatory	900.0	0.6	0.4111111111111111	0.8222222222222222	450	4566
All_methylation	T2	regulatory	1100.0	0.5	0.34444444444444444	0.6666666666666666	450	4566
All_methylation	T2	regulatory	1300.0	0.5888888888888889	0.4111111111111111	0.7777777777777778	450	4566
All_methylation	T2	regulatory	1500.0	0.36666666666666664	0.24444444444444444	0.5	450	4566
All_methylation	T2	regulatory	1700.0	0.5888888888888889	0.43333333333333335	0.755833333333333	450	4566
All_methylation	T2	regulatory	1900.0	0.4666666666666667	0.3219444444444445	0.6444444444444445	450	4566
All_methylation	T2	regulatory	2100.0	0.5777777777777777	0.4	0.7888888888888889	450	4566
All_methylation	T2	regulatory	2300.0	0.4777777777777778	0.3333333333333333	0.6444444444444445	450	4566
All_methylation	T2	regulatory	2500.0	0.7111111111111111	0.5111111111111111	0.9222222222222223	450	4566
All_methylation	T2	regulatory	2700.0	0.5444444444444444	0.4	0.7333333333333333	450	4566
All_methylation	T2	regulatory	2900.0	0.4666666666666667	0.28888888888888886	0.6555555555555556	450	4566
All_methylation	T2	regulatory	3100.0	0.5444444444444444	0.39972222222222226	0.7111111111111111	450	4566
All_methylation	T2	regulatory	3300.0	0.4444444444444444	0.28888888888888886	0.6113888888888886	450	4566
All_methylation	T2	regulatory	3500.0	0.4666666666666667	0.32222222222222224	0.6444444444444445	450	4566
All_methylation	T2	regulatory	3700.0	0.4666666666666667	0.3333333333333333	0.6111111111111112	450	4566
All_methylation	T2	regulatory	3900.0	0.4888888888888889	0.32222222222222224	0.6666666666666666	450	4566
All_methylation	T2	regulatory	4100.0	0.5888888888888889	0.4111111111111111	0.7888888888888889	450	4566
All_methylation	T2	regulatory	4300.0	0.5888888888888889	0.41083333333333333	0.8	450	4566
All_methylation	T2	regulatory	4500.0	0.5777777777777777	0.35555555555555557	0.8444444444444444	450	4566
All_methylation	T2	regulatory	4700.0	0.4111111111111111	0.26666666666666666	0.5666666666666667	450	4566
All_methylation	T2	regulatory	4900.0	0.5777777777777777	0.4330555555555556	0.7444444444444445	450	4566
All_methylation	T2	non_regulatory	-4900.0	0.5555555555555555	0.47353142076502724	0.6375796903460836	2196	4566
All_methylation	T2	non_regulatory	-4700.0	0.5054644808743168	0.42577413479052817	0.5897654826958104	2196	4566
All_methylation	T2	non_regulatory	-4500.0	0.48497267759562834	0.41894353369763204	0.5578324225865209	2196	4566
All_methylation	T2	non_regulatory	-4300.0	0.5578324225865209	0.48497267759562834	0.6420765027322404	2196	4566
All_methylation	T2	non_regulatory	-4100.0	0.5418943533697631	0.46220400728597444	0.6102003642987249	2196	4566
All_methylation	T2	non_regulatory	-3900.0	0.5441712204007285	0.4690346083788706	0.6238615664845173	2196	4566
All_methylation	T2	non_regulatory	-3700.0	0.46220400728597444	0.3961748633879781	0.5305669398907102	2196	4566
All_methylation	T2	non_regulatory	-3500.0	0.6033697632058287	0.5168488160291439	0.6876707650273223	2196	4566
All_methylation	T2	non_regulatory	-3300.0	0.5168488160291439	0.44854280510018213	0.5829348816029143	2196	4566
All_methylation	T2	non_regulatory	-3100.0	0.5031876138433515	0.43027094717668485	0.5806580145719489	2196	4566
All_methylation	T2	non_regulatory	-2900.0	0.4986338797814207	0.42577413479052817	0.5761042805100182	2196	4566
All_methylation	T2	non_regulatory	-2700.0	0.4986338797814207	0.4234972677595628	0.5761042805100182	2196	4566
All_methylation	T2	non_regulatory	-2500.0	0.5692167577413478	0.4871926229508196	0.6580714936247722	2196	4566
All_methylation	T2	non_regulatory	-2300.0	0.5396174863387978	0.4667577413479052	0.6170878870673951	2196	4566
All_methylation	T2	non_regulatory	-2100.0	0.49408014571948994	0.42577413479052817	0.5669398907103824	2196	4566
All_methylation	T2	non_regulatory	-1900.0	0.5806010928961748	0.5054644808743168	0.662625227686703	2196	4566
All_methylation	T2	non_regulatory	-1700.0	0.5623861566484517	0.4918032786885245	0.639799635701275	2196	4566
All_methylation	T2	non_regulatory	-1500.0	0.4986338797814207	0.43027094717668485	0.5692167577413478	2196	4566
All_methylation	T2	non_regulatory	-1300.0	0.5692167577413478	0.4940232240437158	0.6489071038251365	2196	4566
All_methylation	T2	non_regulatory	-1100.0	0.5965391621129326	0.5100182149362477	0.6785063752276866	2196	4566
All_methylation	T2	non_regulatory	-900.0	0.52367941712204	0.44171220400728595	0.6034836065573769	2196	4566
All_methylation	T2	non_regulatory	-700.0	0.5168488160291439	0.44393214936247716	0.598816029143898	2196	4566
All_methylation	T2	non_regulatory	-500.0	0.46220400728597444	0.38928734061930775	0.5418943533697631	2196	4566
All_methylation	T2	non_regulatory	-300.0	0.5418943533697631	0.4689776867030965	0.6215846994535519	2196	4566
