gene_id,old_locus_tag,log2FC_T2_vs_T1,padj_T2_vs_T1,6mA_change_T2_vs_T1,comparison,mod_type,4mC_change_T2_vs_T1,log2FC_T3_vs_T1,padj_T3_vs_T1,6mA_change_T3_vs_T1,4mC_change_T3_vs_T1,log2FC_T3_vs_T2,padj_T3_vs_T2,6mA_change_T3_vs_T2,4mC_change_T3_vs_T2
SC_RS11705,SCO1934,,,,T3_vs_T1,4mC,,-2.4702366047134263,2.573969339287595e-28,,-56.16,,,,
SC_RS11760,SCO1945,,,,T3_vs_T1,4mC,,-1.7156627759645795,1.2320862803192269e-12,,-77.45,,,,
SC_RS12210,SCO2035,,,,T3_vs_T1,4mC,,2.138935518668917,2.013041477269705e-12,,-95.77,,,,
SC_RS12380,SCO2068,,,,T3_vs_T1,4mC,,1.5002860432454992,2.6648265363204127e-12,,-92.44,,,,
SC_RS12515,SCO2095,,,,T3_vs_T1,4mC,,-1.0990455468432143,9.965700382834143e-10,,-71.21666666666667,,,,
SC_RS12600,SCO2112,,,,T3_vs_T1,4mC,,-1.1283606893865794,1.701644933677397e-07,,-70.21,,,,
SC_RS12730,SCO2137,,,,T3_vs_T1,4mC,,-1.3964063166540284,1.2457549094389219e-17,,-89.7,,,,
SC_RS12890,SCO2170,,,,T3_vs_T1,4mC,,-3.221641416118338,2.3707332269091536e-87,,-95.14,,,,
SC_RS12970,SCO2187,,,,T3_vs_T1,4mC,,1.5907941550910074,7.565974812750933e-06,,-91.04,,,,
SC_RS13090,SCO2211,,,,T3_vs_T1,4mC,,-2.914116923103797,1.7219913870814357e-63,,-79.61666666666667,,,,
SC_RS13185,SCO2231,,,,T3_vs_T1,4mC,,-2.5699392047172855,7.079993631405471e-25,,-93.83333333333331,,,,
SC_RS13560,SCO2306,,,,T3_vs_T1,4mC,,1.9376427072944375,4.0445473434933314e-07,,-86.86333333333334,,,,
SC_RS13650,SCO2324,,,,T3_vs_T1,4mC,,-1.240564620253554,2.20557744629252e-09,,-93.01333333333332,,,,
SC_RS13840,SCO2361,,,,T3_vs_T1,4mC,,-1.7250423076030788,1.2321236790024066e-13,,-98.14666666666666,,,,
SC_RS13905,SCO2374,,,,T3_vs_T1,4mC,,-1.0368606895309411,7.959992110356745e-08,,-61.88666666666666,,,,
SC_RS14015,SCO2396,,,,T3_vs_T1,4mC,,-1.663179939632507,2.7241172372652877e-13,,-56.57666666666666,,,,
SC_RS14160,SCO2425,,,,T3_vs_T1,4mC,,1.7934181729566856,3.9991573818479055e-06,,-97.85,,,,
SC_RS14295,SCO2452,,,,T3_vs_T1,4mC,,3.00003986454776,8.155249660977061e-11,,-91.75,,,,
SC_RS14490,SCO2488,,,,T3_vs_T1,4mC,,5.231856556864198,1.1423352138019138e-05,,-92.23666666666668,,,,
SC_RS14510,SCO2492,,,,T3_vs_T1,4mC,,5.905632886263579,2.924759126024809e-48,,-56.376666666666665,,,,
SC_RS14750,SCO2540,,,,T3_vs_T1,4mC,,-2.5889541341232074,2.9475714626852136e-61,,-69.76666666666667,,,,
SC_RS14785,SCO2547,,,,T3_vs_T1,4mC,,-1.7677787734942854,1.29998468884546e-20,,-85.95333333333333,,,,
SC_RS14990,SCO2587,,,,T3_vs_T1,4mC,,-1.1943739931334258,2.516786594952937e-14,,-78.17333333333333,,,,
SC_RS15130,SCO2612,,,,T3_vs_T1,4mC,,-2.7184801546477564,9.889700592930848e-33,,-74.95666666666666,,,,
SC_RS15170,SCO2620,,,,T3_vs_T1,4mC,,-2.777218609048195,4.590144230033344e-31,,-90.67,,,,
SC_RS15175,SCOt16,,,,T3_vs_T1,4mC,,-1.2427105416279696,7.92656549293001e-05,,-90.67,,,,
SC_RS15180,SCOt17,,,,T3_vs_T1,4mC,,-1.2416511417898937,0.00022116166255930768,,-90.67,,,,
SC_RS15215,SCO2627,,,,T3_vs_T1,4mC,,-1.4569813285007058,7.402748297059741e-10,,-80.55666666666667,,,,
SC_RS15255,SCO2636,,,,T3_vs_T1,4mC,,2.824952724392,1.9167979042555826e-28,,-70.61,,,,
SC_RS15270,SCO2639,,,,T3_vs_T1,4mC,,-1.28534328878955,1.536662176317604e-06,,-74.24333333333334,,,,
SC_RS15275,SCO2640,,,,T3_vs_T1,4mC,,-1.7263464573780978,8.396009796712755e-16,,-74.24333333333334,,,,
SC_RS15340,SCO2653,,,,T3_vs_T1,4mC,,1.5647476531554518,3.695896945006743e-05,,-87.66000000000001,,,,
SC_RS15500,SCO2684,,,,T3_vs_T1,4mC,,2.781357086194707,8.673408262639271e-18,,-88.59666666666666,,,,
SC_RS15665,SCO2716,,,,T3_vs_T1,4mC,,2.973298263805467,3.679890706963769e-09,,-71.56333333333333,,,,
SC_RS16000,SCO2783,,,,T3_vs_T1,4mC,,3.927127290287401,2.0037989508684385e-35,,-95.95,,,,
SC_RS16060,SCO2794,,,,T3_vs_T1,4mC,,-1.6364304760804471,8.913024322872768e-17,,-72.30666666666667,,,,
SC_RS16315,SCO2842,,,,T3_vs_T1,4mC,,-1.5453474506187026,2.655171225588605e-10,,-70.35000000000001,,,,
SC_RS16525,SCO2885,,,,T3_vs_T1,4mC,,2.427753516150871,3.135205515495606e-20,,-95.24666666666668,,,,
SC_RS16665,SCO2913,,,,T3_vs_T1,4mC,,-1.1455681107675375,9.578459011165804e-11,,-86.08666666666666,,,,
SC_RS16670,SCO2914,,,,T3_vs_T1,4mC,,-2.6099031281907523,2.453648861432553e-54,,-75.42999999999999,,,,
SC_RS16825,SCO2944,,,,T3_vs_T1,4mC,,1.419922753287261,1.9903980626716205e-05,,-86.09333333333332,,,,
SC_RS16970,SCO2973,,,,T3_vs_T1,4mC,,-1.3214941362515114,7.494003103309044e-13,,-94.05,,,,
SC_RS17225,SCO3022,,,,T3_vs_T1,4mC,,-1.6955228771345408,2.035672866537889e-16,,-71.8,,,,
SC_RS17235,SCO3024,,,,T3_vs_T1,4mC,,-1.7350544637832963,9.516366278276151e-26,,-86.10333333333334,,,,
SC_RS17245,SCO3026,,,,T3_vs_T1,4mC,,-1.0695813583009628,7.734090554038537e-09,,-87.86333333333333,,,,
SC_RS17410,SCO3059,,,,T3_vs_T1,4mC,,-2.8477354926370637,7.139245500636799e-49,,-79.04,,,,
SC_RS17665,SCO3108,,,,T3_vs_T1,4mC,,2.492639168558511,4.237824732581989e-11,,-91.18,,,,
SC_RS17670,SCO3109,,,,T3_vs_T1,4mC,,-1.079052480924651,4.436730741170686e-13,,-86.12333333333333,,,,
SC_RS17720,SCO3118,,,,T3_vs_T1,4mC,,-2.169798318156939,2.7061817190011317e-18,,-92.43,,,,
SC_RS17780,SCO3131,,,,T3_vs_T1,4mC,,1.4263717627835752,5.291971719173786e-07,,-77.45666666666666,,,,
SC_RS17905,SCO3159,,,,T3_vs_T1,4mC,,-2.0071126939775623,2.142968974749255e-28,,-72.00666666666667,,,,
SC_RS17910,SCO3160,,,,T3_vs_T1,4mC,,-2.189802824532796,9.2266877204192e-28,,-85.09666666666665,,,,
SC_RS17970,SCO3172,,,,T3_vs_T1,4mC,,1.0591702265237006,0.0026071980422111,,-80.71,,,,
SC_RS17975,SCO3173,,,,T3_vs_T1,4mC,,-1.0864303272235214,1.447104339280995e-07,,-80.71,,,,
SC_RS18170,SCO3211,,,,T3_vs_T1,4mC,,7.558109437677517,4.578506037456309e-43,,-90.27,,,,
SC_RS18280,SCO3233,,,,T3_vs_T1,4mC,,6.804819386925363,7.154028463785757e-85,,-90.93333333333334,,,,
SC_RS18605,SCO3299,,,,T3_vs_T1,4mC,,-2.560225163601876,6.279472375988017e-43,,-77.05666666666667,,,,
SC_RS18695,SCO3318,,,,T3_vs_T1,4mC,,-2.570992753185106,9.005971578092636e-26,,-92.76,,,,
SC_RS18785,SCOr12,,,,T3_vs_T1,4mC,,-2.411098689586549,7.002925754410251e-16,,-72.46333333333334,,,,
SC_RS18825,SCO3341,,,,T3_vs_T1,4mC,,-1.7796544540316446,1.2992429861091303e-11,,-79.03333333333335,,,,
SC_RS18945,SCO3365,,,,T3_vs_T1,4mC,,3.7435706170954175,1.6090953375375072e-47,,-92.88,,,,
SC_RS19105,SCO3396,,,,T3_vs_T1,4mC,,-1.7765162097584122,5.553735518101487e-19,,-80.83999999999999,,,,
SC_RS19110,SCO3397,,,,T3_vs_T1,4mC,,-2.2982601205889996,1.177786656112678e-34,,-80.83999999999999,,,,
SC_RS19135,SCO3402,,,,T3_vs_T1,4mC,,-1.6041109922613963,1.3289823240142036e-16,,-65.95666666666666,,,,
SC_RS19205,SCO3416,,,,T3_vs_T1,4mC,,1.3081920188672287,9.596359472929182e-05,,-84.33999999999999,,,,
SC_RS19835,SCO3540,,,,T3_vs_T1,4mC,,1.8640795832832633,1.847337175535874e-18,,-66.04,,,,
SC_RS19910,SCO3555,,,,T3_vs_T1,4mC,,1.9164118495963711,0.0001446116613675786,,-81.09,,,,
SC_RS19955,SCO3564,,,,T3_vs_T1,4mC,,-3.3825395387860357,3.720543333406976e-68,,-87.00333333333333,,,,
SC_RS20025,SCO3578,,,,T3_vs_T1,4mC,,1.6971827211253414,2.0891849735222423e-14,,-94.12666666666668,,,,
SC_RS20360,SCO3644,,,,T3_vs_T1,4mC,,-2.3665157987072956,3.1693324861596246e-34,,-89.28666666666668,,,,
SC_RS20390,SCO3650,,,,T3_vs_T1,4mC,,-3.125264697959349,1.811155043341498e-58,,-83.50666666666666,,,,
SC_RS20645,SCO3702,,,,T3_vs_T1,4mC,,1.27029462624772,3.134519517569799e-06,,-80.92333333333333,,,,
SC_RS20855,SCO3746,,,,T3_vs_T1,4mC,,1.8472574905962575,3.516663615290019e-06,,-54.88,,,,
SC_RS20895,SCO3754,,,,T3_vs_T1,4mC,,1.133754624827627,3.052778135627781e-05,,-84.82,,,,
SC_RS20925,SCO3760,,,,T3_vs_T1,4mC,,-1.3201887688902845,6.714922832440294e-09,,-68.04333333333334,,,,
SC_RS20940,SCO3764,,,,T3_vs_T1,4mC,,-2.2568734216506967,8.875805442592131e-30,,-70.89333333333333,,,,
SC_RS21130,SCO3801,,,,T3_vs_T1,4mC,,-2.0154601186651098,2.1217609220388255e-31,,-59.11333333333332,,,,
SC_RS21620,SCO3895,,,,T3_vs_T1,4mC,,-2.160234457162695,5.856604265448327e-37,,-65.08666666666666,,,,
SC_RS21625,SCO3896,,,,T3_vs_T1,4mC,,-2.3377574821898444,5.226777492888755e-47,,-65.08666666666666,,,,
SC_RS21970,SCO3966,,,,T3_vs_T1,4mC,,1.6953973652446006,1.487101753773071e-06,,-84.32666666666667,,,,
SC_RS22295,SCO4035,,,,T3_vs_T1,4mC,,2.07904608058758,5.796505972705787e-06,,-60.98666666666667,,,,
SC_RS22480,SCO4071,,,,T3_vs_T1,4mC,,-1.1604377159167885,1.9502083689270885e-08,,-70.44,,,,
SC_RS22980,SCO4158,,,,T3_vs_T1,4mC,,-1.386678225928751,3.3533132860895164e-12,,-83.19333333333333,,,,
SC_RS23065,SCO4175,,,,T3_vs_T1,4mC,,1.2227415413485998,0.0120340326001907,,-63.74333333333334,,,,
SC_RS23070,SCO4176,,,,T3_vs_T1,4mC,,1.6387964274906617,4.067030126229367e-13,,-63.74333333333334,,,,
SC_RS23315,SCO4226,,,,T3_vs_T1,4mC,,3.8280070830021313,1.2830305915660608e-39,,-63.28333333333333,,,,
SC_RS23320,SCO4227,,,,T3_vs_T1,4mC,,5.117110847294418,4.208362636819476e-55,,-63.28333333333333,,,,
SC_RS23585,SCO4280,,,,T3_vs_T1,4mC,,2.2585197680609546,3.4121358011713403e-19,,-67.63333333333333,,,,
SC_RS23590,SCO4281,,,,T3_vs_T1,4mC,,1.249446346446854,6.064346929900767e-09,,-67.63333333333333,,,,
SC_RS23735,SCO4310,,,,T3_vs_T1,4mC,,-1.445318245968936,9.917295335717583e-07,,-85.63666666666667,,,,
SC_RS23840,SCO4332,,,,T3_vs_T1,4mC,,2.498390504859094,6.142932372051143e-25,,-83.11,,,,
SC_RS24005,SCO4367,,,,T3_vs_T1,4mC,,1.1435817162131363,1.5744748477443528e-11,,-74.39333333333333,,,,
SC_RS24060,SCO4378,,,,T3_vs_T1,4mC,,1.531770863003758,0.0002360145972336813,,-79.49666666666667,,,,
SC_RS24175,SCO4401,,,,T3_vs_T1,4mC,,1.8946526927561589,5.775959704747104e-24,,-76.58333333333333,,,,
SC_RS24370,SCO4441,,,,T3_vs_T1,4mC,,2.476749784315345,1.5430733224192576e-32,,-69.84666666666666,,,,
SC_RS24535,SCO4475,,,,T3_vs_T1,4mC,,-1.2284091419843088,8.079798923853646e-08,,-88.83666666666666,,,,
SC_RS24840,SCO4537,,,,T3_vs_T1,4mC,,-1.8216443331562129,2.6567181520384413e-16,,-80.20666666666666,,,,
SC_RS25030,SCO4575,,,,T3_vs_T1,4mC,,5.036753001541754,1.8014936233943582e-81,,-93.19666666666669,,,,
SC_RS25390,SCO4643,,,,T3_vs_T1,4mC,,-2.2360368985795844,8.956231385372091e-37,,-71.37333333333333,,,,
SC_RS25435,SCO4651,,,,T3_vs_T1,4mC,,-1.5395942395354962,4.1612591909220504e-11,,-61.22666666666667,,,,
SC_RS25490,SCO4662,,,,T3_vs_T1,4mC,,-1.9167195198291616,3.200950313993417e-14,,-87.59666666666668,,,,
SC_RS25750,SCO4718,,,,T3_vs_T1,4mC,,-3.0202356429335153,1.1709676688675508e-32,,12.053333333333342,,,,
SC_RS25830,SCO4734,,,,T3_vs_T1,4mC,,-3.4799594050229503,4.4641312065683126e-41,,-73.42666666666666,,,,
SC_RS25890,SCO4746,,,,T3_vs_T1,4mC,,-1.7812624271878652,4.8683941586362935e-26,,-88.86333333333334,,,,
SC_RS25990,SCO4766,,,,T3_vs_T1,4mC,,-1.193490472610386,2.536545758473156e-10,,-85.53333333333335,,,,
SC_RS26025,SCO4773,,,,T3_vs_T1,4mC,,2.125430706562716,9.380082773744748e-16,,-89.26,,,,
SC_RS26030,SCO4774,,,,T3_vs_T1,4mC,,1.7297220628270096,3.59904451417993e-21,,-89.26,,,,
SC_RS26075,SCO4783,,,,T3_vs_T1,4mC,,-1.5240962342575242,7.472707374336863e-09,,-54.44333333333333,,,,
SC_RS26190,SCO4805,,,,T3_vs_T1,4mC,,-1.495583833804096,1.6079388231112385e-15,,-81.74000000000001,,,,
SC_RS26195,SCO4806,,,,T3_vs_T1,4mC,,-2.101796259824532,1.1885817106587951e-28,,-82.91333333333334,,,,
SC_RS26245,SCO4816,,,,T3_vs_T1,4mC,,1.4102942359563528,1.983983555428644e-05,,-79.73666666666666,,,,
SC_RS26265,SCO4820,,,,T3_vs_T1,4mC,,1.85391487057996,9.916553651658124e-23,,-63.56666666666666,,,,
SC_RS26305,SCO4829,,,,T3_vs_T1,4mC,,-2.239464688218611,7.026149395953811e-26,,-80.47333333333334,,,,
SC_RS26310,SCO4830,,,,T3_vs_T1,4mC,,-2.727151374784624,2.9087237648443888e-31,,-99.04666666666668,,,,
SC_RS26435,SCO4855,,,,T3_vs_T1,4mC,,-2.1454577760846205,4.590310874741525e-21,,-92.66666666666669,,,,
SC_RS26600,SCO4888,,,,T3_vs_T1,4mC,,-2.4620478120774494,4.277395520841227e-52,,-73.12,,,,
SC_RS26720,SCO4912,,,,T3_vs_T1,4mC,,-2.9388585186466036,2.9550106823407696e-46,,-91.94333333333331,,,,
SC_RS26845,SCO4936,,,,T3_vs_T1,4mC,,1.0466611934431218,0.0020626569733479,,-93.98666666666668,,,,
SC_RS26870,SCO4941,,,,T3_vs_T1,4mC,,-1.3099880996002966,0.00016764160186338338,,-62.48,,,,
SC_RS26965,SCO4960,,,,T3_vs_T1,4mC,,-1.514544477647077,2.6337692345145036e-12,,-92.67777777777779,,,,
SC_RS27020,SCO4972,,,,T3_vs_T1,4mC,,1.7259814051886389,1.3803939803151312e-20,,-78.73,,,,
SC_RS27075,SCO4983,,,,T3_vs_T1,4mC,,1.2920778084187488,4.43879170492638e-06,,-84.06,,,,
SC_RS27200,SCO5007,,,,T3_vs_T1,4mC,,3.105558649987277,7.8533572187861e-33,,-65.57333333333334,,,,
SC_RS27220,SCO5011,,,,T3_vs_T1,4mC,,3.6937258706465226,1.414323783096109e-40,,-71.66666666666667,,,,
SC_RS27255,SCO5018,,,,T3_vs_T1,4mC,,2.16933118849737,5.33374483931247e-08,,-68.81,,,,
SC_RS27325,SCO5032,,,,T3_vs_T1,4mC,,-3.389217631732562,2.2719634033017858e-41,,-64.81333333333333,,,,
SC_RS27535,SCO5075,,,,T3_vs_T1,4mC,,8.95466927920362,1.5575303737509818e-215,,-79.92,,,,
SC_RS27555,SCO5079,,,,T3_vs_T1,4mC,,8.288223317244007,2.886690545457848e-169,,-70.77333333333333,,,,
SC_RS27735,SCO5115,,,,T3_vs_T1,4mC,,-3.2480681130529976,3.0458867183676697e-45,,-86.11666666666667,,,,
SC_RS27810,SCO5130,,,,T3_vs_T1,4mC,,1.1766022885994123,0.0009315480187923794,,-71.37333333333333,,,,
SC_RS27855,SCO5139,,,,T3_vs_T1,4mC,,-2.008900928048188,6.574730022445259e-32,,-94.12,,,,
SC_RS27920,SCO5151,,,,T3_vs_T1,4mC,,-1.1056565308403274,7.886686130628636e-07,,-74.5,,,,
SC_RS28415,SCO5247,,,,T3_vs_T1,4mC,,1.2711408422963326,6.871776225891087e-06,,-97.55666666666669,,,,
SC_RS28435,SCO5251,,,,T3_vs_T1,4mC,,1.7840401084901825,1.396926816393163e-13,,-61.95666666666667,,,,
SC_RS28640,SCO5291,,,,T3_vs_T1,4mC,,-1.6552637297940476,5.515536472809679e-11,,-73.61,,,,
SC_RS28650,SCO5293,,,,T3_vs_T1,4mC,,-2.011352978108534,2.7196859535346007e-29,,-84.27166666666668,,,,
SC_RS28855,SCO5336,,,,T3_vs_T1,4mC,,-1.0539053208377411,7.079961345313058e-08,,-85.21,,,,
SC_RS28920,SCO5349,,,,T3_vs_T1,4mC,,1.860395598607734,2.973367378004465e-06,,-68.25333333333333,,,,
SC_RS29140,SCO5392,,,,T3_vs_T1,4mC,,-1.2097310640980263,1.9049120407454267e-12,,-91.03000000000002,,,,
SC_RS29555,SCO5474,,,,T3_vs_T1,4mC,,-1.2803627070330912,1.6926584015060884e-10,,-90.16666666666666,,,,
SC_RS29615,SCO5486,,,,T3_vs_T1,4mC,,-2.289561248215504,3.218648853115785e-43,,-94.10666666666668,,,,
SC_RS29645,SCO5492,,,,T3_vs_T1,4mC,,-1.4210253325986706,5.424256732679086e-16,,-64.44,,,,
SC_RS29655,SCO5494,,,,T3_vs_T1,4mC,,-2.068118090069802,3.3855351451859836e-32,,-82.46333333333332,,,,
SC_RS29680,SCO5499,,,,T3_vs_T1,4mC,,-2.924520330363412,8.197112316784449e-49,,-92.21,,,,
SC_RS29785,SCO5520,,,,T3_vs_T1,4mC,,-1.1686587670554278,2.1797323493748476e-06,,-87.63666666666666,,,,
SC_RS30035,SCO5564,,,,T3_vs_T1,4mC,,-2.5395573924311914,4.6063067529166206e-27,,-80.92666666666666,,,,
SC_RS30140,SCO5584,,,,T3_vs_T1,4mC,,-1.435204814633584,2.3044045019199938e-07,,-79.67,,,,
SC_RS30440,SCO5645,,,,T3_vs_T1,4mC,,-1.9493324121396252,3.8048621215623246e-31,,11.106666666666655,,,,
SC_RS30695,SCO5696,,,,T3_vs_T1,4mC,,-1.3616067357978137,5.969988035665956e-11,,-90.0,,,,
SC_RS30755,SCO5708,,,,T3_vs_T1,4mC,,-1.9519322164614936,3.471457767848828e-18,,-97.77666666666666,,,,
SC_RS30795,SCO5716,,,,T3_vs_T1,4mC,,2.032961381609575,3.5471626068521165e-17,,-67.79666666666667,,,,
SC_RS30940,SCOr16,,,,T3_vs_T1,4mC,,-1.0526123180619595,5.702636318227304e-05,,78.97333333333334,,,,
SC_RS31225,SCO5797,,,,T3_vs_T1,4mC,,-1.1886407493119229,5.8659547167894016e-06,,-60.833333333333336,,,,
SC_RS31350,,,,,T3_vs_T1,4mC,,1.069579896266066,1.4345823494848004e-06,,-63.27333333333333,,,,
SC_RS31360,SCO5823,,,,T3_vs_T1,4mC,,-1.0471640167419105,0.0089414619113946,,-64.41666666666667,,,,
SC_RS31585,SCO5868,,,,T3_vs_T1,4mC,,-1.4912454017516386,3.63401458596055e-11,,-92.44333333333331,,,,
SC_RS32070,SCO5965,,,,T3_vs_T1,4mC,,3.3755965810441353,3.784023338428995e-08,,-84.82333333333334,,,,
SC_RS32175,SCO5986,,,,T3_vs_T1,4mC,,2.144671060819073,3.446318329534928e-13,,-90.30333333333331,,,,
SC_RS32410,SCO6035,,,,T3_vs_T1,4mC,,3.744886339131589,1.5797838184918202e-12,,-86.06,,,,
SC_RS32805,SCO6112,,,,T3_vs_T1,4mC,,1.3257973037361386,0.0002780606604887132,,-92.79,,,,
SC_RS32905,SCO6131,,,,T3_vs_T1,4mC,,-1.0304986566469836,2.13931798891658e-08,,-96.15833333333332,,,,
SC_RS32960,SCO6142,,,,T3_vs_T1,4mC,,1.8872323722035529,0.0008714853735858388,,-86.70666666666666,,,,
SC_RS32975,SCO6145,,,,T3_vs_T1,4mC,,2.3034495787245155,5.097945662813726e-31,,-76.41000000000001,,,,
SC_RS33075,SCO6165,,,,T3_vs_T1,4mC,,4.398470931655745,3.764871122571596e-05,,-57.07333333333333,,,,
SC_RS33160,SCO6182,,,,T3_vs_T1,4mC,,2.8818267255750176,5.285418961654129e-06,,-73.76666666666667,,,,
SC_RS33170,SCO6184,,,,T3_vs_T1,4mC,,1.53373679075549,3.120001853148896e-05,,-87.54333333333334,,,,
SC_RS33420,SCO6234,,,,T3_vs_T1,4mC,,2.2893907359068604,1.0007971993296936e-08,,-88.67333333333333,,,,
SC_RS34370,SCO6435,,,,T3_vs_T1,4mC,,3.454064545327937,5.922165885423368e-16,,-100.0,,,,
SC_RS34615,SCO6484,,,,T3_vs_T1,4mC,,4.680971468585469,1.354148771905707e-86,,-100.0,,,,
SC_RS34805,SCO6522,,,,T3_vs_T1,4mC,,2.5060029815632805,2.513019416636451e-22,,-94.10333333333334,,,,
SC_RS35865,SCO6735,,,,T3_vs_T1,4mC,,-1.879579538174479,3.613627809979973e-15,,-95.55666666666669,,,,
SC_RS35895,SCO6742,,,,T3_vs_T1,4mC,,-1.7855503783392113,5.056715540477314e-29,,-97.77666666666666,,,,
SC_RS36240,SCO6810,,,,T3_vs_T1,4mC,,4.739174257539108,3.0655753817587846e-36,,95.0,,,,
SC_RS36745,SCO6909,,,,T3_vs_T1,4mC,,2.527386088903224,1.7100574085144323e-08,,75.71,,,,
SC_RS37375,SCO7030,,,,T3_vs_T1,4mC,,2.804130297515581,5.555266505158739e-07,,-74.53000000000002,,,,
SC_RS37525,SCO7059,,,,T3_vs_T1,4mC,,-1.978265011070704,5.400201174032669e-25,,-100.0,,,,
SC_RS41020,SCO7773,,,,T3_vs_T1,4mC,,-1.1684745120878663,1.5164516748180411e-09,,89.68333333333334,,,,
SC_RS02290,SCO0055,,,,T3_vs_T2,6mA,,,,,,-1.0942565444331749,2.905466009256815e-10,12.570000000000007,
SC_RS02540,,,,,T3_vs_T2,6mA,,,,,,3.385828414436463,1.557498132131862e-05,-58.870000000000005,
SC_RS03620,SCO0341,,,,T3_vs_T2,6mA,,,,,,3.5220076648711953,8.019062198747741e-11,54.84,
SC_RS03625,SCO0342,,,,T3_vs_T2,6mA,,,,,,2.7878788610102623,3.3131093751697267e-10,54.53,
SC_RS03660,SCO0350,,,,T3_vs_T2,6mA,,,,,,1.185422197847303,0.0006035220813962327,-54.81333333333333,
SC_RS03685,SCO0355,,,,T3_vs_T2,6mA,,,,,,1.0753119777611682,0.0277288351034585,-63.04666666666666,
SC_RS04040,SCO0426,,,,T3_vs_T2,6mA,,,,,,-1.786742967542556,1.4823197161004631e-06,-57.93666666666667,
SC_RS04125,SCO0443,,,,T3_vs_T2,6mA,,,,,,2.2783886943500953,5.317678601113771e-07,-74.79333333333334,
SC_RS04150,,,,,T3_vs_T2,6mA,,,,,,1.068702176891454,0.0232558481278186,-74.45333333333333,
SC_RS04155,SCO0448,,,,T3_vs_T2,6mA,,,,,,1.263607999422845,0.000182770342388558,-74.45333333333333,
SC_RS04625,SCO0542,,,,T3_vs_T2,6mA,,,,,,2.767075252500653,1.9529867701737091e-10,-61.66,
SC_RS04645,SCO0546,,,,T3_vs_T2,6mA,,,,,,-2.0230724018365316,4.0783335183862225e-34,-54.38666666666666,
SC_RS04860,SCO0587,,,,T3_vs_T2,6mA,,,,,,-3.1023814414171635,1.2690428471300073e-52,66.01333333333334,
SC_RS05290,SCO0674,,,,T3_vs_T2,6mA,,,,,,3.6056229107488815,1.0339858052682934e-09,-59.383333333333326,
SC_RS05295,SCO0675,,,,T3_vs_T2,6mA,,,,,,2.6855700284424424,6.615434375531147e-12,-59.383333333333326,
SC_RS05460,SCO0707,,,,T3_vs_T2,6mA,,,,,,2.6689520772048203,1.4304198905666952e-06,-55.69,
SC_RS05470,SCO0709,,,,T3_vs_T2,6mA,,,,,,2.648546229220768,2.8637909550226182e-05,-57.21,
SC_RS05970,SCO0808,,,,T3_vs_T2,6mA,,,,,,2.332687848579583,7.356024938957068e-09,61.98666666666666,
SC_RS06110,SCO0836,,,,T3_vs_T2,6mA,,,,,,1.9111780264857212,0.00019156572143178653,60.17333333333334,
SC_RS06415,SCO0895,,,,T3_vs_T2,6mA,,,,,,2.8666189040746626,1.4208004674724685e-07,-64.05333333333334,
SC_RS07450,SCO1100,,,,T3_vs_T2,6mA,,,,,,3.5929752225718157,2.1619120805740007e-41,-52.42666666666667,
SC_RS07820,SCO1174,,,,T3_vs_T2,6mA,,,,,,-3.224543874613839,2.888168716372941e-33,-64.88666666666667,
SC_RS07905,SCO1190,,,,T3_vs_T2,6mA,,,,,,2.414995616919223,6.289848082533972e-15,-53.04333333333333,
SC_RS08380,SCO1284,,,,T3_vs_T2,6mA,,,,,,2.3413162795619096,8.569673892989698e-08,63.333333333333336,
SC_RS08425,SCO1293,,,,T3_vs_T2,6mA,,,,,,-3.021108972277834,4.4475749436104176e-39,-66.17333333333333,
SC_RS08545,SCO1316,,,,T3_vs_T2,6mA,,,,,,-1.642640450107354,4.638167404276511e-16,-71.42833333333334,
SC_RS08735,SCO1354,,,,T3_vs_T2,6mA,,,,,,2.3863387399604328,0.00014261013979021604,-66.77333333333333,
SC_RS09930,SCO1583,,,,T3_vs_T2,6mA,,,,,,2.4602954765366856,4.757821314050109e-10,56.06333333333333,
SC_RS10220,SCO1642,,,,T3_vs_T2,6mA,,,,,,-1.0137099353980512,3.325506974640521e-10,-60.576666666666675,
SC_RS10550,SCO1707,,,,T3_vs_T2,6mA,,,,,,1.908630457877636,1.9963653463040407e-06,-54.76333333333333,
SC_RS11030,SCO1801,,,,T3_vs_T2,6mA,,,,,,2.151290350839986,1.66654776210037e-17,-58.06666666666666,
SC_RS11615,SCO1916,,,,T3_vs_T2,6mA,,,,,,-2.1245922497107546,1.0639313400367224e-27,63.01333333333334,
SC_RS12455,SCO2083,,,,T3_vs_T2,6mA,,,,,,-1.0537263064549551,4.3094651016054485e-09,-51.35,
SC_RS13365,SCO2268,,,,T3_vs_T2,6mA,,,,,,-2.5971538399366723,3.572014351865999e-28,50.723333333333336,
SC_RS13395,SCO2274,,,,T3_vs_T2,6mA,,,,,,-1.0693278097647083,1.0096376878721886e-06,-58.373333333333335,
SC_RS14100,SCO2413,,,,T3_vs_T2,6mA,,,,,,3.7752758315706902,4.739410272481452e-06,-83.99,
SC_RS14200,SCO2433,,,,T3_vs_T2,6mA,,,,,,1.9407122312463905,1.405665823603878e-05,-64.02333333333333,
SC_RS14505,SCO2491,,,,T3_vs_T2,6mA,,,,,,1.2485906352342773,8.020408792085732e-10,-58.443333333333335,
