pathway_id	pathway_name	count	total_in_pathway	gene_ratio	fold_enrichment	pvalue	padj
sco02010	ABC transporters - Streptomyces coelicolor	91	193	0.046547314578005115	1.9229105654426673	4.083113928120215e-12	3.266491142496172e-10
sco02024	Quorum sensing - Streptomyces coelicolor	50	101	0.02557544757033248	2.0189410245372366	4.161191210186111e-8	1.6644764840744446e-6
sco01057	Biosynthesis of type II polyketide products - Streptomyces coelicolor	9	11	0.004603580562659846	3.336758893280632	1.0584240625976085e-4	0.002822464166926956
sco01056	Biosynthesis of type II polyketide backbone - Streptomyces coelicolor	6	6	0.003069053708439898	4.078260869565217	2.1608863274631478e-4	0.004321772654926295
sco00333	Prodigiosin biosynthesis - Streptomyces coelicolor	14	26	0.007161125319693095	2.1959866220735784	0.0012255821785458554	0.019609314856733687
sco00946	Degradation of flavonoids - Streptomyces coelicolor	7	10	0.0035805626598465474	2.8547826086956523	0.0030914369009508473	0.041219158679344635
sco00253	Tetracycline biosynthesis - Streptomyces coelicolor	6	8	0.003069053708439898	3.058695652173913	0.0037845413437939666	0.04325190107193105
sco00999	Biosynthesis of various plant secondary metabolites - Streptomyces coelicolor	6	9	0.003069053708439898	2.718840579710145	0.00899935833274299	0.0899935833274299
