gene_id	in_2v1	in_3v1	in_3v2	overlap_count	category
SC_RS33255	TRUE	TRUE	TRUE	3	All three
SC_RS33260	TRUE	TRUE	TRUE	3	All three
SC_RS33265	TRUE	TRUE	TRUE	3	All three
SC_RS33270	TRUE	TRUE	TRUE	3	All three
SC_RS33275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33280	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33285	TRUE	TRUE	TRUE	3	All three
SC_RS33290	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33295	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33300	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33305	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33310	TRUE	TRUE	TRUE	3	All three
SC_RS33325	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33335	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33365	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33370	TRUE	TRUE	TRUE	3	All three
SC_RS33375	TRUE	TRUE	TRUE	3	All three
SC_RS33425	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33430	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33445	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33465	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33470	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33475	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33485	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33490	TRUE	FALSE	FALSE	1	2v1 only
SC_RS33535	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33540	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33545	TRUE	TRUE	TRUE	3	All three
SC_RS33560	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33565	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33570	TRUE	FALSE	FALSE	1	2v1 only
SC_RS33575	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33580	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33585	TRUE	TRUE	TRUE	3	All three
SC_RS33590	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33595	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33600	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33605	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33610	TRUE	TRUE	TRUE	3	All three
SC_RS33615	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33620	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33625	TRUE	TRUE	TRUE	3	All three
SC_RS33630	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33635	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33640	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33645	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33650	TRUE	TRUE	TRUE	3	All three
SC_RS33655	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33660	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33665	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33670	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33675	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33680	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33685	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33690	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33695	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33705	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33710	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33715	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33720	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33725	TRUE	TRUE	TRUE	3	All three
SC_RS33735	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33740	TRUE	FALSE	FALSE	1	2v1 only
SC_RS33745	TRUE	FALSE	FALSE	1	2v1 only
SC_RS33750	TRUE	TRUE	TRUE	3	All three
SC_RS33765	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33770	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33790	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33795	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33820	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33830	TRUE	FALSE	FALSE	1	2v1 only
SC_RS33840	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33845	TRUE	TRUE	TRUE	3	All three
SC_RS33850	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33895	TRUE	TRUE	TRUE	3	All three
SC_RS33920	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33925	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS33935	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33950	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33990	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS33995	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34000	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34005	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34010	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34025	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34045	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34055	TRUE	TRUE	TRUE	3	All three
SC_RS34060	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34065	TRUE	TRUE	TRUE	3	All three
SC_RS34070	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34075	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34085	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34140	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34180	TRUE	TRUE	TRUE	3	All three
SC_RS34185	TRUE	TRUE	TRUE	3	All three
SC_RS34190	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34200	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34205	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34220	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34225	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34250	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34255	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34260	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34265	TRUE	TRUE	TRUE	3	All three
SC_RS34270	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34300	TRUE	TRUE	TRUE	3	All three
SC_RS34305	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34310	TRUE	TRUE	TRUE	3	All three
SC_RS34325	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34330	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34335	TRUE	TRUE	TRUE	3	All three
SC_RS34340	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34345	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34350	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34355	TRUE	TRUE	TRUE	3	All three
SC_RS34360	TRUE	TRUE	TRUE	3	All three
SC_RS34365	TRUE	TRUE	TRUE	3	All three
SC_RS34370	TRUE	TRUE	TRUE	3	All three
SC_RS34375	TRUE	TRUE	TRUE	3	All three
SC_RS34380	TRUE	TRUE	TRUE	3	All three
SC_RS34395	TRUE	TRUE	TRUE	3	All three
SC_RS34400	TRUE	TRUE	TRUE	3	All three
SC_RS34405	TRUE	TRUE	TRUE	3	All three
SC_RS34410	TRUE	TRUE	TRUE	3	All three
SC_RS34430	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34435	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34475	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34480	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34495	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34505	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34545	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34560	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34575	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34595	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34600	TRUE	TRUE	TRUE	3	All three
SC_RS34615	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34620	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34645	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34655	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34660	TRUE	TRUE	TRUE	3	All three
SC_RS34665	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34680	TRUE	TRUE	TRUE	3	All three
SC_RS34695	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34700	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34705	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34710	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34715	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34720	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34725	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34730	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34735	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34740	TRUE	TRUE	TRUE	3	All three
SC_RS34745	TRUE	TRUE	TRUE	3	All three
SC_RS34770	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34775	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34780	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34785	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34805	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34850	TRUE	TRUE	TRUE	3	All three
SC_RS34860	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34905	TRUE	TRUE	TRUE	3	All three
SC_RS34910	TRUE	TRUE	TRUE	3	All three
SC_RS34915	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34920	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS34935	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34940	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34945	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34950	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34955	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34960	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS34965	TRUE	FALSE	FALSE	1	2v1 only
SC_RS34980	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35000	TRUE	TRUE	TRUE	3	All three
SC_RS35015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35020	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35040	TRUE	TRUE	TRUE	3	All three
SC_RS35045	TRUE	TRUE	TRUE	3	All three
SC_RS35050	TRUE	TRUE	TRUE	3	All three
SC_RS35055	TRUE	TRUE	TRUE	3	All three
SC_RS35060	TRUE	TRUE	TRUE	3	All three
SC_RS35070	TRUE	TRUE	TRUE	3	All three
SC_RS35090	TRUE	TRUE	TRUE	3	All three
SC_RS35095	TRUE	TRUE	TRUE	3	All three
SC_RS35105	TRUE	TRUE	TRUE	3	All three
SC_RS35135	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35145	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35150	TRUE	TRUE	TRUE	3	All three
SC_RS35155	TRUE	TRUE	TRUE	3	All three
SC_RS35175	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35180	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35185	TRUE	TRUE	TRUE	3	All three
SC_RS35195	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35225	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35230	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35235	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35240	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35245	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35265	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35270	TRUE	TRUE	TRUE	3	All three
SC_RS35275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35280	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35310	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35315	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35320	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35325	TRUE	TRUE	TRUE	3	All three
SC_RS35340	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35345	TRUE	TRUE	TRUE	3	All three
SC_RS35350	TRUE	TRUE	TRUE	3	All three
SC_RS35355	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35360	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35365	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35380	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35385	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35405	TRUE	TRUE	TRUE	3	All three
SC_RS35410	TRUE	TRUE	TRUE	3	All three
SC_RS35415	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35420	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35425	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35435	TRUE	TRUE	TRUE	3	All three
SC_RS35460	TRUE	TRUE	TRUE	3	All three
SC_RS35470	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35485	TRUE	TRUE	TRUE	3	All three
SC_RS35490	TRUE	TRUE	TRUE	3	All three
SC_RS35495	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35500	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35510	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35515	TRUE	TRUE	TRUE	3	All three
SC_RS35520	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35525	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35540	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35560	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35565	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35570	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35590	TRUE	TRUE	TRUE	3	All three
SC_RS35595	TRUE	TRUE	TRUE	3	All three
SC_RS35600	TRUE	TRUE	TRUE	3	All three
SC_RS35605	TRUE	TRUE	TRUE	3	All three
SC_RS35610	TRUE	TRUE	TRUE	3	All three
SC_RS35615	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35625	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35630	TRUE	TRUE	TRUE	3	All three
SC_RS35635	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35640	TRUE	TRUE	TRUE	3	All three
SC_RS35645	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35650	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35665	TRUE	TRUE	TRUE	3	All three
SC_RS35715	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35725	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35730	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35735	TRUE	TRUE	TRUE	3	All three
SC_RS35740	TRUE	TRUE	TRUE	3	All three
SC_RS35745	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35755	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35760	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35765	TRUE	TRUE	TRUE	3	All three
SC_RS35790	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35800	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35805	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35845	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35850	TRUE	FALSE	FALSE	1	2v1 only
SC_RS35870	TRUE	TRUE	TRUE	3	All three
SC_RS35875	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35890	TRUE	TRUE	TRUE	3	All three
SC_RS35895	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35930	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35935	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS35940	TRUE	TRUE	TRUE	3	All three
SC_RS35945	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35950	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35955	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35960	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35965	TRUE	TRUE	TRUE	3	All three
SC_RS35970	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35975	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS35995	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36005	TRUE	TRUE	TRUE	3	All three
SC_RS36010	TRUE	TRUE	TRUE	3	All three
SC_RS36015	TRUE	TRUE	TRUE	3	All three
SC_RS36020	TRUE	TRUE	TRUE	3	All three
SC_RS36025	TRUE	TRUE	TRUE	3	All three
SC_RS36030	TRUE	TRUE	TRUE	3	All three
SC_RS36050	TRUE	TRUE	TRUE	3	All three
SC_RS36055	TRUE	TRUE	TRUE	3	All three
SC_RS36060	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36095	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36105	TRUE	TRUE	TRUE	3	All three
SC_RS36115	TRUE	TRUE	TRUE	3	All three
SC_RS36120	TRUE	TRUE	TRUE	3	All three
SC_RS36130	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36150	TRUE	TRUE	TRUE	3	All three
SC_RS36155	TRUE	TRUE	TRUE	3	All three
SC_RS36160	TRUE	TRUE	TRUE	3	All three
SC_RS36165	TRUE	TRUE	TRUE	3	All three
SC_RS36170	TRUE	TRUE	TRUE	3	All three
SC_RS36185	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36190	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36195	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36200	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36215	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36220	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36230	TRUE	TRUE	TRUE	3	All three
SC_RS36240	TRUE	TRUE	TRUE	3	All three
SC_RS36245	TRUE	TRUE	TRUE	3	All three
SC_RS36250	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36255	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36260	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36265	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36270	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36280	TRUE	TRUE	TRUE	3	All three
SC_RS36285	TRUE	TRUE	TRUE	3	All three
SC_RS36290	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36295	TRUE	TRUE	TRUE	3	All three
SC_RS36300	TRUE	TRUE	TRUE	3	All three
SC_RS36305	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36310	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36315	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36320	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36325	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36330	TRUE	TRUE	TRUE	3	All three
SC_RS36335	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36340	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36345	TRUE	TRUE	TRUE	3	All three
SC_RS36350	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36355	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36360	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36365	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36370	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36375	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36395	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36415	TRUE	TRUE	TRUE	3	All three
SC_RS36515	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36560	TRUE	TRUE	TRUE	3	All three
SC_RS36590	TRUE	TRUE	TRUE	3	All three
SC_RS36595	TRUE	TRUE	TRUE	3	All three
SC_RS36630	TRUE	TRUE	TRUE	3	All three
SC_RS36695	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36720	TRUE	TRUE	TRUE	3	All three
SC_RS36725	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36730	TRUE	TRUE	TRUE	3	All three
SC_RS36740	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS36755	TRUE	TRUE	TRUE	3	All three
SC_RS36775	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36820	TRUE	TRUE	TRUE	3	All three
SC_RS36840	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS36850	TRUE	TRUE	TRUE	3	All three
SC_RS36855	TRUE	TRUE	TRUE	3	All three
SC_RS36865	TRUE	TRUE	TRUE	3	All three
SC_RS36870	TRUE	TRUE	TRUE	3	All three
SC_RS36875	TRUE	TRUE	TRUE	3	All three
SC_RS36880	TRUE	TRUE	TRUE	3	All three
SC_RS36885	TRUE	TRUE	TRUE	3	All three
SC_RS36905	TRUE	TRUE	TRUE	3	All three
SC_RS36925	TRUE	TRUE	TRUE	3	All three
SC_RS36930	TRUE	TRUE	TRUE	3	All three
SC_RS36935	TRUE	TRUE	TRUE	3	All three
SC_RS36940	TRUE	TRUE	TRUE	3	All three
SC_RS36955	TRUE	TRUE	TRUE	3	All three
SC_RS36960	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36970	TRUE	FALSE	FALSE	1	2v1 only
SC_RS36990	TRUE	FALSE	FALSE	1	2v1 only
SC_RS37010	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37025	TRUE	TRUE	TRUE	3	All three
SC_RS37035	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37040	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37045	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37050	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37080	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37130	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37135	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37165	TRUE	FALSE	FALSE	1	2v1 only
SC_RS37170	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37185	TRUE	TRUE	TRUE	3	All three
SC_RS37195	TRUE	FALSE	FALSE	1	2v1 only
SC_RS37215	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37220	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37235	TRUE	TRUE	TRUE	3	All three
SC_RS37240	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37245	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37250	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37255	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37260	TRUE	TRUE	TRUE	3	All three
SC_RS37265	TRUE	TRUE	TRUE	3	All three
SC_RS37300	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37310	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37320	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37330	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37335	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37340	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37345	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37360	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37395	TRUE	TRUE	TRUE	3	All three
SC_RS37400	TRUE	TRUE	TRUE	3	All three
SC_RS37420	TRUE	TRUE	TRUE	3	All three
SC_RS37425	TRUE	TRUE	TRUE	3	All three
SC_RS37440	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37445	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37465	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37480	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37505	TRUE	FALSE	FALSE	1	2v1 only
SC_RS37510	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37520	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37525	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37530	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37550	TRUE	TRUE	TRUE	3	All three
SC_RS37555	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37560	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37630	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37650	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37730	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS37750	TRUE	TRUE	TRUE	3	All three
SC_RS37770	TRUE	TRUE	TRUE	3	All three
SC_RS37775	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS37780	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
