GO_term	count	total_in_term	gene_ratio	bg_ratio	fold_enrichment	pvalue	padj
GO:0010124	8	8	0.007048458149779736	0.001651186790505676	4.2687224669603525	8.900004830369006e-6	7.387004009206275e-4
GO:0006817	8	8	0.007048458149779736	0.001651186790505676	4.2687224669603525	8.900004830369006e-6	7.387004009206275e-4
GO:0004497	17	28	0.014977973568281937	0.005779153766769866	2.591724354940214	2.5278894667146896e-5	0.0013987655049154616
GO:0016491	89	264	0.07841409691629955	0.05448916408668731	1.4390768922707247	6.137989041676431e-5	0.002547265452295719
GO:0052699	5	5	0.004405286343612335	0.0010319917440660474	4.268722466960353	7.0077016730833e-4	0.01661826396759754
GO:0010498	5	5	0.004405286343612335	0.0010319917440660474	4.268722466960353	7.0077016730833e-4	0.01661826396759754
GO:0015415	5	5	0.004405286343612335	0.0010319917440660474	4.268722466960353	7.0077016730833e-4	0.01661826396759754
GO:0016705	10	16	0.00881057268722467	0.003302373581011352	2.6679515418502207	9.371713872595145e-4	0.018568064091650686
GO:0032259	18	38	0.015859030837004406	0.00784313725490196	2.022026431718062	0.0010067022700292541	0.018568064091650686
GO:0019941	4	4	0.003524229074889868	8.25593395252838e-4	4.2687224669603525	0.0029994945888060388	0.038301238595523264
GO:0016879	4	4	0.003524229074889868	8.25593395252838e-4	4.2687224669603525	0.0029994945888060388	0.038301238595523264
GO:0009098	4	4	0.003524229074889868	8.25593395252838e-4	4.2687224669603525	0.0029994945888060388	0.038301238595523264
GO:0140737	4	4	0.003524229074889868	8.25593395252838e-4	4.2687224669603525	0.0029994945888060388	0.038301238595523264
GO:0008137	8	13	0.007048458149779736	0.0026831785345717233	2.6269061335140633	0.0036198528708207495	0.042921112611160314
