methylation_type	bin_center_bp	observed_density	random_mean	random_ci_lo	random_ci_hi	obs_over_random	n_valid_centers
GCCGGC_T1	-1975	0.15020240039769903	0.1491739145869573	0.13454506727253362	0.1633000816500408	1.0068945419417963	56324
GCCGGC_T1	-1925	0.15020240039769903	0.14824913912456952	0.13419006709503353	0.16259895629947815	1.013175531977209	56324
GCCGGC_T1	-1875	0.12250550387046376	0.14875891937945962	0.13419006709503353	0.1636550818275409	0.823517032669297	56324
GCCGGC_T1	-1825	0.14949222356366737	0.14895949447974718	0.13490006745003372	0.16294508147254072	1.0035763352029408	56324
GCCGGC_T1	-1775	0.15694908032099994	0.14828002414001193	0.13383506691753344	0.16225283112641556	1.058464086658108	56324
GCCGGC_T1	-1725	0.13812939421916057	0.14891156945578474	0.1352550676275338	0.1633178316589158	0.9275934349760134	56324
GCCGGC_T1	-1675	0.14452098572544564	0.14903652951826468	0.1352550676275338	0.16259895629947815	0.9697017650141561	56324
GCCGGC_T1	-1625	0.13812939421916057	0.14904256452128226	0.1356011928005964	0.16294508147254072	0.9267781634248291	56324
GCCGGC_T1	-1575	0.13670904055109723	0.14863395931697976	0.1356100678050339	0.16294508147254072	0.9197698909409309	56324
GCCGGC_T1	-1525	0.14842695831261984	0.14901558450779262	0.13419006709503353	0.16294508147254072	0.9960499017796223	56324
GCCGGC_T1	-1475	0.14629642781052482	0.14806347403173717	0.13419006709503353	0.16259008129504066	0.9880656169067492	56324
GCCGGC_T1	-1425	0.1565939919039841	0.14875004437502246	0.13454506727253362	0.164010082005041	1.052732404631664	56324
GCCGGC_T1	-1375	0.1477167814785882	0.14936987468493731	0.13490006745003372	0.164010082005041	0.9889328875060251	56324
GCCGGC_T1	-1325	0.14842695831261984	0.14864922432461214	0.13489119244559622	0.16188008094004047	0.9985047617099776	56324
GCCGGC_T1	-1275	0.13812939421916057	0.14857680428840223	0.13490006745003372	0.16224395612197806	0.9296834380085185	56324
GCCGGC_T1	-1225	0.1477167814785882	0.14852284426142223	0.13453619226809613	0.1636550818275409	0.9945728026766357	56324
GCCGGC_T1	-1175	0.13386833321497055	0.14857467428733726	0.13490006745003372	0.16294508147254072	0.9010171744080336	56324
GCCGGC_T1	-1125	0.15020240039769903	0.14891902445951236	0.13454506727253362	0.1640189570094785	1.008617944838442	56324
GCCGGC_T1	-1075	0.14558625097649316	0.14859242429621203	0.13490006745003372	0.1633000816500408	0.9797690001091428	56324
GCCGGC_T1	-1025	0.14487607414246148	0.14873122936561467	0.13454506727253362	0.164010082005041	0.9740797192385443	56324
GCCGGC_T1	-975	0.13990483630423978	0.1488405694202846	0.1352461926230963	0.16294508147254072	0.9399643984778587	56324
GCCGGC_T1	-925	0.1565939919039841	0.14844971422485714	0.13454506727253362	0.16295395647697822	1.0548621984330047	56324
GCCGGC_T1	-875	0.1519778424827782	0.14861549930774973	0.13348006674003338	0.1640189570094785	1.022624444897674	56324
GCCGGC_T1	-825	0.16227540657623749	0.14896943448471728	0.13490006745003372	0.1636550818275409	1.089320149046315	56324
GCCGGC_T1	-775	0.13954974788722393	0.1489616244808123	0.1352550676275338	0.164010082005041	0.9368167699137794	56324
GCCGGC_T1	-725	0.15126766564874655	0.14875039937519977	0.13454506727253362	0.16259008129504066	1.0169227530421439	56324
GCCGGC_T1	-675	0.14665151622754066	0.1485594092797048	0.13490006745003372	0.1633000816500408	0.9871573731922157	56324
GCCGGC_T1	-625	0.14736169306157235	0.14907238453619223	0.1352461926230963	0.1636639568319784	0.9885244240243265	56324
GCCGGC_T1	-575	0.16298558341026917	0.14886080443040195	0.13453619226809613	0.1633000816500408	1.094885816544617	56324
GCCGGC_T1	-525	0.13386833321497055	0.14828037914018946	0.13454506727253362	0.16188895594447797	0.9028054419014314	56324
GCCGGC_T1	-475	0.16369576024430085	0.1486176293088148	0.13489119244559622	0.16259008129504066	1.101455870380996	56324
GCCGGC_T1	-425	0.15339819615084158	0.1490752245376123	0.1352461926230963	0.1643739571869786	1.0289985919970128	56324
GCCGGC_T1	-375	0.15623890348696826	0.14839788419894195	0.13419006709503353	0.16294508147254072	1.0528378105277745	56324
GCCGGC_T1	-325	0.15978978765712665	0.14896801448400718	0.1356100678050339	0.16259008129504066	1.0726449446923472	56324
GCCGGC_T1	-275	0.1402599247212556	0.14839894919947477	0.13312506656253328	0.16259895629947815	0.9451544332212294	56324
GCCGGC_T1	-225	0.14132518997230312	0.14869714934857473	0.13383506691753344	0.16294508147254072	0.9504229945996455	56324
GCCGGC_T1	-175	0.1516227540657624	0.14870886435443226	0.13454506727253362	0.1633000816500408	1.0195945932609987	56324
GCCGGC_T1	-125	0.15055748881471487	0.14854378927189468	0.13454506727253362	0.1633000816500408	1.0135562688463151	56324
GCCGGC_T1	-75	0.1470066046445565	0.14864389932194974	0.13490006745003372	0.1633089566544783	0.9889851202446795	56324
GCCGGC_T1	-25	0.1509125772317307	0.14896623948312007	0.1352461926230963	0.1633000816500408	1.0130656298726746	56324
GCCGGC_T1	25	0.15694908032099994	0.14877169938584964	0.13490006745003372	0.1636550818275409	1.0549659711417405	56324
GCCGGC_T1	75	0.1498473119806832	0.14919769959884982	0.1356100678050339	0.16472008236004118	1.0043540375192113	56324
GCCGGC_T1	125	0.14239045522335061	0.1488622244311123	0.1352461926230963	0.1633000816500408	0.9565251074777767	56324
GCCGGC_T1	175	0.15446346140188907	0.1488366644183323	0.13383506691753344	0.1640189570094785	1.037805180635745	56324
GCCGGC_T1	225	0.14097010155528727	0.14888032944016466	0.13490006745003372	0.16259895629947815	0.9468685492930984	56324
GCCGGC_T1	275	0.14665151622754066	0.14870602435301225	0.13454506727253362	0.1636550818275409	0.9861840962098859	56324
GCCGGC_T1	325	0.16795682124849087	0.1490255245127622	0.13490006745003372	0.1643650821825411	1.1270339211864842	56324
GCCGGC_T1	375	0.15481854981890492	0.1489183144591574	0.13490006745003372	0.1633000816500408	1.0396206160483084	56324
GCCGGC_T1	425	0.1470066046445565	0.14880968440484224	0.1356100678050339	0.16259008129504066	0.9878833170872106	56324
GCCGGC_T1	475	0.1441658973084298	0.14910291455145722	0.1356100678050339	0.1636639568319784	0.9668885262378718	56324
GCCGGC_T1	525	0.13209289112989134	0.14886825943412976	0.13454506727253362	0.164010082005041	0.8873140025415487	56324
GCCGGC_T1	575	0.15801434557204744	0.14830274415137226	0.1352461926230963	0.16295395647697822	1.0654849745110755	56324
GCCGGC_T1	625	0.13138271429585968	0.14888991444495722	0.13418119209059604	0.1633089566544783	0.8824151372887669	56324
GCCGGC_T1	675	0.1477167814785882	0.14859952429976223	0.13383506691753344	0.1636550818275409	0.9940595851478412	56324
GCCGGC_T1	725	0.16298558341026917	0.14877737938868976	0.13454506727253362	0.16188895594447797	1.0954997599766805	56324
GCCGGC_T1	775	0.14736169306157235	0.14886115943057984	0.13418119209059604	0.164010082005041	0.9899270812161935	56324
GCCGGC_T1	825	0.1477167814785882	0.148996769498385	0.13490006745003372	0.16259008129504066	0.9914092901201412	56324
GCCGGC_T1	875	0.14842695831261984	0.14869572934786465	0.13453619226809613	0.16223508111754056	0.9981924764320834	56324
GCCGGC_T1	925	0.14558625097649316	0.14872448436224234	0.13490006745003372	0.1633089566544783	0.9788990131705181	56324
GCCGGC_T1	975	0.12783183012570132	0.14864957932478942	0.13490006745003372	0.1633000816500408	0.8599542003842291	56324
GCCGGC_T1	1025	0.1509125772317307	0.14904611452305733	0.13382619191309594	0.16294508147254072	1.0125227196605964	56324
GCCGGC_T1	1075	0.1384844826361764	0.14904824452412238	0.13419006709503353	0.1640189570094785	0.9291252176657719	56324
GCCGGC_T1	1125	0.1519778424827782	0.14912314956157507	0.1352550676275338	0.16295395647697822	1.0191431909103046	56324
GCCGGC_T1	1175	0.15588381506995244	0.1492655046327523	0.13454506727253362	0.164010082005041	1.0443391824084447	56324
GCCGGC_T1	1225	0.13706412896811307	0.14893748446874217	0.13490006745003372	0.1636639568319784	0.920279602257409	56324
GCCGGC_T1	1275	0.1565939919039841	0.14849231424615722	0.13348006674003338	0.1633089566544783	1.0545595756854906	56324
GCCGGC_T1	1325	0.15126766564874655	0.14847172423586202	0.13382619191309594	0.16259008129504066	1.018831473987888	56324
GCCGGC_T1	1375	0.16369576024430085	0.14873939436969716	0.1327611913805957	0.1636550818275409	1.1005541668230079	56324
GCCGGC_T1	1425	0.1498473119806832	0.14853136426568175	0.13419006709503353	0.16294508147254072	1.0088597295359625	56324
GCCGGC_T1	1475	0.14487607414246148	0.14877453938726987	0.13454506727253362	0.16295395647697822	0.9737961531531922	56324
GCCGGC_T1	1525	0.148071869895604	0.1487972593986297	0.13382619191309594	0.1636550818275409	0.9951249807559804	56324
GCCGGC_T1	1575	0.1498473119806832	0.14861620930810482	0.13382619191309594	0.16259895629947815	1.0082837711869377	56324
GCCGGC_T1	1625	0.1374192173851289	0.14927544463772238	0.1359561929780965	0.16295395647697822	0.920574832107401	56324
GCCGGC_T1	1675	0.1509125772317307	0.14906492953246503	0.1356011928005964	0.164010082005041	1.0123949188119616	56324
GCCGGC_T1	1725	0.12996236062779634	0.14885441442720723	0.13489119244559622	0.16224395612197806	0.873083684671982	56324
GCCGGC_T1	1775	0.145941339393509	0.14876566438283226	0.13419006709503353	0.16294508147254072	0.9810149405036424	56324
GCCGGC_T1	1825	0.148071869895604	0.14872838936419475	0.13453619226809613	0.164010082005041	0.9955857824360411	56324
GCCGGC_T1	1875	0.15055748881471487	0.1484081792040897	0.13418119209059604	0.1633000816500408	1.0144824201883742	56324
GCCGGC_T1	1925	0.15304310773382573	0.1485728992864498	0.13454506727253362	0.16259008129504066	1.0300876436338322	56324
GCCGGC_T1	1975	0.15446346140188907	0.15201036600518336	0.1384411942205971	0.16614895807447902	1.016137684956446	56324
All_4mC_T1	-1975	0.22370570271997728	0.22971244985622505	0.21264510632255315	0.24708012354006176	0.9738510161725786	56324
All_4mC_T1	-1925	0.21979973013280307	0.2287170293585148	0.2112251056125528	0.24637012318506157	0.9610116515996987	56324
All_4mC_T1	-1875	0.20701654712023296	0.22919556959778453	0.21087010543505272	0.24637012318506157	0.9032310156933943	56324
All_4mC_T1	-1825	0.23400326681343656	0.22913060456530202	0.21157123078561538	0.24637899818949907	1.0212658726117307	56324
All_4mC_T1	-1775	0.2478517150770542	0.22852106926053461	0.21228123114061556	0.2460151230075615	1.084590212530823	56324
All_4mC_T1	-1725	0.20666145870321712	0.22945116972558477	0.21334623167311584	0.24708899854449926	0.9006772942163541	56324
All_4mC_T1	-1675	0.22548114480505646	0.22952252476126245	0.21263623131811565	0.24708899854449926	0.982392229431906	56324
All_4mC_T1	-1625	0.22725658689013567	0.22972274486137237	0.21370123185061593	0.24814512407256203	0.9892646330134837	56324
All_4mC_T1	-1575	0.21411831546054969	0.22911711455855707	0.21299123149561575	0.24708012354006176	0.9345365398525302	56324
All_4mC_T1	-1525	0.23258291314537322	0.22911107955553964	0.21158010579005287	0.24708012354006176	1.0151534949622196	56324
All_4mC_T1	-1475	0.2343583552304524	0.22883701941850973	0.21157123078561538	0.2460151230075615	1.0241278086297958	56324
All_4mC_T1	-1425	0.23009729422626235	0.22968830984415486	0.21051510525755263	0.24780787390393694	1.0017806059976888	56324
All_4mC_T1	-1375	0.24394574248988	0.22963505981753	0.21193510596755297	0.24708012354006176	1.0623192411634417	56324
All_4mC_T1	-1325	0.23648888573254742	0.22930348965174455	0.21158010579005287	0.24637012318506157	1.0313357467508049	56324
All_4mC_T1	-1275	0.2219302606348981	0.22918953459476724	0.21193510596755297	0.24779012389506194	0.9683263288059625	56324
All_4mC_T1	-1225	0.2247709679710248	0.2291153395576697	0.21192623096311547	0.24744399872199935	0.9810384953053247	56324
All_4mC_T1	-1175	0.2123428733754705	0.2292800596400299	0.2112251056125528	0.24743512371756185	0.9261288299944147	56324
All_4mC_T1	-1125	0.2382643278176266	0.22931555965777947	0.21158010579005287	0.24708012354006176	1.0390238157986396	56324
All_4mC_T1	-1075	0.23790923940061076	0.22894493947246966	0.21263623131811565	0.24708012354006176	1.0391548288806753	56324
All_4mC_T1	-1025	0.2332930899794049	0.2290578295289144	0.21157123078561538	0.24779012389506194	1.0184899178482605	56324
All_4mC_T1	-975	0.22548114480505646	0.22930526465263215	0.21158010579005287	0.24709787354893675	0.9833230176665645	56324
All_4mC_T1	-925	0.23258291314537322	0.22881394440697223	0.20909510454755226	0.24779012389506194	1.0164717615797814	56324
All_4mC_T1	-875	0.24323556565584833	0.2292250346125169	0.21087010543505272	0.24921012460506228	1.061121295355086	56324
All_4mC_T1	-825	0.23506853206448408	0.22930135965068013	0.21264510632255315	0.24637012318506157	1.0251510606940566	56324
All_4mC_T1	-775	0.21340813862651803	0.22924455962227996	0.21192623096311547	0.24779012389506194	0.9309190978322226	56324
All_4mC_T1	-725	0.22690149847311983	0.22898718449359207	0.21051510525755263	0.24708899854449926	0.9908916910564897	56324
All_4mC_T1	-675	0.2315176478943257	0.2290038695019348	0.21086123043061522	0.24708899854449926	1.0109770127372002	56324
All_4mC_T1	-625	0.2180242880477239	0.22960523980262038	0.21157123078561538	0.24744399872199935	0.9495614657363568	56324
All_4mC_T1	-575	0.24465591932391167	0.22961162980581493	0.21193510596755297	0.24743512371756185	1.065520590271581	56324
All_4mC_T1	-525	0.21376322704353384	0.22858958429479223	0.21229010614505306	0.246023998011999	0.9351398389519878	56324
All_4mC_T1	-475	0.24181521198778497	0.22919911959955983	0.2112251056125528	0.24566899783449891	1.0550442445427672	56324
All_4mC_T1	-425	0.23968468148568994	0.22943412971706462	0.21263623131811565	0.24637012318506157	1.0446775367782735	56324
