locus_tag	category	upstream_density	downstream_density
SC_RS29315	Shielded	0.0	0.0
SC_RS29335	Shielded	0.0	0.0
SC_RS29360	Shielded	0.0	0.0
SC_RS29370	Shielded	4.0	0.0
SC_RS29455	Shielded	0.0	0.0
SC_RS29460	Shielded	0.0	0.0
SC_RS29500	Shielded	0.0	0.0
SC_RS29600	Shielded	2.0	0.0
SC_RS29715	Shielded	0.0	0.0
SC_RS29770	Shielded	2.0	0.0
SC_RS29775	Shielded	0.0	0.0
SC_RS29825	Shielded	2.0	0.0
SC_RS29845	Shielded	0.0	0.0
SC_RS29905	Shielded	0.0	0.0
SC_RS29960	Shielded	0.0	0.0
SC_RS29970	Shielded	0.0	0.0
SC_RS29990	Shielded	0.0	0.0
SC_RS30020	Shielded	0.0	0.0
SC_RS30085	Shielded	0.0	0.0
SC_RS30130	Shielded	0.0	0.0
SC_RS30255	Shielded	0.0	0.0
SC_RS30275	Shielded	0.0	0.0
SC_RS30290	Shielded	0.0	0.0
SC_RS30330	Shielded	0.0	0.0
SC_RS30335	Shielded	0.0	0.0
SC_RS30340	Shielded	0.0	0.0
SC_RS30370	Shielded	0.0	3.4129692832764507
SC_RS30395	Shielded	0.0	0.0
SC_RS30400	Shielded	0.0	0.0
SC_RS30495	Shielded	0.0	0.0
SC_RS30590	Shielded	0.0	0.0
SC_RS30605	Shielded	0.0	0.0
SC_RS30630	Shielded	0.0	0.0
SC_RS30635	Shielded	0.0	0.0
SC_RS30675	Shielded	0.0	0.0
SC_RS30735	Shielded	0.0	0.0
SC_RS30905	Shielded	0.0	0.0
SC_RS30910	Shielded	0.0	0.0
SC_RS30930	Shielded	2.0	0.0
SC_RS30975	Shielded	0.0	0.0
SC_RS30985	Shielded	0.0	0.0
SC_RS31005	Shielded	0.0	0.0
SC_RS31020	Shielded	0.0	0.0
SC_RS31040	Shielded	0.0	0.0
SC_RS31080	Shielded	0.0	0.0
SC_RS31130	Shielded	0.0	0.0
SC_RS31135	Shielded	0.0	0.0
SC_RS31155	Shielded	4.0	0.0
SC_RS31160	Shielded	0.0	6.825938566552901
SC_RS31165	Shielded	0.0	0.0
SC_RS31255	Shielded	0.0	0.0
SC_RS31260	Shielded	0.0	0.0
SC_RS31295	Shielded	0.0	0.0
SC_RS31335	Shielded	0.0	0.0
SC_RS31340	Shielded	2.0	0.0
SC_RS31365	Shielded	2.0	0.0
SC_RS31370	Shielded	0.0	0.0
SC_RS31445	Shielded	0.0	0.0
SC_RS31480	Shielded	0.0	0.0
SC_RS31555	Shielded	0.0	0.0
SC_RS31560	Shielded	0.0	0.0
SC_RS31600	Shielded	0.0	0.0
SC_RS31605	Shielded	0.0	0.0
SC_RS31630	Shielded	0.0	0.0
SC_RS31650	Shielded	0.0	0.0
SC_RS31765	Shielded	0.0	0.0
SC_RS31780	Shielded	0.0	0.0
SC_RS31810	Shielded	0.0	0.0
SC_RS31825	Shielded	0.0	0.0
SC_RS31885	Shielded	0.0	0.0
SC_RS31920	Shielded	0.0	0.0
SC_RS31955	Shielded	0.0	0.0
SC_RS32000	Shielded	0.0	0.0
SC_RS32055	Shielded	0.0	0.0
SC_RS32155	Shielded	0.0	0.0
SC_RS32230	Shielded	0.0	0.0
SC_RS32255	Shielded	0.0	0.0
SC_RS32280	Shielded	0.0	0.0
SC_RS32380	Shielded	0.0	0.0
SC_RS32585	Shielded	0.0	0.0
SC_RS32595	Shielded	2.0	0.0
SC_RS32795	Shielded	0.0	0.0
SC_RS32820	Shielded	0.0	0.0
SC_RS32835	Shielded	0.0	0.0
SC_RS32840	Shielded	0.0	0.0
SC_RS32850	Shielded	0.0	0.0
SC_RS32895	Shielded	0.0	0.0
SC_RS32945	Shielded	0.0	0.0
SC_RS32950	Shielded	0.0	0.0
SC_RS32970	Shielded	2.0	6.825938566552901
SC_RS33015	Shielded	0.0	0.0
SC_RS33045	Shielded	0.0	0.0
SC_RS33060	Shielded	0.0	0.0
SC_RS33065	Shielded	0.0	0.0
SC_RS33075	Shielded	0.0	0.0
SC_RS33095	Shielded	0.0	0.0
SC_RS33210	Shielded	0.0	0.0
SC_RS33220	Shielded	0.0	0.0
SC_RS33290	Shielded	0.0	0.0
SC_RS33325	Shielded	0.0	0.0
SC_RS33365	Shielded	0.0	0.0
SC_RS33415	Shielded	0.0	0.0
SC_RS33430	Shielded	0.0	0.0
SC_RS33445	Shielded	0.0	0.0
SC_RS33480	Shielded	0.0	0.0
SC_RS33515	Shielded	0.0	0.0
SC_RS33520	Shielded	0.0	0.0
SC_RS33530	Shielded	0.0	0.0
SC_RS33550	Shielded	0.0	0.0
SC_RS33575	Shielded	0.0	0.0
SC_RS33590	Shielded	0.0	0.0
SC_RS33650	Shielded	0.0	0.0
SC_RS33680	Shielded	0.0	0.0
SC_RS33690	Shielded	0.0	0.0
SC_RS33720	Shielded	0.0	0.0
SC_RS33790	Shielded	0.0	0.0
SC_RS33805	Shielded	0.0	0.0
SC_RS33845	Shielded	0.0	0.0
SC_RS33960	Shielded	0.0	3.4129692832764507
SC_RS33965	Shielded	0.0	0.0
SC_RS33980	Shielded	0.0	0.0
SC_RS33985	Shielded	0.0	0.0
SC_RS34005	Shielded	0.0	0.0
SC_RS34025	Shielded	0.0	0.0
SC_RS34030	Shielded	0.0	0.0
SC_RS34035	Shielded	0.0	0.0
SC_RS34110	Shielded	0.0	0.0
SC_RS34245	Shielded	0.0	0.0
SC_RS34260	Shielded	0.0	0.0
SC_RS34300	Shielded	0.0	0.0
SC_RS34305	Shielded	0.0	0.0
SC_RS34315	Shielded	0.0	0.0
SC_RS34320	Shielded	0.0	0.0
SC_RS34435	Shielded	0.0	0.0
SC_RS34490	Shielded	0.0	0.0
SC_RS34565	Shielded	0.0	0.0
SC_RS34785	Shielded	0.0	0.0
SC_RS34795	Shielded	0.0	0.0
SC_RS34880	Shielded	0.0	0.0
SC_RS34890	Shielded	0.0	0.0
SC_RS34895	Shielded	0.0	0.0
SC_RS34960	Shielded	0.0	0.0
SC_RS34965	Shielded	0.0	0.0
SC_RS35020	Shielded	0.0	0.0
SC_RS35025	Shielded	0.0	0.0
SC_RS35190	Shielded	0.0	0.0
SC_RS35200	Shielded	0.0	0.0
SC_RS35265	Shielded	0.0	0.0
SC_RS35300	Shielded	0.0	0.0
SC_RS35345	Shielded	0.0	0.0
SC_RS35505	Shielded	0.0	0.0
SC_RS35520	Shielded	0.0	0.0
SC_RS35530	Shielded	0.0	0.0
SC_RS35560	Shielded	0.0	0.0
SC_RS35565	Shielded	0.0	0.0
SC_RS35620	Shielded	0.0	0.0
SC_RS35655	Shielded	0.0	0.0
SC_RS35705	Shielded	0.0	0.0
SC_RS35750	Shielded	0.0	0.0
SC_RS35760	Shielded	0.0	0.0
SC_RS35800	Shielded	0.0	0.0
SC_RS35855	Shielded	0.0	0.0
SC_RS35915	Shielded	0.0	0.0
SC_RS36035	Shielded	0.0	0.0
SC_RS36060	Shielded	0.0	0.0
SC_RS36075	Shielded	2.0	0.0
SC_RS36085	Shielded	0.0	0.0
SC_RS36100	Shielded	0.0	0.0
SC_RS36140	Shielded	0.0	0.0
SC_RS36150	Shielded	0.0	0.0
SC_RS36185	Shielded	0.0	0.0
SC_RS36190	Shielded	0.0	0.0
SC_RS36200	Shielded	0.0	0.0
SC_RS36230	Shielded	0.0	0.0
SC_RS36250	Shielded	0.0	0.0
SC_RS36255	Shielded	0.0	0.0
SC_RS36305	Shielded	0.0	0.0
SC_RS36340	Shielded	0.0	0.0
SC_RS36370	Shielded	0.0	0.0
SC_RS36670	Shielded	0.0	0.0
SC_RS36810	Shielded	0.0	0.0
SC_RS36830	Shielded	0.0	0.0
SC_RS36895	Shielded	0.0	0.0
SC_RS36925	Shielded	0.0	0.0
SC_RS36955	Shielded	0.0	0.0
SC_RS37035	Shielded	0.0	0.0
SC_RS37085	Shielded	0.0	0.0
SC_RS37145	Shielded	0.0	0.0
SC_RS37190	Shielded	0.0	0.0
SC_RS37205	Shielded	0.0	0.0
SC_RS37295	Shielded	0.0	0.0
SC_RS37305	Shielded	0.0	0.0
SC_RS37350	Shielded	0.0	0.0
SC_RS37360	Shielded	0.0	0.0
SC_RS37390	Shielded	0.0	0.0
SC_RS37435	Shielded	0.0	0.0
SC_RS37440	Shielded	0.0	0.0
SC_RS37480	Shielded	0.0	0.0
SC_RS37500	Shielded	0.0	0.0
SC_RS37510	Shielded	0.0	0.0
SC_RS37535	Shielded	0.0	0.0
SC_RS37565	Shielded	0.0	0.0
SC_RS37610	Shielded	0.0	0.0
SC_RS37615	Shielded	0.0	0.0
SC_RS37650	Shielded	0.0	0.0
SC_RS37660	Shielded	2.0	3.4129692832764507
SC_RS37670	Shielded	0.0	0.0
SC_RS37710	Shielded	0.0	0.0
SC_RS37720	Shielded	0.0	0.0
SC_RS37745	Shielded	0.0	0.0
SC_RS37750	Shielded	0.0	0.0
SC_RS37755	Shielded	0.0	0.0
SC_RS37785	Shielded	0.0	0.0
SC_RS37895	Shielded	0.0	0.0
SC_RS37925	Shielded	0.0	0.0
SC_RS37935	Shielded	0.0	0.0
SC_RS37940	Shielded	0.0	0.0
SC_RS37945	Shielded	0.0	0.0
SC_RS37950	Shielded	0.0	0.0
SC_RS37955	Shielded	0.0	0.0
SC_RS38065	Shielded	0.0	0.0
SC_RS38095	Shielded	0.0	0.0
SC_RS38105	Shielded	0.0	0.0
SC_RS38175	Shielded	0.0	0.0
SC_RS38220	Shielded	0.0	0.0
SC_RS38325	Shielded	0.0	0.0
SC_RS38365	Shielded	0.0	0.0
SC_RS38565	Shielded	0.0	0.0
SC_RS38605	Shielded	0.0	0.0
SC_RS38660	Shielded	0.0	0.0
SC_RS38730	Shielded	0.0	0.0
SC_RS38745	Shielded	0.0	0.0
SC_RS38750	Shielded	0.0	0.0
SC_RS38825	Shielded	0.0	0.0
SC_RS38920	Shielded	0.0	0.0
SC_RS38950	Shielded	0.0	0.0
SC_RS38960	Shielded	0.0	0.0
SC_RS39010	Shielded	0.0	0.0
SC_RS39025	Shielded	0.0	0.0
SC_RS39260	Shielded	0.0	0.0
SC_RS39325	Shielded	0.0	0.0
SC_RS39340	Shielded	0.0	0.0
SC_RS39370	Shielded	0.0	0.0
SC_RS39395	Shielded	0.0	0.0
SC_RS39410	Shielded	0.0	0.0
SC_RS39630	Shielded	0.0	0.0
SC_RS39685	Shielded	0.0	0.0
SC_RS39690	Shielded	0.0	0.0
SC_RS39710	Shielded	0.0	0.0
SC_RS39760	Shielded	0.0	0.0
SC_RS39790	Shielded	0.0	0.0
SC_RS39835	Shielded	0.0	0.0
SC_RS39845	Shielded	0.0	0.0
SC_RS39865	Shielded	0.0	0.0
SC_RS39870	Shielded	0.0	0.0
SC_RS39890	Shielded	0.0	0.0
SC_RS39895	Shielded	0.0	0.0
SC_RS39915	Shielded	2.0	0.0
SC_RS39960	Shielded	0.0	0.0
SC_RS39970	Shielded	0.0	0.0
SC_RS40010	Shielded	0.0	0.0
SC_RS40095	Shielded	0.0	0.0
SC_RS40120	Shielded	0.0	0.0
SC_RS40125	Shielded	0.0	0.0
SC_RS40155	Shielded	0.0	0.0
SC_RS40190	Shielded	0.0	0.0
SC_RS40205	Shielded	0.0	0.0
SC_RS40210	Shielded	0.0	0.0
SC_RS40245	Shielded	0.0	0.0
SC_RS40270	Shielded	0.0	0.0
SC_RS40285	Shielded	0.0	0.0
SC_RS40315	Shielded	0.0	0.0
SC_RS40390	Shielded	0.0	0.0
SC_RS40395	Shielded	0.0	0.0
SC_RS40420	Shielded	0.0	0.0
SC_RS40440	Shielded	0.0	0.0
SC_RS40450	Shielded	0.0	0.0
SC_RS40655	Shielded	0.0	0.0
SC_RS40665	Shielded	0.0	0.0
SC_RS40675	Shielded	0.0	0.0
SC_RS40695	Shielded	0.0	0.0
SC_RS40705	Shielded	0.0	0.0
SC_RS40715	Shielded	0.0	0.0
SC_RS40730	Shielded	0.0	0.0
SC_RS40745	Shielded	0.0	0.0
SC_RS40780	Shielded	0.0	0.0
SC_RS40805	Shielded	0.0	0.0
SC_RS40820	Shielded	0.0	0.0
SC_RS40860	Shielded	0.0	0.0
SC_RS40895	Shielded	0.0	0.0
SC_RS40930	Shielded	0.0	0.0
SC_RS40940	Shielded	0.0	0.0
SC_RS40985	Shielded	0.0	0.0
SC_RS40995	Shielded	0.0	0.0
SC_RS41010	Shielded	0.0	0.0
SC_RS41050	Shielded	0.0	0.0
SC_RS41060	Shielded	0.0	0.0
SC_RS41085	Shielded	0.0	0.0
SC_RS41090	Shielded	0.0	0.0
SC_RS41130	Shielded	0.0	0.0
SC_RS41190	Shielded	0.0	0.0
SC_RS41225	Shielded	0.0	0.0
SC_RS41235	Shielded	0.0	0.0
SC_RS41270	Shielded	0.0	0.0
SC_RS01945	Shielded	0.0	0.0
SC_RS01955	Shielded	0.0	0.0
SC_RS02040	Shielded	0.0	0.0
SC_RS02055	Shielded	0.0	0.0
SC_RS02060	Shielded	0.0	0.0
SC_RS00170	Shielded	0.0	0.0
SC_RS00205	Shielded	0.0	0.0
SC_RS00320	Shielded	0.0	0.0
SC_RS02470	Shielded	0.0	0.0
SC_RS00470	Shielded	0.0	0.0
SC_RS00480	Shielded	0.0	0.0
SC_RS00505	Shielded	0.0	0.0
SC_RS00610	Shielded	0.0	0.0
SC_RS00615	Shielded	0.0	0.0
SC_RS00780	Shielded	0.0	0.0
SC_RS00815	Shielded	0.0	0.0
SC_RS00830	Shielded	0.0	0.0
SC_RS00975	Shielded	2.0	0.0
SC_RS01130	Shielded	0.0	0.0
SC_RS01210	Shielded	0.0	0.0
SC_RS01265	Shielded	0.0	0.0
SC_RS01285	Shielded	0.0	0.0
SC_RS01305	Shielded	0.0	0.0
SC_RS01545	Shielded	0.0	0.0
SC_RS01660	Shielded	0.0	0.0
SC_RS01695	Shielded	0.0	0.0
SC_RS05080	Shielded	0.0	0.0
SC_RS06460	Shielded	0.0	0.0
SC_RS06465	Shielded	0.0	0.0
SC_RS18375	Shielded	2.0	0.0
SC_RS21810	Shielded	0.0	0.0
SC_RS22100	Shielded	0.0	0.0
SC_RS25240	Shielded	0.0	0.0
SC_RS28865	Shielded	0.0	0.0
SC_RS28915	Shielded	2.0	0.0
SC_RS34150	Shielded	0.0	0.0
SC_RS40530	Shielded	2.0	0.0
SC_RS41025	Shielded	0.0	0.0
SC_RS02455	Exposed	0.0	0.0
SC_RS03250	Exposed	0.0	0.0
SC_RS04270	Exposed	0.0	0.0
SC_RS05075	Exposed	0.0	0.0
SC_RS05485	Exposed	0.0	0.0
SC_RS06045	Exposed	0.0	0.0
SC_RS06310	Exposed	0.0	0.0
SC_RS06430	Exposed	0.0	0.0
SC_RS07000	Exposed	0.0	0.0
SC_RS07215	Exposed	2.0	0.0
SC_RS07750	Exposed	0.0	0.0
SC_RS07910	Exposed	0.0	0.0
SC_RS08090	Exposed	0.0	0.0
SC_RS09315	Exposed	0.0	0.0
SC_RS09835	Exposed	0.0	0.0
SC_RS10435	Exposed	2.0	0.0
SC_RS11515	Exposed	0.0	0.0
SC_RS13145	Exposed	0.0	0.0
SC_RS13965	Exposed	0.0	0.0
SC_RS15270	Exposed	2.0	0.0
SC_RS15485	Exposed	0.0	0.0
SC_RS16855	Exposed	0.0	0.0
SC_RS17670	Exposed	2.0	0.0
SC_RS17795	Exposed	0.0	0.0
SC_RS21680	Exposed	0.0	0.0
SC_RS22135	Exposed	0.0	3.4129692832764507
SC_RS22780	Exposed	0.0	0.0
SC_RS22980	Exposed	0.0	0.0
SC_RS23710	Exposed	0.0	0.0
SC_RS24635	Exposed	0.0	0.0
SC_RS25370	Exposed	0.0	0.0
SC_RS25990	Exposed	2.0	0.0
SC_RS26855	Exposed	0.0	0.0
SC_RS27105	Exposed	0.0	0.0
SC_RS27300	Exposed	0.0	0.0
SC_RS28630	Exposed	0.0	0.0
SC_RS29350	Exposed	0.0	0.0
SC_RS29355	Exposed	0.0	0.0
SC_RS30140	Exposed	2.0	0.0
SC_RS31385	Exposed	0.0	0.0
SC_RS32025	Exposed	0.0	0.0
SC_RS33745	Exposed	0.0	0.0
SC_RS33895	Exposed	0.0	0.0
SC_RS34060	Exposed	0.0	0.0
SC_RS35195	Exposed	0.0	0.0
SC_RS35525	Exposed	0.0	0.0
SC_RS35610	Exposed	0.0	0.0
SC_RS36220	Exposed	0.0	0.0
SC_RS36820	Exposed	0.0	3.4129692832764507
SC_RS37675	Exposed	0.0	0.0
SC_RS38475	Exposed	0.0	0.0
SC_RS38610	Exposed	0.0	0.0
SC_RS38785	Exposed	0.0	0.0
SC_RS39850	Exposed	0.0	0.0
SC_RS40040	Exposed	0.0	0.0
SC_RS40435	Exposed	0.0	0.0
SC_RS40740	Exposed	0.0	0.0
