gene_id	M145_1_1	M145_1_2	M145_1_3	M145_2_1	M145_2_3	M145_2_4	M145_3_2	M145_3_3	M145_3_4
SC_RS02085	0	0	0	155.77481549307439	119.88738564066631	97.02892885916513	23.284661201280674	38.22641393641485	29.779218006015853
SC_RS02090	0	0	0	105.48530812916849	84.62638986399975	88.32120447436826	20.37407855112059	24.02803161717505	15.928418933450342
SC_RS02110	0	0	0	25.75804035712254	11.2835186485333	14.927527516794635	9.895981010544286	10.921832553261385	9.003019397167584
SC_RS02160	5.447573392656435	9.31233900375692	5.3580247475887495	7.359440102035011	1.4104398310666626	7.4637637583973175	30.852176091696894	12.014015808587525	38.08969744955516
SC_RS02180	123.11515867403543	107.09189854320458	109.83950732556936	110.39160153052516	110.01430682319968	114.44437762875887	71.60033319393807	46.96387997902396	56.09573624389033
SC_RS02185	23.969322927688314	9.31233900375692	12.502057744373749	6.132866751695842	1.4104398310666626	6.2198031319977645	28.523709971568827	10.921832553261385	33.24191777415723
SC_RS02190	13.074176142375444	11.64042375469615	8.930041245981249	4.906293401356674	4.231319493199988	3.7318818791986588	36.09122486198505	13.106199063913664	43.63001707858137
SC_RS02195	68.63942474747108	76.82679678099458	76.79835471543873	42.930067261870896	25.387916959199924	26.123173154390614	39.00180751214513	33.857680915110294	38.78223740318344
SC_RS02200	5.447573392656435	5.820211877348075	7.144032996784999	1200.8153099820458	1131.1727445154634	1066.0742568244168	547.1895382300959	596.3320574080717	418.9866719451068
SC_RS02210	0	1.164042375469615	0.8930041245981248	2.453146700678337	4.231319493199988	1.243960626399553	23.86677773131269	12.014015808587525	36.704617542298614
SC_RS02220	106.77243849606613	110.58402566961342	110.73251145016748	176.62656244884028	191.8198170250661	205.25350335592623	212.47253346168614	357.14392449164734	233.38596437272892
SC_RS02225	5.447573392656435	3.4921271264088447	3.5720164983924994	13.492306853730854	9.873078817466638	12.439606263995529	37.25545792204908	22.93584836184891	22.161278516104822
SC_RS02230	2.179029357062574	6.984254252817689	0.8930041245981248	1.2265733503391685	0	6.2198031319977645	76.25726543419421	26.212398127827328	58.17335610477516
SC_RS02240	3.268544035593861	3.4921271264088447	2.6790123737943747	3.6797200510175054	8.462638986399975	4.975842505598212	55.88318688307362	30.58113114913188	54.018116383005506
SC_RS02245	17.432234856500592	17.460635632044223	13.395061868971872	38.023773860514225	43.723634763066535	39.8067400447857	61.70435218339379	36.042047425762576	50.55541661486413
SC_RS02250	9.805632106781582	18.62467800751384	12.502057744373749	4.906293401356674	2.820879662133325	4.975842505598212	32.59852568179294	14.198382319239801	49.86287666123585
SC_RS02255	19.611264213563164	24.444889884861915	15.181070118168122	8.58601345237418	16.92527797279995	11.195645637595977	44.240856282433285	8.737466042609109	38.08969744955516
SC_RS02260	86.07165960397167	98.94360191491727	97.33744958119561	84.63356117340263	95.90990851253305	60.954070693578096	93.72076133515472	79.72937763880812	101.11083322972826
SC_RS02270	2.179029357062574	6.984254252817689	2.6790123737943747	4.906293401356674	2.820879662133325	12.439606263995529	27.359476911504792	22.93584836184891	29.08667805238758
SC_RS02275	1.089514678531287	0	0	3.6797200510175054	2.820879662133325	7.4637637583973175	20.37407855112059	12.014015808587525	18.698578747963445
SC_RS02280	5.447573392656435	3.4921271264088447	2.6790123737943747	9.812586802713348	7.052199155333312	13.683566890395083	71.01821666390606	30.58113114913188	66.48383554831446
SC_RS02285	49.028160533907915	40.741483141436525	44.650206229906246	30.664333758479213	57.82803307373316	54.73426756158033	72.7645662540021	42.59514695771941	66.48383554831446
SC_RS02290	145.99496692319246	155.9816783129284	128.59259394212998	337.30767134327135	339.9159992870657	309.7461959734887	161.8283953489007	148.53692272435484	144.74085030830963
SC_RS02295	2.179029357062574	1.164042375469615	2.6790123737943747	8.58601345237418	12.693958479599962	21.1473306487924	16.88137937092849	12.014015808587525	13.158259118937238
SC_RS02300	111.13049721019127	76.82679678099458	100.01646195498999	51.51608071424508	57.82803307373316	72.14971633117408	39.583924042177145	31.67331440445802	46.40017689309447
SC_RS02305	120.93612931697285	115.24019517149188	107.16049495177498	74.82097437068929	69.11155172226647	97.02892885916513	39.583924042177145	44.77951346837168	51.2479565684924
SC_RS02310	62.10233667628336	61.694245899889594	58.93827222347624	62.55524086729759	86.03682969506642	55.97822818797989	80.91419767445035	50.24042974500237	66.48383554831446
SC_RS02315	9.805632106781582	18.62467800751384	8.037037121383124	7.359440102035011	11.2835186485333	8.70772438479687	8.731747950480253	13.106199063913664	17.31349884070689
SC_RS02320	278.9157577040095	263.07357685613295	265.2222250056431	62.55524086729759	87.44726952613307	72.14971633117408	116.42330600640338	77.54501112815583	101.80337318335653
SC_RS02325	165.6062311367556	135.02891555447533	131.27160631592434	46.6097873128884	39.49231526986655	62.19803131997765	96.04922745528278	60.07007904293762	96.26305355433033
SC_RS02330	99.14583574634712	80.31892390740343	91.08642070900873	38.023773860514225	38.08187543879989	37.31881879198659	73.92879931406614	63.34662880891604	74.79431499185378
SC_RS02335	58.833792640689495	68.67850015270729	58.04526809887812	67.46153426865426	66.29067206013313	46.02654317678346	140.29008373771606	57.885712532285346	103.18845309061308
SC_RS02340	8.716117428250296	8.148296628287305	3.5720164983924994	18.398600255087526	15.514838141733287	8.70772438479687	78.00361502429026	43.68733021304554	90.72273392530411
SC_RS02345	6.537088071187722	9.31233900375692	6.2510288721868745	9.812586802713348	28.20879662133325	12.439606263995529	62.86858524345782	32.76549765978416	62.32859582654481
SC_RS02350	8.716117428250296	4.65616950187846	2.6790123737943747	8.58601345237418	7.052199155333312	13.683566890395083	55.88318688307362	32.76549765978416	59.558436012031706
