gene_id	product	M145_1_1	M145_1_2	M145_1_3	M145_2_1	M145_2_3	M145_2_4	M145_3_2	M145_3_3	M145_3_4	T1_mean	T2_mean	T3_mean	T3vsT1_LFC
SC_RS36385	PD-(D/E)XK nuclease	28.32738164181346	39.577440765966905	32.148148485532495	28.21118705780087	35.26099577666656	18.659409395993293	89.64594562493059	38.22641393641485	104.57353299786963	33.35099029777095	27.377197410153574	77.48196418640502	1.2136723801819147
SC_RS36390	Argonaute	10.89514678531287	22.11680513392268	18.753086616560623	19.625173605426696	22.5670372970666	18.659409395993293	131.55833578723582	60.07007904293762	152.35878979822064	17.25501284526539	20.283873432828866	114.66240154279802	2.725225725596694
SC_RS36395	DUF5655	20.70077889209445	13.96850850563538	16.967078367364373	39.25034721085339	43.723634763066535	57.22218881437944	82.07843073451438	61.16226229826376	76.8719348527386	17.212121921698067	46.73205692943313	73.37087596183892	2.0853899107787583
SC_RS36400	SPDY	6.537088071187722	5.820211877348075	12.502057744373747	4.906293401356674	9.873078817466638	3.731881879198659	86.1532464447385	20.751481851196633	66.48383554831446	8.28645256430318	6.17041803267399	57.796187948083194	2.7873357695307375
SC_RS36405	DnaB-like helicase	6.537088071187722	2.32808475093923	5.3580247475887495	2.453146700678337	7.052199155333312	8.70772438479687	75.09303237413017	29.488947893805744	73.40923508459723	4.7410658565719	6.07102341360284	59.33040511751105	3.617804589874932
SC_RS36410	MTase (Dcm)	1.089514678531287	1.164042375469615	1.7860082491962497	2.453146700678337	2.820879662133325	7.463763758397317	75.09303237413017	31.67331440445802	87.95257411079102	1.3465217677323842	4.245930040402993	64.9063069631264	5.489919757651257
