coordination_type	n_genes	n_with_phase_ratio	mean_phase_ratio	median_phase_ratio	std_phase_ratio	mean_LFC_T2vsT1	mean_LFC_T3vsT2	dominant_temporal_class
discordant_gain_up	14	14	0.6535462585321251	0.6576779457513426	0.5642504004731718	2.3002860181077165	0.8297508651748863	early
concordant_derepression	8	8	0.8064328521431986	0.7435948988339263	0.8537075582527477	1.2823794129714914	1.1419397302277683	early
concordant_repression	7	7	0.8637869484208812	0.883074106138502	0.7699003071873348	-1.1315685270111246	-0.29898931247285965	early
discordant_loss_down	10	10	0.9293155162815868	0.870250277582494	0.599049834446679	-1.4581186300192006	-0.11675593191350031	early
