pathway_id	pathway_name	n_query	n_pathway	enrichment	odds_ratio	pvalue	gene_list	padj
sco00975	Biosynthesis of various siderophores - Streptomyces coelicolor	5	7	11.889712995807805	39.54908675799087	1.4533852132388716e-05	SC_RS15995,SC_RS16000,SC_RS16005,SC_RS16010,SC_RS31235	0.0009883019450024327
sco00790	Folate biosynthesis - Streptomyces coelicolor	6	20	4.993679458239278	6.783589408303367	0.0008544473587007841	SC_RS09180,SC_RS19125,SC_RS19130,SC_RS19140,SC_RS21265,SC_RS21390	0.029051210195826658
sco00190	Oxidative phosphorylation - Streptomyces coelicolor	11	66	2.7742663656884874	3.183333333333333	0.0017277011072523074	SC_RS12795,SC_RS12800,SC_RS12815,SC_RS12820,SC_RS17585,SC_RS19170,SC_RS24990,SC_RS24995,SC_RS25000,SC_RS25005,SC_RS38810	0.039161225097718966
sco00550	Peptidoglycan biosynthesis - Streptomyces coelicolor	7	32	3.64122460496614	4.435045871559633	0.0024379695494413183	SC_RS12465,SC_RS12470,SC_RS12475,SC_RS12480,SC_RS15105,SC_RS19165,SC_RS24360	0.04144548234050241
sco00450	Selenocompound metabolism - Streptomyces coelicolor	4	14	4.755885198323122	6.306150341685649	0.007936626754990619	SC_RS11640,SC_RS21595,SC_RS21745,SC_RS34375	0.10793812386787241
sco00930	Caprolactam degradation - Streptomyces coelicolor	2	5	6.65823927765237	10.473167044595616	0.0318955910948261	SC_RS11385,SC_RS35850	0.3614833657413624
sco00260	Glycine, serine and threonine metabolism - Streptomyces coelicolor	6	43	2.322641608483385	2.5582287092584575	0.04194951485161392	SC_RS07390,SC_RS08855,SC_RS21745,SC_RS31235,SC_RS36175,SC_RS36180	0.4075095728442495
sco00785	Lipoic acid metabolism - Streptomyces coelicolor	3	19	2.628252346441725	2.9467329545454546	0.10212383415534103	SC_RS08855,SC_RS21275,SC_RS28590	0.7121251556908198
sco02010	ABC transporters - Streptomyces coelicolor	15	175	1.4267655594969366	1.483133761682243	0.1035105953099028	SC_RS03525,SC_RS06520,SC_RS09805,SC_RS09810,SC_RS10110,SC_RS10550,SC_RS13645,SC_RS16750,SC_RS16755,SC_RS16825,SC_RS16830,SC_RS16835,SC_RS35030,SC_RS35035,SC_RS35040	0.7121251556908198
sco03410	Base excision repair - Streptomyces coelicolor	3	20	2.496839729119639	2.772994652406417	0.115047919483327	SC_RS12045,SC_RS18890,SC_RS33000	0.7121251556908198
sco00340	Histidine metabolism - Streptomyces coelicolor	3	21	2.377942599161561	2.618560606060606	0.12854882994138375	SC_RS09165,SC_RS09170,SC_RS19225	0.7121251556908198
sco00670	One carbon pool by folate - Streptomyces coelicolor	3	22	2.2698542991996717	2.480382775119617	0.14257796000592945	SC_RS17230,SC_RS21745,SC_RS24185	0.7121251556908198
sco00760	Nicotinate and nicotinamide metabolism - Streptomyces coelicolor	3	22	2.2698542991996717	2.480382775119617	0.14257796000592945	SC_RS16685,SC_RS16690,SC_RS19030	0.7121251556908198
sco00250	Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor	4	35	1.9023540793292486	2.0280696597839665	0.1560173775869399	SC_RS09390,SC_RS10075,SC_RS12160,SC_RS12165	0.7121251556908198
sco00310	Lysine degradation - Streptomyces coelicolor	3	23	2.171164981843164	2.356022727272727	0.1570864314023867	SC_RS09245,SC_RS19225,SC_RS35850	0.7121251556908198
sco00572	Arabinogalactan biosynthesis - Mycobacterium - Streptomyces coelicolor	1	3	5.548532731376975	7.838235294117647	0.16963888943975244	SC_RS25825	0.7209652801189479
sco00903	Limonene degradation - Streptomyces coelicolor	1	4	4.161399548532731	5.22473604826546	0.2195439188764896	SC_RS19225	0.8001560916650231
sco00470	D-Amino acid metabolism - Streptomyces coelicolor	2	15	2.2194130925507896	2.413396127681842	0.22660447177918835	SC_RS12470,SC_RS34385	0.8001560916650231
sco00910	Nitrogen metabolism - Streptomyces coelicolor	3	28	1.7834569493711707	1.8834545454545455	0.2351399835387685	SC_RS10075,SC_RS12160,SC_RS12165	0.8001560916650231
sco00907	Pinene, camphor and geraniol degradation - Streptomyces coelicolor	1	5	3.329119638826185	3.9179864253393664	0.2664560008219055	SC_RS35850	0.8001560916650231
sco00970	Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor	3	30	1.6645598194130924	1.7434343434343433	0.2680819859728604	SC_RS12420,SC_RS21100,SC_RS34375	0.8001560916650231
sco00220	Arginine biosynthesis - Streptomyces coelicolor	3	30	1.6645598194130924	1.7434343434343433	0.2680819859728604	SC_RS09390,SC_RS10075,SC_RS19005	0.8001560916650231
sco00280	Valine, leucine and isoleucine degradation - Streptomyces coelicolor	4	44	1.5132361994664476	1.5697038724373575	0.27064103100434606	SC_RS15970,SC_RS19225,SC_RS21275,SC_RS35850	0.8001560916650231
sco00640	Propanoate metabolism - Streptomyces coelicolor	3	32	1.560524830699774	1.6227272727272728	0.30150492395541095	SC_RS21275,SC_RS26200,SC_RS35850	0.8308339067320127
sco00300	Lysine biosynthesis - Streptomyces coelicolor	2	19	1.75216823096115	1.8444711217820462	0.3176717878681225	SC_RS12480,SC_RS34385	0.8308339067320127
sco00410	beta-Alanine metabolism - Streptomyces coelicolor	2	19	1.75216823096115	1.8444711217820462	0.3176717878681225	SC_RS19225,SC_RS35850	0.8308339067320127
sco00740	Riboflavin metabolism - Streptomyces coelicolor	1	8	2.0806997742663653	2.237879767291532	0.3909728561132414	SC_RS09180	0.8727232109813124
sco00030	Pentose phosphate pathway - Streptomyces coelicolor	3	38	1.3141261732208624	1.3433766233766233	0.40186408944576774	SC_RS11710,SC_RS35475,SC_RS35480	0.8727232109813124
sco00520	Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor	4	55	1.210588959573158	1.2291750413149314	0.42283988377546994	SC_RS09195,SC_RS14190,SC_RS25840,SC_RS35480	0.8727232109813124
sco00630	Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor	4	55	1.210588959573158	1.2291750413149314	0.42283988377546994	SC_RS08855,SC_RS10075,SC_RS24185,SC_RS28590	0.8727232109813124
sco00564	Glycerophospholipid metabolism - Streptomyces coelicolor	2	24	1.3871331828442437	1.4242424242424243	0.42738543275327323	SC_RS10805,SC_RS30010	0.8727232109813124
sco00561	Glycerolipid metabolism - Streptomyces coelicolor	2	24	1.3871331828442437	1.4242424242424243	0.42738543275327323	SC_RS10805,SC_RS19225	0.8727232109813124
sco00380	Tryptophan metabolism - Streptomyces coelicolor	2	25	1.331647855530474	1.3621216602583062	0.4482583283769088	SC_RS19225,SC_RS35850	0.8727232109813124
sco00860	Porphyrin metabolism - Streptomyces coelicolor	3	41	1.2179705995705554	1.2367822966507176	0.4506798696515877	SC_RS09780,SC_RS09785,SC_RS11280	0.8727232109813124
sco03420	Nucleotide excision repair - Streptomyces coelicolor	1	10	1.6645598194130924	1.7400703871292107	0.4620299352254007	SC_RS12045	0.8727232109813124
sco00660	C5-Branched dibasic acid metabolism - Streptomyces coelicolor	1	10	1.6645598194130924	1.7400703871292107	0.4620299352254007	SC_RS26200	0.8727232109813124
sco00625	Chloroalkane and chloroalkene degradation - Streptomyces coelicolor	1	11	1.5132361994664476	1.5658371040723982	0.4943928818162683	SC_RS19225	0.89678570746318
sco00730	Thiamine metabolism - Streptomyces coelicolor	1	12	1.3871331828442437	1.423282599753188	0.5248130846351454	SC_RS29615	0.89678570746318
sco00770	Pantothenate and CoA biosynthesis - Streptomyces coelicolor	2	29	1.1479722892504087	1.1596539850508105	0.5271895902375071	SC_RS19025,SC_RS19225	0.89678570746318
sco00680	Methane metabolism - Streptomyces coelicolor	2	30	1.1097065462753948	1.1180758017492711	0.5456972762564104	SC_RS30000,SC_RS34395	0.89678570746318
sco04122	Sulfur relay system - Streptomyces coelicolor	1	14	1.1889712995807804	1.2039679777236338	0.5802838012310001	SC_RS29615	0.89678570746318
sco00053	Ascorbate and aldarate metabolism - Streptomyces coelicolor	1	14	1.1889712995807804	1.2039679777236338	0.5802838012310001	SC_RS19225	0.89678570746318
sco00071	Fatty acid degradation - Streptomyces coelicolor	2	32	1.0403498871331827	1.0432350718065004	0.5811727030920262	SC_RS19225,SC_RS35850	0.89678570746318
sco03070	Bacterial secretion system - Streptomyces coelicolor	1	15	1.1097065462753948	1.117808661926309	0.6055466104775582	SC_RS33050	0.89678570746318
sco00270	Cysteine and methionine metabolism - Streptomyces coelicolor	2	36	0.9247554552294958	0.9199679871948779	0.6458925692001896	SC_RS17230,SC_RS21745	0.89678570746318
sco00240	Pyrimidine metabolism - Streptomyces coelicolor	2	36	0.9247554552294958	0.9199679871948779	0.6458925692001896	SC_RS09390,SC_RS10810	0.89678570746318
sco00020	Citrate cycle (TCA cycle) - Streptomyces coelicolor	2	36	0.9247554552294958	0.9199679871948779	0.6458925692001896	SC_RS26200,SC_RS28590	0.89678570746318
sco00350	Tyrosine metabolism - Streptomyces coelicolor	1	17	0.9791528349488778	0.9777997737556561	0.6516111277632284	SC_RS13155	0.89678570746318
sco03030	DNA replication - Streptomyces coelicolor	1	17	0.9791528349488778	0.9777997737556561	0.6516111277632284	SC_RS12045	0.89678570746318
sco00780	Biotin metabolism - Streptomyces coelicolor	1	18	0.9247554552294958	0.920149055097152	0.672589280597385	SC_RS26795	0.89678570746318
sco00920	Sulfur metabolism - Streptomyces coelicolor	1	18	0.9247554552294958	0.920149055097152	0.672589280597385	SC_RS26105	0.89678570746318
sco00480	Glutathione metabolism - Streptomyces coelicolor	1	19	0.876084115480575	0.8689039718451483	0.6923069190823439	SC_RS35475	0.9003922639303815
sco03440	Homologous recombination - Streptomyces coelicolor	1	20	0.8322799097065462	0.8230531078828293	0.710839622664468	SC_RS12045	0.9003922639303815
sco00710	Carbon fixation by Calvin cycle - Streptomyces coelicolor	1	21	0.7926475330538535	0.7817873303167421	0.7282584487672203	SC_RS11710	0.9003922639303815
sco03060	Protein export - Streptomyces coelicolor	1	21	0.7926475330538535	0.7817873303167421	0.7282584487672203	SC_RS33050	0.9003922639303815
sco00362	Benzoate degradation - Streptomyces coelicolor	1	26	0.6402153151588817	0.6249773755656108	0.8008475857128188	SC_RS35850	0.9620775819917157
sco00360	Phenylalanine metabolism - Streptomyces coelicolor	1	28	0.5944856497903902	0.5785151667504609	0.8241384673359355	SC_RS11650	0.9620775819917157
sco00500	Starch and sucrose metabolism - Streptomyces coelicolor	2	52	0.6402153151588817	0.6241269841269841	0.8285556150259956	SC_RS09230,SC_RS35480	0.9620775819917157
sco00330	Arginine and proline metabolism - Streptomyces coelicolor	1	29	0.5739861446252044	0.5577731092436975	0.834743784375165	SC_RS19225	0.9620775819917157
sco00051	Fructose and mannose metabolism - Streptomyces coelicolor	1	32	0.5201749435665913	0.5035761202744125	0.8628815549124589	SC_RS09815	0.9644361218560455
sco00010	Glycolysis / Gluconeogenesis - Streptomyces coelicolor	2	57	0.58405607698705	0.5669758812615956	0.8651559328414526	SC_RS19225,SC_RS35480	0.9644361218560455
sco00720	Other carbon fixation pathways - Streptomyces coelicolor	1	41	0.40599019985685175	0.38976244343891403	0.9217102483363013	SC_RS26200	0.9890771246155606
sco00230	Purine metabolism - Streptomyces coelicolor	2	69	0.48248110707625863	0.4646156970250787	0.925660666918727	SC_RS09535,SC_RS26800	0.9890771246155606
sco00650	Butanoate metabolism - Streptomyces coelicolor	1	46	0.361860830307194	0.3462041226747109	0.942673621762394	SC_RS35850	0.9890771246155606
sco00620	Pyruvate metabolism - Streptomyces coelicolor	1	53	0.3140678904553004	0.29929516185172295	0.9629572036029167	SC_RS19225	0.9890771246155606
sco02020	Two-component system - Streptomyces coelicolor	3	115	0.43423299636863283	0.4151176948051948	0.972578316621602	SC_RS09230,SC_RS10075,SC_RS21750	0.9890771246155606
