GO_term	n_query	n_term_in_bg	n_query_total	n_bg_total	enrichment	odds_ratio	pvalue	gene_list	padj
GO:0006098	5	11	459	7646	7.571796395325808	13.180983847283407	0.0002604710130761296	SC_RS06830,SC_RS09295,SC_RS11715,SC_RS11720,SC_RS11725	0.04792666640600785
GO:0016740	6	21	459	7646	4.7594148770619364	6.33289183222958	0.0011328353562681465	SC_RS06765,SC_RS19445,SC_RS19450,SC_RS20845,SC_RS29625,SC_RS38165	0.09026474106912015
GO:0015450	3	5	459	7646	9.994771241830065	23.63486842105263	0.0019622769797634815	SC_RS09545,SC_RS09550,SC_RS09555	0.09026474106912015
GO:0004359	3	5	459	7646	9.994771241830065	23.63486842105263	0.0019622769797634815	SC_RS08020,SC_RS09580,SC_RS37470	0.09026474106912015
GO:0006541	2	3	459	7646	11.105301379811184	31.448577680525165	0.010359136819794832	SC_RS09395,SC_RS37470	0.18304974641410718
GO:0006525	2	3	459	7646	11.105301379811184	31.448577680525165	0.010359136819794832	SC_RS09895,SC_RS09900	0.18304974641410718
GO:0031522	2	3	459	7646	11.105301379811184	31.448577680525165	0.010359136819794832	SC_RS09545,SC_RS09550	0.18304974641410718
GO:0006207	2	3	459	7646	11.105301379811184	31.448577680525165	0.010359136819794832	SC_RS09395,SC_RS09410	0.18304974641410718
GO:0008061	2	3	459	7646	11.105301379811184	31.448577680525165	0.010359136819794832	SC_RS27180,SC_RS30580	0.18304974641410718
GO:0055052	9	66	459	7646	2.2715389185977424	2.501754385964912	0.01637269271121754	SC_RS03670,SC_RS04160,SC_RS06710,SC_RS07690,SC_RS09300,SC_RS30445,SC_RS30795,SC_RS37265,SC_RS40635	0.18304974641410718
GO:0030288	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS04160,SC_RS16235	0.18304974641410718
GO:0016717	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS20915,SC_RS37465	0.18304974641410718
GO:0003918	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS21510,SC_RS21515	0.18304974641410718
GO:0006032	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS27180,SC_RS30580	0.18304974641410718
GO:0006526	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS09910,SC_RS09915	0.18304974641410718
GO:0033288	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS16235,SC_RS16240	0.18304974641410718
GO:0051470	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS16235,SC_RS16240	0.18304974641410718
GO:0033286	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS16235,SC_RS16240	0.18304974641410718
GO:0006886	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS09545,SC_RS09550	0.18304974641410718
GO:0033308	2	4	459	7646	8.328976034858389	15.722100656455142	0.01989671156675078	SC_RS16235,SC_RS16240	0.18304974641410718
GO:0033014	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS24505,SC_RS38930	0.209319722772116
GO:0004659	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS04745,SC_RS04760	0.209319722772116
GO:0043952	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS09545,SC_RS09550	0.209319722772116
GO:0006265	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS21510,SC_RS21515	0.209319722772116
GO:0004568	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS27180,SC_RS30580	0.209319722772116
GO:0009103	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS07035,SC_RS15645	0.209319722772116
GO:0052699	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS06510,SC_RS06515	0.209319722772116
GO:0042823	2	5	459	7646	6.663180827886711	10.4799416484318	0.03185300129140896	SC_RS09580,SC_RS09585	0.209319722772116
GO:0008757	5	31	459	7646	2.6867664628575443	3.0332937987123008	0.03555487421543771	SC_RS13590,SC_RS30440,SC_RS34410,SC_RS40630,SC_RS41210	0.22558954674622547
GO:0008168	7	53	459	7646	2.2001068771324044	2.4041458253174297	0.037809914585506366	SC_RS13590,SC_RS20850,SC_RS24935,SC_RS34410,SC_RS36410,SC_RS40630,SC_RS41210	0.23190080945777236
GO:0009058	4	22	459	7646	3.028718558130323	3.5013431013431013	0.039614009806356834	SC_RS04875,SC_RS19445,SC_RS19450,SC_RS40625	0.23512831626998895
GO:0009116	2	6	459	7646	5.552650689905592	7.858862144420131	0.0459044973949858	SC_RS09540,SC_RS22330	0.26395086002116835
GO:0005506	4	24	459	7646	2.776325344952796	3.15032967032967	0.05240446419195715	SC_RS10140,SC_RS39290,SC_RS39295,SC_RS40620	0.2921945882218217
GO:0016705	3	16	459	7646	3.123366013071896	3.630566801619433	0.06716954704904313	SC_RS10140,SC_RS39290,SC_RS39295	0.36350578403011574
GO:0032259	5	38	459	7646	2.1918357986469443	2.3875317047123215	0.07488455190094738	SC_RS13590,SC_RS20850,SC_RS34410,SC_RS40630,SC_RS41210	0.3936787871364091
GO:0016757	5	39	459	7646	2.1356348807329204	2.3169862658719875	0.08187660475177867	SC_RS02230,SC_RS20840,SC_RS33190,SC_RS33195,SC_RS33200	0.40609007577653816
GO:0003924	4	28	459	7646	2.3797074385309682	2.623809523809524	0.08386642869298071	SC_RS10145,SC_RS15030,SC_RS32995,SC_RS39300	0.40609007577653816
GO:0004497	4	28	459	7646	2.3797074385309682	2.623809523809524	0.08386642869298071	SC_RS10140,SC_RS39290,SC_RS39295,SC_RS40620	0.40609007577653816
GO:0005525	5	40	459	7646	2.0822440087145972	2.250471994965387	0.08920275926224033	SC_RS10145,SC_RS15030,SC_RS26815,SC_RS32995,SC_RS39300	0.4208540436987749
