GO_term	n_query	n_term_in_bg	n_query_total	n_bg_total	enrichment	odds_ratio	pvalue	gene_list	padj
GO:0006355	180	451	3106	7374	0.9475402018552176	0.9073253411959957	0.8485490643067849	SC_RS02660,SC_RS02680,SC_RS03195,SC_RS03230,SC_RS03240,SC_RS03450,SC_RS03575,SC_RS03710,SC_RS03945,SC_RS04015,SC_RS04195,SC_RS04675,SC_RS04950,SC_RS05030,SC_RS05485,SC_RS05600,SC_RS05945,SC_RS06040,SC_RS06250,SC_RS06260,SC_RS07000,SC_RS07125,SC_RS07285,SC_RS07300,SC_RS07885,SC_RS08510,SC_RS08620,SC_RS08720,SC_RS09855,SC_RS10470,SC_RS10690,SC_RS11410,SC_RS11550,SC_RS12270,SC_RS12540,SC_RS12760,SC_RS12960,SC_RS13080,SC_RS13095,SC_RS13145,SC_RS13190,SC_RS13205,SC_RS13245,SC_RS13500,SC_RS13505,SC_RS13825,SC_RS13925,SC_RS14425,SC_RS14770,SC_RS14825,SC_RS15310,SC_RS15360,SC_RS15515,SC_RS15850,SC_RS15960,SC_RS16060,SC_RS16095,SC_RS16145,SC_RS16165,SC_RS16255,SC_RS16330,SC_RS16475,SC_RS16775,SC_RS17040,SC_RS17430,SC_RS17490,SC_RS17795,SC_RS17830,SC_RS17975,SC_RS18115,SC_RS18140,SC_RS18150,SC_RS18200,SC_RS18490,SC_RS18680,SC_RS18795,SC_RS18850,SC_RS18960,SC_RS19190,SC_RS19195,SC_RS19300,SC_RS19730,SC_RS20070,SC_RS20200,SC_RS20265,SC_RS20295,SC_RS20615,SC_RS20630,SC_RS20680,SC_RS20740,SC_RS20985,SC_RS21145,SC_RS21295,SC_RS21715,SC_RS21740,SC_RS21855,SC_RS22245,SC_RS22255,SC_RS22280,SC_RS22420,SC_RS22545,SC_RS22755,SC_RS22780,SC_RS23170,SC_RS23215,SC_RS23300,SC_RS23500,SC_RS23725,SC_RS23750,SC_RS23860,SC_RS23985,SC_RS24045,SC_RS24215,SC_RS24220,SC_RS24235,SC_RS24335,SC_RS24380,SC_RS24390,SC_RS24415,SC_RS24435,SC_RS24570,SC_RS24585,SC_RS25370,SC_RS25375,SC_RS25875,SC_RS25930,SC_RS26125,SC_RS26620,SC_RS26650,SC_RS26700,SC_RS26855,SC_RS26885,SC_RS26925,SC_RS27105,SC_RS27290,SC_RS27485,SC_RS27635,SC_RS27640,SC_RS28015,SC_RS29110,SC_RS29370,SC_RS29500,SC_RS29715,SC_RS29770,SC_RS29825,SC_RS29845,SC_RS31040,SC_RS31260,SC_RS31340,SC_RS31555,SC_RS31650,SC_RS31825,SC_RS32025,SC_RS32380,SC_RS33960,SC_RS33985,SC_RS34490,SC_RS34785,SC_RS34890,SC_RS35025,SC_RS35505,SC_RS35705,SC_RS36075,SC_RS36085,SC_RS36190,SC_RS36220,SC_RS36250,SC_RS36255,SC_RS36305,SC_RS36370,SC_RS37295,SC_RS37610,SC_RS37660,SC_RS37940,SC_RS39915,SC_RS40010,SC_RS40190,SC_RS40205,SC_RS40820,SC_RS41270	0.9971874490241959
GO:0016829	7	21	3106	7374	0.7913715389568577	0.686350435624395	0.8506248773610032	SC_RS03850,SC_RS07095,SC_RS11220,SC_RS14405,SC_RS19620,SC_RS19625,SC_RS29855	0.9971874490241959
GO:0004722	11	32	3106	7374	0.8161018995492595	0.7187783675667359	0.857808297956322	SC_RS08600,SC_RS15200,SC_RS18530,SC_RS21045,SC_RS21360,SC_RS21995,SC_RS22705,SC_RS22770,SC_RS23190,SC_RS34615,SC_RS39105	0.9971874490241959
GO:0006412	24	66	3106	7374	0.863314406134754	0.7835357374617595	0.8594970464772508	SC_RS04090,SC_RS04770,SC_RS04775,SC_RS14865,SC_RS17745,SC_RS19245,SC_RS19265,SC_RS19270,SC_RS21545,SC_RS21685,SC_RS21690,SC_RS25350,SC_RS25440,SC_RS25445,SC_RS25480,SC_RS25790,SC_RS25795,SC_RS25800,SC_RS25810,SC_RS27715,SC_RS29680,SC_RS30035,SC_RS30175,SC_RS30195	0.9971874490241959
GO:0006629	3	10	3106	7374	0.712234385061172	0.5885088163528382	0.8646968093823123	SC_RS30520,SC_RS30585,SC_RS34115	0.9971874490241959
GO:0006099	3	10	3106	7374	0.712234385061172	0.5885088163528382	0.8646968093823123	SC_RS17760,SC_RS32240,SC_RS37225	0.9971874490241959
GO:0015074	3	10	3106	7374	0.712234385061172	0.5885088163528382	0.8646968093823123	SC_RS20440,SC_RS23880,SC_RS28815	0.9971874490241959
GO:0046872	131	333	3106	7374	0.9339610054355709	0.8863399617272651	0.8664054687446805	SC_RS02885,SC_RS03580,SC_RS03715,SC_RS04255,SC_RS04645,SC_RS05020,SC_RS05825,SC_RS06630,SC_RS07295,SC_RS07620,SC_RS07995,SC_RS08410,SC_RS08600,SC_RS09095,SC_RS09435,SC_RS11235,SC_RS11685,SC_RS11805,SC_RS12260,SC_RS12310,SC_RS12380,SC_RS12610,SC_RS12970,SC_RS13300,SC_RS13325,SC_RS13360,SC_RS13455,SC_RS13775,SC_RS14335,SC_RS14830,SC_RS14965,SC_RS16175,SC_RS16265,SC_RS17390,SC_RS17395,SC_RS17400,SC_RS17415,SC_RS17865,SC_RS18010,SC_RS18135,SC_RS18185,SC_RS18420,SC_RS18530,SC_RS18965,SC_RS19980,SC_RS19995,SC_RS20000,SC_RS20120,SC_RS20225,SC_RS20370,SC_RS20495,SC_RS20500,SC_RS20545,SC_RS20760,SC_RS21065,SC_RS21115,SC_RS21915,SC_RS21990,SC_RS21995,SC_RS22380,SC_RS22550,SC_RS22625,SC_RS22705,SC_RS22710,SC_RS22770,SC_RS22870,SC_RS22905,SC_RS23165,SC_RS23190,SC_RS23285,SC_RS23295,SC_RS23745,SC_RS23755,SC_RS24005,SC_RS24035,SC_RS24060,SC_RS25070,SC_RS25105,SC_RS25125,SC_RS25995,SC_RS26405,SC_RS26860,SC_RS27395,SC_RS27615,SC_RS27835,SC_RS27905,SC_RS27925,SC_RS28155,SC_RS28160,SC_RS28270,SC_RS28275,SC_RS28420,SC_RS28485,SC_RS28675,SC_RS28815,SC_RS28855,SC_RS30015,SC_RS30475,SC_RS30520,SC_RS30685,SC_RS30690,SC_RS30720,SC_RS30935,SC_RS31420,SC_RS31545,SC_RS31750,SC_RS32075,SC_RS32400,SC_RS32495,SC_RS32600,SC_RS32620,SC_RS32965,SC_RS33140,SC_RS33150,SC_RS33270,SC_RS33605,SC_RS33740,SC_RS34360,SC_RS34505,SC_RS34615,SC_RS35535,SC_RS35545,SC_RS36295,SC_RS37165,SC_RS38465,SC_RS38990,SC_RS38995,SC_RS39085,SC_RS39105,SC_RS40235,SC_RS40830	0.9971874490241959
GO:0003755	2	7	3106	7374	0.6783184619630209	0.5493556701030928	0.8675125138472661	SC_RS09525,SC_RS15170	0.9971874490241959
GO:0004176	2	7	3106	7374	0.6783184619630209	0.5493556701030928	0.8675125138472661	SC_RS16770,SC_RS28180	0.9971874490241959
GO:0006072	2	7	3106	7374	0.6783184619630209	0.5493556701030928	0.8675125138472661	SC_RS26030,SC_RS37245	0.9971874490241959
GO:0006144	2	7	3106	7374	0.6783184619630209	0.5493556701030928	0.8675125138472661	SC_RS10900,SC_RS33095	0.9971874490241959
GO:0006281	12	35	3106	7374	0.8139821543556252	0.7158314830949102	0.8676726825670807	SC_RS06675,SC_RS08470,SC_RS10910,SC_RS17670,SC_RS17980,SC_RS18875,SC_RS19985,SC_RS20225,SC_RS26150,SC_RS29655,SC_RS34505,SC_RS36735	0.9971874490241959
GO:0005576	4	13	3106	7374	0.7304968051909456	0.6102156314922272	0.8676946047665307	SC_RS24710,SC_RS26680,SC_RS30870,SC_RS31800	0.9971874490241959
GO:0006470	9	27	3106	7374	0.7913715389568577	0.6861478850500484	0.8697768574821985	SC_RS08600,SC_RS18530,SC_RS21360,SC_RS21995,SC_RS22705,SC_RS22770,SC_RS23190,SC_RS34615,SC_RS39105	0.9971874490241959
GO:0140359	99	255	3106	7374	0.9217150865497518	0.8678212376250288	0.8751480370752903	SC_RS05425,SC_RS05455,SC_RS05465,SC_RS05705,SC_RS06020,SC_RS07110,SC_RS07115,SC_RS07275,SC_RS07280,SC_RS08805,SC_RS09675,SC_RS09800,SC_RS10115,SC_RS11440,SC_RS11465,SC_RS11520,SC_RS11525,SC_RS11675,SC_RS11680,SC_RS12070,SC_RS12075,SC_RS12080,SC_RS12085,SC_RS12090,SC_RS12345,SC_RS13175,SC_RS13555,SC_RS13560,SC_RS14145,SC_RS14365,SC_RS15450,SC_RS15900,SC_RS16065,SC_RS16070,SC_RS16760,SC_RS16995,SC_RS17000,SC_RS17570,SC_RS17675,SC_RS17680,SC_RS17905,SC_RS18230,SC_RS18810,SC_RS18815,SC_RS19400,SC_RS19640,SC_RS20885,SC_RS21255,SC_RS21920,SC_RS21930,SC_RS21935,SC_RS22500,SC_RS22505,SC_RS23970,SC_RS25080,SC_RS25085,SC_RS25505,SC_RS26310,SC_RS26315,SC_RS26590,SC_RS26595,SC_RS26840,SC_RS26845,SC_RS27335,SC_RS27340,SC_RS27710,SC_RS27720,SC_RS27725,SC_RS27735,SC_RS27740,SC_RS27745,SC_RS28470,SC_RS28475,SC_RS29425,SC_RS29430,SC_RS29435,SC_RS29570,SC_RS29580,SC_RS29585,SC_RS30485,SC_RS30505,SC_RS31045,SC_RS31595,SC_RS31860,SC_RS31865,SC_RS32475,SC_RS32715,SC_RS33725,SC_RS34460,SC_RS34465,SC_RS34470,SC_RS35205,SC_RS35210,SC_RS36270,SC_RS37285,SC_RS37365,SC_RS37370,SC_RS40225,SC_RS40590	0.9971874490241959
GO:0071949	16	46	3106	7374	0.8257789971723732	0.7314778856526429	0.8778910859618045	SC_RS06995,SC_RS10125,SC_RS18340,SC_RS22855,SC_RS24005,SC_RS25390,SC_RS26030,SC_RS31985,SC_RS32075,SC_RS32145,SC_RS32495,SC_RS33610,SC_RS33630,SC_RS35885,SC_RS40485,SC_RS40535	0.9971874490241959
GO:0070967	7	22	3106	7374	0.7554001053679096	0.6404431537054964	0.8856034760459539	SC_RS06780,SC_RS06790,SC_RS06800,SC_RS13335,SC_RS22250,SC_RS27545,SC_RS34275	0.9971874490241959
GO:0016818	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS20000	0.9971874490241959
GO:0046873	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS11300	0.9971874490241959
GO:0004096	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS33270	0.9971874490241959
GO:0016627	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS32775	0.9971874490241959
GO:0042586	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS28285	0.9971874490241959
GO:0007059	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS10860	0.9971874490241959
GO:0009249	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS12205	0.9971874490241959
GO:0043022	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS30185	0.9971874490241959
