GO_term	n_query	n_term_in_bg	n_query_total	n_bg_total	enrichment	odds_ratio	pvalue	gene_list	padj
GO:0009252	7	29	443	7374	4.017903012376431	5.042014178482068	0.001321800009943187	SC_RS12465,SC_RS12470,SC_RS12475,SC_RS12480,SC_RS19165,SC_RS20035,SC_RS25840	0.26832540201846694
GO:0005524	47	544	443	7374	1.4381307263311645	1.5364815153547549	0.0065964364311945165	SC_RS07710,SC_RS09000,SC_RS09210,SC_RS09390,SC_RS09770,SC_RS09810,SC_RS10160,SC_RS10460,SC_RS10550,SC_RS10810,SC_RS11280,SC_RS11645,SC_RS12420,SC_RS12470,SC_RS12480,SC_RS13650,SC_RS13830,SC_RS13840,SC_RS15660,SC_RS15970,SC_RS16250,SC_RS16755,SC_RS18290,SC_RS19155,SC_RS19215,SC_RS21100,SC_RS21105,SC_RS21375,SC_RS21795,SC_RS21815,SC_RS22605,SC_RS23485,SC_RS24565,SC_RS26200,SC_RS27305,SC_RS27805,SC_RS27995,SC_RS28125,SC_RS28595,SC_RS29145,SC_RS31330,SC_RS34375,SC_RS34380,SC_RS35030,SC_RS36440,SC_RS36520,SC_RS36690	0.3800022516533068
GO:0006418	2	3	443	7374	11.09706546275395	31.428571428571427	0.010373495308626947	SC_RS21100,SC_RS34375	0.3800022516533068
GO:0033308	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS16245,SC_RS16250	0.3800022516533068
GO:0006567	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS07390,SC_RS36175	0.3800022516533068
GO:0004812	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS21100,SC_RS34375	0.3800022516533068
GO:0016879	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS15660,SC_RS19155	0.3800022516533068
GO:0051470	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS16245,SC_RS16250	0.3800022516533068
GO:0033288	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS16245,SC_RS16250	0.3800022516533068
GO:0033286	2	4	443	7374	8.322799097065461	15.712018140589569	0.019923801129541	SC_RS16245,SC_RS16250	0.3800022516533068
GO:0008236	5	27	443	7374	3.0825181840983196	3.5849937733499377	0.02059125501569643	SC_RS14265,SC_RS17950,SC_RS30825,SC_RS31225,SC_RS31230	0.3800022516533068
GO:0000166	9	70	443	7374	2.1401483392454046	2.3354989801314496	0.023400674431350122	SC_RS06525,SC_RS07200,SC_RS09245,SC_RS12420,SC_RS19155,SC_RS21100,SC_RS21815,SC_RS34375,SC_RS35045	0.38635740946635166
GO:0008152	3	11	443	7374	4.5397085983993435	5.900284090909091	0.02474210011360873	SC_RS09390,SC_RS12165,SC_RS15100	0.38635740946635166
GO:0005525	6	39	443	7374	2.560861260635527	2.869981277303932	0.027413290894723833	SC_RS10800,SC_RS25485,SC_RS25490,SC_RS30745,SC_RS31220,SC_RS36165	0.3974927179734956
