bin	start	PC_M	FIRE_M	PC_L	FIRE_L	center	core	m_n_T1	m_fq_T1	m_n_T2	m_fq_T2	methyl_bin
413	2065000.0	0.632528273600807	0.981609090909091	0.021100267	1.01467272727273	2067500.0	0	1.0	70.6	1.0	72.31	1
414	2070000.0	0.383879567249888	0.9657	-0.358084106	1.03124545454545	2072500.0	0	0.0	0.0	0.0	0.0	0
415	2075000.0	0.32969176128886	0.955436363636364	-0.356595447	1.02236363636364	2077500.0	0	2.0	151.55	2.0	164.42000000000002	1
416	2080000.0	0.589486260046211	0.986027272727273	0.188862229	1.05506363636364	2082500.0	0	0.0	0.0	0.0	0.0	0
417	2085000.0	0.448536237279625	1.00388181818182	0.150966387	1.05669090909091	2087500.0	0	1.0	89.17	1.0	87.44	1
418	2090000.0	0.460042299061158	1.00905454545455	0.125107791	1.05551818181818	2092500.0	0	0.0	0.0	0.0	0.0	0
419	2095000.0	0.441613628334826	1.00429090909091	0.014166557	1.05977272727273	2097500.0	0	0.0	0.0	0.0	0.0	0
420	2100000.0	0.459064117381989	0.985636363636364	-0.087756336	1.04371818181818	2102500.0	0	3.0	290.31	3.0	285.28	1
421	2105000.0	0.562495289174918	1.00869090909091	-0.025799495	1.07112727272727	2107500.0	0	0.0	0.0	0.0	0.0	0
422	2110000.0	0.560672001838785	1.03060909090909	0.175672304	1.06784545454545	2112500.0	0	0.0	0.0	0.0	0.0	0
423	2115000.0	0.527428826352002	1.05307272727273	0.17452439	1.06913636363636	2117500.0	0	1.0	94.81	1.0	90.1	1
424	2120000.0	0.465596824096158	1.03571818181818	0.223575518	1.0545	2122500.0	0	0.0	0.0	1.0	83.04	0
425	2125000.0	0.471007059081184	1.04579090909091	0.335472755	1.05534545454545	2127500.0	0	0.0	0.0	0.0	0.0	0
426	2130000.0	0.566029444277832	1.032	0.402041258	1.04789090909091	2132500.0	0	2.0	170.07999999999998	2.0	167.53	1
427	2135000.0	0.385391957965434	1.02392727272727	0.143357568	1.02863636363636	2137500.0	0	0.0	0.0	0.0	0.0	0
428	2140000.0	0.497020483795541	1.04172727272727	0.159169257	1.02682727272727	2142500.0	0	2.0	179.68	2.0	176.32999999999998	1
429	2145000.0	0.542778803601192	1.07093636363636	0.146997311	1.06619090909091	2147500.0	0	0.0	0.0	0.0	0.0	0
430	2150000.0	0.579885071165694	1.09267272727273	0.221856769	1.08307272727273	2152500.0	0	2.0	173.03	2.0	175.11	1
431	2155000.0	0.470115139143532	1.17590909090909	0.373689099	1.13457272727273	2157500.0	0	0.0	0.0	0.0	0.0	0
432	2160000.0	0.468704059486643	1.16500909090909	0.285321841	1.10994545454545	2162500.0	0	2.0	173.4	2.0	172.13	1
433	2165000.0	0.442872518351105	1.17798181818182	0.154293889	1.12140909090909	2167500.0	0	0.0	0.0	0.0	0.0	0
434	2170000.0	0.430199106401934	1.19238181818182	0.121768558	1.13776363636364	2172500.0	0	1.0	98.41	1.0	95.95	1
435	2175000.0	0.553481245151651	1.22824545454545	0.142611943	1.14273636363636	2177500.0	0	1.0	80.25	1.0	72.54	1
436	2180000.0	0.670972593153042	1.30094545454545	0.289894237	1.14895454545455	2182500.0	0	1.0	69.05	0.0	0.0	1
437	2185000.0	0.557848010100203	1.37410909090909	-0.053136938	1.17863636363636	2187500.0	0	2.0	154.7	2.0	168.93	1
438	2190000.0	0.553854737134875	1.38902727272727	-0.035781762	1.1884	2192500.0	0	1.0	86.6	1.0	81.15	1
439	2195000.0	0.556626987100353	1.38013636363636	-0.063233024	1.19512727272727	2197500.0	0	1.0	97.78	1.0	93.02	1
440	2200000.0	0.476396493909688	1.4144	0.007033369	1.18522727272727	2202500.0	0	1.0	81.87	1.0	85.56	1
441	2205000.0	0.425928075075614	1.44073636363636	0.268672476	1.21364545454545	2207500.0	0	0.0	0.0	0.0	0.0	0
442	2210000.0	0.65619221005862	1.41969090909091	0.53362641	1.20126363636364	2212500.0	0	2.0	165.39	3.0	265.25	1
443	2215000.0	0.53774628467961	1.46467272727273	0.489678513	1.22976363636364	2217500.0	0	1.0	92.44	1.0	79.73	1
444	2220000.0	0.550513326706168	1.47923636363636	0.689942171	1.26424545454545	2222500.0	0	1.0	92.95	1.0	88.72	1
445	2225000.0	0.580581950433554	1.45694545454545	0.684202924	1.24880909090909	2227500.0	0	1.0	93.83	1.0	100.0	1
446	2230000.0	0.615320184407175	1.45924545454545	0.724289365	1.25370909090909	2232500.0	0	0.0	0.0	1.0	58.61	0
447	2235000.0	0.303020059131199	1.40167272727273	0.69805778	1.22548181818182	2237500.0	0	2.0	139.8	2.0	144.64	1
448	2240000.0	0.333829667930607	1.36166363636364	0.764939672	1.20120909090909	2242500.0	0	1.0	91.83	1.0	92.95	1
449	2245000.0	0.402939355970012	1.39655454545455	0.761091209	1.19674545454545	2247500.0	0	2.0	184.23000000000002	2.0	186.25	1
450	2250000.0	0.366190509554734	1.35684545454545	0.766112584	1.16931818181818	2252500.0	0	0.0	0.0	0.0	0.0	0
451	2255000.0	0.359350294222142	1.32312727272727	0.698584191	1.15915454545455	2257500.0	0	1.0	93.87	1.0	100.0	1
452	2260000.0	0.377542944682907	1.33041818181818	0.462377157	1.13811818181818	2262500.0	0	0.0	0.0	0.0	0.0	0
453	2265000.0	0.517490308487181	1.35455454545455	0.514197052	1.13360909090909	2267500.0	0	2.0	188.24	2.0	175.15	1
454	2270000.0	0.583189830995197	1.35382727272727	0.495344716	1.12356363636364	2272500.0	0	3.0	270.56	3.0	277.12	1
455	2275000.0	0.528018002967774	1.31498181818182	0.491769707	1.09083636363636	2277500.0	0	3.0	287.76	3.0	286.98	1
456	2280000.0	0.459385396261456	1.36898181818182	0.478548355	1.10474545454545	2282500.0	0	1.0	58.61	1.0	53.08	1
457	2285000.0	0.492873078019711	1.3536	0.555993972	1.08727272727273	2287500.0	0	1.0	80.25	1.0	87.41	1
458	2290000.0	0.463446057648434	1.3525	0.538743785	1.09227272727273	2292500.0	0	1.0	89.55	1.0	98.55	1
459	2295000.0	0.425006261975289	1.37630909090909	0.532824926	1.11760909090909	2297500.0	0	1.0	62.75	0.0	0.0	1
460	2300000.0	0.56173843928752	1.31892727272727	0.527613018	1.11330909090909	2302500.0	1	3.0	240.73000000000002	3.0	227.22	1
461	2305000.0	0.571565019466223	1.33848181818182	0.309279346	1.13948181818182	2307500.0	1	4.0	348.81	4.0	347.87	1
462	2310000.0	0.628020667123946	1.3303	0.458812505	1.14919090909091	2312500.0	1	1.0	93.16	1.0	85.88	1
463	2315000.0	0.54073657779963	1.29169090909091	0.354699675	1.13201818181818	2317500.0	1	2.0	156.11	2.0	155.48000000000002	1
464	2320000.0	0.423253070545756	1.22635454545455	0.248082859	1.11219090909091	2322500.0	1	0.0	0.0	0.0	0.0	0
465	2325000.0	0.439034849307245	1.1886	0.267953225	1.10111818181818	2327500.0	1	1.0	91.77	1.0	100.0	1
466	2330000.0	0.659486716562878	1.18266363636364	0.22365567	1.08429090909091	2332500.0	1	3.0	237.07999999999998	3.0	245.71	1
467	2335000.0	0.764769554523614	1.13393636363636	0.244277807	1.07178181818182	2337500.0	1	0.0	0.0	0.0	0.0	0
468	2340000.0	0.799721559356356	1.11397272727273	0.395975575	1.06543636363636	2342500.0	1	5.0	396.99	4.0	337.19	1
469	2345000.0	0.789619432906493	1.06578181818182	0.465804001	1.04352727272727	2347500.0	1	1.0	97.92	2.0	168.63	1
470	2350000.0	0.61144081431845	1.05055454545455	0.269188066	1.03716363636364	2352500.0	1	2.0	183.19	2.0	190.05	1
471	2355000.0	0.571758175557773	1.03512727272727	0.302442193	1.04223636363636	2357500.0	1	2.0	142.77	2.0	145.98000000000002	1
472	2360000.0	0.6617262804995	1.02452727272727	0.394340092	1.02040909090909	2362500.0	1	0.0	0.0	0.0	0.0	0
473	2365000.0	0.557081462156553	0.978990909090909	0.269207953	0.971872727272727	2367500.0	1	0.0	0.0	0.0	0.0	0
474	2370000.0	0.555589042596569	0.9727	0.158566267	0.980645454545454	2372500.0	1	1.0	82.69	1.0	84.14	1
475	2375000.0	0.54051533169996	0.987754545454545	0.104698722	0.980545454545454	2377500.0	1	1.0	79.62	0.0	0.0	1
476	2380000.0	0.472170167274463	0.970463636363636	0.174875543	0.970781818181818	2382500.0	1	0.0	0.0	0.0	0.0	0
477	2385000.0	0.395852398287217	0.979981818181818	0.455481998	0.990254545454545	2387500.0	1	1.0	81.48	1.0	78.15	1
478	2390000.0	0.383593147035087	0.973427272727273	0.514262715	0.976109090909091	2392500.0	1	0.0	0.0	0.0	0.0	0
479	2395000.0	0.48844724423308	1.00441818181818	0.522939823	1.01632727272727	2397500.0	1	1.0	96.96	1.0	93.03	1
480	2400000.0	0.309535483639165	1.03756363636364	0.510884743	1.03176363636364	2402500.0	1	2.0	169.03	2.0	172.24	1
481	2405000.0	0.374927070960321	1.01159090909091	0.414946165	1.01146363636364	2407500.0	1	0.0	0.0	0.0	0.0	0
482	2410000.0	0.216530212485989	1.01168181818182	-0.187312809	0.973227272727273	2412500.0	1	1.0	94.97	1.0	89.0	1
483	2415000.0	0.243138372775112	1.02958181818182	-0.186386825	1.00295454545455	2417500.0	1	0.0	0.0	0.0	0.0	0
484	2420000.0	0.164941600730396	1.06396363636364	-0.156422065	1.04146363636364	2422500.0	1	2.0	156.32	2.0	154.32	1
485	2425000.0	0.198270712974715	1.06296363636364	-0.175300207	1.03973636363636	2427500.0	1	0.0	0.0	0.0	0.0	0
486	2430000.0	0.311841867074793	1.04172727272727	-0.178094404	1.03328181818182	2432500.0	1	1.0	100.0	1.0	98.81	1
487	2435000.0	0.312158907045113	1.09672727272727	-0.159385579	1.08815454545455	2437500.0	1	1.0	71.33	1.0	71.29	1
488	2440000.0	0.336282570923852	1.12228181818182	-0.171265736	1.09867272727273	2442500.0	1	0.0	0.0	0.0	0.0	0
489	2445000.0	0.298942344656259	1.12800909090909	-0.287885955	1.11074545454545	2447500.0	1	0.0	0.0	0.0	0.0	0
490	2450000.0	0.288851158312479	1.11753636363636	-0.250884994	1.0804	2452500.0	1	1.0	84.97	1.0	92.12	1
491	2455000.0	0.264017408121108	1.12748181818182	-0.310783282	1.10565454545455	2457500.0	1	1.0	80.88	1.0	71.09	1
492	2460000.0	0.206078626702455	1.13234545454545	-0.286418293	1.11232727272727	2462500.0	1	1.0	75.22	1.0	79.05	1
493	2465000.0	0.739588539718452	1.16011818181818	0.520360417	1.15240909090909	2467500.0	1	1.0	87.14	1.0	79.72	1
494	2470000.0	0.684196852185449	1.16578181818182	0.536868653	1.14651818181818	2472500.0	1	4.0	356.26	5.0	429.49	1
495	2475000.0	0.748115527853739	1.15458181818182	0.592540742	1.13496363636364	2477500.0	1	0.0	0.0	0.0	0.0	0
496	2480000.0	0.720571151242584	1.16517272727273	0.633058909	1.13086363636364	2482500.0	1	0.0	0.0	0.0	0.0	0
497	2485000.0	-0.0568431602909023	1.17025454545455	-0.03970204	1.12358181818182	2487500.0	1	1.0	82.75	1.0	65.15	1
498	2490000.0	-0.197772891908055	1.11841818181818	-0.256779305	1.08874545454545	2492500.0	1	2.0	174.2	2.0	170.29000000000002	1
499	2495000.0	-0.256239156694338	1.10659090909091	-0.251526758	1.09318181818182	2497500.0	1	3.0	227.94	3.0	225.82999999999998	1
500	2500000.0	-0.338846241661672	1.11434545454545	-0.417978031	1.11537272727273	2502500.0	1	0.0	0.0	0.0	0.0	0
501	2505000.0	-0.336282567240005	1.10770909090909	-0.530482018	1.13978181818182	2507500.0	1	0.0	0.0	0.0	0.0	0
502	2510000.0	0.0815972054078614	1.11932727272727	-0.437653341	1.1281	2512500.0	1	0.0	0.0	0.0	0.0	0
503	2515000.0	0.128465179919155	1.11738181818182	-0.449110297	1.13427272727273	2517500.0	1	0.0	0.0	0.0	0.0	0
504	2520000.0	0.381470549824024	1.07400909090909	-0.035577627	1.106	2522500.0	1	1.0	59.6	1.0	62.89	1
505	2525000.0	0.626589625468126	1.01288181818182	0.06462098	1.06381818181818	2527500.0	1	2.0	162.54	1.0	90.05	1
506	2530000.0	0.720759342460427	0.982936363636364	0.263260161	1.03350909090909	2532500.0	1	0.0	0.0	0.0	0.0	0
507	2535000.0	0.721416163760633	0.957281818181818	0.311604669	1.01892727272727	2537500.0	1	0.0	0.0	0.0	0.0	0
508	2540000.0	0.825409488653704	0.942936363636364	0.585604533	1.01464545454545	2542500.0	1	5.0	425.4	5.0	395.69	1
509	2545000.0	0.869138854690174	0.927872727272727	0.62215674	0.995409090909091	2547500.0	1	2.0	157.27999999999997	2.0	163.49	1
510	2550000.0	0.869487257683694	0.900981818181818	0.612562845	0.974045454545454	2552500.0	1	0.0	0.0	0.0	0.0	0
511	2555000.0	0.850919308004814	0.886963636363636	0.501079673	0.959681818181818	2557500.0	1	1.0	55.56	1.0	57.65	1
512	2560000.0	0.821304138273629	0.867145454545455	0.418439971	0.953772727272727	2562500.0	1	0.0	0.0	0.0	0.0	0
513	2565000.0	0.599607488723221	0.836518181818182	0.339949711	0.957272727272727	2567500.0	1	0.0	0.0	0.0	0.0	0
514	2570000.0	0.511642943602954	0.823609090909091	0.289134753	0.947690909090909	2572500.0	1	0.0	0.0	0.0	0.0	0
515	2575000.0	0.545347364571342	0.839745454545455	0.488229864	0.976027272727273	2577500.0	1	0.0	0.0	0.0	0.0	0
516	2580000.0	0.770904923800632	0.876872727272727	0.727511536	1.00703636363636	2582500.0	1	3.0	251.72000000000003	3.0	243.37	1
517	2585000.0	0.717972628220225	0.903290909090909	0.842479112	1.03676363636364	2587500.0	1	0.0	0.0	0.0	0.0	0
518	2590000.0	0.727115587560172	0.914	0.854618174	1.04895454545455	2592500.0	1	1.0	69.28	1.0	74.62	1
519	2595000.0	0.766324656985723	0.974463636363636	0.801935616	1.09790909090909	2597500.0	1	2.0	196.26	2.0	190.18	1
520	2600000.0	0.637261390916368	0.986509090909091	0.573631458	1.10581818181818	2602500.0	1	2.0	146.9	2.0	123.93	1
521	2605000.0	0.549356990044248	0.994445454545454	0.593484991	1.12272727272727	2607500.0	1	2.0	181.19	2.0	178.19	1
522	2610000.0	0.456211794905041	0.997772727272727	0.669790076	1.11494545454545	2612500.0	1	1.0	77.72	1.0	62.38	1
523	2615000.0	0.513168908483016	0.997236363636363	0.623391869	1.0897	2617500.0	1	0.0	0.0	0.0	0.0	0
524	2620000.0	0.533546870898142	0.992336363636364	0.632907951	1.07500909090909	2622500.0	1	0.0	0.0	0.0	0.0	0
525	2625000.0	0.636459476689096	0.981263636363636	0.620707557	1.08521818181818	2627500.0	1	0.0	0.0	0.0	0.0	0
526	2630000.0	0.643115100295431	0.980472727272727	0.513935677	1.06961818181818	2632500.0	1	3.0	242.51	3.0	224.3	1
527	2635000.0	0.648610469672164	0.966927272727273	0.551061977	1.05454545454545	2637500.0	1	2.0	159.60000000000002	2.0	162.82999999999998	1
528	2640000.0	0.651146303895333	0.9567	0.648477785	1.05007272727273	2642500.0	1	2.0	156.73000000000002	1.0	84.16	1
529	2645000.0	0.626908798523666	0.968636363636364	0.481083489	1.05443636363636	2647500.0	1	1.0	55.79	1.0	54.55	1
530	2650000.0	0.49587944885649	0.936663636363636	0.32010889	1.03412727272727	2652500.0	1	0.0	0.0	0.0	0.0	0
531	2655000.0	0.620138700056339	0.957672727272727	0.509955401	1.05481818181818	2657500.0	1	1.0	68.58	2.0	167.98000000000002	1
532	2660000.0	0.680379518448473	0.972736363636364	0.630543155	1.05978181818182	2662500.0	1	2.0	149.23	1.0	83.44	1
533	2665000.0	0.763458851972525	0.960672727272727	0.335079835	1.06003636363636	2667500.0	1	2.0	194.57999999999998	3.0	250.87	1
534	2670000.0	0.751324386538295	0.9698	0.252305635	1.07089090909091	2672500.0	1	0.0	0.0	0.0	0.0	0
535	2675000.0	0.742520737489571	0.976427272727273	0.080191437	1.09585454545455	2677500.0	1	1.0	78.81	1.0	66.32	1
536	2680000.0	0.645507367384973	1.00498181818182	0.253510833	1.11483636363636	2682500.0	1	0.0	0.0	0.0	0.0	0
537	2685000.0	0.690088150079073	1.00616363636364	0.257252709	1.10894545454545	2687500.0	1	0.0	0.0	0.0	0.0	0
538	2690000.0	0.364460251257527	1.02901818181818	-0.156708975	1.14374545454545	2692500.0	1	0.0	0.0	0.0	0.0	0
539	2695000.0	0.397856874804467	1.07560909090909	-0.208778806	1.1678	2697500.0	1	1.0	86.39	1.0	96.67	1
540	2700000.0	0.493809527849483	1.11191818181818	-0.23670588	1.19016363636364	2702500.0	1	0.0	0.0	0.0	0.0	0
541	2705000.0	0.579526086851203	1.12782727272727	-0.200607863	1.2012	2707500.0	1	0.0	0.0	0.0	0.0	0
542	2710000.0	0.592265235676691	1.12428181818182	-0.162414431	1.19244545454545	2712500.0	1	0.0	0.0	0.0	0.0	0
543	2715000.0	0.516094153283445	1.13036363636364	-0.228659424	1.18048181818182	2717500.0	1	0.0	0.0	0.0	0.0	0
544	2720000.0	0.359816566053325	1.15235454545455	0.066744128	1.18834545454545	2722500.0	1	0.0	0.0	0.0	0.0	0
545	2725000.0	0.317920527345264	1.18056363636364	0.191681305	1.20811818181818	2727500.0	1	2.0	175.34	2.0	127.46000000000001	1
546	2730000.0	0.241426133350616	1.25462727272727	0.294178727	1.23572727272727	2732500.0	1	0.0	0.0	0.0	0.0	0
547	2735000.0	0.380254998761787	1.31414545454545	0.317231423	1.24263636363636	2737500.0	1	3.0	247.43	3.0	218.13	1
548	2740000.0	0.4309917069346	1.32779090909091	0.323883056	1.25694545454545	2742500.0	1	2.0	173.62	2.0	176.20999999999998	1
549	2745000.0	0.44817081742877	1.31587272727273	0.51323867	1.2331	2747500.0	1	1.0	85.95	2.0	181.04	1
550	2750000.0	0.4230386465007	1.3055	0.428136761	1.21618181818182	2752500.0	1	2.0	167.04000000000002	2.0	171.15	1
551	2755000.0	0.43470957471462	1.30367272727273	0.413603104	1.20895454545455	2757500.0	1	1.0	66.67	2.0	140.82	1
552	2760000.0	0.589692846509297	1.34905454545455	0.567276014	1.23158181818182	2762500.0	1	0.0	0.0	0.0	0.0	0
553	2765000.0	0.582418900450892	1.40932727272727	0.554995833	1.25383636363636	2767500.0	1	1.0	99.12	1.0	95.24	1
554	2770000.0	0.777567888362257	1.39343636363636	0.710323602	1.25124545454545	2772500.0	1	1.0	75.87	1.0	75.35	1
555	2775000.0	0.761595501918785	1.39939090909091	0.702782031	1.25880909090909	2777500.0	1	0.0	0.0	0.0	0.0	0
556	2780000.0	0.760774400722719	1.39054545454545	0.67736097	1.23478181818182	2782500.0	1	1.0	59.02	1.0	52.09	1
557	2785000.0	0.813248253086924	1.34447272727273	0.787734708	1.20039090909091	2787500.0	1	2.0	159.20999999999998	2.0	152.89	1
558	2790000.0	0.866871733391123	1.321	0.796790067	1.19105454545455	2792500.0	1	2.0	176.94	2.0	176.22	1
559	2795000.0	0.807784185814261	1.33702727272727	0.754709792	1.19663636363636	2797500.0	1	1.0	85.56	1.0	55.56	1
560	2800000.0	0.710818722207091	1.38377272727273	0.612267602	1.22999090909091	2802500.0	1	0.0	0.0	0.0	0.0	0
561	2805000.0	0.758706233027081	1.36392727272727	0.516136306	1.24421818181818	2807500.0	1	0.0	0.0	0.0	0.0	0
562	2810000.0	0.631245842958225	1.34160909090909	0.495987969	1.2435	2812500.0	1	0.0	0.0	0.0	0.0	0
563	2815000.0	0.55855158703862	1.2716	0.314208487	1.19938181818182	2817500.0	1	0.0	0.0	0.0	0.0	0
564	2820000.0	0.607986845211348	1.2127	0.299195682	1.18265454545455	2822500.0	1	0.0	0.0	0.0	0.0	0
565	2825000.0	0.435743536940826	1.24632727272727	0.140503301	1.19872727272727	2827500.0	1	1.0	92.38	1.0	90.2	1
566	2830000.0	0.285224593108549	1.27549090909091	0.086348089	1.20695454545455	2832500.0	1	0.0	0.0	1.0	53.33	0
567	2835000.0	0.320383678264267	1.27392727272727	0.110677975	1.21516363636364	2837500.0	1	1.0	69.31	1.0	63.51	1
568	2840000.0	0.476958499935854	1.24164545454545	0.363300615	1.19787272727273	2842500.0	1	0.0	0.0	0.0	0.0	0
569	2845000.0	0.410874656686003	1.21581818181818	0.294670247	1.18769090909091	2847500.0	1	1.0	90.67	1.0	84.31	1
570	2850000.0	0.284900620788353	1.22161818181818	0.249669973	1.22242727272727	2852500.0	1	1.0	83.59	1.0	83.66	1
571	2855000.0	0.245258855724451	1.21525454545455	0.23444052	1.229	2857500.0	1	0.0	0.0	0.0	0.0	0
572	2860000.0	0.175716934425102	1.23025454545455	0.381239288	1.20980909090909	2862500.0	1	0.0	0.0	0.0	0.0	0
573	2865000.0	0.336894662771761	1.24481818181818	0.259172448	1.19191818181818	2867500.0	1	0.0	0.0	0.0	0.0	0
574	2870000.0	0.461615249626822	1.24839090909091	0.380153208	1.17970909090909	2872500.0	1	0.0	0.0	0.0	0.0	0
575	2875000.0	0.608144039228288	1.2734	0.352063087	1.19354545454545	2877500.0	1	2.0	151.99	2.0	146.60999999999999	1
576	2880000.0	0.695099765779349	1.22502727272727	0.460052822	1.16023636363636	2882500.0	1	1.0	87.66	1.0	92.2	1
577	2885000.0	0.716818086451907	1.17495454545455	0.575762826	1.11979090909091	2887500.0	1	2.0	171.27	2.0	184.2	1
578	2890000.0	0.706794741055357	1.15697272727273	0.577969128	1.11035454545455	2892500.0	1	0.0	0.0	0.0	0.0	0
579	2895000.0	0.648333484385855	1.1683	0.574094542	1.11129090909091	2897500.0	1	1.0	81.48	1.0	83.44	1
580	2900000.0	0.673418191270528	1.15309090909091	0.479789755	1.10401818181818	2902500.0	1	0.0	0.0	0.0	0.0	0
581	2905000.0	0.643518049583818	1.11090909090909	0.392489141	1.03054545454545	2907500.0	1	1.0	94.27	1.0	100.0	1
582	2910000.0	0.561736852112215	1.05664545454545	0.195027954	0.986563636363636	2912500.0	1	2.0	181.31	2.0	163.29	1
583	2915000.0	0.532802803769363	1.03656363636364	0.259354236	0.993990909090909	2917500.0	1	3.0	247.73000000000002	2.0	164.24	1
584	2920000.0	0.194682125306783	1.0094	0.237160949	0.992245454545455	2922500.0	1	0.0	0.0	0.0	0.0	0
585	2925000.0	0.116136974669928	1.00067272727273	0.316626923	1.00538181818182	2927500.0	1	4.0	333.33	5.0	397.33000000000004	1
586	2930000.0	0.567817929576213	0.995436363636364	0.629624496	1.00731818181818	2932500.0	1	1.0	89.94	1.0	92.32	1
587	2935000.0	0.568428997911074	1.00535454545455	0.623527509	1.01707272727273	2937500.0	1	1.0	69.63	1.0	63.81	1
588	2940000.0	0.529644165705913	1.00830909090909	0.54104015	1.03691818181818	2942500.0	1	1.0	90.56	1.0	86.49	1
589	2945000.0	0.470519224687778	1.03768181818182	0.451759741	1.06176363636364	2947500.0	1	2.0	149.63	2.0	149.91	1
590	2950000.0	0.54803490452995	1.04722727272727	0.419392703	1.08233636363636	2952500.0	1	0.0	0.0	0.0	0.0	0
591	2955000.0	0.484651952054048	1.03949090909091	0.522256134	1.0798	2957500.0	1	0.0	0.0	0.0	0.0	0
592	2960000.0	0.409668439000904	1.03188181818182	0.198671733	1.08922727272727	2962500.0	1	2.0	136.76	2.0	134.19	1
593	2965000.0	0.200439201659007	1.0571	0.059362771	1.09506363636364	2967500.0	1	0.0	0.0	0.0	0.0	0
594	2970000.0	0.245189278563928	1.08002727272727	0.058769082	1.09730909090909	2972500.0	1	1.0	87.23	1.0	95.35	1
595	2975000.0	0.227701848218846	1.07037272727273	0.020178829	1.08912727272727	2977500.0	1	0.0	0.0	0.0	0.0	0
596	2980000.0	0.217396758029429	1.08480909090909	0.087596738	1.11388181818182	2982500.0	1	0.0	0.0	0.0	0.0	0
597	2985000.0	-0.181313501957985	1.06375454545455	-0.322790195	1.10534545454545	2987500.0	1	0.0	0.0	0.0	0.0	0
598	2990000.0	-0.361780301455252	1.07860909090909	-0.39903664	1.11649090909091	2992500.0	1	0.0	0.0	0.0	0.0	0
599	2995000.0	0.235423500131596	1.13720909090909	-0.01895453	1.16941818181818	2997500.0	1	2.0	144.31	3.0	188.7	1
600	3000000.0	0.418229304083623	1.1076	0.108258941	1.15058181818182	3002500.0	1	2.0	151.65	1.0	87.79	1
601	3005000.0	0.521725454331042	1.08813636363636	0.192557427	1.13591818181818	3007500.0	1	0.0	0.0	0.0	0.0	0
602	3010000.0	0.606333288674104	1.11337272727273	0.237910541	1.14103636363636	3012500.0	1	2.0	160.04000000000002	2.0	158.8	1
603	3015000.0	0.549403892001275	1.16895454545455	0.308439781	1.18635454545455	3017500.0	1	1.0	62.78	0.0	0.0	1
604	3020000.0	0.544933551041541	1.17280909090909	0.372941821	1.19856363636364	3022500.0	1	2.0	175.04000000000002	2.0	162.27999999999997	1
605	3025000.0	0.357899832704562	1.19709090909091	0.373823755	1.21458181818182	3027500.0	1	1.0	72.11	1.0	71.4	1
606	3030000.0	0.410853585334412	1.21949090909091	0.608764552	1.24940909090909	3032500.0	1	0.0	0.0	0.0	0.0	0
607	3035000.0	0.318635901163941	1.21491818181818	0.408915732	1.22893636363636	3037500.0	1	1.0	95.95	1.0	91.79	1
608	3040000.0	0.363452722412039	1.25527272727273	0.463994909	1.23292727272727	3042500.0	1	0.0	0.0	0.0	0.0	0
609	3045000.0	0.445123202357923	1.28	0.411911138	1.24482727272727	3047500.0	1	0.0	0.0	0.0	0.0	0
610	3050000.0	0.230714532093894	1.23623636363636	0.123239484	1.20247272727273	3052500.0	1	2.0	172.31	2.0	167.54000000000002	1
611	3055000.0	0.178561778089098	1.24647272727273	0.134544233	1.20720909090909	3057500.0	1	3.0	241.64	2.0	149.65	1
612	3060000.0	-0.0596833710729099	1.26886363636364	-0.127995496	1.23214545454545	3062500.0	1	0.0	0.0	0.0	0.0	0
613	3065000.0	-0.0542218130794071	1.25499090909091	-0.211300488	1.22516363636364	3067500.0	1	3.0	227.52999999999997	2.0	163.06	1
614	3070000.0	0.0177025825402517	1.20319090909091	-0.14728906	1.19138181818182	3072500.0	1	0.0	0.0	0.0	0.0	0
615	3075000.0	0.139152638150657	1.19101818181818	-0.105156704	1.19053636363636	3077500.0	1	1.0	55.71	0.0	0.0	1
616	3080000.0	0.439708304796198	1.14392727272727	-0.20757085	1.16364545454545	3082500.0	1	2.0	179.74	2.0	187.73000000000002	1
617	3085000.0	0.534962040796133	1.12026363636364	-0.169455638	1.14452727272727	3087500.0	1	0.0	0.0	0.0	0.0	0
618	3090000.0	0.534206646372909	1.10901818181818	-0.104612732	1.13512727272727	3092500.0	1	2.0	117.93	2.0	147.70999999999998	1
619	3095000.0	0.482590465540833	1.09292727272727	-0.119774908	1.14436363636364	3097500.0	1	1.0	86.38	1.0	88.13	1
620	3100000.0	0.484533559976177	1.09248181818182	-0.166903674	1.147	3102500.0	1	2.0	162.66	2.0	185.08	1
621	3105000.0	0.527951617101904	1.09970909090909	-0.163478713	1.14645454545455	3107500.0	1	0.0	0.0	0.0	0.0	0
622	3110000.0	0.577461857241648	1.11766363636364	-0.247323377	1.15129090909091	3112500.0	1	2.0	163.57	1.0	86.03	1
623	3115000.0	0.688603959409117	1.11509090909091	0.213978445	1.14542727272727	3117500.0	1	0.0	0.0	0.0	0.0	0
624	3120000.0	0.688049579311476	1.12958181818182	0.282404509	1.16276363636364	3122500.0	1	1.0	67.18	0.0	0.0	1
625	3125000.0	0.738043247961655	1.13085454545455	0.260446022	1.16221818181818	3127500.0	1	2.0	172.63	2.0	165.10000000000002	1
626	3130000.0	0.806461653810189	1.11225454545455	0.714111231	1.12489090909091	3132500.0	1	1.0	64.45	1.0	57.69	1
627	3135000.0	0.640233439595481	1.1548	0.551883655	1.16328181818182	3137500.0	1	1.0	58.81	1.0	76.25	1
628	3140000.0	0.502001977332751	1.19581818181818	0.496642786	1.17924545454545	3142500.0	1	2.0	184.54000000000002	2.0	183.39	1
