gene_id	gene_name	old_locus_tag	product	tf_family	norm_M145_1_1	norm_M145_1_2	norm_M145_1_3	norm_M145_2_1	norm_M145_2_3	norm_M145_2_4	norm_M145_3_2	norm_M145_3_3	norm_M145_3_4	z_M145_1_1	z_M145_1_2	z_M145_1_3	z_M145_2_1	z_M145_2_3	z_M145_2_4	z_M145_3_2	z_M145_3_3	z_M145_3_4	T2_up_DEG	T2_LFC	T2_padj	T3_LFC	T3_padj	ward_cluster_order	ward_k3_cluster
SC_RS29350	tcrA	SCO5433	AfsR-like transcriptional regulator TcrA	Other regulatory	33.4893634751128	41.197238968227985	50.39612835988031	87.07108305754252	104.36970229312608	104.17693092968432	131.47742187915014	115.66095023478977	135.71505941436627	-1.6510651888224797	-1.2623971549176378	-0.8823921224914708	0.15541358401242433	0.5009706701754695	0.4974421790071233	0.9421151585512819	0.6971252767698954	1.0027875977153893	True	1.1870150801249613	3.0865283741764397e-06	1.566181799767754	1.9608046037208227e-10	39	3
SC_RS29355		SCO5434	response regulator	Response regulator	118.25931477149209	111.34388910331889	114.45900339362647	29.400625448001374	29.635841391875303	20.16327695413245	50.41103222309384	47.821354423999615	57.01638590781068	1.2138565143148181	1.1206590276746076	1.163330983940924	-0.9186358190719163	-0.9066109529384434	-1.4837211716184515	-0.09894096704547654	-0.17957809587008794	0.08964048061401836	False	-2.0721552618354653	2.1847389564353058e-13	-1.1038909946361717	5.778608661861806e-06	0	1
SC_RS30140		SCO5584	P-II family nitrogen regulator	Other regulatory	68.02526955882288	60.12570011579219	82.8546517103117	55.408871036617974	52.82910856812554	32.485279537213394	24.52428594636998	27.803113037209076	26.50057373179933	0.9671537798016994	0.6951843031233048	1.4026358563808505	0.5154844102423563	0.4107335090014589	-0.651517026701916	-1.2589952293122235	-0.9885634433298262	-1.0921161592056972	False	-0.5520993440395129	0.0663544133440707	-1.3654337785496689	5.749117375339759e-06	20	1
SC_RS31385		SCO5828	response regulator	Response regulator	46.047874778280104	50.1047500964935	52.10447169411354	141.3491608076989	131.42851399875136	122.09984377780206	64.03563552663272	55.60622607441815	94.75962728340367	-1.121152108616685	-0.9367945756640657	-0.8512405691448524	1.3465189243475597	1.185502192970928	1.0226860954901096	-0.39949680225524364	-0.708906815920019	0.46288365879227794	True	1.3645614961116626	1.8557352193124634e-07	0.5075909030752486	0.0530956700790179	44	3
SC_RS32025		SCO5956	TetR/AcrR family transcriptional regulator	TetR	104.65426085972751	94.64230573782103	73.45876337202893	12.438726151077503	24.481782019375252	16.802730795110374	38.148889249908855	26.690988515720715	42.56152750864741	1.3574192735783663	1.2212562831986835	0.8788277228185757	-1.4628031047399104	-0.5877225194462565	-1.0781928682207966	-0.0004245858793004079	-0.47400820073286826	0.1456479994235094	False	-2.276955921465654	5.0560369061422746e-11	-1.262392260679783	2.1594836334213845e-05	4	1
SC_RS33745		SCO6299	TetR/AcrR family transcriptional regulator	TetR	120.35239998868664	79.0541612633564	97.37557005129416	27.13903887507819	36.07841560750037	40.3265539082649	44.279960736501344	52.26985250995307	49.78895670822904	1.6306991709539962	0.7622994022987264	1.1925151152233582	-1.420301022724155	-0.8444011758901638	-0.6179670571319014	-0.42725236381807974	-0.08801736710866769	-0.18757470180310531	False	-1.4625627834801054	3.995221205154786e-07	-0.9796564404749404	0.00021828819024976063	1	1
SC_RS33895		SCO6334	LuxR C-terminal-related transcriptional regulator	Other regulatory	23.023937389140052	22.268777820663775	22.208463345032	54.27807775015638	57.98316794062559	54.88892059736056	144.4207950175121	121.22157284223158	177.47353923417128	-1.1033111104189006	-1.1432425647751348	-1.146487568441429	-0.06142918744987223	0.01968295045693214	-0.04768902976140647	1.147900726809151	0.9306088313343993	1.4039669522462666	True	1.2456809977015784	3.2118275643664055e-05	2.677945630426972	3.792642255000653e-21	32	3
SC_RS34060		SCO6369	HAMP domain-containing sensor histidine kinase	Sensor kinase	5.232713042986376	11.134388910331888	7.687545004049539	30.531418734462964	23.19326717625024	30.24491543119867	64.71686569180966	23.354614951255627	73.07733968465875	-1.5466487161879263	-0.7594989284295675	-1.1542992790162068	0.3687594937930194	0.05576943046175187	0.35797502538727516	1.2364156357275462	0.06362280546946207	1.3779045327946469	True	1.6423366912164392	0.0005983805434141423	2.631625924232399	2.7737170772121145e-08	35	3
SC_RS35195		SCO6599	TetR/AcrR family transcriptional regulator	TetR	168.4933599841613	149.20081139844729	160.5842734179237	36.18538516677092	48.963564038750505	62.730194968412064	49.7298020579169	52.26985250995307	48.182861330544235	1.3898654186155588	1.1879516090717357	1.3100177519541982	-1.1447348326503866	-0.6511843692528286	-0.24454422884651902	-0.6257539026611045	-0.5441182384693812	-0.677499207761282	False	-1.6493677294403373	5.3649560693093984e-11	-1.633710575090497	1.253885938074296e-11	5	1
SC_RS35525		SCO6668	sensor histidine kinase	Sensor kinase	24.07047999773733	26.72253338479653	24.77097834638185	54.27807775015638	67.00277184250069	59.36964880938999	76.97900866499465	53.38197703144143	58.62248128549549	-1.3868915025667021	-1.161590814822032	-1.3251456792296779	0.3847044564304831	0.8488906044814885	0.5821223594335745	1.1556066763861137	0.34808524229031984	0.5542186575964311	True	1.192730313621187	9.345178045249545e-05	1.273291930093327	1.609697653233779e-05	36	3
SC_RS35610	ramR	SCO6685	two-component system response regulator RamR	Response regulator	0.0	0.0	0.0	45.23173145846365	55.40613825437557	64.97055907442679	115.1278979149035	153.4731839653941	118.04801025983338	-1.3139513630341693	-1.3139513630341693	-1.3139513630341693	0.3884813879734249	0.47681291759947997	0.5463685345312602	0.797485266049217	0.9241922614072363	0.8085137215418894	True	8.847923903643316	3.332752738380108e-11	10.260747758555716	1.4838303885802547e-14	56	3
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	0.0	2.2268777820663774	3.4166866684664616	12.438726151077503	7.731089058750079	6.72109231804415	14.30583346871582	14.45761877934872	15.257906088005676	-2.1008663373327177	-0.850879868717889	-0.5159808858498355	0.6713051019600822	0.21116827433632565	0.07999952039635504	0.8101126134250045	0.8206415773394363	0.874500004443237	True	1.7717150262982868	0.0106912764751931	2.5629518577289008	0.0002946985417046124	41	3
SC_RS36820		SCO6924	helix-turn-helix domain-containing protein	HTH (other)	15.698139128959127	14.474705583431454	16.229261675215692	3.3923798593847736	1.2885148431250133	1.1201820530073583	44.96119090167829	18.906116865302177	36.13714599790818	0.3359889386704524	0.2691769477827994	0.363482668033751	-0.8365948520513781	-1.4090617639443757	-1.4761464953301626	1.2250244214319255	0.4902901713925225	1.0378399640144658	False	-2.6512168805872203	0.0002546877579960293	0.9925239261825154	0.0178826859400612	23	2
