contrast	n_exp	n_shi	med_exp	med_shi	mwu_p	cliff_delta	cliff_lo	cliff_hi	delta_equiv	tost_diff	tost_ci90_lo	tost_ci90_hi	tost_margin	tost_p	tost_equiv
|LFC| T2vsT1	59	960	0.86	0.9	0.8937682528690412	-0.010363700564971752	-0.1644085451977401	0.14663003177966097	False	0.025111758474576362	-0.305316277085383	0.3555397940345357	0.5	0.009702538215061125	True
|LFC| T3vsT1	59	960	1.04	0.98	0.24111273108611875	0.09083686440677965	-0.0501271186440678	0.2318507238700565	False	0.12497369350282517	-0.1587319770010699	0.4086793640067202	0.5	0.015475631100020043	True
DEG-prop T2vsT1	59	960	0.4576271186440678	0.45416666666666666		0.0034604519774011355	-0.10646057300191003	0.1133814769567123		0.0034604519774011355	-0.10646057300191003	0.1133814769567123	0.1	0.07426513919001149	False
