n	rho_raw	p_raw_naive	rho_partial	p_partial_naive	block_perm_p_raw	block_perm_p_partial	null_partial_95	verdict
1019	0.18266149110095534	4.274550887091488e-09	0.12803562100100402	4.149576898494659e-05	0.0031996800319968005	0.0020997900209979003	0.07931436963875901	SURVIVES (weak bias is real)
