cov_bin	core_n	core_pct_meth	arm_n	arm_pct_meth
10-20	770	73.50649350649351	4828	3.9975144987572495
20-30	2787	11.553641908862575	5510	0.03629764065335753
30-50	8092	1.5447355412753336	827	0.0
50-inf	8400	0.047619047619047616	0	
