n	spearman_logdist_signedLFC	spearman_logdist_signedLFC_p	partial_logdist_signedLFC	partial_logdist_signedLFC_p	partial_logdist_absLFC	partial_logdist_absLFC_p	dip_D	dip_p
1019	0.18266149110095534	4.274550887091488e-09	0.12803562100100402	4.149576898494659e-05	0.007553830392400709	0.8096797606358181	0.007836325720283437	0.9811683109513152
