n	kw_H_pooled	kw_p_pooled_naive	spearman_rho_pooled	spearman_p_pooled_naive	block_perm_p_rho	block_perm_p_KW	null_rho_mean_abs	null_rho_95
7496	61.034074568739015	1.7585895528618608e-12	-0.08698702842195498	4.545983654819223e-14	0.2191780821917808	0.22477752224777522	0.05882522775904694	0.10406880915795569
