gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination,correlation_type,methyl_direction
SC_RS14315,SCO2456,DUF350 domain-containing protein,4mC,1,0,72.2,0.0,-72.2,Lost,-0.64,0.0017438160280669,138.9,Mild,Lost_Mild,Other,Lost
SC_RS14400,SCO2470,deoxyguanosinetriphosphate triphosphohydrolase,6mA,1,0,62.0,0.0,-62.0,Lost,-2.31,7.392284709267185e-17,162.5,Down,Lost_Down,Positive,Lost
SC_RS14490,SCO2488,nitrite reductase small subunit NirD,4mC,1,1,92.2,87.2,-5.1,Stable,1.71,0.0455717664974378,8.1,Up,Stable_Up,Other,Stable
SC_RS14505,SCO2491,oxidoreductase,6mA,1,1,58.2,58.4,0.2,Stable,-1.82,9.36235626676594e-20,426.8,Down,Stable_Down,Other,Stable
SC_RS14505,SCO2491,oxidoreductase,4mC,1,1,56.4,63.1,6.7,Stable,-1.82,9.36235626676594e-20,426.8,Down,Stable_Down,Other,Stable
SC_RS14510,SCO2492,excalibur calcium-binding domain-containing protein,6mA,1,1,58.2,58.4,0.2,Stable,4.49,3.5604106410273543e-28,240.5,Up,Stable_Up,Other,Stable
SC_RS14510,SCO2492,excalibur calcium-binding domain-containing protein,4mC,1,1,56.4,63.1,6.7,Stable,4.49,3.5604106410273543e-28,240.5,Up,Stable_Up,Other,Stable
SC_RS14545,SCO2499,cation-translocating P-type ATPase,4mC,1,1,86.4,96.7,10.3,Increased,-0.61,0.0096138775534151,230.3,Mild,Increased_Mild,Other,Increased
SC_RS14635,SCO2517,response regulator,4mC,0,1,0.0,79.7,79.7,Gained,3.93,2.0139637077651676e-45,567.4,Up,Gained_Up,Positive,Gained
SC_RS14730,SCO2536,MFS transporter,6mA,0,1,0.0,53.3,53.3,Gained,-1.92,2.5046795855280683e-11,101.6,Down,Gained_Down,Negative,Gained
SC_RS14745,SCO2539,GTPase Era,6mA,1,0,59.0,0.0,-59.0,Lost,-1.63,4.0602192159675884e-20,917.4,Down,Lost_Down,Positive,Lost
SC_RS14750,SCO2540,carbohydrate kinase family protein,4mC,1,1,69.8,62.0,-7.8,Stable,-1.98,5.7130843935903124e-36,390.1,Down,Stable_Down,Other,Stable
SC_RS14780,SCO2546,adenosine deaminase,4mC,0,1,0.0,87.0,87.0,Gained,-2.93,8.406451032266009e-46,200.1,Down,Gained_Down,Negative,Gained
SC_RS14870,SCO2564,DNA polymerase III subunit delta,4mC,1,1,99.1,95.2,-3.9,Stable,-2.01,3.2419824681309342e-24,972.0,Down,Stable_Down,Other,Stable
SC_RS14895,SCO2569,DegV family protein,6mA,1,1,66.6,63.5,-3.0,Stable,-0.52,0.0160863768647143,144.1,Mild,Stable_Mild,Other,Stable
SC_RS15045,SCO2598,iron-containing alcohol dehydrogenase family protein,6mA,0,1,0.0,58.7,58.7,Gained,-2.03,2.895297451286593e-22,156.5,Down,Gained_Down,Negative,Gained
SC_RS15130,SCO2612,nucleoside-diphosphate kinase,4mC,1,1,75.0,74.4,-0.6,Stable,-1.89,1.0382261874914851e-16,403.6,Down,Stable_Down,Other,Stable
SC_RS15170,SCO2620,trigger factor,4mC,1,1,90.7,84.3,-6.4,Stable,-1.18,9.234661552479824e-07,12923.0,Down,Stable_Down,Other,Stable
SC_RS15175,SCOt16,,4mC,1,1,90.7,84.3,-6.4,Stable,-1.36,0.0001058534007708,29.0,Down,Stable_Down,Other,Stable
SC_RS15180,SCOt17,,4mC,1,1,90.7,84.3,-6.4,Stable,-1.57,1.7506728627110478e-05,53.5,Down,Stable_Down,Other,Stable
SC_RS15195,SCO2623,HD domain-containing protein,4mC,1,0,83.6,0.0,-83.6,Lost,-0.58,0.0203551378098098,93.3,Mild,Lost_Mild,Other,Lost
SC_RS15210,SCO2626,Fpg/Nei family DNA glycosylase,6mA,2,1,56.4,53.2,-3.2,Stable,-0.52,0.0071395203274083,158.6,Mild,Stable_Mild,Other,Stable
SC_RS15215,SCO2627,ribose-5-phosphate isomerase,4mC,1,1,80.6,72.0,-8.6,Stable,0.63,0.0088077134726342,1160.3,Mild,Stable_Mild,Other,Stable
SC_RS15255,SCO2636,hypothetical protein,6mA,0,1,0.0,58.6,58.6,Gained,-1.17,2.7358625367466848e-05,434.0,Down,Gained_Down,Negative,Gained
SC_RS15255,SCO2636,hypothetical protein,4mC,1,1,70.6,71.8,1.2,Stable,-1.17,2.7358625367466848e-05,434.0,Down,Stable_Down,Other,Stable
SC_RS15270,SCO2639,RNA polymerase sigma factor,4mC,1,1,74.2,82.3,8.0,Stable,-1.72,9.355453169320593e-09,57.7,Down,Stable_Down,Other,Stable
SC_RS15365,SCO2658,ABC transporter substrate-binding protein,6mA,1,1,58.6,61.8,3.1,Stable,-1.91,0.0005397057242291,38.6,Down,Stable_Down,Other,Stable
SC_RS15445,SCO2673,FtsX-like permease family protein,4mC,1,0,94.9,0.0,-94.9,Lost,-1.37,7.668282266797999e-14,270.0,Down,Lost_Down,Positive,Lost
SC_RS15665,SCO2716,LAXTG-anchored chaplin ChpA,4mC,1,0,71.6,0.0,-71.6,Lost,2.8,4.8657436485641023e-08,35.2,Up,Lost_Up,Negative,Lost
SC_RS15740,SCO2731,heavy metal translocating P-type ATPase,4mC,1,1,80.6,87.2,6.6,Stable,-0.89,5.9323665530727986e-08,542.6,Mild,Stable_Mild,Other,Stable
SC_RS15835,SCO2750,sugar phosphate isomerase/epimerase family protein,4mC,1,1,80.3,74.2,-6.1,Stable,-1.46,4.07674666278071e-06,51.2,Down,Stable_Down,Other,Stable
SC_RS15840,SCO2751,dihydrodipicolinate synthase family protein,4mC,1,1,64.0,62.1,-1.9,Stable,-1.71,3.516566751866055e-05,45.0,Down,Stable_Down,Other,Stable
SC_RS15855,SCO2754,sugar phosphate isomerase/epimerase family protein,6mA,1,0,61.0,0.0,-61.0,Lost,-0.82,0.0003019448729561,117.2,Mild,Lost_Mild,Other,Lost
SC_RS16000,SCO2783,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,4mC,1,1,96.0,91.8,-4.2,Stable,6.41,2.76008138759331e-91,3888.1,Up,Stable_Up,Other,Stable
SC_RS16005,SCO2784,GNAT family N-acetyltransferase,6mA,2,2,62.6,58.6,-4.0,Stable,5.93,1.2838857141670722e-63,1035.9,Up,Stable_Up,Other,Stable
SC_RS16060,SCO2794,LacI family DNA-binding transcriptional regulator,4mC,1,1,72.3,76.6,4.3,Stable,-0.69,0.0005186800758319,548.9,Mild,Stable_Mild,Other,Stable
SC_RS16090,SCO2800,sensor histidine kinase,4mC,1,1,90.7,84.2,-6.5,Stable,1.11,5.470244456389335e-07,162.4,Up,Stable_Up,Other,Stable
SC_RS16130,SCO2808,hypothetical protein,6mA,1,2,59.6,55.6,-4.1,Stable,-2.51,1.319321060746373e-60,509.1,Down,Stable_Down,Other,Stable
SC_RS16315,SCO2842,hypothetical protein,4mC,1,1,70.4,89.4,19.1,Increased,-1.11,1.0503231028759633e-05,89.2,Down,Increased_Down,Negative,Increased
SC_RS16375,SCO2855,SEC-C domain-containing protein,6mA,1,2,54.4,60.1,5.7,Stable,1.36,1.683487882536114e-13,346.4,Up,Stable_Up,Other,Stable
SC_RS16435,SCO2867,hypothetical protein,4mC,1,1,79.7,89.7,10.0,Increased,0.54,0.0493090672486261,65.6,Mild,Increased_Mild,Other,Increased
SC_RS16440,SCO2868,DUF6879 family protein,4mC,1,1,79.7,89.7,10.0,Increased,1.22,2.422790498558648e-07,108.4,Up,Increased_Up,Positive,Increased
SC_RS16500,SCO2880,roadblock/LC7 domain-containing protein,6mA,0,1,0.0,59.6,59.6,Gained,6.21,5.452838720086507e-75,347.2,Up,Gained_Up,Positive,Gained
SC_RS16525,SCO2885,carboxymuconolactone decarboxylase family protein,4mC,1,1,95.2,91.9,-3.3,Stable,3.9,7.117055986802682e-50,269.1,Up,Stable_Up,Other,Stable
SC_RS16665,SCO2913,M67 family metallopeptidase,4mC,1,1,86.1,85.3,-0.8,Stable,2.08,2.0583801687660167e-35,590.3,Up,Stable_Up,Other,Stable
SC_RS16670,SCO2914,amino acid permease,4mC,1,1,75.4,74.8,-0.7,Stable,-3.08,2.423456839994889e-64,391.5,Down,Stable_Down,Other,Stable
SC_RS16710,SCO2922,RDD family protein,6mA,1,1,77.8,69.3,-8.6,Stable,3.15,1.1063439007291742e-32,264.2,Up,Stable_Up,Other,Stable
SC_RS16915,SCO2963,hypothetical protein,6mA,1,1,68.4,68.3,-0.1,Stable,0.53,0.0045040018339402,683.2,Mild,Stable_Mild,Other,Stable
SC_RS16920,SCO2964,LysR family transcriptional regulator StgR,4mC,1,1,54.4,66.9,12.5,Increased,-2.15,1.594777898086238e-07,49.0,Down,Increased_Down,Negative,Increased
SC_RS17030,SCO2985,hypothetical protein,6mA,1,0,59.0,0.0,-59.0,Lost,0.54,0.0034224143093913,661.4,Mild,Lost_Mild,Other,Lost
SC_RS17120,SCO3004,Rv3235 family protein,4mC,1,1,96.3,93.0,-3.3,Stable,-0.98,0.0063144497172538,31.8,Mild,Stable_Mild,Other,Stable
SC_RS17135,SCO3007,winged helix-turn-helix domain-containing protein,4mC,1,1,95.0,96.8,1.8,Stable,-1.71,6.568433177837373e-25,368.8,Down,Stable_Down,Other,Stable
SC_RS17210,SCOr09,,4mC,1,0,79.8,0.0,-79.8,Lost,-0.65,0.0301717760999849,56.2,Mild,Lost_Mild,Other,Lost
SC_RS17225,SCO3022,hypothetical protein,4mC,1,0,71.8,0.0,-71.8,Lost,-1.84,3.0167289695766775e-17,167.0,Down,Lost_Down,Positive,Lost
SC_RS17235,SCO3024,cation diffusion facilitator family transporter,6mA,0,1,0.0,71.7,71.7,Gained,-0.53,0.001687957358471,609.7,Mild,Gained_Mild,Other,Gained
SC_RS17235,SCO3024,cation diffusion facilitator family transporter,4mC,1,1,86.1,87.1,1.0,Stable,-0.53,0.001687957358471,609.7,Mild,Stable_Mild,Other,Stable
SC_RS17410,SCO3059,5-(carboxyamino)imidazole ribonucleotide mutase,4mC,1,1,79.0,79.5,0.4,Stable,-1.95,6.451336055298517e-24,995.7,Down,Stable_Down,Other,Stable
SC_RS17665,SCO3108,antitoxin,4mC,1,1,91.2,90.8,-0.3,Stable,1.03,0.0083024299026711,58.3,Up,Stable_Up,Other,Stable
SC_RS17720,SCO3118,SUKH-3 domain-containing protein,4mC,1,1,92.4,90.1,-2.3,Stable,-3.1,2.6679529414345027e-25,90.5,Down,Stable_Down,Other,Stable
SC_RS17750,SCO3125,aminoacyl-tRNA hydrolase,4mC,1,1,78.5,76.8,-1.8,Stable,-2.68,7.33510748713602e-33,175.1,Down,Stable_Down,Other,Stable
SC_RS17780,SCO3131,VOC family protein,4mC,1,0,77.5,0.0,-77.5,Lost,-0.84,0.008383343631858,110.7,Mild,Lost_Mild,Other,Lost
SC_RS17825,SCO3140,hypothetical protein,4mC,1,1,66.3,67.5,1.2,Stable,-0.62,0.0076704460256991,82.7,Mild,Stable_Mild,Other,Stable
SC_RS17860,SCO3150,resuscitation-promoting factor protein RpfB,6mA,0,1,0.0,57.6,57.6,Gained,-1.13,6.498760961851748e-06,138.0,Down,Gained_Down,Negative,Gained
SC_RS17870,SCO3152,hypothetical protein,4mC,1,0,68.2,0.0,-68.2,Lost,0.69,0.0013079957527133,226.0,Mild,Lost_Mild,Other,Lost
SC_RS17910,SCO3160,cobalt ECF transporter T component CbiQ,4mC,1,0,85.1,0.0,-85.1,Lost,-0.57,0.0046932046535225,367.4,Mild,Lost_Mild,Other,Lost
SC_RS17930,SCO3164,DMT family transporter,6mA,1,0,52.3,0.0,-52.3,Lost,-1.03,8.643324575275107e-05,96.9,Down,Lost_Down,Positive,Lost
SC_RS17970,SCO3172,flavin-containing monooxygenase,4mC,1,1,80.7,74.6,-6.1,Stable,-1.6,0.0002189353070489,48.6,Down,Stable_Down,Other,Stable
SC_RS17975,SCO3173,MerR family transcriptional regulator,4mC,1,1,80.7,74.6,-6.1,Stable,-1.54,1.5181691246494892e-11,98.7,Down,Stable_Down,Other,Stable
SC_RS18030,SCO3183,5-formyltetrahydrofolate cyclo-ligase,4mC,1,1,95.8,93.0,-2.7,Stable,-1.55,1.2709264457681794e-13,173.5,Down,Stable_Down,Other,Stable
SC_RS18085,SCO3194,L%2CD-transpeptidase,6mA,2,1,57.5,52.8,-4.8,Stable,-2.11,2.167747926687489e-16,2544.8,Down,Stable_Down,Other,Stable
SC_RS18160,SCO3209,IclR family transcriptional regulator domain-containing protein,6mA,0,1,0.0,54.9,54.9,Gained,0.7,0.0008795518338015,199.7,Mild,Gained_Mild,Other,Gained
SC_RS18170,SCO3211,indole-3-glycerol phosphate synthase TrpC,4mC,1,1,90.3,89.7,-0.6,Stable,8.09,4.6878447198894226e-49,452.5,Up,Stable_Up,Other,Stable
SC_RS18280,SCO3233,alpha/beta fold hydrolase,4mC,1,1,90.9,77.2,-13.7,Decreased,6.59,1.5504478801806883e-79,826.2,Up,Decreased_Up,Negative,Decreased
SC_RS18320,SCO3241,sugar phosphate isomerase/epimerase family protein,6mA,1,1,55.7,63.3,7.6,Stable,8.93,4.968727152308286e-52,758.9,Up,Stable_Up,Other,Stable
SC_RS18355,SCO3248,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,4mC,1,1,85.8,88.3,2.5,Stable,8.79,6.3647519991710755e-155,3259.6,Up,Stable_Up,Other,Stable
SC_RS18420,SCO3260,NUDIX hydrolase,4mC,1,1,92.4,84.3,-8.1,Stable,-1.07,0.0015363579955423,47.4,Down,Stable_Down,Other,Stable
SC_RS18605,SCO3299,RtcB family protein,4mC,1,1,77.1,79.3,2.2,Stable,-3.68,6.819136570584704e-77,757.5,Down,Stable_Down,Other,Stable
SC_RS18640,SCO3306,aminotransferase-like domain-containing protein,4mC,1,1,95.6,98.0,2.5,Stable,1.47,2.4931692475908626e-21,361.9,Up,Stable_Up,Other,Stable
SC_RS18695,SCO3318,hydroxymethylbilane synthase,4mC,1,1,92.8,98.0,5.3,Stable,-2.3,8.211865555949523e-21,2186.1,Down,Stable_Down,Other,Stable
SC_RS18785,SCOr12,,4mC,1,1,72.5,66.3,-6.2,Stable,-1.89,7.599960996210736e-10,47.9,Down,Stable_Down,Other,Stable
SC_RS18825,SCO3341,membrane protein,4mC,1,1,79.0,77.5,-1.5,Stable,-2.7,2.469189069564116e-23,542.9,Down,Stable_Down,Other,Stable
SC_RS18835,SCO3343,SH3 domain-containing protein,4mC,1,0,82.5,0.0,-82.5,Lost,-1.45,1.5299754500339386e-06,67.9,Down,Lost_Down,Positive,Lost
SC_RS18855,SCO3347,sugar phosphate isomerase/epimerase family protein,4mC,1,1,82.5,67.7,-14.9,Decreased,1.52,1.8124551629615205e-18,317.5,Up,Decreased_Up,Negative,Decreased
SC_RS18945,SCO3365,helix-turn-helix domain-containing protein,4mC,1,1,92.9,92.5,-0.3,Stable,3.42,4.372138077392114e-39,235.2,Up,Stable_Up,Other,Stable
SC_RS19015,SCO3378,membrane protein,6mA,2,2,63.5,68.4,4.9,Stable,-1.38,5.313139207306337e-06,47.9,Down,Stable_Down,Other,Stable
SC_RS19105,SCO3396,alpha/beta hydrolase,4mC,1,1,80.8,82.2,1.4,Stable,-1.47,3.366243443774259e-13,443.7,Down,Stable_Down,Other,Stable
SC_RS19110,SCO3397,phosphatidylglycerol lysyltransferase domain-containing protein,4mC,1,1,80.8,82.2,1.4,Stable,-1.5,1.4137588474651834e-15,1026.7,Down,Stable_Down,Other,Stable
SC_RS19115,SCO3398,dihydropteroate synthase,6mA,1,2,68.8,65.3,-3.5,Stable,-1.42,2.4648820291188736e-21,394.8,Down,Stable_Down,Other,Stable
SC_RS19135,SCO3402,DUF3180 domain-containing protein,4mC,1,1,66.0,87.4,21.4,Increased,-0.89,5.17670061847488e-06,524.1,Mild,Increased_Mild,Other,Increased
SC_RS19210,SCO3417,ABC transporter permease,4mC,1,1,78.8,73.1,-5.7,Stable,-0.78,0.0145200688531843,44.7,Mild,Stable_Mild,Other,Stable
SC_RS19605,SCO3497,polysaccharide lyase family 7 protein,4mC,1,1,80.5,80.8,0.3,Stable,-1.04,2.8690632869737323e-06,102.4,Down,Stable_Down,Other,Stable
SC_RS19695,SCO3515,SCO6880 family protein,6mA,1,0,57.6,0.0,-57.6,Lost,-1.46,0.0176216803355118,29.3,Down,Lost_Down,Positive,Lost
SC_RS19835,SCO3540,alpha/beta hydrolase,4mC,1,0,66.0,0.0,-66.0,Lost,1.94,3.9734617306775847e-19,139.9,Up,Lost_Up,Negative,Lost
SC_RS19920,SCO3557,septum site-determining protein Ssd,6mA,1,0,51.0,0.0,-51.0,Lost,1.14,0.001836953298931,61.2,Up,Lost_Up,Negative,Lost
SC_RS19955,SCO3564,Na+/H+ antiporter NhaA,4mC,1,1,87.0,86.1,-0.9,Stable,-2.82,1.142805936334402e-47,1401.9,Down,Stable_Down,Other,Stable
SC_RS20025,SCO3578,ArsA family ATPase,4mC,1,1,94.1,93.5,-0.6,Stable,2.25,5.4335987272076874e-24,1687.8,Up,Stable_Up,Other,Stable
SC_RS20040,SCO3581,GatB/YqeY domain-containing protein,6mA,1,1,59.6,57.1,-2.5,Stable,-0.73,0.0007698199172808,910.7,Mild,Stable_Mild,Other,Stable
SC_RS20050,SCO3583,Pr6Pr family membrane protein,6mA,1,0,56.9,0.0,-56.9,Lost,-0.95,0.0044005244563819,46.7,Mild,Lost_Mild,Other,Lost
SC_RS20135,SCO3600,helix-turn-helix domain-containing protein,4mC,1,0,69.6,0.0,-69.6,Lost,-2.03,2.467216729464118e-07,54.5,Down,Lost_Down,Positive,Lost
SC_RS20270,SCO3627,hypothetical protein,6mA,0,1,0.0,52.0,52.0,Gained,-3.24,1.1814238797918461e-07,18.8,Down,Gained_Down,Negative,Gained
SC_RS20320,SCO3636,cytochrome P450,6mA,1,0,52.5,0.0,-52.5,Lost,-0.76,0.0001311709002035,139.3,Mild,Lost_Mild,Other,Lost
SC_RS20345,SCO3641,sensor histidine kinase,4mC,1,0,86.6,0.0,-86.6,Lost,-0.95,1.3003584441494651e-05,142.1,Mild,Lost_Mild,Other,Lost
SC_RS20360,SCO3644,alpha/beta hydrolase,6mA,1,1,65.3,66.4,1.1,Stable,-3.43,2.678581397977763e-50,197.7,Down,Stable_Down,Other,Stable
SC_RS20360,SCO3644,alpha/beta hydrolase,4mC,1,1,89.3,97.0,7.7,Stable,-3.43,2.678581397977763e-50,197.7,Down,Stable_Down,Other,Stable
SC_RS20390,SCO3650,orotate phosphoribosyltransferase,4mC,1,0,83.5,0.0,-83.5,Lost,-1.61,3.2032072324825815e-17,689.3,Down,Lost_Down,Positive,Lost
SC_RS20645,SCO3702,dihydrofolate reductase family protein,4mC,1,1,80.9,66.2,-14.7,Decreased,0.7,0.0167260019398205,58.1,Mild,Decreased_Mild,Other,Decreased
SC_RS20720,SCO3717,potassium-transporting ATPase subunit KdpB,4mC,1,1,78.6,72.1,-6.5,Stable,-1.3,2.0173847738475055e-05,87.4,Down,Stable_Down,Other,Stable
SC_RS20795,SCO3733,SCO5918 family protein,6mA,1,0,58.3,0.0,-58.3,Lost,-2.51,8.813027366113145e-38,377.4,Down,Lost_Down,Positive,Lost
SC_RS20860,SCO3747,glycosyltransferase family 39 protein,4mC,1,1,54.9,69.1,14.2,Increased,-2.79,6.508748057957317e-19,98.6,Down,Increased_Down,Negative,Increased
SC_RS20895,SCO3754,ABC transporter permease,6mA,1,1,72.3,74.6,2.3,Stable,-1.3,6.271131203398981e-05,78.4,Down,Stable_Down,Other,Stable
SC_RS20895,SCO3754,ABC transporter permease,4mC,1,1,84.8,64.8,-20.0,Decreased,-1.3,6.271131203398981e-05,78.4,Down,Decreased_Down,Positive,Decreased
SC_RS20925,SCO3760,alpha/beta hydrolase,4mC,1,1,68.0,65.4,-2.6,Stable,-2.43,9.464198491931164e-20,99.6,Down,Stable_Down,Other,Stable
SC_RS20940,SCO3764,hemolysin family protein,4mC,1,0,70.9,0.0,-70.9,Lost,-1.81,2.087426930089258e-19,487.3,Down,Lost_Down,Positive,Lost
SC_RS20985,SCO3773,LysR family transcriptional regulator,4mC,1,1,92.4,83.2,-9.2,Stable,-2.69,6.915247166727355e-14,85.0,Down,Stable_Down,Other,Stable
SC_RS21080,SCO3792,methionine--tRNA ligase,4mC,1,1,97.0,89.7,-7.4,Stable,-1.13,1.1349541763313885e-08,2476.0,Down,Stable_Down,Other,Stable
SC_RS21130,SCO3801,M18 family aminopeptidase,4mC,1,0,59.1,0.0,-59.1,Lost,-1.35,6.911145095840925e-15,412.8,Down,Lost_Down,Positive,Lost
SC_RS21185,SCO3812,GntR family transcriptional regulator,6mA,1,2,67.0,62.1,-4.9,Stable,-1.44,9.14039823960764e-05,42.0,Down,Stable_Down,Other,Stable
SC_RS21190,SCO3813,DUF1648 domain-containing protein,4mC,1,1,68.7,70.4,1.7,Stable,-1.37,2.945250524173515e-07,115.8,Down,Stable_Down,Other,Stable
SC_RS21280,SCO3830,alpha-ketoacid dehydrogenase subunit beta,4mC,1,1,86.2,73.2,-13.0,Decreased,2.27,4.6289114680510664e-33,974.4,Up,Decreased_Up,Negative,Decreased
SC_RS21345,SCOt31,,6mA,1,1,63.8,67.2,3.5,Stable,-1.52,0.0032538477279991,16.1,Down,Stable_Down,Other,Stable
SC_RS21345,SCOt31,,4mC,1,1,66.2,73.6,7.4,Stable,-1.52,0.0032538477279991,16.1,Down,Stable_Down,Other,Stable
SC_RS21565,SCO3884,Jag family protein,6mA,1,1,65.3,63.9,-1.4,Stable,-1.46,1.830891026276167e-13,2575.4,Down,Stable_Down,Other,Stable
SC_RS21565,SCO3884,Jag family protein,4mC,1,1,68.8,69.4,0.7,Stable,-1.46,1.830891026276167e-13,2575.4,Down,Stable_Down,Other,Stable
SC_RS21570,SCO3885,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,6mA,1,2,57.9,53.7,-4.2,Stable,-1.16,3.2350234122089987e-10,259.6,Down,Stable_Down,Other,Stable
SC_RS21590,SCO3889,thioredoxin,4mC,1,1,78.2,78.0,-0.2,Stable,1.69,3.136555515239809e-12,1460.3,Up,Stable_Up,Other,Stable
SC_RS21620,SCO3895,DUF6049 family protein,4mC,1,0,65.1,0.0,-65.1,Lost,-1.28,6.054445475919675e-14,968.3,Down,Lost_Down,Positive,Lost
SC_RS21625,SCO3896,CCA tRNA nucleotidyltransferase,4mC,1,0,65.1,0.0,-65.1,Lost,-1.21,4.952354407369878e-14,500.9,Down,Lost_Down,Positive,Lost
SC_RS21755,SCO3922,phage holin family protein,6mA,1,1,63.7,67.8,4.1,Stable,-1.02,9.189805502814384e-08,172.2,Down,Stable_Down,Other,Stable
SC_RS21880,SCO3948,sensor histidine kinase,6mA,1,1,59.8,60.5,0.7,Stable,-1.98,5.740903778122912e-14,119.7,Down,Stable_Down,Other,Stable
SC_RS21970,SCO3966,SCO family protein,4mC,1,1,84.3,88.2,3.9,Stable,2.1,4.396567897411433e-09,1159.4,Up,Stable_Up,Other,Stable
SC_RS22050,SCO3981,GntR family transcriptional regulator,4mC,1,1,82.4,78.6,-3.8,Stable,-1.45,5.6820505366304177e-08,110.2,Down,Stable_Down,Other,Stable
SC_RS22225,SCO4021,sensor histidine kinase,6mA,0,1,0.0,59.4,59.4,Gained,-1.29,0.0035199663755551,46.3,Down,Gained_Down,Negative,Gained
SC_RS22225,SCO4021,sensor histidine kinase,4mC,1,1,67.4,73.4,6.0,Stable,-1.29,0.0035199663755551,46.3,Down,Stable_Down,Other,Stable
SC_RS22390,SCO4053,copper resistance CopC/CopD family protein,4mC,1,1,76.0,87.9,11.9,Increased,-1.56,1.9286822904196e-07,117.6,Down,Increased_Down,Negative,Increased
SC_RS22480,SCO4071,phosphoribosylaminoimidazolesuccinocarboxamide synthase,4mC,1,0,70.4,0.0,-70.4,Lost,-0.58,0.0060020332326349,962.8,Mild,Lost_Mild,Other,Lost
SC_RS22705,SCO4107,PP2C family protein-serine/threonine phosphatase,4mC,1,0,62.7,0.0,-62.7,Lost,-1.33,1.1252097539561648e-09,160.8,Down,Lost_Down,Positive,Lost
SC_RS22780,SCO4122,MarR family winged helix-turn-helix transcriptional regulator,6mA,1,0,56.1,0.0,-56.1,Lost,-3.8,5.766380137126139e-88,473.2,Down,Lost_Down,Positive,Lost
SC_RS22805,SCO4124,sensor histidine kinase,4mC,1,1,89.9,88.9,-1.0,Stable,-1.73,5.696825283733903e-07,63.6,Down,Stable_Down,Other,Stable
SC_RS22825,SCO4128,SCO6880 family protein,6mA,1,0,59.0,0.0,-59.0,Lost,0.73,0.0005059696620651,634.7,Mild,Lost_Mild,Other,Lost
SC_RS22855,SCO4134,FAD-binding oxidoreductase,6mA,2,0,61.8,0.0,-61.8,Lost,-1.37,3.151369281666591e-11,253.9,Down,Lost_Down,Positive,Lost
SC_RS22895,SCO4141,phosphate ABC transporter permease subunit PstC,6mA,1,1,63.9,63.4,-0.5,Stable,5.98,2.462990811661896e-111,2480.0,Up,Stable_Up,Other,Stable
SC_RS22910,SCO4144,CHAD domain-containing protein,6mA,1,0,55.6,0.0,-55.6,Lost,3.94,1.4127845718220822e-84,788.3,Up,Lost_Up,Negative,Lost
SC_RS22915,SCO4145,RNA degradosome polyphosphate kinase,6mA,0,1,0.0,57.7,57.7,Gained,2.73,3.602645767685048e-39,1225.7,Up,Gained_Up,Positive,Gained
SC_RS22975,SCO4157,S1C family serine protease,4mC,0,1,0.0,54.5,54.5,Gained,-1.43,0.0001495398292258,42.5,Down,Gained_Down,Negative,Gained
SC_RS23015,SCO4165,DUF1416 domain-containing protein,4mC,1,1,70.6,79.9,9.3,Stable,2.56,1.8216476577878484e-20,3926.0,Up,Stable_Up,Other,Stable
SC_RS23070,SCO4176,helix-turn-helix domain-containing protein,6mA,1,1,65.9,73.6,7.7,Stable,0.73,0.0025246734030074,128.2,Mild,Stable_Mild,Other,Stable
SC_RS23070,SCO4176,helix-turn-helix domain-containing protein,4mC,1,0,63.7,0.0,-63.7,Lost,0.73,0.0025246734030074,128.2,Mild,Lost_Mild,Other,Lost
SC_RS23185,SCO4200,DUF2516 family protein,6mA,1,1,79.3,66.4,-12.9,Decreased,1.36,3.356009241308248e-07,610.2,Up,Decreased_Up,Negative,Decreased
SC_RS23195,SCO4202,C40 family peptidase,6mA,1,0,62.5,0.0,-62.5,Lost,-0.71,0.0001766671465093,237.8,Mild,Lost_Mild,Other,Lost
SC_RS23315,SCO4226,SCO4226 family nickel-binding protein,4mC,1,0,63.3,0.0,-63.3,Lost,3.5,6.0237596298387426e-33,316.3,Up,Lost_Up,Negative,Lost
SC_RS23320,SCO4227,hypothetical protein,4mC,1,0,63.3,0.0,-63.3,Lost,4.48,2.270043796807783e-42,482.8,Up,Lost_Up,Negative,Lost
SC_RS23355,SCO4234,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,6mA,1,0,65.9,0.0,-65.9,Lost,-0.82,0.0001254899795663,126.4,Mild,Lost_Mild,Other,Lost
SC_RS23405,SCO4243,phage tail protein,4mC,1,1,72.9,71.8,-1.1,Stable,2.91,4.050209560061006e-52,252.7,Up,Stable_Up,Other,Stable
SC_RS23420,SCO4246,VgrG-related protein,4mC,1,1,89.0,71.5,-17.5,Decreased,3.15,1.4292250302589067e-76,2269.2,Up,Decreased_Up,Negative,Decreased
SC_RS23430,SCO4248,phage tail protein,6mA,1,1,73.0,69.7,-3.2,Stable,1.99,2.3289547331803067e-18,421.1,Up,Stable_Up,Other,Stable
SC_RS23430,SCO4248,phage tail protein,4mC,1,0,55.0,0.0,-55.0,Lost,1.99,2.3289547331803067e-18,421.1,Up,Lost_Up,Negative,Lost
