COG_category,Description,Group_count,Group_total,Group_pct,Background_count,Background_total,Background_pct,Fold_enrichment,Odds_ratio,P_value,P_adjusted
A,RNA processing and modification,1,153,0.6535947712418301,23,558,4.121863799283155,0.15856777493606136,0.1145334928229665,0.007906937805323953,0.20558038293842276
E,Amino acid transport and metabolism,12,153,7.8431372549019605,69,558,12.365591397849462,0.6342710997442456,0.5195968645016797,0.05994592277449896,1.0
H,Coenzyme transport and metabolism,5,153,3.2679738562091507,9,558,1.6129032258064515,2.0261437908496736,3.386824324324324,0.06865938746136305,1.0
M,Cell wall/membrane/envelope biogenesis,0,153,0.0,6,558,1.0752688172043012,0.0,0.0,0.19558855638261674,1.0
R,General function prediction only,63,153,41.17647058823529,206,558,36.91756272401434,1.1153626499143345,1.2825174825174825,0.20288528395765731,1.0
I,Lipid transport and metabolism,10,153,6.535947712418301,27,558,4.838709677419355,1.3507625272331156,1.5960510078157137,0.2706767126515171,1.0
G,Carbohydrate transport and metabolism,64,153,41.830065359477125,215,558,38.53046594982079,1.0856361149110807,1.2096138105513803,0.3311657569168693,1.0
P,Inorganic ion transport and metabolism,14,153,9.15032679738562,41,558,7.347670250896058,1.2453371592539453,1.410071942446043,0.36283079798069895,1.0
C,Energy production and conversion,18,153,11.76470588235294,77,558,13.799283154121863,0.852559205500382,0.7819209039548023,0.49146947105038613,1.0
S,Function unknown,33,153,21.568627450980394,127,558,22.759856630824373,0.9476609541454377,0.9098404255319149,0.7348726835416706,1.0
V,Defense mechanisms,5,153,3.2679738562091507,17,558,3.046594982078853,1.0726643598615917,1.1064189189189189,0.7887937620211103,1.0
J,"Translation, ribosomal structure",6,153,3.9215686274509802,19,558,3.405017921146954,1.1517027863777087,1.2307692307692308,0.7936919769302448,1.0
K,Transcription,13,153,8.49673202614379,45,558,8.064516129032258,1.05359477124183,1.0823660714285714,0.86188822190461,1.0
T,Signal transduction mechanisms,23,153,15.032679738562091,88,558,15.770609318996415,0.9532085561497327,0.9254437869822485,0.8964541357807763,1.0
U,Intracellular trafficking and secretion,29,153,18.954248366013072,103,558,18.45878136200717,1.0268418046830383,1.0460985178727114,0.9027196513051147,1.0
Q,Secondary metabolites biosynthesis,0,153,0.0,0,558,0.0,0.0,,1.0,1.0
F,Nucleotide transport and metabolism,0,153,0.0,2,558,0.35842293906810035,0.0,0.0,1.0,1.0
W,Extracellular structures,0,153,0.0,0,558,0.0,0.0,,1.0,1.0
Z,Cytoskeleton,0,153,0.0,0,558,0.0,0.0,,1.0,1.0
N,Cell motility,0,153,0.0,2,558,0.35842293906810035,0.0,0.0,1.0,1.0
Y,Nuclear structure,0,153,0.0,0,558,0.0,0.0,,1.0,1.0
D,"Cell cycle control, cell division",5,153,3.2679738562091507,19,558,3.405017921146954,0.9597523219814241,0.9435328185328186,1.0,1.0
B,Chromatin structure and dynamics,0,153,0.0,0,558,0.0,0.0,,1.0,1.0
L,"Replication, recombination and repair",1,153,0.6535947712418301,6,558,1.0752688172043012,0.6078431372549019,0.5263157894736842,1.0,1.0
O,"PTM, protein turnover, chaperones",4,153,2.6143790849673203,15,558,2.6881720430107525,0.9725490196078432,0.961561928004881,1.0,1.0
-,Not assigned,153,153,100.0,558,558,100.0,1.0,,1.0,1.0
