gene_id	old_locus_tag	gene_name	product	regulator_name	regulator_type	known_name	is_known	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr
SC_RS05020	SCO0620	NA	metal-sensitive transcriptional regulator	NA	NA	NA	FALSE	-0.1707229002368271	0.17955911060476584	0.31340628534507814	0.4682081557798393	0.1707229002368271	0.17955911060476584	0.31340628534507814	0.4682081557798393	0	0.28297411299162756
SC_RS05030	SCO0622	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.8121208677413667	-0.9009033122780479	-0.7800717298007344	-0.5938120530960962	0.8121208677413667	0.9009033122780479	0.7800717298007344	0.5938120530960962	1	0.7717269907290613
SC_RS05065	SCO0629	NA	LacI family DNA-binding transcriptional regulator	NA	NA	NA	FALSE	0.6290314423273151	0.06377790264171171	-0.26734662262637726	-0.5157933981496294	0.6290314423273151	0.06377790264171171	0.26734662262637726	0.5157933981496294	0	0.3689873414362584
SC_RS05075	SCO0632	NA	sigma-70 family RNA polymerase sigma factor	NA	NA	NA	FALSE	0.901494573549242	0.595042096718495	0.31895541736182065	0.06175399888774196	0.901494573549242	0.595042096718495	0.31895541736182065	0.06175399888774196	1	0.46931152162932493
SC_RS05120	SCO0640	NA	BlaI/MecI/CopY family transcriptional regulator	NA	NA	NA	FALSE	-0.668124536303299	-0.7394082879045393	-0.652458412999389	-0.47734923651996564	0.668124536303299	0.7394082879045393	0.652458412999389	0.47734923651996564	0	0.6343351184317982
SC_RS05150	SCO0646	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	0.43232419430341396	-0.039242218766361296	-0.2621937593442214	-0.4811892615771752	0.43232419430341396	0.039242218766361296	0.2621937593442214	0.4811892615771752	0	0.30373735849779293
SC_RS05265	SCO0669	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.020138945240523905	-0.6408087799372835	-0.8617663130394625	-0.9543009140796256	0.020138945240523905	0.6408087799372835	0.8617663130394625	0.9543009140796256	1	0.6192537380742239
SC_RS05410	SCO0697	NA	GlxA family transcriptional regulator	NA	NA	NA	FALSE	0.7550118734270475	0.9333667781142975	0.8545984895635925	0.6995718819062916	0.7550118734270475	0.9333667781142975	0.8545984895635925	0.6995718819062916	1	0.8106372557528073
SC_RS05480	SCO0711	NA	PucR family transcriptional regulator	NA	NA	NA	FALSE	0.8385891571933255	0.4826178358047329	0.1930022196898698	-0.07381620566376856	0.8385891571933255	0.4826178358047329	0.1930022196898698	0.07381620566376856	0	0.39700635458792416
SC_RS05485	SCO0712	NA	helix-turn-helix transcriptional regulator	NA	NA	NA	FALSE	0.824546595718285	0.49593851522088506	0.24125315112772505	-0.027665364166736248	0.824546595718285	0.49593851522088506	0.24125315112772505	0.027665364166736248	0	0.39735090655840777
SC_RS05550	SCO0724	NA	MurR/RpiR family transcriptional regulator	NA	NA	NA	FALSE	-0.32876194654102525	0.2773474163318766	0.5803684265481821	0.7179483426286148	0.32876194654102525	0.2773474163318766	0.5803684265481821	0.7179483426286148	0	0.4761065330124247
SC_RS05570	SCO0728	NA	TetR family transcriptional regulator	NA	NA	NA	FALSE	0.44930422552019916	0.0789818493814817	-0.11294122935141403	-0.2997324109976544	0.44930422552019916	0.0789818493814817	0.11294122935141403	0.2997324109976544	0	0.23523992881268735
SC_RS05600	SCO0734	NA	ROK family transcriptional regulator	NA	NA	NA	FALSE	0.400797241158361	0.14557989019661613	0.006493568936593613	-0.1697205793982225	0.400797241158361	0.14557989019661613	0.006493568936593613	0.1697205793982225	0	0.1806478199224483
