gene_id	M145_1_1	M145_1_2	M145_1_3	M145_2_1	M145_2_3	M145_2_4	M145_3_2	M145_3_3	M145_3_4
SC_RS02085	0	0	0	118.73329507846708	90.19603901875092	79.53292576352244	22.480595450839147	31.139486601674168	24.894478354114522
SC_RS02090	0	0	0	85.94028977108094	69.5798015287507	67.2109231804415	17.030754129423595	20.018241386790535	12.045715332636059
SC_RS02110	0	0	0	20.354279156308642	10.308118745000106	12.322002583080941	12.26214297318499	10.009120693395268	7.2274291995816355
SC_RS02160	7.325798260180926	8.90751112826551	11.104231672516	6.784759718769547	2.5770296862500266	10.081638477066225	34.06150825884719	13.345494257860357	26.50057373179933
SC_RS02180	102.56117564253296	87.96167239162192	85.41716671166155	89.33266963046572	88.90752417562591	94.0952924526181	52.45472271862467	36.700109209115986	42.56152750864741
SC_RS02195	64.88564173303106	76.82728348129002	67.47956170221262	35.05459188030933	20.616237490000213	22.403641060147166	35.42396858920108	31.139486601674168	35.33409830906577
SC_RS02200	2.09308521719455	0	0	982.6593659351228	934.1732612656346	883.8236398228057	499.3417110746998	540.4925174433445	363.780603045609
SC_RS02220	81.63032347058746	92.41542795575467	93.10471171571109	141.3491608076989	143.02514758687647	171.38785411012583	184.61337476295176	315.84336410269515	225.6564005647155
SC_RS02230	0	1.1134388910331887	0	1.1307932864615913	0	1.1201820530073583	50.41103222309384	14.45761877934872	32.92495524253856
SC_RS02240	0	1.1134388910331887	0	1.1307932864615913	1.2885148431250133	3.360546159022075	32.01781776331636	15.569743300837084	28.909716798326542
SC_RS02245	12.558511303167302	14.474705583431454	9.39588833828277	32.793005307386146	37.36693045062538	32.485279537213394	47.004881397209125	26.690988515720715	35.33409830906577
SC_RS02250	8.3723408687782	16.701583365497832	8.541716671166155	4.523173145846365	2.5770296862500266	3.360546159022075	19.074444624954427	7.784871650418542	29.712764487168947
SC_RS02260	80.58378086199019	75.71384459025684	82.8546517103117	79.15553005231139	88.90752417562591	64.97055907442679	69.48547684804826	77.84871650418542	90.74438883919164
SC_RS02270	2.09308521719455	4.453755564132755	2.5625150013498463	2.2615865729231825	5.154059372500053	10.081638477066225	18.393214459777482	16.681867822325447	23.288382976429716
SC_RS02280	5.232713042986376	2.2268777820663774	1.7083433342332308	1.1307932864615913	2.5770296862500266	6.72109231804415	53.81718304897856	20.018241386790535	34.53105062022337
SC_RS02285	13.605053911764577	20.041900038597397	11.958403339632616	11.307932864615912	37.36693045062538	22.403641060147166	49.04857189273996	25.578863994232353	44.97067057517462
SC_RS02290	119.30585738008936	119.1379613405512	110.18814505804339	275.91356189662827	271.8766318993778	267.72351066875865	131.47742187915014	103.42758049841777	110.82058106025174
SC_RS02300	90.00266433936567	61.23913900682538	85.41716671166155	42.97014488554047	46.386534352500476	62.730194968412064	23.16182561601609	25.578863994232353	28.909716798326542
SC_RS02305	56.513300864252855	42.310677859261176	46.97944169141385	42.97014488554047	27.058811705625278	57.129284703375276	27.249206607077753	16.681867822325447	17.667049154532886
SC_RS02310	37.67553390950191	35.63004451306204	32.458523350431385	40.708558312617285	61.848712470000635	35.845825696235465	48.36734172756301	27.803113037209076	44.97067057517462
SC_RS02320	85.81649390497657	64.57945567992495	69.187905036445855	40.708558312617285	60.56019762687562	51.52837443833848	85.15377064711798	47.821354423999615	67.45600586276193
SC_RS02325	104.65426085972751	76.82728348129002	56.37533002969662	28.26983216153978	24.481782019375252	32.485279537213394	53.81718304897856	27.803113037209076	53.80419515244107
SC_RS02330	69.07181216742016	54.55850566062625	72.60459170491231	28.26983216153978	25.770296862500263	30.244915431198674	51.77349255344773	35.58798468762762	48.182861330544235
SC_RS02335	49.18750260407193	41.197238968227985	43.562755022947385	47.493318031386835	52.82910856812554	35.845825696235465	87.1974611426488	32.25161112316253	57.819433596653084
SC_RS02340	7.325798260180926	6.680633346199133	3.4166866684664616	13.569519437539094	12.885148431250132	6.72109231804415	47.004881397209125	32.25161112316253	52.19809977475626
SC_RS02345	2.09308521719455	3.3403166730995664	0	3.3923798593847736	14.173663274375146	6.72109231804415	38.148889249908855	15.569743300837084	34.53105062022337
SC_RS02350	2.09308521719455	1.1134388910331887	0	4.523173145846365	5.154059372500053	7.841274371051508	37.467659084731906	18.906116865302174	31.318859864853753
SC_RS02355	2.09308521719455	2.2268777820663774	2.5625150013498463	2.2615865729231825	3.8655445293750397	6.72109231804415	51.09226238827078	16.681867822325447	37.74324137559299
SC_RS02360	5.232713042986376	6.680633346199133	12.812575006749231	20.354279156308642	18.039207803750184	19.04309490112509	110.3592867586649	37.81223373060435	113.22972412677896
SC_RS02375	15.698139128959127	11.134388910331888	14.520918340982462	36.18538516677092	42.52098982312543	67.2109231804415	37.467659084731906	44.484980859534524	36.13714599790818
SC_RS02380	28.256650432126428	22.268777820663775	23.916806679265232	188.84247883908574	188.12316709625193	216.19513623042016	213.90627186556034	181.2762970026032	185.50401612259532
SC_RS02390	4.1861704343891	3.3403166730995664	7.6875450040495386	22.615865729231825	23.193267176250238	12.322002583080941	49.7298020579169	43.37285633804616	52.19809977475626
SC_RS02405	4.1861704343891	4.453755564132755	3.4166866684664616	14.700312724000687	18.039207803750184	22.403641060147166	51.09226238827078	30.027362080185803	68.25905355160434
SC_RS02410	12.558511303167302	21.155338929630588	18.79177667656554	14.700312724000687	14.173663274375146	4.480728212029433	26.567976441900807	12.233369736371994	34.53105062022337
SC_RS02415	5.232713042986376	1.1134388910331887	0	5.653966432307956	0	2.2403641060147166	50.41103222309384	16.681867822325447	40.152384442120194
SC_RS02420	1.046542608597275	1.1134388910331887	0.8541716671166154	4.523173145846365	3.8655445293750397	3.360546159022075	36.786428919554965	20.018241386790535	39.3493367532778
SC_RS02425	19.88430956334823	13.361266692398265	19.645948343682154	15.831106010462278	7.731089058750079	21.283459007139808	21.11813512048526	15.569743300837084	20.879239909902502
SC_RS02440	12.558511303167302	16.701583365497832	15.375090008099077	32.793005307386146	19.3277226468752	28.004551325183957	32.01781776331636	21.1303659082789	56.213338218968275
SC_RS02445	19.88430956334823	23.382216711696966	22.208463345032	35.05459188030933	57.98316794062559	69.45128728645622	58.58579420521717	22.242490429767262	54.60724284128347
SC_RS02450	13.605053911764577	24.495655602730153	23.916806679265232	35.05459188030933	46.386534352500476	35.845825696235465	44.279960736501344	30.027362080185803	45.77371826401703
SC_RS02455	34.53590608371008	24.495655602730153	33.312695017548	131.17202122954458	136.5825733712514	114.25856940675055	87.1974611426488	85.63358815460396	82.71391195076761
SC_RS02460	2.09308521719455	2.2268777820663774	0	0	2.5770296862500266	5.6009102650367915	20.436904955308314	12.233369736371994	17.667049154532886
SC_RS02475	72.21143999321198	83.50791682748915	82.00048004319508	148.13392052646844	152.04475148875156	170.26767205711846	141.01464419162735	114.5488257133014	137.3211547920511
SC_RS02480	43.954789561085555	52.33162787855987	56.37533002969662	137.95678094831413	148.17920695937653	123.22002583080942	68.12301651769438	124.55794640669667	81.1078165730828
SC_RS02490	23.023937389140052	31.176288948929287	27.333493347731693	31.662212020924557	30.924356235000317	28.004551325183957	49.04857189273996	31.139486601674168	48.182861330544235
SC_RS02495	57.55984347285013	54.55850566062625	49.5419566927637	72.37077033354184	82.46494996000085	63.850377021419426	48.36734172756301	41.14860729506943	59.425528974337894
SC_RS02500	80.58378086199019	62.35257789785857	73.45876337202893	30.531418734462964	25.770296862500263	31.365097484206032	46.32365123203218	24.46673947274399	55.41029053012587
SC_RS02505	35.58244869230735	51.21818898752668	46.12527002429724	16.961899296923868	15.462178117500159	5.6009102650367915	36.10519875437802	20.018241386790535	34.53105062022337
SC_RS02510	2.09308521719455	1.1134388910331887	0.8541716671166154	5.653966432307956	2.5770296862500266	2.2403641060147166	28.61166693743164	11.121245214883631	20.076192221060097
SC_RS02515	4.1861704343891	5.567194455165944	5.125030002699693	22.615865729231825	29.635841391875303	29.124733378191316	48.36734172756301	62.278973203348336	51.395052085913854
SC_RS02520	9.418883477375477	16.701583365497832	15.375090008099077	96.11742934923525	96.638613234376	82.89347192254452	42.23627024097052	41.14860729506943	54.60724284128347
SC_RS02530	16.7446817375564	18.92846114756421	10.250060005399385	57.67045760954115	79.88792027375082	100.81638477066225	62.673175196278834	60.054724160371606	66.65295817391953
