gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SC_RS02085	51.55349145962415	-1.9860798863520952	0.31984289990248155	9.598393399015851e-11	5.302696237635492e-10
SC_RS02090	37.64038128547583	-2.1587889055421576	0.3227159608410458	3.855137900728916e-12	2.5901919498219063e-11
SC_RS02110	9.087768831491523	-0.6495927324664642	0.5186955846435791	0.14461503751101873	0.17932639909329376
SC_RS02160	13.034163353926742	2.0517453268762424	0.6426831698304308	3.030729963759566e-4	5.894927830807846e-4
SC_RS02180	94.39519999357171	-0.8857298631098528	0.22835783149136196	6.865743476833679e-5	1.4846005266931647e-4
SC_RS02185	14.692698854396301	2.121767527991087	0.6641718710636567	2.955081694001291e-4	5.762446986058115e-4
SC_RS02190	15.482397435698694	2.63862050076016	0.6427209122080095	7.5045464252530435e-6	1.910111916361011e-5
SC_RS02195	47.59416216108941	0.2233615925510545	0.2939871551249014	0.4289582494630579	0.4803477995598331
SC_RS02200	553.2202663524433	-1.0991102484383368	0.18553078057647593	1.5731984219145202e-9	7.254930720119675e-9
SC_RS02210	9.174542711393826	2.894953136669553	0.8065548842606413	5.529532420294752e-5	1.2187605905325359e-4
SC_RS02220	189.42125341908246	0.4571221933655727	0.22273674406195973	0.03513670468294132	0.04857868051961628
SC_RS02225	14.518810416961514	1.062979842974028	0.4635008152232212	0.011060098584016118	0.01671916049295912
SC_RS02230	19.79396487595689	4.14691803030035	0.7797960940372077	2.0729298237526834e-8	8.086541547149499e-8
SC_RS02240	18.560035499335974	2.910719532236821	0.550990189595484	2.2645487474226214e-8	8.784748717804852e-8
SC_RS02245	35.34932191665595	0.28268019093359364	0.30468866761895014	0.3328432645574223	0.38260047020850163
SC_RS02250	16.699463121113997	2.6954880121704385	0.6514794532426065	6.377908921311242e-6	1.6408308079524144e-5
SC_RS02255	20.779131228217874	1.146958515391913	0.537925323846148	0.014407255482570344	0.02133188912078483
SC_RS02260	88.71235818703218	0.18656271136489244	0.23341996541768312	0.4126689419647088	0.46428292087436196
SC_RS02270	12.376786515211272	1.7416867612732114	0.5762031986945906	6.661468629047034e-4	0.0012211361577006382
SC_RS02275	7.34895013975011	1.559450894417079	0.6792173432379988	0.006329321216156768	0.0099946282566573
SC_RS02280	23.361138789183755	2.31977092223533	0.4913036067332866	4.579885155521951e-7	1.4252259625201808e-6
SC_RS02285	51.054448117675484	0.3357032959593764	0.304701578904983	0.24923564000292486	0.2945372030080933
SC_RS02290	208.0716971292935	-1.0942565444331749	0.16916072105544527	5.0957754622199706e-11	2.9054660092568153e-10
SC_RS02295	10.055893442838485	0.001504913410894291	0.4716987743268142	0.9997721809913276	0.9997721809913276
SC_RS02300	65.23611126722864	-0.5726586882242041	0.27504286911196246	0.0302994694558509	0.04236053089402743
SC_RS02305	79.9899631634891	-0.7984670984802175	0.24570551250090003	7.827979948019484e-4	0.0014196568947475563
SC_RS02310	64.99373516864003	-0.02538254437254302	0.26390140020518604	0.9194167753182253	0.9336907429230488
SC_RS02315	11.44105291401606	0.40435472243437026	0.5041156202802842	0.3574991094519238	0.40767161683361813
SC_RS02320	147.23727517870068	0.4130494792903594	0.22623420078376125	0.061325623220072435	0.08153290125902866
SC_RS02325	92.50991632915985	0.733896018052762	0.2739214711634875	0.005431054508919258	0.008660238326422657
SC_RS02330	66.22726572987733	0.8697367154484416	0.25694192683656975	4.6755237088852257e-4	8.777081826205852e-4
SC_RS02335	74.07783997316224	0.7048682936400644	0.3156358420192196	0.018842559979301402	0.027239594176921633
SC_RS02340	30.607919166576412	2.210161337191858	0.44081570321193897	1.0594953804226562e-7	3.675545226275694e-7
SC_RS02345	25.613791596106715	1.5394812216486888	0.45153521848442335	1.9931134209038643e-4	4.0019288908169505e-4
SC_RS02350	21.508911039657242	2.1965830102507735	0.48340375385206524	1.166980872870788e-6	3.4043249728996736e-6
