gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SC_RS02085	40.77520225192981	9.797658072037507	2.692711359305745	9.141400924054865e-14	3.622175734227865e-13
SC_RS02090	30.20285836990259	9.356523884592107	2.6478042293696133	1.126403767557417e-12	4.15720789888308e-12
SC_RS02110	8.053677038950177	6.50627240487201	2.454243322813022	1.2581206293096543e-6	3.095556062906036e-6
SC_RS02160	13.409838354617236	-0.3554767287041233	0.539384991172257	0.4397431744408135	0.4992557610972377
SC_RS02180	75.55465116010159	-0.016049554555927874	0.23232251541257162	0.9430808963536136	0.9532938354642285
SC_RS02195	43.2405012052146	-1.3450147386605509	0.31316760852507564	6.94708780528333e-6	1.5958824135875163e-5
SC_RS02200	467.37379820049006	10.248694443820142	0.9761965170806693	6.839804930189182e-24	4.347993237518537e-23
SC_RS02220	161.00286278634633	0.7383722095029924	0.23990239404375277	0.0015258564287828841	0.0026828005021089624
SC_RS02230	11.239780052831472	0.30600387799186846	0.9242709633171334	0.4944334010246572	0.5524169544175488
SC_RS02240	9.265619004680206	1.0938621797041352	1.179014596466461	0.08700650428810011	0.11709909885388763
SC_RS02245	27.567143193566892	1.3939142064011016	0.4059714048930379	2.136178628575953e-4	4.1838462701511496e-4
SC_RS02250	11.183163406566953	-1.3011779188293895	0.704297320316462	0.02257281316903689	0.03364704352303983
SC_RS02260	78.91827473959422	-0.039672549161800165	0.23806738859973056	0.8626279937873748	0.8879144090156479
SC_RS02270	9.441122829299918	0.6635844080179997	0.6644889485480006	0.2044424076193763	0.25413997197998667
SC_RS02280	14.218147167337136	0.1358328058557721	0.6448690862975481	0.7855380341392554	0.8216393565592722
SC_RS02285	26.253552014169998	0.5407498162626789	0.4386930384696006	0.1708034594943886	0.21629825009644885
SC_RS02290	167.7634724090298	1.2033068472790018	0.18981344851642923	1.0707604500405683e-10	3.503011339218789e-10
SC_RS02300	51.82180563032006	-0.5977951948859072	0.2816593771723139	0.026855929315769137	0.03962297374439408
SC_RS02305	37.173309477045	-0.17010558444258359	0.3268634669553803	0.581352856905123	0.6360379772727562
