gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SC_RS02085	40.77520225192981	7.565212028915419	2.467013061018282	4.581643346952691e-9	1.1231728071951178e-8
SC_RS02090	30.20285836990259	6.746252387472939	2.3949572615308994	1.4081634380251656e-7	3.0167917466582137e-7
SC_RS02110	8.053677038950177	5.81605871132983	2.3817863544543796	9.71139915716329e-6	1.735624270114447e-5
SC_RS02160	13.409838354617236	1.2550931096418947	0.5230401166642192	0.006598209939714258	0.008985263175522241
SC_RS02180	75.55465116010159	-1.0091220739810969	0.24525478442482385	2.2246458028390887e-5	3.84451327633828e-5
SC_RS02195	43.2405012052146	-0.9746756691508552	0.28825993063400085	4.115373515527606e-4	6.310410543460297e-4
SC_RS02200	467.37379820049006	9.22972484901	0.9716214257203907	7.809915718872537e-20	3.423919055348757e-19
SC_RS02220	161.00286278634633	1.3972205812030356	0.23712072547590377	1.4223643194536975e-9	3.6267339182750915e-9
SC_RS02230	11.239780052831472	5.988649669546553	1.3619704160214412	4.7496537780204733e-7	9.676873523994425e-7
SC_RS02240	9.265619004680206	5.6064868935423124	1.3433795135088786	1.5739275019649865e-6	3.055051697680919e-6
SC_RS02245	27.567143193566892	1.5070487047000234	0.3965339190053119	4.870250052130422e-5	8.115982798736663e-5
SC_RS02250	11.183163406566953	0.621619140031893	0.5262364963275006	0.171266875176733	0.1966861762269474
SC_RS02260	78.91827473959422	-0.008825860349155498	0.23218021230261277	0.9675260399981706	0.9705532606375336
SC_RS02270	9.441122829299918	2.4222516906588	0.692584440169097	8.379468639325581e-5	1.3682507029757934e-4
SC_RS02280	14.218147167337136	3.374791723116758	0.6850342593608865	1.2309325834902706e-7	2.6532875973859267e-7
SC_RS02285	26.253552014169998	1.280806116239175	0.44160987230747056	0.0014693975293339652	0.0021396795776675867
SC_RS02290	167.7634724090298	-0.0026906576604932785	0.19199979886037793	0.9881058543499852	0.989447660235849
SC_RS02300	51.82180563032006	-1.5511714899809639	0.30018103333859086	7.526058523056094e-8	1.654655800507324e-7
SC_RS02305	37.173309477045	-1.1350960249627267	0.35330668891667205	6.366052571925993e-4	9.572445282500464e-4
SC_RS02310	40.58981373242172	0.19684913564482	0.3148919363562095	0.5123945207146335	0.5455381455024123
SC_RS02320	63.6457906592287	-0.10765846355471137	0.2716274623964295	0.6798073173359185	0.7055452720668632
SC_RS02325	50.946473258607924	-0.7299162534526417	0.3180466321637654	0.015442056839572834	0.020189667931739375
SC_RS02330	46.22936583997968	-0.489694123865563	0.2743406473185475	0.06354653614572085	0.0770837567919963
SC_RS02335	49.70936163927328	0.3839446772780561	0.3276101719341842	0.21711078884025564	0.24547300780558803
SC_RS02340	20.22816341742309	2.8150432994921233	0.5054178573679059	4.0999117330597425e-9	1.0121442624567304e-8
SC_RS02345	13.107802279229723	3.8382897772497304	0.8136641032036775	4.058750785616328e-7	8.327553782174401e-7
SC_RS02350	12.04640742361261	4.542959017560135	0.9109250214990305	2.3572224305098033e-7	4.952181824096664e-7
SC_RS02355	13.91645255634915	3.7091793986373927	0.7202521611297239	4.876962643094071e-8	1.0917644969695106e-7
SC_RS02360	38.17374976368521	3.2652570016901987	0.47961097768888356	1.59191519656748e-12	4.917797511306493e-12
SC_RS02375	33.92894783253177	1.401321821146381	0.3787790078843861	8.004570132130635e-5	1.3087738393421575e-4
SC_RS02380	138.69884467650803	2.9325271626586433	0.25042759351730576	1.9241622806591781e-32	1.4779971518313313e-31
SC_RS02390	24.293991752313392	3.089906633880312	0.4883049915037787	5.252667667677586e-11	1.4851676143195752e-10
SC_RS02405	24.06427247499414	3.509975836689163	0.5507810111576971	3.372518541170658e-11	9.665352398986564e-11
SC_RS02410	17.688080879807206	0.4159391946061897	0.4459832403552268	0.3015640926863705	0.3334933442515441
SC_RS02415	13.498418551097968	3.8643038696162457	0.8099688969657743	2.507424521824574e-7	5.248296458681354e-7
SC_RS02420	12.324158228957096	4.699409054592115	0.9053936213352387	9.664454473633777e-8	2.1022326633798073e-7
SC_RS02425	17.25603300077841	0.10855225761509747	0.40395272609811583	0.7719121017874409	0.7933212318579218
SC_RS02440	26.013553982974784	1.1809136419874593	0.4245665457822214	0.0024238212698619124	0.0034624676567147888
SC_RS02445	40.37772935597069	0.9697831428131874	0.38606537038038213	0.006796703905644498	0.009236803280542303
SC_RS02450	33.265056578167716	0.8847119029912909	0.34702466366389145	0.00673670044388681	0.009163702097993236
SC_RS02455	81.1002646621728	1.4151139437264222	0.2584995658396023	1.7289842679489153e-8	4.047469838684222e-8
SC_RS02460	6.981691866306772	3.210112197086059	0.9342580911443749	9.366266426808898e-5	1.5219666952685944e-4
SC_RS02475	122.33897840369052	0.7059828568916627	0.20888966829526284	5.502450691749599e-4	8.329926380817397e-4
SC_RS02480	92.86739341170178	0.7810949924556927	0.2692981404583903	0.0025427348739908134	0.003626717013695988
SC_RS02490	33.38841767687425	0.6182029274647576	0.3196878551504985	0.04170879110405858	0.05179532260042573
SC_RS02495	58.809764570908065	-0.09953747829414286	0.25998463083693946	0.6911181238583355	0.7160748974752517
SC_RS02500	47.80695738310545	-0.7052945711026251	0.3028609516542119	0.014613941873767826	0.01919202268515832
SC_RS02505	29.06726512722045	-0.4760119614947001	0.3533904524386152	0.15053465685977838	0.17420630252416913
SC_RS02510	8.260128930365823	3.5519314368395616	0.8890602369256777	1.3061285524312394e-5	2.3030588105279673e-5
SC_RS02515	28.69957804537537	3.325494788162028	0.47276896641534844	4.1367042100398097e-13	1.3153970178884673e-12
SC_RS02520	50.57079908160573	1.6539944293418654	0.341599490165843	4.0672477576661076e-7	8.342666193332372e-7
SC_RS02530	52.630980341671574	1.990100779932112	0.34815546867734937	2.3813706056904958e-9	5.9789672612739924e-9
SC_RS02535	11.76875162835016	4.116066049298641	0.8651194071434374	4.445502311023094e-7	9.093241065598973e-7
SC_RS02545	21.687764934876633	0.04783826604611076	0.41075815847627206	0.9010860415547224	0.9110939901857292
SC_RS02550	55.04997568171042	-0.23836847298076472	0.2713559069822469	0.36197159600780054	0.3950242043749476
SC_RS02555	13.33821765587386	1.865221567206717	0.5649744490360595	2.2341340416927107e-4	3.521698252125278e-4
SC_RS02560	310.0843168982602	0.09435154506919519	0.1814016329211354	0.5972827281959814	0.6279388134755014
SC_RS02565	20.292536145555825	5.334932166771353	1.0081431234551288	1.4239652998252988e-7	3.0471039236540205e-7
SC_RS02570	19.520396250087288	4.608617581710681	0.8189291899444971	7.924437295712988e-9	1.9058969542918323e-8
SC_RS02575	15.235823020958101	7.774692324048178	2.5360119251593	4.747839483783733e-9	1.1619836824899184e-8
SC_RS02580	21.592457141939786	5.1085233750101615	0.8019407119249746	7.535845431281207e-11	2.1088927594029457e-10
SC_RS02585	20.071287180490994	2.745698197649922	0.49175717443899786	4.126709590094792e-9	1.0170573702325867e-8
SC_RS02590	15.730295219381446	3.6221021554602926	0.7394186009042103	1.1207761194325306e-7	2.4215069161135307e-7
SC_RS02595	17.85457884294538	3.780802324649033	1.3112973290717465	2.78742363031752e-4	4.3538364435419176e-4
SC_RS02600	89.94284429570736	3.413832199801933	0.3520826906994407	4.4293919308019247e-23	2.2356150648688153e-22
SC_RS02605	83.06047492071792	3.956394173703531	0.4199240958658098	5.309139868622746e-22	2.587547745619572e-21
SC_RS02615	54.129357463571516	0.709221500519653	0.3922783749385745	0.0505679092355565	0.06222055109344129
SC_RS02620	2465.4334106679034	6.689189357686867	0.6720432369224029	5.478417710081493e-23	2.757532572978903e-22
SC_RS02625	191.5044016958729	2.3078206502502585	0.235394093143192	1.6068695956770395e-23	8.280263031811662e-23
SC_RS02635	28.7978876418412	3.167060571836324	0.47270338684034074	4.250678082961897e-12	1.2825081908249195e-11
SC_RS02640	74.1049625139156	1.810586678786823	0.28414790150602637	5.115225240564036e-11	1.448528069274931e-10
SC_RS02645	69.62686994445535	1.432953274623942	0.31219418010046657	1.65270659547043e-6	3.197753805330474e-6
SC_RS02650	13.496036002720258	1.9138638503682652	0.6070103362658449	3.603858353932324e-4	5.564248639425662e-4
SC_RS02660	14.61495349291252	1.6541476848097842	0.5274935530735922	4.671943265837143e-4	7.12531740274728e-4
SC_RS02665	66.76827215859585	4.211175948166656	0.38841840453482274	4.685491444587626e-28	2.9555871610255908e-27
SC_RS02670	79.66800722783948	0.35459086112522226	0.2595530862755802	0.1578702699584995	0.1821523033443867
SC_RS02680	21.049850149900593	-0.10318474088207728	0.3661651772417827	0.7612367299459143	0.783004553859837
SC_RS02685	18.67047347020054	0.06629880639627479	0.396827602945559	0.857925621459567	0.8722381818065418
SC_RS02690	76.85597259156603	-0.5466630310329973	0.23120758449670176	0.014979434186887026	0.01963006001316953
SC_RS02700	42.696726415058684	-1.0077210435780677	0.28887503333466746	2.724554996186185e-4	4.260150242128272e-4
SC_RS02705	17.94615332507665	-1.2811307335419342	0.43725513781148034	0.0013235552635018093	0.0019349517274112491
SC_RS02710	73.29330749067451	-0.9752361219300206	0.2605854420989656	1.0567809525717044e-4	1.7115534250524377e-4
SC_RS02715	11.73728867003538	-0.15902180235698393	0.4851465687520297	0.7077407206455568	0.7319607396971018
SC_RS02720	21.738277212972314	1.237132217983375	0.46886815928959025	0.0034999236693284614	0.004910281038361506
SC_RS02725	26.959798057149747	0.9745105727868811	0.36036415464919425	0.003852693277588286	0.00538675772258931
SC_RS02730	27.448281858385016	0.8687362269180943	0.41722122125803945	0.023018365062819877	0.02952568614201102
SC_RS02735	106.77000850481139	0.2228000537580297	0.22539650457325172	0.3106964442607385	0.3430781042196295
SC_RS02740	16.948319146937067	2.820295690058996	0.5563061434405405	8.028945244043073e-8	1.759448506079454e-7
SC_RS02750	22.043257514400167	3.8579626289652618	0.5944113040141762	2.448337679757836e-11	7.068927975933549e-11
SC_RS02755	771.141558946735	8.803080863249473	0.6782551981855749	5.44887576157149e-40	5.7564484048464425e-39
SC_RS02760	41.94073828803261	3.798710056761884	0.4344493991796797	3.826895864944501e-19	1.6171650491748283e-18
SC_RS02765	41.391819636413615	4.772688679966023	0.5357645090509086	1.9904856484381119e-19	8.54356296366859e-19
SC_RS02770	44.44283709788433	2.870172165160432	0.3998578039593169	1.196055584553693e-13	3.92336026712586e-13
SC_RS02775	73.13723005305184	3.3211193061610356	0.3170573691865815	1.5634507328710636e-26	9.208375163092032e-26
SC_RS02780	3931.217834604567	9.698767812730836	0.3602151112338506	1.2066444153416635e-160	3.5591183674917705e-158
SC_RS02785	2170.9992197736615	8.770993552034001	0.37198683170501073	6.272671627815999e-124	6.802158909340467e-122
SC_RS02790	1367.0114888219434	7.7051100649846855	0.36261414878049514	2.7121250180876735e-101	1.6948482952015682e-99
SC_RS02795	118.35666824707901	3.8146721610577856	0.35440706610115974	4.569538062940699e-28	2.8898605211084662e-27
SC_RS02800	1095.7354729894378	6.511288354941896	0.2950905923720157	5.415504906481977e-109	4.159784706291469e-107
SC_RS02805	1361.145591024316	13.077075660506024	1.3205873257017255	3.2079441588265965e-28	2.0498596384044472e-27
SC_RS02810	61.79115457381673	5.523130962549161	0.5596253056204274	2.7486573436381735e-23	1.399765141711871e-22
SC_RS02815	182.06730739890565	4.160268678456107	0.3490516211430617	1.012509439401355e-33	8.195658184572549e-33
SC_RS02820	1187.14744965679	9.12471167767755	0.4537154731146356	4.682829441800023e-90	2.271788441041669e-88
SC_RS02835	1378.7981563452674	9.945559255967403	0.510279503011387	1.7575391755737663e-84	7.200052155933863e-83
SC_RS02840	44.37299449211456	1.571286418747559	0.3866796292141652	1.4514973294376272e-5	2.550236194251385e-5
